Origin,Destination,Marketing_Airline,Operating_Airline,Flight_Duration,Distance,Narrow_Set
VIE,BLQ,OS,VO,100,303,0
DTW,SCE,CO,XJ,92,263,0
MSP,EWR,AZ,NW,175,876,0
SFO,EUG,AC,UA,90,396,0
FRA,DRS,SK,LH,60,207,0
MSP,SNA,KL,NW,245,1325,0
EWR,CLT,NW,CO,112,464,1
MSP,PHL,KL,NW,150,853,1
DTW,SYR,KL,NW,85,329,1
EWR,CLE,NW,CO,95,355,0
FRA,TXL,AC,LH,65,238,0
MIA,TPA,UA,3M,70,175,1
FRA,ARN,SK,LH,125,667,1
EWR,PDX,AS,CO,374,2116,0
FRA,BIO,JK,LH,130,628,0
TAO,KIX,NH,MU,130,741,1
FRA,LEJ,SK,LH,55,167,1
MSP,DEN,CO,NW,120,593,0
FRA,GVA,SQ,LH,65,250,1
DTW,ALB,CO,NW,95,430,1
MSP,ORD,LH,UA,77,292,1
DTW,PHL,CA,NW,104,396,1
BNE,MEL,NZ,AN,135,744,1
CLE,BNA,NW,CO,105,393,0
DTW,SAN,CO,NW,302,1694,0
FRA,SFO,UA,LH,690,4955,1
DTW,ATL,CO,NW,129,521,0
TLV,BRU,SN,LY,315,1760,1
MSP,MOT,CO,NW,94,392,0
FRA,OSL,LH,SK,125,622,1
FLL,MEM,KL,NW,150,746,1
CLE,LGA,NW,CO,105,365,1
SYD,CBR,SQ,AN,50,126,0
FRA,TRN,SK,LH,75,297,0
CLE,BNA,NW,CO,105,393,0
PRG,VIE,OK,OS,65,145,0
EWR,PHX,NW,CO,331,1858,0
FRA,CGN,AC,LH,40,77,1
FRA,HAM,SQ,LH,65,228,0
FRA,AMS,TG,LH,65,197,0
YVR,LAX,QF,AS,161,947,0
DTW,MDT,CO,XJ,83,322,0
YVR,PDX,UA,ZX,80,221,0
FRA,BRE,AC,LH,55,186,0
XNA,MEM,CO,9E,85,224,1
SFO,PHX,NW,HP,108,565,0
CLE,PHL,NW,CO,97,319,0
MSP,FAR,CO,NW,61,197,0
FRA,MAD,JK,LH,145,776,1
MEL,SIN,BA,QF,440,3282,1
FRA,NUE,JK,LH,45,100,1
DTW,DAY,KL,XJ,80,144,1
FRA,VIE,TG,LH,80,335,1
SFO,MSP,CO,NW,220,1384,0
SYD,AKL,AN,NZ,180,1167,0
MSP,BOI,KL,NW,189,992,1
VIE,KUL,OS,NG,650,5103,0
DTW,PLN,KL,XJ,89,213,0
FRA,FDH,AC,LH,50,152,0
FRA,GVA,SQ,LH,65,250,0
FRA,DUS,NZ,LH,45,106,0
VIE,HAM,OS,CL,100,417,0
MEL,AKL,UA,NZ,210,1426,1
BNE,WLG,AN,NZ,220,1360,1
EWR,PWM,HP,RU,101,248,0
MSP,BJI,CO,XJ,80,171,0
FRA,ARN,SK,LH,125,667,1
DTW,MSP,CA,NW,119,458,0
FRA,ALA,SK,LH,390,2758,0
FRA,FDH,SK,LH,60,152,1
FRA,BRE,SQ,LH,55,186,0
MIA,EYW,NW,3M,50,113,0
SQO,ARN,SK,JZ,90,320,1
DTW,ATL,KL,NW,114,521,0
FRA,JFK,TG,LH,515,3355,0
DTW,BWI,CO,NW,94,358,0
SYD,LAX,AA,QF,810,6536,1
CLE,SFO,NW,CO,316,1875,0
OOL,SYD,NZ,AN,85,368,1
GFK,MSP,CO,XJ,85,244,0
FRA,DRS,UA,LH,60,207,1
BNE,SYD,NZ,AN,90,408,0
DTW,FLL,CO,NW,176,987,1
FRA,LIS,TG,LH,175,1014,1
FRA,NUE,UA,LH,45,100,0
DTW,ORD,AC,UA,74,200,0
CLE,PIT,NW,CO,57,93,0
MSP,GRB,CO,XJ,80,216,0
HMO,GDL,DL,AM,115,672,0
SJO,FON,LR,RZ,25,37,1
DTW,GSO,CO,NW,100,401,0
DTW,DCA,KL,NW,83,357,1
DTW,ROC,CO,XJ,74,261,1
EWR,LAX,CA,CO,361,2133,0
MSP,MIA,AZ,NW,217,1315,0
SYD,NOU,QF,SB,190,1075,1
EWR,MSP,NW,CO,195,876,1
SYD,OOL,UA,AN,75,368,0
FRA,LOS,UA,LH,380,2639,0
LGB,PHX,CO,HP,77,304,0
CLE,IAH,NW,CO,180,951,0
SFO,ORD,LO,AA,241,1605,0
FRA,FMO,SK,LH,50,129,0
XQP,SJO,LR,RZ,32,40,0
DTW,DCA,CA,NW,97,357,0
MEL,SYD,NZ,AN,80,381,1
DRS,FRA,SK,LH,70,207,1
FLL,NAS,UA,3M,60,153,1
BNE,ROK,NZ,AN,65,280,0
EWR,ORF,NW,CO,67,248,0
VAA,TKU,SK,KF,55,146,1
MSP,BOS,CA,NW,166,973,0
NAN,LAX,QF,FJ,615,4816,1
EWR,SEA,NW,CO,365,2088,1
ANC,PDX,NW,AS,219,1340,0
EWR,IND,NW,CO,134,563,1
DTW,LGA,KL,NW,109,437,0
DTW,ROC,CO,XJ,100,261,1
DTW,GRR,KL,NW,53,104,0
EWR,SDQ,NW,CO,229,1367,1
FRA,HEL,SK,LH,150,836,1
FRA,OSL,SK,LH,120,622,0
FRA,HAM,UA,LH,65,228,1
SYD,ZQN,AN,NZ,185,1047,1
CHA,MEM,KL,9E,90,238,1
DTW,ERI,CO,XJ,71,143,1
SFO,DFW,AS,AA,219,1272,1
HND,KIX,OZ,NH,75,233,1
DTW,YOW,CO,XJ,125,388,0
FRA,BIO,SK,LH,130,628,0
FRA,HAM,NH,LH,65,228,1
YSB,YYZ,LH,GX,73,191,1
SFO,LAX,NZ,UA,81,292,1
FRA,NUE,AC,LH,45,100,0
VIE,MAN,OS,NG,150,784,1
DTW,LAN,CO,NW,49,65,0
SJO,ADZ,MM,LR,80,215,0
EWR,ORF,HP,CO,67,248,0
FLL,DTW,CO,NW,184,987,1
MSP,MSN,KL,NW,60,199,0
MSP,STL,CO,XJ,99,392,1
EWR,RIC,AF,CO,90,245,1
MSP,SAN,CO,NW,229,1333,0
CLE,RSW,NW,CO,165,907,1
EWR,PVD,NW,CO,76,134,1
MSP,CMX,CO,XJ,85,238,1
DTW,LGA,KL,NW,102,437,0
DTW,BWI,CA,NW,92,358,1
MSP,ALO,KL,XJ,70,150,0
DTW,RIC,KL,NW,96,401,0
FRA,FMO,AC,LH,50,129,0
VAA,ARN,SK,JZ,75,229,0
MSP,CVG,CO,XJ,105,521,0
DTW,PHL,CA,NW,102,396,1
FRA,LEJ,UA,LH,55,167,0
DTM,FMO,KL,EW,25,38,0
YVR,PDX,UA,ZX,80,221,1
AUH,LHR,EK,BA,480,2989,1
NAN,APW,PH,FJ,110,649,1
FRA,MLA,SK,LH,145,895,1
TYS,CLE,NW,CO,89,354,1
DTW,YUL,CO,NW,106,462,0
SFO,HNL,NZ,UA,330,2087,0
SFO,IAD,AC,UA,292,2106,0
YVR,SEA,CO,QX,50,115,1
FRA,CPH,AC,SK,85,366,0
MSP,PIT,CO,XJ,128,629,0
LGB,PHX,BA,HP,80,304,0
DTW,ORD,CA,NW,85,200,0
EWR,IAH,NW,CO,240,1220,0
DTW,CVG,CO,XJ,64,193,1
FRA,LHR,BD,LH,100,356,1
FRA,SVO,AC,LH,190,1094,1
DRS,FRA,AC,LH,70,207,1
YVR,PDX,NW,QX,74,221,0
VIE,NCE,SN,FU,100,474,0
MSP,RAP,CO,NW,104,426,1
DTW,SBN,CO,XJ,75,130,0
EWR,LAX,OZ,AA,372,2133,1
FRA,IAD,LH,UA,535,3549,1
FRA,PRG,OK,LH,65,222,1
FRA,MUC,UA,LH,55,163,0
SYD,MEL,UA,AN,80,381,1
FRA,BRE,UA,LH,55,186,0
DTW,ROC,KL,NW,71,261,1
DTW,TVC,CO,NW,63,181,0
DTW,RDU,KL,NW,98,436,1
VIE,HAJ,LH,VO,85,373,0
EWR,MSY,NW,CO,205,1020,1
CHA,CVG,AF,OH,75,250,0
PSA,FCO,NW,RD,50,146,0
CAK,DTW,KL,XJ,65,114,0
FRA,BRU,NZ,LH,55,165,0
SYD,MEL,BA,QF,80,381,0
MSP,STL,CO,NW,86,392,0
FRA,BIO,SK,LH,130,628,1
SYD,CBR,NZ,AN,50,126,1
MSP,ORD,LH,UA,82,292,1
BNE,SYD,BA,QF,90,408,1
SYD,MEL,NZ,AN,80,381,0
BNE,CNS,NZ,AN,135,761,0
TYS,EWR,NW,CO,116,553,1
MEL,ADL,NZ,AN,75,348,1
MIA,NAS,UA,3M,65,157,1
SFO,EWR,SK,UA,329,2229,0
MSP,EWR,CO,NW,156,876,1
DTW,LGA,CA,NW,102,437,0
FRA,LEJ,AC,LH,55,167,0
VIE,GRZ,OS,VO,45,82,1
MIA,EYW,UA,3M,50,113,1
FRA,HAM,CA,LH,65,228,1
EWR,SDF,NW,CO,141,558,0
EGE,MSP,CO,NW,135,689,1
FRA,OSL,LH,SK,125,622,0
MSP,IAH,NW,CO,175,911,0
MSP,BOI,CO,NW,186,992,1
MSP,BZN,KL,NW,151,760,1
FRA,DRS,AC,LH,60,207,1
MSP,SJC,KL,NW,249,1371,0
CLE,MSP,CO,NW,129,538,1
MSP,YQR,CO,NW,125,566,1
DTW,AZO,CO,XJ,60,94,1
MSP,ORD,SK,UA,80,292,0
EWR,IAH,NW,CO,217,1220,0
CLE,EWR,NW,CO,110,355,0
MIA,IAH,NW,CO,174,836,1
XFJ,XFH,SK,9B,13,,0
FRA,HAM,TG,LH,65,228,1
DTW,RSW,CO,NW,171,954,0
MSP,AUS,KL,NW,170,920,0
HMO,LAS,DL,AM,105,469,0
EWR,RSW,NW,CO,190,941,0
EWR,JAX,NW,CO,153,718,1
FRA,VIE,SK,LH,80,335,1
MSP,GRB,KL,NW,62,216,1
DRS,FRA,UA,LH,70,207,0
FRA,BRE,UA,LH,55,186,1
EYW,MIA,NW,3M,45,113,0
MSP,FAR,CO,NW,65,197,0
FRA,FMO,SK,LH,50,129,1
EWR,ORF,NW,CO,110,248,1
DTW,HPN,CO,NW,100,442,0
AAL,CPH,LH,SK,50,134,1
DTW,APN,CO,XJ,85,180,0
FRA,YUL,LH,AC,490,3175,0
FRA,PRG,AC,LH,65,222,0
PRG,AMS,KL,OK,90,382,1
MSP,ABR,CO,XJ,90,224,1
AGA,CMN,DL,AT,60,200,0
SFO,HNL,LH,UA,330,2087,1
DTW,CMH,KL,NW,56,133,0
MSP,ATW,CO,XJ,62,206,0
DTW,RDU,KL,NW,100,436,0
FRA,HAM,UA,LH,65,228,1
DTW,LAN,KL,NW,49,65,0
EWR,SJU,NW,CO,234,1415,0
ANC,SEA,NW,AS,201,1260,0
EWR,ORD,AC,UA,146,625,0
VIE,AMS,NW,WA,115,516,0
MIA,EYW,UA,3M,45,113,0
MSP,MLI,CO,XJ,88,239,1
DTW,BDL,KL,NW,105,483,0
EWR,MSP,NW,CO,200,876,0
VIE,FRA,NH,LH,100,335,1
MIA,EWR,NW,CO,188,952,1
FRA,MUC,AC,LH,55,163,0
MIA,EYW,NW,3M,45,113,1
CLE,BDL,NW,CO,90,419,1
EWR,DAY,NW,CO,135,463,1
FRA,HAM,CA,LH,65,228,0
MSP,LGA,CA,NW,158,885,0
FRA,WAW,UA,LH,100,483,1
CLE,BUF,NW,CO,60,166,0
CLE,SBN,NW,CO,83,196,1
HMO,GDL,DL,AM,115,672,0
TXK,DFW,YX,MQ,70,154,0
FRA,YYC,LH,AC,590,4073,1
FRA,OSL,SK,LH,120,622,0
SYD,ASP,NZ,AN,190,1102,1
FRA,ZAG,OU,LH,85,396,1
SFO,LAX,LA,AA,86,292,0
DTW,FNT,CO,NW,46,55,0
BNE,SIN,BA,QF,460,3332,1
MSP,ORD,KL,NW,81,292,0
BNE,SYD,NZ,AN,90,408,0
DTW,PVD,KL,NW,102,534,0
VIE,ZAG,SK,OS,60,145,0
CLE,SFO,NW,CO,316,1875,1
VIE,FRA,SK,LH,100,335,1
EWR,SEA,NW,CO,365,2088,1
FRA,GVA,SK,LH,65,250,0
SYD,SIN,SQ,AN,460,3422,0
VIE,FCO,OS,NG,100,428,0
MEL,ADL,NZ,AN,75,348,1
CLE,MSP,NW,CO,130,538,1
MSP,LAX,AS,NW,242,1339,1
DTW,SEA,CO,NW,293,1675,1
FLL,NAS,UA,3M,60,153,1
PRG,HAJ,LH,OK,90,229,1
CLE,ALB,NW,CO,112,373,1
EWR,ATL,NW,CO,145,656,1
SYD,TPE,BR,QF,555,3971,1
MIA,JAX,SR,AA,107,293,0
TYS,DTW,KL,NW,99,385,1
FRA,FMO,UA,LH,50,129,0
EWR,GRU,NW,CO,510,4183,0
SYD,BNE,UA,AN,85,408,0
SFO,EWR,BR,CO,305,2229,0
EWR,PIT,NW,CO,110,282,1
DTW,STL,CO,NW,110,375,1
EWR,GSO,NW,CO,94,392,1
EWR,DEN,AC,UA,269,1394,0
MSP,DLH,KL,NW,46,122,0
MIA,IAD,OS,UA,151,803,0
DTW,IND,KL,NW,64,201,1
VER,MEX,AM,MX,55,165,1
FRA,NUE,SK,LH,45,100,1
EWR,PIT,BR,CO,110,282,1
HMO,MEX,AM,MX,145,885,0
FRA,SZG,LH,VO,65,221,0
FRA,DUS,SQ,LH,45,106,1
MIA,EYW,UA,3M,45,113,0
DTW,ORD,CA,NW,85,200,0
DTW,ORD,SK,UA,77,200,1
DTW,IAD,CO,NW,84,340,1
FRA,MUC,AC,LH,55,163,1
FRA,HAJ,SA,LH,50,155,1
DTW,CLE,CO,XJ,59,80,0
FRA,DRS,AC,LH,60,207,0
BTR,DFW,AM,DL,80,335,0
VIE,GVA,OS,NG,95,441,1
SFO,MEM,CO,NW,235,1569,1
DTW,IND,CO,NW,64,201,1
CLE,SFO,NW,CO,325,1875,1
FRA,BRE,AC,LH,55,186,1
FRA,DUS,JK,LH,45,106,1
DTW,ORD,CA,NW,76,200,0
EWR,BNA,NW,CO,162,655,0
FRA,HAM,UA,LH,65,228,1
MSP,IND,CO,NW,99,443,0
FRA,DRS,SQ,LH,60,207,0
CLE,ROC,NW,CO,90,214,0
FRA,PRG,OK,LH,65,222,1
FRA,BSL,SK,LH,55,147,1
EWR,FLL,NW,CO,170,936,1
FRA,OPO,OS,LH,165,901,1
DTW,EWR,CO,NW,94,427,0
FRA,VCE,EN,LH,75,314,0
MIA,TPA,UA,3M,75,175,0
CLE,DCA,NW,CO,68,277,1
SYD,OOL,NZ,AN,75,368,0
EWR,ORD,AC,UA,147,625,1
FRA,MUC,UA,LH,55,163,0
EWR,MSP,KL,NW,199,876,1
EWR,BUF,NW,CO,83,246,0
SFO,SAN,LH,UA,87,385,1
FRA,LNZ,LH,NG,70,248,0
EWR,MEM,CO,NW,177,826,0
MEL,AKL,AN,NZ,220,1426,0
VIE,STR,LH,VO,65,294,0
CLE,BWI,NW,CO,83,278,0
SYD,MEL,UA,AN,80,381,1
MSP,PDX,AS,NW,226,1240,0
TLV,ZRH,SR,LY,275,1519,1
FRA,LYS,SK,LH,75,293,1
EWR,PDX,NW,CO,374,2116,0
DTW,TPA,KL,NW,160,859,0
EWR,IAH,NW,CO,238,1220,0
DTW,AZO,CO,XJ,65,94,0
CLE,MKE,NW,CO,80,285,0
FLL,EWR,NW,CO,171,936,0
FRA,TLS,SK,LH,125,490,1
EWR,ATL,NW,CO,147,656,0
MIA,GRU,RG,UA,490,3577,0
PRG,CDG,OK,AF,100,459,1
MIA,EWR,NW,CO,188,952,1
HND,KIX,OZ,NH,75,233,1
MIA,NAS,NW,3M,60,157,0
CLE,FLL,NW,CO,170,935,0
VER,MEX,AM,MX,55,165,0
DTW,SYR,AZ,NW,85,329,0
SYD,CBR,NZ,AN,50,126,0
DTW,CLT,CO,NW,104,439,1
MSP,MKE,CO,NW,81,256,1
MIA,MCO,UA,3M,70,171,0
MSP,GRB,CO,NW,62,216,0
FRA,DUS,UA,LH,45,106,0
YVR,SEA,CO,QX,50,115,1
SYD,MEL,NZ,AN,80,381,0
BNE,TSV,NZ,AN,110,604,0
PSC,SEA,CO,QX,60,145,0
MIA,MEM,KL,NW,153,751,0
CAK,DTW,CO,XJ,65,114,0
MCT,BAH,AA,GF,100,452,0
PWM,EWR,HP,RU,100,248,0
CLE,CAK,CO,XJ,35,36,0
MEL,LST,NZ,AN,55,262,1
VIE,AMS,NW,WA,120,516,1
FRA,VIE,LH,OS,85,335,1
SYD,MEL,UA,AN,80,381,0
MIA,JAX,TA,AA,107,293,0
VIE,ZAG,SK,OS,60,145,0
DTW,PHX,KL,NW,261,1453,1
SYD,ADL,NZ,AN,120,633,1
DTW,MSP,CA,NW,131,458,1
SQO,AJR,SK,JZ,25,,1
MSP,PIA,CO,XJ,95,301,0
DTW,BOS,AZ,NW,116,551,0
BTR,IAH,NW,CO,67,222,0
FRA,BIO,JK,LH,130,628,1
DAL,IAH,NW,CO,65,193,1
MIA,TPA,UA,3M,65,175,1
VER,MEX,AM,MX,55,165,0
PSC,SEA,NW,QX,60,145,1
FRA,HAJ,AC,LH,50,155,1
SJO,TTQ,LR,RZ,30,54,1
MIA,MCO,IB,AA,70,171,1
SJO,XQP,LR,RZ,30,40,0
FRA,NUE,UA,LH,45,100,0
FRA,GRZ,UA,LH,80,330,0
MIA,ORD,SN,AA,202,1049,0
ANF,SCL,IB,UC,105,601,0
AAL,CPH,SK,QI,50,134,1
VAA,OUL,SK,KF,55,152,1
MSP,IAH,NW,CO,175,911,1
MEL,SYD,UA,AN,80,381,0
MSP,YXE,CO,NW,144,686,1
BNE,MEL,NZ,AN,135,744,1
VER,MEX,AM,MX,55,165,1
SYD,CNS,UA,AN,185,1081,1
YVR,LAX,NW,AS,165,947,0
VIE,LNZ,SK,VO,40,95,0
FRA,PAD,SK,LH,55,100,0
VIE,TSR,LH,VO,65,241,1
SFO,IAH,CA,CO,220,1423,1
MSP,OMA,CO,NW,70,253,1
DTW,AMS,KL,NW,450,3432,0
YVR,SEA,NW,QX,50,115,0
VER,MEX,AM,MX,55,165,1
FLL,LGA,SA,DL,172,945,1
EWR,IAD,BR,CO,95,187,0
FRA,DRS,SA,LH,60,207,0
EWR,CLT,NW,CO,115,464,0
FRA,MUC,AC,LH,55,163,0
FRA,BRU,AA,SN,60,165,1
FRA,ZAG,OU,LH,85,396,0
PRG,FRA,OK,LH,70,222,0
FRA,MUC,AC,LH,55,163,1
VER,MID,MX,QA,75,385,1
DTW,MCI,CO,NW,129,544,0
CLE,YYZ,LH,AC,60,167,0
MSP,ATW,CO,XJ,81,206,1
EWR,CLE,AF,CO,100,355,1
ANC,SEA,CO,AS,200,1260,1
EWR,ATL,NW,CO,162,656,0
DTW,PHL,KL,NW,102,396,1
MSP,MCW,CO,XJ,64,109,1
DTW,TVC,CO,XJ,90,181,0
FRA,DUS,JK,LH,45,106,0
EWR,DTW,CO,NW,125,427,1
EWR,MCO,NW,CO,170,820,0
MIA,ZRH,AA,SR,545,4251,0
DTW,TVC,CO,XJ,80,181,0
PRG,FRA,OK,LH,65,222,1
YVR,SEA,NW,QX,50,115,1
DTW,LAX,CA,NW,312,1717,0
CLE,ORD,LO,AA,92,271,1
CLE,BOS,NW,CO,104,491,0
FRA,VIE,OS,LH,80,335,0
CLE,CMH,NW,CO,55,99,1
XNA,MEM,CO,XJ,61,224,1
FRA,DXB,SK,LH,365,2629,1
FRA,LEJ,SQ,LH,55,167,0
FRA,WAW,TG,LH,100,483,0
FRA,MUC,NZ,LH,55,163,0
FRA,NUE,SQ,LH,45,100,0
MSP,BIS,CO,NW,85,335,0
EWR,BUF,NW,CO,68,246,0
VIE,CGN,OS,CL,100,403,1
SYD,MEL,NZ,AN,80,381,1
MSP,DEN,KL,NW,120,593,1
DTW,FLL,CO,NW,176,987,1
VIE,MUC,LH,OS,60,192,0
VIE,BCN,OS,NG,135,738,1
FRA,DUS,NZ,LH,45,106,0
VIE,SKP,SK,OS,100,429,0
DTW,BWI,CO,NW,93,358,0
FRA,VCE,EN,LH,75,314,1
MSP,DLH,CO,NW,53,122,0
DTW,PWM,KL,XJ,111,586,1
MSP,PDX,CO,NW,227,1240,0
MIA,TPA,UA,3M,65,175,0
EWR,GSO,NW,CO,102,392,0
SFO,DFW,AS,AA,216,1272,0
SFO,ORD,SK,UA,247,1605,0
SYD,LAX,AN,NZ,825,6536,0
DTW,RSW,CO,NW,177,954,0
MEL,SYD,BA,QF,80,381,0
MSP,FSD,CO,NW,62,172,1
FRA,ARN,AC,LH,125,667,1
SFO,LAX,NZ,UA,81,292,0
SFO,GDL,AC,MX,215,1432,0
FRA,LEJ,SK,LH,55,167,1
EWR,MIA,NW,CO,184,952,0
DTW,YYZ,CO,NW,81,191,1
DTW,IAH,CO,NW,190,934,1
FRA,MLA,OS,LH,145,895,1
PWM,BOS,YX,MQ,50,82,0
MSP,ALO,CO,XJ,75,150,0
PRG,CGN,OK,LH,100,278,0
FRA,NUE,TG,LH,45,100,1
TLS,GVA,LX,RQ,75,259,1
FRA,WAW,UA,LH,100,483,1
MSP,CMX,KL,XJ,90,238,0
MDT,DTW,KL,NW,94,322,1
CLE,DCA,NW,CO,79,277,1
ANC,SEA,NW,AS,201,1260,0
MIA,FCO,NW,RD,580,4511,0
MSP,ORD,CO,NW,75,292,1
CLE,MCI,NW,CO,137,602,0
MIA,POS,UA,BW,215,1418,1
DTW,DCA,CA,NW,83,357,0
VIE,BEG,SK,OS,70,258,1
SJO,LIM,TA,LR,210,1410,0
FRA,MUC,SA,LH,55,163,0
FRA,HAJ,UA,LH,50,155,0
MSP,MDW,CO,NW,93,309,0
DTW,IAH,CO,NW,188,934,0
MSP,FSD,CO,NW,57,172,1
SYD,MEL,NZ,AN,80,381,1
MSP,CWA,KL,XJ,65,150,1
CLE,ATL,AF,DL,109,490,1
DTW,EWR,CO,NW,111,427,0
EWR,JAX,NW,CO,152,718,0
DTW,ORD,CA,NW,75,200,1
DTW,EWR,CA,NW,103,427,1
MIA,MXP,NW,RD,565,4288,0
DTW,DEN,CO,NW,192,971,0
GFK,MSP,CO,XJ,72,244,1
MSP,ORD,CO,NW,84,292,1
CHA,MEM,CO,9E,75,238,1
MSP,SMF,KL,NW,231,1323,0
MIA,BOS,SR,AA,200,1103,0
PRG,BUD,OK,MA,60,252,0
PBC,MTY,AM,VW,115,420,0
XEZ,XFH,SK,9B,25,23,1
DTW,ATL,CA,NW,129,521,0
FRA,GVA,UA,LH,65,250,1
DTW,RIC,KL,NW,96,401,0
SFO,YVR,NW,AS,137,705,0
VER,MEX,LH,MX,55,165,1
HMO,CJS,MX,AM,90,282,0
DTW,RIC,KL,NW,98,401,1
MEL,SIN,BA,QF,440,3282,1
MSP,GFK,CO,XJ,70,244,0
EWR,ATL,AM,DL,155,656,1
EWR,SEA,NW,CO,365,2088,0
SYD,AKL,UA,NZ,180,1167,1
DTW,IAH,NW,CO,179,934,0
DTW,DAY,CO,XJ,53,144,0
PEK,PVG,AA,MU,120,602,0
MSP,LAX,AS,NW,241,1339,1
CLE,BDL,NW,CO,100,419,0
EYW,MIA,UA,3M,50,113,0
MIA,NAS,UA,3M,60,157,1
YVR,SEA,CO,QX,50,115,0
CLE,MDT,NW,CO,85,244,1
DTW,PVD,CO,NW,102,534,1
DRS,FRA,UA,LH,70,207,0
EWR,PHX,NW,CO,335,1858,1
SFO,EWR,AC,UA,316,2229,0
YVR,YEG,LH,ZX,95,435,0
MSP,BNA,KL,NW,133,608,1
EWR,PIT,BR,CO,95,282,1
FRA,TXL,AC,LH,65,238,1
CLE,RSW,NW,CO,168,907,0
MSP,LAX,CA,NW,239,1339,1
SFO,LAS,CO,HP,79,360,0
SFO,YYZ,AC,UA,297,1967,0
EGE,DTW,CO,NW,185,1077,1
CLE,IAH,NW,CO,190,951,0
FRA,GRU,LH,RG,718,5323,1
MSP,FSD,KL,NW,62,172,0
MIA,IAH,HP,CO,163,836,1
FRA,LEJ,UA,LH,55,167,0
CLE,HPN,NW,CO,98,372,1
EWR,PHX,NW,CO,335,1858,0
FLL,DTW,CO,NW,187,987,0
DTW,CMH,CO,XJ,60,133,0
FRA,LHR,NZ,LH,100,356,1
MSP,GRR,KL,XJ,80,354,0
EWR,SFO,CA,CO,382,2229,0
FRA,LUX,LH,LG,50,93,1
DTW,IAH,CA,NW,190,934,0
YVR,DEN,AC,UA,172,968,0
MIA,LGA,TA,AA,191,961,1
VIE,KLU,OS,VO,50,126,1
SFO,PDX,NW,AS,99,484,1
BKO,ABJ,RK,UY,90,501,0
CLE,MIA,NW,CO,175,948,0
YVR,SFO,UA,AC,141,705,0
OOL,MEL,NZ,AN,130,717,1
MSP,DEN,KL,NW,125,593,1
FRA,KBP,UA,LH,145,857,0
MSP,RST,CO,XJ,45,71,0
DTW,ATW,CO,XJ,97,256,0
EWR,IAD,NW,CO,110,187,0
DTW,GRR,CO,NW,53,104,0
MSP,SMF,CO,NW,231,1323,1
AUH,DXB,UA,LH,40,61,0
FRA,MUC,AC,LH,55,163,1
FRA,LUX,LH,LG,40,93,1
MSP,COS,CO,NW,137,635,1
FRA,BUD,DL,MA,100,451,1
FRA,DUS,AC,LH,45,106,0
SFO,ORD,BR,AA,248,1605,0
MSP,LGA,KL,NW,160,885,1
MSP,PIT,KL,NW,124,629,0
SFO,SEA,NH,UA,122,593,0
MEL,SYD,NZ,AN,80,381,1
SYD,CBR,NZ,AN,50,126,1
DTW,ORD,SR,AA,79,200,1
PWM,EWR,NW,CO,96,248,1
DTW,IAH,KL,NW,188,934,1
FRA,OTP,AC,LH,140,785,0
FRA,ARN,AC,SK,125,667,0
EWR,IAD,NW,CO,95,187,1
NLP,JNB,SA,4Z,55,151,1
TLS,FRA,OS,CL,125,490,1
VIE,DUS,OS,CL,100,428,1
DTW,JFK,CA,NW,108,444,0
EWR,ORD,AS,AA,140,625,1
EWR,LAS,NW,CO,326,1933,1
AGA,CMN,JK,FN,60,200,0
EWR,SFO,BR,CO,386,2229,1
MIA,MSP,AZ,NW,235,1315,1
VIE,MAD,OS,NG,185,985,1
PEK,PVG,NW,CA,120,602,0
DTW,ATL,KL,NW,122,521,0
EWR,MEM,CO,NW,171,826,0
DTW,MDW,CA,NW,69,193,0
DTW,CLT,CO,NW,97,439,1
MSP,MDW,KL,NW,93,309,0
PEK,PVG,QF,MU,105,602,0
SFO,PVG,NW,CA,815,5346,0
FRA,TLS,OS,CL,125,490,0
SYD,AKL,AR,QF,175,1167,1
FRA,CPH,LH,SK,85,366,1
FRA,THR,OS,LH,295,2044,0
DTW,CMH,AZ,NW,63,133,1
EYW,TPA,UA,3M,75,212,1
EWR,YYZ,NW,CO,92,297,1
MSP,BIL,KL,NW,132,650,0
MIA,FPO,NW,3M,45,99,1
FRA,CGN,AC,LH,40,77,1
DTW,CLE,NW,CO,55,80,1
ZLO,MEX,MX,VW,100,313,1
TLS,MXP,AZ,VM,80,341,0
SJU,EWR,NW,CO,242,1415,1
DTW,IAH,NW,CO,185,934,1
FRA,MUC,SQ,LH,55,163,0
MIA,CUN,DL,AM,105,465,0
FRA,VCE,SK,LH,75,314,1
MSP,YYC,CO,NW,181,913,1
MSP,MDW,KL,NW,91,309,0
CLE,MCO,NW,CO,147,784,0
VIE,HEL,SK,OS,140,793,0
MEL,SYD,NZ,AN,80,381,0
TBU,APW,QF,PH,85,486,1
VIE,SKP,SK,OS,100,429,1
MEL,SYD,NZ,AN,80,381,0
SFO,JFK,LO,AA,319,2246,0
MIA,NAS,UA,3M,60,157,0
EWR,MEM,CO,NW,171,826,1
ANC,MSP,CO,NW,327,2185,1
CLE,SBN,NW,CO,83,196,1
PRG,VIE,OK,OS,55,145,0
DTW,CMH,CO,NW,53,133,0
DTW,LAN,KL,NW,49,65,0
YVR,PDX,NW,QX,75,221,0
MSP,ALO,CO,XJ,70,150,1
FRA,TRN,EN,LH,75,297,1
DRS,FRA,AC,LH,70,207,0
EWR,FLL,NW,CO,179,936,0
FRA,VIE,NZ,LH,80,335,0
