record_id,aircraft_type,airport_name,altitude_bin,aircraft_make_model,wildlife_number_struck,wildlife_number_struck_actual,effect_impact_to_flight,flightdate,effect_indicated_damage,aircraft_number_of_engines,aircraft_airline_operator,origin_state,when_phase_of_flight,conditions_precipitation,remains_of_wildlife_collected,remains_of_wildlife_sent_to_smithsonian,remarks,wildlife_size,conditions_sky,wildlife_species,pilot_warned_of_birds_or_wildlife,cost_total,feet_above_ground,number_of_people_injured,is_aircraft_large
268207,Airplane,KLAMATH FALLS INTL,> 1000 ft,GULFSTRM 200,1,1,None,2009-10-09T00:00:00,Caused damage,2,BUSINESS,Oregon,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 3739. WHOLE FEATHER AND DNA. ON DOWNWIND FOR 32L (TEMP RWY AT LMT DURING CONSTRUCTION) AT APPROX 1500 FT AGL WE HEARD AND FELT A  LOUD THUMP. CONTD APCH & LANDED NORMALLY. NOTICED DAMAGE TO LEFT SLAT DURING POST FLT INSPN. DIRECTOR",Medium,No Cloud,Mallard,FALSE,126496,1500,0,FALSE
257763,Airplane,PORTLAND INTL (OR),> 1000 ft,C-650,1,1,None,2009-03-17T00:00:00,Caused damage,2,BUSINESS,Oregon,Descent,None,FALSE,FALSE,"A/C WAS IN LEVEL FLT WHEN WE HEARD A THUD AND FELT THE A/C SHUDDER. PILOT FELT SOME FEEDBACK DURING MOMENT OF IMPACT ON THE RUDDER PEDALS WHICH SUBSIDED INSTANTLY AFTER IMPACT. VERT STABILIZER WAS DAMAGED WITH A DENT ABOUT 14' LONG, 4"" WIDE AND 1"" DEEP. B",Medium,No Cloud,Unknown bird - medium,FALSE,126496,5000,0,FALSE
200586,Airplane,NEWARK LIBERTY INTL ARPT,> 1000 ft,B-757-200,11 to 100,51,Precautionary Landing,2000-03-25T00:00:00,Caused damage,2,CONTINENTAL AIRLINES,New Jersey,Climb,None,FALSE,FALSE,"(DATA ENTRY NOTE: STRIKE REPTD AS 3/25 AND 3/26) ESTIMATE 10-20 GEESE. DAMAGE TO RHS UPPER RADOME WHERE IT CONNECTS TO FUSELAGE, LHS INBD WING SECTION, RHS FUSELAGE, & RHS LDG LIGHT.   NOSE COWL DAMAGE. #1 ENG COWLING. REPAIR COSTS INCLUDE MATERIALS AND L",Large,No Cloud,Canada goose,TRUE,126237,2500,0,TRUE
255248,Airplane,RIYAHD AIR BASE,> 1000 ft,B-767-200,1,1,None,2008-05-04T00:00:00,Caused damage,2,BUSINESS,N/A,Climb,None,FALSE,FALSE,"DMG TO A/C NEAR TOP OF FUSELAGE AFT OF F/O'S SIDE WINDOW. DIMENSION OF DMG ARE AIS ROUGHLY 8"" X 6"" X 1/4"" AND IS SIMILAR IN SHAPE TO THE NOSE OF A BULLET.",Large,No Cloud,Unknown bird - large,FALSE,124463,7500,0,TRUE
213336,Airplane,ROGUE VALLEY INTL,< 1000 ft,DHC8 DASH 8,2 to 10,4,Precautionary Landing,2003-01-08T00:00:00,Caused damage,2,HORIZON AIR,Oregon,Approach,None,TRUE,TRUE,"7-8 BIRDS SUDDENLY APPEARED I FRONT OF A/C. SEVERAL HIT NOSE & WINDSHLD. FORCE OF IMPACT FRACTURED INNER PANE ON CAPT SIDE. NUMEROUS SMALL PIECES OF GLASS IHT CPT IN FACE, SCALP & CHEST. HE TURNED CONTROL OVER TO F/O FOR LDG. EMERG POWER SWITCHED ON AFTER",Medium,No Cloud,Lesser scaup,FALSE,123476,1000,1,FALSE
301143,Airplane,SPRINGDALE MUNICIPAL ARPT,< 1000 ft,LEARJET-45,1,1,None,2010-02-04T00:00:00,Caused damage,2,BUSINESS,Arkansas,Climb,Rain,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 4085. DNA. SHORTLY AFTER ROTATION ABOUT 6 BIRDS WERE SPOTTED BY PILOT FLYING. 1 WAS INGESTED INTO L ENG. NO ADVERSE INDICATIONS ON ENG. FLT WAS COMPLETED SAFELY. STRIKE WAS REPTD TO TWR VIA PHONE AFTER LDG. CONTROLLER WAS UNINTEREST",Medium,Overcast,Ring-billed gull,FALSE,123205,50,0,FALSE
314795,Airplane,LAURENCE G HANSCOM,> 1000 ft,CL-600,1,1,None,2011-07-05T00:00:00,Caused damage,2,BUSINESS,Massachusetts,Approach,None,FALSE,FALSE,"2 FOOT DENT IN CENTER OF LEADING EDGE. REPLACED THE CENTER LEADING EDGE ON RT WING, PICCOLO TUBE INSIDE AND CLAMPS. COST WAS $25,000 AND $97,000 FOR CHARTERING AN AIRCRAFT WHILE THEIR A/C WAS DOWN FOR REPAIRS.",Medium,Some Cloud,Gulls,FALSE,122000,2000,0,FALSE
201026,Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,HAWKER 800,1,1,None,2000-01-02T00:00:00,Caused damage,2,BUSINESS,Florida,Approach,None,FALSE,FALSE,SUSPECT GULL. HEARD THUMP ON APCH BUT NO ABNRML ENG INDICATIONS.  FOUND BLOOD OUTSIDE OF NACELLE & IN TAIL CONE. MAINT INSPN FOUND  DMGD STATOR VANES & COMPRESSOR BLADES.,Medium,No Cloud,Unknown bird - medium,TRUE,120273,200,0,FALSE
240170,Airplane,GROSSE ILE MUNICIPAL ARPT,< 1000 ft,C-550,2 to 10,2,None,2006-07-27T00:00:00,Caused damage,2,BUSINESS,Michigan,Approach,Fog,FALSE,FALSE,5 GEESE STRUCK (ASSUME CANADA FROM DATE AND LOCATION).  LARGE DENT RT WING. WING TIP DAMAGED.,Large,Overcast,Canada goose,FALSE,119792,10,0,FALSE
229514,Airplane,SACRAMENTO INTL,< 1000 ft,B-737-300,2 to 10,4,None,2005-01-01T00:00:00,Caused damage,2,SOUTHWEST AIRLINES,California,Approach,None,TRUE,TRUE,RADAR WAS ON. MULTI FAN BLADES SHINGLED AND DMG TO OIL COOLER. ENG REMOVED. ID BY SMITHSONIAN FAA 985. (DAILY REPORT FROM TWR SAID DMG UNKN),Large,Some Cloud,Greater white-fronted goose,TRUE,117135,500,0,TRUE
237967,Airplane,MIDDLETON MUNI MOREY FIELD,< 1000 ft,BE-100 KING,11 to 100,96,Precautionary Landing,2006-10-04T00:00:00,Caused damage,2,BUSINESS,Wisconsin,Climb,None,TRUE,FALSE,"FLOCK FLEW INTO DEPTR PATH. OVER 30 BIRDS WERE KILLED. NACELLE, WING ROOT, LE OF WING, EXHAUST STACK RADOME, RIGHT BRAKE LINE & LIGHTS WERE DAMAGED. BIRD WAS INGESTED. NO INJURIES. COST WAS REPORTED TO BE AT LEAST $100,000.",Medium,Overcast,Ring-billed gull,FALSE,114088,35,0,FALSE
238755,Airplane,SALT LAKE CITY INTL,> 1000 ft,B-737-800,1,1,Precautionary Landing,2006-08-13T00:00:00,Caused damage,2,DELTA AIR LINES,Utah,Climb,None,TRUE,TRUE,"HIT BIRD WHILE TURNING OVER GREAT SALT LAKE. PILOT REPTD SEEING BIRDS, POSSIBLY GULLS FLYING IN FRONT OF A/C. 1 HIT THE AOA SENSOR ON RT SIDE OF A/C.  IT THEN HIT THE #2 ENG COWLING CAUSING A LARGE GASH.ALSO DAMAGED FAN BALDE. REMAINS ON UNDERSIDE OF RT W",Large,Some Cloud,American white pelican,FALSE,114088,1300,0,TRUE
200299,Airplane,TETERBORO AIRPORT,< 1000 ft,C-650,11 to 100,82,Precautionary Landing,2000-07-18T00:00:00,Caused damage,2,BUSINESS,New Jersey,Climb,None,FALSE,FALSE,"OVER 40 BIRDS STRUCK. INGESTED IN BOTH ENGS. AT LEAST 2 BENT TURBINE BLADES. ARFF STANDING BY. ISOLATED DAMAGE TO ENG FANS AND RT ENG INLET ONLY. NO OTHER AIRFRAME DAMAGE. (DATA ENTRY NOTE: EARLY REPORT HAD WING, FUSELAGE, LDG GEAR, OTHER AND NOSE ALSO MA",Small,Some Cloud,European starling,TRUE,113592,10,0,FALSE
207761,Airplane,COLEMAN A YOUNG MUNICIPAL ARPT,< 1000 ft,HAWKER-SDLY HS125,1,1,Precautionary Landing,2000-10-24T00:00:00,Caused damage,2,BUSINESS,Michigan,Climb,Fog,FALSE,FALSE,BIRD HIT RHS FUSELAGE AND WENT THRU #2 ENG. COMPRESSOR STALLED BUT CONTD TO RUN. REDUCED POWER TO FLT IDLE. ENG INDICATIONS WITHIN NORMAL LIMITS. DECLARED EMERGENCY AND MADE UNEVENTFUL SINGLE ENG LDG AT DET. #2 FAN ASSEMBLY HAD 18 DAMAGED BLADES.,Medium,Overcast,Unknown bird - medium,FALSE,112255,300,0,FALSE
248024,Airplane,WEST BRANCH COMMUNITY ARPT,> 1000 ft,PILATUS PC12,1,1,None,2007-05-10T00:00:00,Caused damage,1,BUSINESS,Michigan,Descent,None,FALSE,FALSE,13NM S OF KY31 HIT A LRG HAWK WITH RT HORIZ STABIL CAUSING DAMAGE. NO INJURIES. REPLACED HORIZ STABIL AND ELEVATOR ON ONE SIDE.  PHOTOS.,Medium,No Cloud,Red-tailed hawk,FALSE,111120,4100,0,FALSE
316051,Airplane,ALBANY INTL,< 1000 ft,B-757-200,2 to 10,10,None,2011-09-09T00:00:00,Caused damage,2,UPS AIRLINES,New York,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN. FAA 6450.  DNA. 2 N1 FAN BLADES HAD TO BE REPLACED. SOME REMAINS APPARENTLY WERE LODGED IN THE NOSE WHEEL AND FELL ONTO RWY 1 AS A/C SLOWED TO TURN OFF RWY. STRIKE WAS ABOUT 14/ TO 1/2 MILE FROM RWY. PHOTO INDICATED AT LEAST 6 IMPACT AR,Large,Overcast,Canada goose,TRUE,108493,300,0,TRUE
269323,Airplane,LOGAN INTL,< 1000 ft,MD-88,1,1,None,2009-11-28T00:00:00,Caused damage,2,DELTA AIR LINES,Massachusetts,Approach,None,FALSE,FALSE,DMG FOUND ON RADOME.,Large,Some Cloud,Unknown bird - large,TRUE,108154,10,0,FALSE
300930,,,,AGUSTA 109,,1,,,Caused damage,2,,Louisiana,,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 4316. DNA & WHOLE FEATHER. PAX RECEIVED CUT ON HIS CHIN AND A SWOLLEN CHEEK. PILOT AND PAX WERE WEARING HELMETS. WINDSHLD WAS BROKEN, FRAME WAS DEFORMED, SKYLIGHT WAS BROKEN AND VERTICAL FIN WAS DAMAGED.",,No Cloud,Black vulture,,107805,,1,
256369,Airplane,LAWRENCE J TIMMERMAN ARPT,< 1000 ft,BE-100 KING,1,1,None,2008-05-14T00:00:00,Caused damage,2,BUSINESS,Wisconsin,Approach,Rain,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 2455. PILOT REPORTE A GULL WAS INGESTED  INTO AND THROUGHOUT LEFT ENG.  VEHICLE FOUND PART OF CARCASS ABOUT 50' SHORT OF RWY 15L IN GRASS. COMPANY USED RENTAL ENG DURING REPAIR. 1 STAGEIMPELLER WAS DAMAGED. ENG WAS DISASSEMBLED FOR",Medium,Overcast,Ring-billed gull,FALSE,107147,200,0,FALSE
226966,Airplane,PORTLAND-HILLSBORO ARPT,< 1000 ft,LEARJET-35,1,1,None,2004-01-23T00:00:00,Caused damage,2,BUSINESS,Oregon,Approach,Rain,TRUE,TRUE,PILOT REPTD SEEING 6-10 DUCKS PASS IN FRONT OF THE A/C. THEY HEARD A LOUD BANG. ENG HAD AT LEAST 1 INGESTION. SHORT FINAL. DMG TO INTAKE NACELLE AND INTERNAL FAN ASSEMBLY.,Medium,Overcast,Mallard,FALSE,105832,50,0,FALSE
268033,Airplane,LAWRENCE MUNICIPAL ARPT (MA),< 1000 ft,LEARJET-45,1,1,None,2009-11-24T00:00:00,Caused damage,2,BUSINESS,Massachusetts,Approach,None,FALSE,FALSE,BIRDS DECIDED TO FLY FROM BOTH SIDES OF RWY AS WE WERE IN FLARE. DID NOT THINK WE HIT ANY AND TAXIED IN. RAMP VERY DARK AND AS THERE WERE FUELING US I NOTICED BIRD FEATHERS ON #1 ENG NACELLE BUT DID NOT SEE ANY BENT BLADES OR OTHER EVID OF DMG. I CALLED M,Medium,Overcast,Unknown bird - medium,TRUE,105413,5,0,FALSE
4177,Airplane,SHEPPARD AIR FORCE BASE,< 1000 ft,T-38A,1,1,Precautionary Landing,2002-07-28T00:00:00,Caused damage,,MILITARY,Texas,Approach,None,FALSE,FALSE,Large bird ingested down left engine.  Severe engine damage followed,Medium,Some Cloud,Unknown bird or bat,TRUE,103955,500,0,FALSE
218443,Airplane,JOHN F KENNEDY INTL,> 1000 ft,B-737-300,1,1,Precautionary Landing,2002-09-28T00:00:00,Caused damage,2,CONTINENTAL AIRLINES,New York,Climb,None,TRUE,FALSE,A/C ENRT TO HAVANA. HIT BIRD AT 2000' DISTANCE TO GO MARKER. RETD TO ARPT ON ALL HOUSE EMERGENCY RESPONSE. DMG TO UNDERSIDE OF NOSE. DMG ESTIMATED BY AIRLINE MECHANIC. ARPT REPT SAYS RADOME SEVERELY DAMAGED.,Large,Some Cloud,Double-crested cormorant,TRUE,101419,1500,0,TRUE
206267,Airplane,DETROIT METRO WAYNE COUNTY ARPT,> 1000 ft,SAAB-340,1,1,Precautionary Landing,2000-04-03T00:00:00,Caused damage,2,MESABA AIRLINES,Michigan,Climb,Rain,FALSE,FALSE,,Large,Overcast,Unknown bird - large,TRUE,100228,2400,0,FALSE
259585,Airplane,ROCKY MOUNTAIN METROPOLITAN ARPT,> 1000 ft,DA-200 FALCON,1,1,None,2008-09-15T00:00:00,Caused damage,2,BUSINESS,Colorado,Descent,None,FALSE,FALSE,BIRDSTRIKE WHILE ON ARRIVAL. AFTER SUNSET WITH A FULL MOON. VFR CONDITIONS. WE WERE LEVEL AT 1100 FT AND STEADY 300KNOTS INDICATED WHIEL BEING VECTORED FOR A VISUAL APCH FOR RWY 29R. NOT OF BLACK FOREST VOR ABOUT 10 MINUTES FROM LDG. A VERY LOUD POP WAS H,Medium,No Cloud,Unknown bird - medium,FALSE,99571,4000,0,FALSE
218087,Airplane,GERALD R FORD INTL,< 1000 ft,BA-41 JETSTR,1,1,Precautionary Landing,2002-07-09T00:00:00,Caused damage,2,TRANS STATES AIRLINES,Michigan,Climb,None,TRUE,FALSE,ENG REPLACEMENT REQD. KILLDEER'S HEAD FOUND ON RWY. FIRST STAGE FAN HAD SEVERAL BLADES BENT. IT WAS JUST 1BIRD THAT WAS INGESTED ACCORDING TO THE REMAINS FOUND AND WHAT THE PILOT SAW.,Small,Some Cloud,Killdeer,FALSE,98544,200,0,FALSE
216306,Airplane,JOE FOSS FIELD ARPT,< 1000 ft,C-560,1,1,None,2002-09-21T00:00:00,Caused damage,2,BUSINESS,South Dakota,Approach,None,FALSE,FALSE,DMG TO BLADES ON #2 ENG.,Small,Some Cloud,Unknown bird - small,FALSE,95081,800,0,FALSE
255261,Airplane,ONTARIO INTL ARPT,< 1000 ft,B-737-300,1,1,Precautionary Landing,2008-08-24T00:00:00,Caused damage,2,SOUTHWEST AIRLINES,California,Climb,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 2661. 3 FAN BLADES DAMAGED IN LEFT ENG. REMAINS FOUND IN COWLING. (DATA ENTRY NOTE: COST INFORMATION GATHERED FROM A CERTIFIED MECHANIC FOR B-737 AS A MINIMUM COST OF REPAIRS, DID  NOT COME FROM SWA.)",Medium,No Cloud,Red-tailed hawk,TRUE,89830,500,0,TRUE
315635,Airplane,DUPAGE AIRPORT,< 1000 ft,GULFSTRM 200,11 to 100,97,Precautionary Landing,2011-08-15T00:00:00,Caused damage,2,BUSINESS,Illinois,Climb,None,TRUE,FALSE,"REPT OF BIRDSTRIKE FROM ATCT ON RWY 20R, S TWY W. ARPT OPS CLEARED REMAINS FROM RWY AT 0730. PILOT FROM A/C TO ALSO DO STRIKE REPORT. ENGINE REQUIRED BLADE REPLACEMENT. CLOSE TO 20 BIRD STRIKES ON A/C.",Small,No Cloud,European starling,FALSE,88000,30,0,FALSE
267457,Airplane,ELLINGTON FIELD ARPT,< 1000 ft,C-650,1,1,None,2009-09-15T00:00:00,Caused damage,2,BUSINESS,Texas,Approach,None,FALSE,FALSE,,Small,Some Cloud,Unknown bird - small,FALSE,87493,10,0,FALSE
209244,Airplane,SAVANNAH INTL,> 1000 ft,DA-50 FALCON,1,1,None,2001-11-09T00:00:00,Caused damage,3,BUSINESS,Georgia,Descent,None,FALSE,FALSE,LH INBD SLAT ON WING WILL BE REPLACED. GULL? NO FEATHERS SAVED.,Medium,No Cloud,Unknown bird - medium,FALSE,84604,8000,0,FALSE
305913,Airplane,TULIP CITY ARPT,< 1000 ft,DA-10 FALCON,1,1,None,2010-08-26T00:00:00,Caused damage,2,BUSINESS,Michigan,Approach,None,TRUE,TRUE,ID BY SMITHSONIAN. FAA 4771. WHOLE FEATHER. TWO DENTS IN LT INBOARD SLAT.,Medium,No Cloud,Red-tailed hawk,FALSE,84190,5,0,FALSE
220386,Airplane,MINETA SAN JOSE INTL,< 1000 ft,BA-125-700,1,1,None,2002-12-16T00:00:00,Caused damage,2,FLIGHT OPTIONS,California,Climb,Rain,FALSE,FALSE,RT FLAP TE BENT CAUSING METAL SEPARATION AND LOS OF 2 RIVETS,Medium,Some Cloud,Unknown bird - medium,FALSE,82403,15,0,FALSE
251188,Airplane,TEXARKANA-WEBB FIELD,> 1000 ft,CITATIONJET,1,1,None,2008-06-30T00:00:00,Caused damage,2,BUSINESS,Arkansas,Climb,None,FALSE,FALSE,"VULTURE OR RAVEN. CENTER STRIKE. BIRD TRAVELED UP CENTER OF WINDSCREEN OVER TOP OF THE TAIL. SAW 4, HIT 1.",Large,No Cloud,Unknown bird - large,FALSE,82254,2100,0,FALSE
301390,Airplane,SACRAMENTO INTL,< 1000 ft,C-208,1,1,Other,2010-02-18T00:00:00,Caused damage,1,WESTAIR,California,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 4113. 3 SAMPLES: 1 FROM PITOT TUBE, 1 FROM RT WING AND 1 FROM LIGHT HOUSING. ALL WERE TUNDRA SWAN. ALL DNA AND MICRO WITH 1 WHOLE FEATHER. SIGNIFICANT DMG TO LE OF RT WING. LANDING LIGHT HOUSING  AND SKIN ON WING DAMAGED. PILOT WAS",Large,Some Cloud,Tundra swan,TRUE,82137,300,0,FALSE
228828,Airplane,CHICAGO O'HARE INTL ARPT,> 1000 ft,B-737-800,2 to 10,3,Precautionary Landing,2004-08-31T00:00:00,Caused damage,2,AMERICAN AIRLINES,Illinois,Climb,None,TRUE,TRUE,ATIS WARNING. AIR TURNBACK DUE TO ENG VIBRATION. SOME TYPE OF FLUID WAS LEAKING FROM THE AIRCRAFT. ID BY SMITHSONIAN FAA 909. BIRDS FIRST REPTD AS GEESE. 6 FAN BLADES REPLACED. CONFLICTING INFO ON WHICH ENG 1 OR 2. A/C WAS 5 MILES NW OF ARPT.,Large,No Cloud,Double-crested cormorant,TRUE,81641,4800,0,TRUE
309682,Airplane,TONCONTIN INTL,< 1000 ft,B-757-200,1,1,None,2011-01-13T00:00:00,Caused damage,2,AMERICAN AIRLINES,N/A,Climb,None,TRUE,TRUE,LEADING EDGE OF WING DAMAGED. PHOTOS. PAX SAID THE BIRD WAS VISIBLE DURING THE ENTIRE FLT. A PILOT CAME OUT OF THE COCKPIT TO LOOK.,Large,No Cloud,Black vulture,TRUE,80267,100,0,TRUE
302304,Airplane,SALT LAKE CITY INTL,< 1000 ft,A-320,1,1,None,2010-06-06T00:00:00,Caused damage,2,DELTA AIR LINES,Utah,Approach,Rain,TRUE,TRUE,ID BY SMITHSONIAN. FAA 4417. WHOLE FEATHER. DNA. A/C ON APRCH AT 300 FT AGL AND F/O SAID HE THOUGHT HE SAW 2 DUCKS AND STRUCK ONE ON RADOME. DENT ON RADOME ABOUT 2 FT IN DIAMETER. NO EFFECT ON FLT. REMAINS (BLOOD AND TWO FEATHERS) COLLECTED AND SENT. RWY,Medium,Overcast,Mallard,FALSE,78235,300,0,FALSE
212318,Airplane,RICHMOND INTL,> 1000 ft,A-310,1,1,None,2001-11-13T00:00:00,Caused damage,2,FEDEX EXPRESS,Virginia,Approach,None,FALSE,FALSE,RADOME REPLACED. A/C CALLED DOWN FOR REPAIR AND RE-ROUTED OFF PLANNED ROUTING.,Medium,Some Cloud,Unknown bird - medium,FALSE,78096,2000,0,FALSE
269044,Airplane,GENERAL MITCHELL INTL,< 1000 ft,A-320,2 to 10,2,None,2009-11-02T00:00:00,Caused damage,2,DELTA AIR LINES,Wisconsin,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 3881. DNA. 2 CRACKS IN RADOME REQUIRING REPLACEMENT. COST WAS FOR RADOME REPLACEMENT. NO COST FOR CANCELLED FLT AVAILABLE. (DATA ENTRY NOTE: OPER REPTD AS BOTH DAL AND NWA)",Large,No Cloud,Canada goose,TRUE,77479,200,0,FALSE
256207,Airplane,PORTLAND INTL (OR),> 1000 ft,B-737-700,2 to 10,10,None,2008-10-07T00:00:00,Caused damage,2,SOUTHWEST AIRLINES,Oregon,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 2740. 100% DNA MATCH. AIRLINE REPTD SUBSTANTIAL DMG TO THE ENG COWLING AND HORIZONTAL STABILIZER.",Medium,Some Cloud,Northern pintail,TRUE,75761,2000,0,TRUE
257266,Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,B-757-200,1,1,None,2008-10-06T00:00:00,Caused damage,2,CONTINENTAL AIRLINES,New Jersey,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN, FAA 2743. 100% DNA MATCH. STRIKE WAS REPORTED. RT WING HAD A BIG DENT AND PUNCTURE. RT SLAT WAS REPLACEDBIRD FIRST REPORTED AS AN EAGLE. SNARGE WAS COLLECTED AND SENT FOR ID. PHOTOS.",Large,Some Cloud,Osprey,TRUE,75760,350,0,TRUE
227200,Airplane,KANSAS CITY INTL,> 1000 ft,A-319,2 to 10,9,Other,2003-11-05T00:00:00,Caused damage,2,UNITED AIRLINES,Missouri,Approach,None,TRUE,TRUE,"WHILE DESCENDING FROM 5000 TO 4000 FT, WE HEARD A LOUD THUMP AND SAW A FLASH IN LDG LIGHTS ON RWY 1L. 10 NM SOUTH. APCH AND LDDG UNEVENTFUL. UPON LDG FOUND DMG (HOLES AND SUPPORT RIBS BROKEN) TO RT AND L FAIRING WHERE WHEEL WELLS/WINGS ATTACH TO A/C. BIRD",Medium,Overcast,Mallard,TRUE,75320,4000,0,FALSE
260433,Airplane,BRITTON MUNICIPAL ARPT SD,< 1000 ft,BE-300 KING,1,1,None,2009-03-25T00:00:00,Caused damage,2,BUSINESS,South Dakota,Climb,Snow,FALSE,FALSE,"BIRD WAS 4-8 POUNDS WITH TAN FEATHERS ON TOP, WHITE ON BOTTOM. APPROX 3 FT WINGSPAN. AFTER LANDING GEAR RETRACTION, WE ENCOUNTERED ABOUT 10 BIRDS OF SAME SPECIES AT BASE OF A SCATTERED CLOUD LAYER, VISIBILITY REPTD AS 3 1/2 DUE TO LIGHT SNOW. BIRDS WERE A",Medium,Overcast,Unknown bird - medium,FALSE,74843,200,0,FALSE
229225,Airplane,DUPAGE AIRPORT,< 1000 ft,PA-31 NAVAJO,2 to 10,10,None,2003-12-18T00:00:00,Caused damage,2,BUSINESS,Illinois,Approach,None,FALSE,FALSE,"PILOT REPTD PAINT DMG ON NOSE. CALLED ROC AND NOTIFIED FSDO PER PILOT'S REQUEST. SMASHED NOSE. 3 GEESE IN RT ENG. 1 LODGED IN NOSE. GLANCING BLOWS IN L ENG. RT ENG OK. REPLACED NOSE, RADAR, NOSE BOWL.",Large,Some Cloud,Canada goose,TRUE,74086,50,0,FALSE
223234,Airplane,BOEING FIELD K C INT,< 1000 ft,RKWLTRBO 690,1,1,None,2003-11-25T00:00:00,Caused damage,2,BUSINESS,Washington,Approach,None,FALSE,FALSE,FINAL APCH. SML DENT IN LE RT WING. HIT A LRG BIRD POSSIBLY A SEAGULL.,Large,Some Cloud,Unknown bird - large,FALSE,74086,600,0,FALSE
308062,Airplane,SALT LAKE CITY INTL,< 1000 ft,B-737-800,2 to 10,8,None,2010-10-08T00:00:00,Caused damage,2,DELTA AIR LINES,Utah,Approach,None,TRUE,TRUE,"ID BY SMITHSONIAN. ARPT CASE # 25641. DELTA REPTD DMG AT $72,000 WITH 20 MAN HRS INVOLVED AT $2000.",Medium,Overcast,Ruddy duck,TRUE,73923,800,0,TRUE
308604,Airplane,NEW CENTURY AIRCENTER ARPT,> 1000 ft,MU2,2 to 10,10,None,2010-11-19T00:00:00,Caused damage,2,BUSINESS,Kansas,Descent,None,FALSE,FALSE,"WHILE ON DESCENT TO LANDING, HIT 5-6 GEESE, 5 MILES S E OF THE FIELD. THE BIRDS DAMAGED THE LEADING EDGE OF BOTH WING, TOP OF WING, TAIL, HORIZONTAL STABILIZER AND RT TIP TANK.",Large,No Cloud,Snow goose,FALSE,73923,2000,0,FALSE
253912,Airplane,DUPAGE AIRPORT,< 1000 ft,LEARJET-45,2 to 10,7,Precautionary Landing,2008-01-09T00:00:00,Caused damage,2,BUSINESS,Illinois,Climb,None,FALSE,FALSE,FLOCK OF SML BIRDS WERE SEEN APPROACHING THE RWY FROM THE WEST DURING LATE PART OF THE TAKE OFF RUN. BIRDS WERE STRUCK AFTER LIFTOFF WHILE LDG GEAR WAS IN TRANSIT. NO ABNORMAL INDICATIONS ON EITHER ENG BUT 1 STRIKE COULD BE SEEN ON L WING LE. WE FELT MULT,Small,Overcast,European starling,FALSE,73602,100,0,FALSE
244318,Airplane,ONTARIO INTL ARPT,< 1000 ft,A-320,1,1,None,2006-11-28T00:00:00,Caused damage,2,JETBLUE AIRWAYS,California,Approach,None,TRUE,FALSE,A BARN OWL WAS STRUCK IN FLARE UPON LDG. RADOME WAS DENTED.,Small,No Cloud,Barn owl,FALSE,73016,30,0,FALSE
235801,Airplane,DAYTONA BEACH INTL,< 1000 ft,DA-2000,1,1,None,2005-10-24T00:00:00,Caused damage,2,BUSINESS,Florida,Climb,Rain,FALSE,FALSE,REPLACED INLET STATOR,Small,Overcast,Unknown bird - small,FALSE,72624,20,0,FALSE
222401,Airplane,FALCON FIELD ARPT,> 1000 ft,BE-90  KING,2 to 10,3,None,2004-10-09T00:00:00,Caused damage,2,BUSINESS,Arizona,Descent,None,FALSE,FALSE,"DARK, MOONLESS NIGHT. HEARD LOUD IMPACT. 2 LRG DENTS ON LE RT WING. NO PROBLEM LDG. FOUND WHITE FEATHERS, BLOOD AND TISSUE AT IMPACT SITES. DENTS ABOUT 3' APART.",Medium,No Cloud,Unknown bird - medium,FALSE,72158,3000,0,FALSE
308430,Airplane,JOHN F KENNEDY INTL,< 1000 ft,A-319,1,1,None,2010-10-18T00:00:00,Caused damage,2,VIRGIN AMERICA,New York,Climb,None,FALSE,FALSE,"DMG LIMITED TO RADOME SHOWED SINGS OF DELAM, DENT AND CRACKS. DMG LOCATED ON LOWER PART OF LT SIDE.",Medium,No Cloud,Unknown bird - medium,FALSE,71870,800,0,FALSE
247609,Airplane,THE EASTERN IOWA ARPT,> 1000 ft,C-206 STATIO,1,1,Precautionary Landing,2006-09-06T00:00:00,Caused damage,1,BUSINESS,Iowa,Climb,None,TRUE,TRUE,SAW LARGE BIRD APPEAR FROM BELOW AT THE 11:30 POSITION FROM THE FRONT OF THE A/C. I BANKED RT TO AVOID CONTACT BUT WAS UNABLE TO AVOID IT. STRIKE PUSHED LEADING EDGE OF L WING INTO WING SPAR. DAMAGE CAUSED CONTROL DIFFICULTIES SO I DECLARED AN EMERGENCY A,Medium,No Cloud,Red-tailed hawk,FALSE,70164,2130,0,FALSE
