flight_id,carrier,route_type,origin,destination,cabin_class,booking_channel,customer_segment,aircraft_family,departure_time,distance_miles,base_fare_usd,ancillary_revenue_usd,passenger_count,available_seats,delay_minutes,fuel_gallons,crew_size,baggage_weight_lbs,advance_booking_days,customer_age,loyalty_status,satisfaction_rating,on_time,cancelled,year,month,day_of_week,load_factor,total_revenue_usd,fuel_cost_usd,operating_margin,revenue_per_mile,performance_category
FL002088,JetBlue,Regional,ATL,BWI,Economy,Mobile App,Group,B787,Evening,423.4365645003914,156.5402593830143,19.467217043982135,118,187,,1212.343370088472,5,4088.32058485939,28,35,Platinum,4.76760387664029,0,0,2024,6,Tue,63.101604278074866,18491.21782423967,3722.674577139361,79.86787775405791,43.669393185393126,Good
FL002089,Alaska,Regional,LGA,PHL,Premium Economy,Travel Agent,Leisure,A320,Afternoon,702.7008639883135,161.06044642786608,56.194970096893,110,146,8.209438483605078,2104.2293669845967,7,3761.193789466156,0,32,Platinum,4.856692214596043,1,0,2024,7,Wed,75.34246575342466,17772.844077162164,6079.1378756539025,65.79535695434643,25.292190444009105,Excellent
FL002090,American,Regional,IAH,MCO,Premium Economy,Mobile App,Leisure,B787,Night,759.3687959877177,158.91674252283485,104.28944500668665,87,117,47.94280974996093,2291.5556062357437,5,2724.1063752428536,18,33,Silver,4.612800805178162,0,0,2025,6,Tue,74.35897435897436,13930.04604449332,7133.382157489284,48.79139570174517,18.344243427035195,Good
FL002091,Alaska,Domestic,MCO,SFO,Economy,Website,Frequent Flyer,B757,Evening,1309.4754268828349,243.35532612414744,11.353011395601602,217,295,11.682437666688124,3759.521436897485,6,9291.838516139269,6,63,None,3.2370499963268937,1,0,2024,8,Wed,73.5593220338983,52819.4587803356,11365.099115758117,78.48312084562805,40.336349729044294,Good
FL002092,Delta,Domestic,JFK,SEA,Economy,Mobile App,Leisure,B777,Morning,2037.8100459136767,353.5901480073546,22.80839148258404,133,199,6.251658733217566,6163.753487252237,4,5732.324257385145,27,77,None,4.332424209644677,1,0,2024,12,Fri,66.83417085427136,47050.29807646075,17814.236343719236,62.13788844701986,23.088657439297872,Excellent
FL002093,Alaska,Domestic,MCO,JFK,Economy,Travel Agent,Leisure,B757,Morning,1148.4619939792806,222.59606991473797,49.51441404013154,234,272,5.067934223362183,3692.0993666865534,4,9804.922979988283,52,20,None,4.720253600443664,1,0,2024,8,Thu,86.02941176470588,52136.99477408882,11793.746792127522,77.37931224607367,45.39723129490815,Excellent
FL002094,Delta,Regional,DEN,SEA,Economy,Website,Business,A330,Afternoon,851.0657780906046,183.88200247691313,10.81522678207452,102,138,15.787978722378767,2964.6937171105933,6,4335.1607186648125,9,21,Silver,3.762694827629543,0,0,2023,5,Fri,73.91304347826086,18766.779479427212,9184.936907689113,51.05746876943934,22.050915408126418,Good
FL002095,Spirit,Regional,PHX,PHL,Economy,Call Center,Leisure,B757,Evening,466.05743879953366,131.1079276257505,8.926420835615904,81,98,29.12536734997117,1631.1954434536185,7,2730.2349888197614,10,78,None,3.0732240989627755,0,0,2024,9,Fri,82.6530612244898,10628.668558521407,4706.510806184832,55.71871697503029,22.80549064059278,Poor
FL002096,Delta,International,DTW,IAH,Business,Call Center,Leisure,A350,Evening,1271.5919080738993,222.8575317057264,4.529103190358962,248,284,18.260655262037073,4247.833506910486,8,9671.118192332337,19,85,Silver,2.766063568602055,0,0,2024,2,Wed,87.32394366197182,55273.196966210504,12875.277820340496,76.70610978371418,43.46771681642242,Poor
FL002097,Southwest,International,SEA,ATL,Economy,Mobile App,Leisure,A330,Afternoon,1883.3651135966006,344.2916506296113,108.11230343995953,311,388,25.507167291370422,6556.102380788535,10,8231.487696294398,5,49,None,3.156580401426008,0,0,2024,2,Thu,80.15463917525774,107182.81564924908,20815.973249721486,80.57900128520525,56.91026921729774,Poor
FL002098,American,Domestic,ATL,SEA,Economy,Airport,Business,B757,Morning,3073.0175274915573,528.8060431679299,2.9159743548978305,210,247,0.23970711045791046,9505.259516285645,6,8213.776095128698,16,18,None,2.7124670492520275,1,0,2025,9,Wed,85.02024291497976,111052.18503962018,29659.927160669857,73.29190132541015,36.13783001435395,Good
FL002099,JetBlue,Domestic,FLL,SEA,Premium Economy,Mobile App,Leisure,A320,Morning,1883.71353149331,293.3207457168139,12.235786382251751,172,196,6.58990506317299,6170.305976454962,5,4544.511376905252,41,27,None,4.4721870275599676,1,0,2023,10,Fri,87.75510204081633,50463.404049674245,18439.71217381073,63.45923839053865,26.78931971660759,Excellent
FL002100,American,Regional,MSP,MIA,First,Airport,Leisure,A330,Morning,491.40503638674215,175.610565133619,26.98817588683221,119,151,11.833720461884079,1718.6888465728014,4,5004.667889007161,5,30,None,3.206415164826824,1,0,2024,9,Sun,78.80794701986756,20924.64542678749,4943.58283356089,76.37435314802433,42.58125960744025,Good
FL002101,United,Regional,JFK,JFK,Economy,Mobile App,Leisure,A321,Morning,730.3735771612043,217.01217704699584,13.509950985341773,110,175,9.362281536304419,2087.1535560216957,7,3127.7930598036814,1,45,Silver,3.933280266292218,1,0,2024,7,Thu,62.857142857142854,23884.849426154884,6437.19657192285,73.04903850524653,32.70223646231817,Good
FL002102,Hawaiian,Domestic,PHL,MSP,Economy,Website,Leisure,A321,Morning,1336.256539486363,257.1947241318603,8.875984405266456,202,270,2.1321026506677336,4653.157879916866,7,8968.494053124401,2,21,Gold,4.436182697819792,1,0,2023,4,Fri,74.81481481481481,51962.21025904105,14147.880599367267,72.77275056461703,38.8864029649685,Excellent
FL002103,Southwest,Regional,JFK,PHX,Economy,Mobile App,Leisure,B757,Morning,576.3558671504899,143.52829725542134,59.02475086987994,73,105,15.171253425062389,1709.1337440471023,5,2708.737992376012,28,33,None,4.383632944929292,0,0,2024,7,Fri,69.52380952380952,10536.590450515638,5391.602517661429,48.82972302109763,18.281397051805275,Good
FL002104,Hawaiian,Regional,BOS,FLL,Economy,Website,Leisure,A321,Evening,343.2109739106903,75.0,1.1878440609882166,110,156,21.582756975136423,1064.0582943508568,4,3349.7228252723594,19,65,None,3.363426450562572,0,0,2024,12,Wed,70.51282051282051,8251.187844060989,3298.1329733846887,60.02838578255606,24.04115390030651,Poor
FL002105,Spirit,Domestic,SEA,SEA,Premium Economy,Mobile App,Group,B737,Night,2012.2608022118657,375.5378881800867,24.104834823435827,198,251,67.81336083251652,6073.469733591223,4,6651.043281340207,3,53,None,4.097612414739381,0,0,2024,6,Tue,78.88446215139442,74380.60669448061,17838.931852355843,76.01668950398656,36.963701033544886,Good
FL002106,Frontier,Regional,ORD,BWI,Economy,Mobile App,Group,B787,Night,200.0,80.94940129730988,39.30788465577351,85,114,12.732277043622755,576.4027886395572,5,2132.0461257685256,44,36,None,4.660403600898296,1,0,2025,5,Tue,74.56140350877193,6920.006994927113,1666.2071879048522,75.92188578528449,34.60003497463556,Excellent
FL002107,JetBlue,Domestic,PHL,MSP,Economy,Call Center,Business,A330,Morning,1122.477003473867,246.20126473671584,7.8836648433696865,200,268,47.42111861761018,3529.8459423352933,6,7502.943601431528,10,30,Silver,0.9964849302441576,0,0,2024,1,Sat,74.6268656716418,49248.13661218654,10221.046555337854,79.24582073871068,43.87451721484922,Poor
FL002108,Southwest,Regional,BOS,LAX,Economy,Website,Frequent Flyer,B757,Morning,425.85990023607513,135.31175850798894,56.66380060389888,61,77,6.861837156998719,1453.544971476755,6,1541.844877395748,4,53,Gold,3.0094885940205094,1,0,2023,5,Sun,79.22077922077922,8310.681069591225,4340.022780689943,47.777772431069664,19.515058978279487,Good
FL002109,Frontier,Domestic,LAS,SEA,Premium Economy,Mobile App,Leisure,A330,Morning,2923.969436357956,555.9910786481644,121.88181931321037,247,273,5.7184510907736446,9598.789706520729,7,7154.6802557941855,26,54,Gold,3.9605709597301466,1,0,2023,6,Sun,90.47619047619048,137451.67824540983,27012.890515092615,80.347354895978,47.00858926097982,Good
FL002110,American,Domestic,PHX,ATL,Economy,Website,Business,B757,Afternoon,1869.58068443114,331.760772742742,24.469597707899574,162,186,33.6109245608156,5492.515459734568,7,6859.384416346399,6,40,Silver,1.6704699803727792,0,0,2025,3,Sat,87.09677419354838,53769.714782032104,15802.63889631637,70.61052125648052,28.76030717999886,Poor
FL002111,Alaska,International,BOS,IAH,First,Call Center,Leisure,A320,Evening,2079.6558442050405,345.70503227583856,2.4264925758338247,242,269,13.885900567940489,7117.299948987765,9,8327.184945858866,13,18,Platinum,2.9123559943982826,1,0,2024,3,Wed,89.96282527881041,83663.04430332876,20649.59935660606,75.31813535049135,40.229273769722894,Good
FL002112,Hawaiian,Regional,DFW,LGA,Economy,Mobile App,Business,B757,Afternoon,506.67197815950294,151.19244784996965,22.969399093479762,62,90,5.821617960011264,1566.6318329828746,5,2357.3707977163476,5,27,None,2.896100982514964,1,0,2025,10,Fri,68.88888888888889,9396.901165791598,4812.771911331579,48.78341459148305,18.546321033829514,Good
FL002113,Delta,Domestic,SFO,BWI,Business,Mobile App,Group,B757,Night,1263.8905068101328,227.26417609562935,4.45492959351869,200,214,4.3014597929099505,4269.26448774673,7,8243.913327495487,26,23,None,4.226414578884583,1,0,2025,9,Wed,93.45794392523365,45457.29014871939,12475.920833440008,72.55463140758407,35.9661615494262,Excellent
FL002114,United,Regional,BWI,DTW,Economy,Website,Business,A321,Afternoon,662.1314530527641,132.28674044116565,8.656685091152886,92,119,11.61007464983332,2308.47465002201,6,3130.703845058835,5,27,Gold,3.0303541821021467,1,0,2023,3,Tue,77.31092436974791,12179.036805678394,6494.251162854157,46.6768081378467,18.39368413859033,Good
FL002115,United,Regional,MIA,SFO,Premium Economy,Mobile App,Leisure,A350,Night,792.5773806180625,181.0076471407499,81.4901471835723,66,82,5.420028090782021,2384.137083407904,4,1682.8908152050935,43,59,Silver,2.6587933124135406,1,0,2024,1,Mon,80.48780487804879,12027.994858473066,7406.074002601497,38.42636208491291,15.175798795940244,Good
FL002116,United,Regional,PHL,PHL,Economy,Website,Group,B757,Afternoon,668.3444058208119,127.22960651648026,43.359524527777246,76,89,1.7415061727474308,1883.9567926404388,4,3047.5547310714433,63,85,None,4.311662210171856,1,0,2024,9,Fri,85.39325842696628,9712.809619780277,5432.8465954307885,44.065138635408665,14.532641457291339,Excellent
FL002117,Southwest,Domestic,JFK,BWI,Business,Mobile App,Group,A321,Morning,2017.170843115597,344.4241797462228,138.0464025577051,242,273,4.737698784425409,6314.9074157065925,6,10452.531180656695,5,24,Platinum,2.93898062879675,1,0,2024,3,Tue,88.64468864468864,83488.69790114363,18491.13810569753,77.85192658341334,41.3890068786599,Good
FL002118,Southwest,Domestic,PHL,DTW,Business,Website,Leisure,A321,Morning,1611.6689636804972,320.39355209405045,4.339517811066651,172,184,0.20172511744364488,5456.6719613815485,6,7316.337356136379,9,30,Platinum,4.301892878069636,1,0,2025,3,Fri,93.47826086956522,55112.03047798774,17285.688960902262,68.63536180579243,34.19562684394619,Excellent
FL002119,Southwest,International,DTW,SFO,Economy,Travel Agent,Group,B757,Afternoon,1269.9531486787725,227.9482138996314,7.734100733382368,211,254,6.637735023298277,3802.366448770249,10,9369.830641547609,38,18,Silver,4.556663008549758,1,0,2024,5,Fri,83.07086614173228,48104.807233555606,11756.984987073329,75.55964639876528,37.8791983653906,Excellent
FL002120,Frontier,Regional,MCO,BOS,Economy,Website,Leisure,B787,Morning,430.46453835283575,141.5925906349657,8.08098137437755,80,104,0.41967764061176666,1254.0852844666024,5,3056.911748658482,40,27,None,4.422446452216266,1,0,2024,6,Wed,76.92307692307693,11335.488232171634,4006.5465047483417,64.65483953856327,26.33315226277793,Excellent
FL002121,Frontier,Domestic,LGA,ATL,Economy,Website,Business,B737,Morning,1620.2360258606207,277.9409068326141,7.099972989835114,209,255,1.5201150370008123,5445.345251387889,6,5415.402290454007,26,74,None,3.7646870127450365,1,0,2024,10,Sat,81.96078431372548,58096.749501006176,16023.242502736812,72.41972633518972,35.85696687008729,Good
FL002122,JetBlue,International,BWI,LAX,Premium Economy,Mobile App,Business,A320,Morning,1225.622187305471,200.70487871239337,120.6251177625001,374,433,32.05564791708203,3689.495704552175,13,13498.079200764825,33,37,Platinum,3.6862624732586413,0,0,2023,12,Thu,86.37413394919169,75184.24975619762,10542.275667473927,85.97807958227993,61.343740783193645,Good
FL002123,Delta,Domestic,PHX,LAS,Economy,Mobile App,Leisure,B787,Afternoon,1539.789641615669,295.1722332303162,51.119892849204305,183,252,5.546807219513067,5375.143775901739,4,5101.755538862334,23,30,Gold,3.112182441702637,1,0,2024,3,Tue,72.61904761904762,54067.638573997065,15350.691852504848,71.60835527984848,35.11365261378497,Good
FL002124,Frontier,Domestic,BOS,MCO,Premium Economy,Call Center,Leisure,A350,Evening,1694.1710094861385,317.9733544318756,3.3401770876447046,232,300,7.65892068501236,5337.453949251428,4,6890.6740929867965,6,20,None,4.142015383343596,1,0,2023,2,Fri,77.33333333333333,73773.15840528278,16561.509886042015,77.55076474419175,43.545284385228044,Excellent
FL002125,JetBlue,Domestic,ORD,SEA,Business,Website,Leisure,A321,Morning,1459.4927288711135,249.56515224314265,23.35136644820774,241,291,15.14722305960473,4682.813663359818,5,9570.709892261928,33,18,None,3.9628873747152187,0,0,2024,2,Fri,82.81786941580756,60168.55305704559,13346.62874287837,77.81793301523392,41.225661400577636,Good
FL002126,Hawaiian,Regional,MCO,BWI,Economy,Website,Leisure,A330,Afternoon,306.71517513565743,135.47559068175372,22.792020418299487,107,153,14.623273974306626,939.6098495759629,7,3886.218334309417,40,46,None,3.4184854463081225,1,0,2025,8,Mon,69.93464052287581,14518.680223365947,2809.981672255028,80.645749964706,47.336034863434655,Good
FL002127,American,Regional,MSP,MCO,Premium Economy,Call Center,Frequent Flyer,B777,Morning,614.1113092064089,143.62691541821226,13.88895692081886,55,128,6.706148286813025,1969.727165252569,7,1432.2626764904157,56,22,None,4.369880538027146,1,0,2024,8,Tue,42.96875,7913.369304922493,5646.601788535405,28.64478364452232,12.885887600976798,Excellent
FL002128,Delta,Regional,BOS,ORD,Economy,Call Center,Group,B787,Afternoon,756.848140921345,107.84956885467096,24.21042600768075,118,140,32.85649565497795,2597.673957408427,4,3810.318713230275,36,65,None,3.3209944749017914,0,0,2023,6,Sat,84.28571428571429,12750.459550858855,7284.939664900114,42.86527763299787,16.84678717098671,Poor
FL002129,American,Regional,PHL,IAH,Economy,Website,Leisure,A321,Afternoon,931.5558774080874,192.30269473799095,93.5382183364494,88,153,3.046809328002947,2834.0403586477673,4,2927.956155673271,7,26,Silver,4.613547682519291,1,0,2025,10,Mon,57.51633986928104,17016.17535527965,8090.787624954953,52.45237278044033,18.266403302209387,Excellent
FL002130,American,Domestic,MSP,DFW,Business,Website,Business,B737,Afternoon,1979.098370193546,349.41267671812386,24.32446556094951,229,265,21.897702529880394,5907.718670505136,6,7631.957018170351,4,69,Gold,2.818008801396358,0,0,2025,5,Mon,86.41509433962264,80039.82743401131,18524.85808752468,76.85544974119607,40.4425715464481,Poor
FL002131,Hawaiian,International,JFK,IAH,Business,Mobile App,Group,B737,Afternoon,662.1118858940773,132.92600426588706,37.32238528034449,363,384,,1869.2273587701404,13,16020.7702812139,77,71,None,4.06654139149881,1,0,2023,8,Mon,94.53125,48289.46193379734,5938.12533101434,87.70306171736758,72.93248008769706,Excellent
FL002132,Frontier,Regional,SEA,ATL,Premium Economy,Travel Agent,Business,A330,Evening,882.8530754000429,143.00080008090706,39.51558734750941,93,135,5.428620057771632,2688.177522329975,6,3885.01336065239,20,66,Silver,4.65672973641469,1,0,2024,4,Sun,68.88888888888889,13338.589994871865,8151.098606120023,38.89085271191496,15.108504876451628,Excellent
FL002133,Southwest,International,LAS,PHX,Economy,Airport,Leisure,B787,Morning,3348.5578699555167,547.428514149672,6.323967846745295,234,300,51.739844563589116,10929.264074201494,12,6422.292137998622,30,22,Platinum,4.254226472595935,0,0,2023,7,Fri,78.0,128104.59627887,33293.71518406095,74.01052253302129,38.25664696682449,Good
FL002134,United,Regional,LGA,DTW,Economy,Website,Group,A321,Night,812.3678504889618,167.31969148382555,1.887141580589672,51,113,29.359222854133424,2742.16780949506,7,1785.2246488310404,31,18,Gold,3.5666195130691882,0,0,2025,8,Sat,45.13274336283185,8535.191407255692,8513.295878621833,0.25653236804092644,10.506559807996322,Good
FL002135,Frontier,Domestic,ORD,IAH,Economy,Airport,Leisure,B737,Morning,1479.2999599774128,303.86278996064084,6.3869599741260314,214,226,8.058330872306477,4770.435263730194,4,9042.857596464908,2,53,None,4.3681848115951984,1,0,2023,1,Tue,94.69026548672566,65033.024011551264,13830.394836733538,78.73327429110944,43.96202647943304,Excellent
FL002136,Delta,Domestic,SFO,JFK,Premium Economy,Website,Business,A320,Afternoon,1149.0730188260159,223.8337600098752,21.75181298226453,231,307,16.40842148147327,3637.0563860034217,4,7064.076037181168,16,18,None,3.0757344847900185,0,0,2025,3,Sun,75.2442996742671,51727.350375263435,10591.625573678632,79.52412892436945,45.016591224213236,Poor
FL002137,United,Domestic,MSP,LAX,Economy,Mobile App,Business,A320,Morning,1389.148792306531,238.0107403183967,35.708044800077644,246,323,20.361626001678104,4068.1184029931214,4,7063.819352192443,1,20,Platinum,4.389991151796805,0,0,2023,12,Mon,76.16099071207431,58586.350163125666,11442.26706848729,80.46939767261851,42.17428002499961,Good
FL002138,American,International,MIA,FLL,First,Website,Business,B787,Afternoon,898.4835323500852,177.067950800223,67.62081736990271,202,247,3.9944538244187253,2613.584656867949,12,5801.854890284789,10,29,Silver,3.456366193025231,1,0,2024,7,Thu,81.78137651821862,35835.34687901495,7515.574426794296,79.02748241235697,39.88425562490116,Good
FL002139,Southwest,Regional,JFK,BWI,Economy,Travel Agent,Leisure,A320,Afternoon,687.3526121166658,106.50853929037416,3.181031086485989,91,106,40.82790221362899,1970.4402939554122,7,3729.123120682071,1,85,None,4.384264615370434,0,0,2025,2,Thu,85.84905660377359,9695.458106510534,5849.468637540751,39.667949948514426,14.10550849098236,Good
FL002140,Delta,Regional,FLL,MSP,Economy,Mobile App,Group,B757,Night,200.0,135.2408649471975,5.282223119378272,117,155,,601.2359278168219,6,3221.6691920860258,61,53,None,4.827387155631256,0,0,2024,2,Mon,75.48387096774194,15828.463421941487,1880.9601410691464,88.1165967224478,79.14231710970743,Good
FL002141,Delta,Domestic,MIA,MCO,Business,Travel Agent,Leisure,A320,Evening,1103.879226994205,231.80052080549197,39.23316419732542,163,228,9.950477460972253,3457.240724699513,6,6083.521187002356,4,23,Silver,3.9640944211909184,1,0,2023,9,Fri,71.49122807017544,37822.71805549252,10919.926029399368,71.12865867181219,34.2634566631727,Good
FL002142,Delta,Domestic,LGA,ATL,Economy,Website,Leisure,B777,Afternoon,1561.952579130928,327.9731388772109,24.080849813395616,140,208,19.94084510416569,5337.366608226041,7,3761.521590531,1,18,Platinum,2.3943760371645504,0,0,2023,10,Sun,67.3076923076923,45940.32029262291,15415.876445501332,66.44368966670699,29.412109500906972,Poor
FL002143,American,Regional,PHX,DFW,Economy,Website,Leisure,B787,Afternoon,822.4008031775204,169.41596009700922,16.125025937968797,79,121,3.85411803088148,2709.463994324765,7,2568.940388637694,26,39,Silver,3.427328206344329,1,0,2024,12,Tue,65.28925619834712,13399.985873601698,8496.359111396532,36.59426814669582,16.293741229128184,Good
FL002144,Southwest,Regional,ORD,LGA,Economy,Travel Agent,Leisure,A350,Morning,908.5689901942337,188.46528085840407,32.77715174203176,79,116,8.448148583016554,2967.4773654435076,7,2007.567257750547,2,37,None,2.1357578394009797,1,0,2025,11,Thu,68.10344827586206,14921.534339555954,8994.480561726723,39.721476645448064,16.423116461817646,Good
FL002145,Spirit,Regional,SEA,PHL,Premium Economy,Call Center,Group,A350,Evening,450.6624338022389,122.61171498339422,4.121190818425547,52,91,10.882753853926834,1562.8055881345747,4,2276.2369003239683,68,38,None,3.563413304093852,1,0,2024,3,Mon,57.14285714285714,6379.9303699549255,4701.860851467243,26.302317128572955,14.156783196077502,Good
FL002146,Spirit,Regional,LAX,BWI,First,Airport,Group,B777,Afternoon,557.1115493483537,121.35102539909562,6.640440809836989,80,156,1.4444969675705124,1860.4154734092897,7,2302.909031005361,4,85,Silver,2.7624761222027194,1,0,2024,2,Tue,51.28205128205128,9714.722472737487,5506.549941861477,43.317475539681574,17.437661244145225,Good
FL002147,Frontier,Domestic,JFK,DFW,Premium Economy,Call Center,Group,B777,Afternoon,1186.213339353468,240.04504182859228,23.774316546936763,204,274,10.1391963938714,3765.8201136858956,5,5939.114612826366,33,34,None,1.6310753833653815,1,0,2024,11,Mon,74.45255474452554,48992.96284957976,11617.733645101405,76.28693394034842,41.30198272452645,Good
FL002148,United,Domestic,LGA,IAH,Premium Economy,Website,Leisure,A350,Evening,1133.9408412690443,263.4418674311003,16.82308994692952,190,257,3.819598133201672,3879.1077884103424,7,6020.335925398704,37,24,Silver,2.7681626570723603,1,0,2024,3,Tue,73.92996108949417,50070.77790185599,11353.91201772812,77.32427476964111,44.15642869500981,Good
FL002149,United,Regional,DTW,SFO,Business,Travel Agent,Leisure,A321,Afternoon,504.5746441299161,75.0,8.097890782326502,92,135,5.870630363418517,1708.013001023805,7,2852.1957274756833,21,38,Silver,3.7091950156192235,1,0,2025,8,Wed,68.14814814814815,6908.097890782326,5050.655736293946,26.8878956820635,13.690933484568149,Good
FL002150,Frontier,Domestic,DFW,DFW,Premium Economy,Website,Group,B757,Morning,1371.847526418131,270.3783598432711,1.9118560856118216,158,233,18.3601462298408,4594.651424180488,4,5888.318780181787,12,58,None,4.1568090342073996,0,0,2025,11,Thu,67.81115879828327,42721.692711322445,13835.193214733525,67.61553127536351,31.141720846243025,Good
FL002151,American,Domestic,DFW,MCO,Economy,Website,Leisure,B757,Afternoon,1339.0438793722565,288.29216229135193,88.23707231174333,121,137,43.831522515154155,3931.8438953048944,6,5136.1440011493705,26,64,None,4.3263885611563,0,0,2025,6,Tue,88.32116788321169,34971.58870956532,12105.05117224273,65.38604158714759,26.116835488587572,Good
FL002152,American,Regional,MCO,SFO,Premium Economy,Website,Leisure,A350,Night,647.2787350678632,175.72988700590784,52.33698049686011,73,105,0.11931765609292977,2229.516114270627,6,3267.0228381815123,15,26,None,3.8758178590007164,1,0,2025,1,Thu,69.52380952380952,12880.618731928133,6652.584833353375,48.35197771312704,19.899647607885154,Good
FL002153,Hawaiian,Domestic,BWI,LAX,Economy,Website,Leisure,A320,Afternoon,1621.047991172597,282.04706604266875,6.829374964567236,234,309,23.629998322279675,4725.089349611255,4,7673.070576793471,33,46,Silver,4.4817025014490595,0,0,2024,10,Sun,75.72815533980582,66005.84282894905,13807.191628007417,79.08186451949703,40.7180066157099,Good
FL002154,Southwest,Domestic,LAS,SEA,Business,Mobile App,Business,A321,Afternoon,1478.9067588542948,303.43091917176736,25.571657383425443,230,245,13.103729232811217,4852.111711818295,5,8312.290483303632,89,43,None,3.014282561503181,1,0,2024,6,Thu,93.87755102040816,69814.68306688992,13964.10353609725,79.99832854255294,47.20695381835645,Good
FL002155,Spirit,Domestic,IAH,LAS,Business,Mobile App,Group,A321,Afternoon,1145.6004118708229,212.23371762191434,23.58557583648176,208,260,29.83765068011003,3829.8616896290246,6,8049.767588794466,1,35,None,3.4556790004050697,0,0,2024,3,Tue,80.0,44168.198841194666,11790.312599605126,73.30587864359873,38.554628981902844,Poor
FL002156,Hawaiian,Regional,JFK,DFW,Economy,Website,Business,B777,Evening,725.4608652842984,142.78008172005048,3.449700818938991,64,79,37.51636367275118,2282.234248539096,4,2287.671795100485,39,48,None,4.241723577201112,0,0,2025,10,Thu,81.0126582278481,9141.37493090217,6769.329713106117,25.94845125296653,12.600782989610043,Good
FL002157,American,Regional,LAS,DEN,Economy,Website,Frequent Flyer,A350,Morning,760.0603807901886,162.55731710908447,14.645129599119997,75,107,6.526961843106049,2263.904728954949,6,2472.310245532946,2,85,Silver,2.975704947818745,1,0,2025,1,Tue,70.09345794392523,12206.443912780454,6742.09528051641,44.76609790131206,16.059834483268496,Good
FL002158,Southwest,International,DEN,LAX,Economy,Call Center,Frequent Flyer,B787,Morning,784.5861817002983,122.12444423125643,51.29160733616828,241,286,6.936209655689293,2434.1094296851397,10,8130.62240008899,14,48,Gold,4.313187408160078,1,0,2024,2,Tue,84.26573426573427,29483.28266706897,7648.081774161695,74.05959892415868,37.57813144653521,Excellent
FL002159,United,Regional,BOS,SFO,Economy,Mobile App,Group,A321,Evening,354.861152298264,75.0,16.564033569111682,81,95,13.881670257990802,1092.6530193110077,7,2082.7879076591785,41,45,None,2.0673575635613597,1,0,2024,1,Sun,85.26315789473684,6091.564033569111,3256.4300986644744,46.541970490352085,17.166049295948564,Good
FL002160,Southwest,Regional,PHX,BWI,Economy,Call Center,Frequent Flyer,B737,Afternoon,383.6394002824621,164.44721719314074,58.687182758933346,112,187,9.585586821164142,1149.757851765802,4,4800.761889295884,20,26,Gold,3.508348525634464,1,0,2023,10,Fri,59.893048128342244,18476.7755083907,3453.5767202862944,81.3085528981074,48.16182981932202,Good
FL002161,Delta,International,FLL,SFO,Economy,Airport,Leisure,B757,Evening,1813.4194537456654,355.32699693103837,25.1076094209932,311,355,3.5631151011722855,5420.5328680898765,13,13526.339252270256,14,32,None,3.0930423718815705,1,0,2024,11,Sun,87.60563380281691,110531.80365497393,17195.985878709194,84.44249952494522,60.95214398779477,Good
FL002162,Southwest,International,LGA,FLL,Economy,Call Center,Leisure,B787,Afternoon,1052.6254133820398,214.9317018398222,25.793253709331527,233,247,93.42093188955177,3577.878913113864,12,8522.76431828996,0,18,Gold,2.820976123092337,0,0,2025,6,Thu,94.33198380566802,50104.87978238791,10876.065228102434,78.29340121094269,47.599914599632456,Poor
FL002163,Southwest,Regional,FLL,PHL,Economy,Website,Group,A321,Afternoon,825.4601675240488,117.10882988248991,79.49074495176481,73,122,38.806414792622355,2473.4448791339128,5,2530.769051781813,5,19,None,4.3379906757600555,0,0,2025,3,Thu,59.83606557377049,8628.435326373528,7189.883146790499,16.67222532439891,10.452879091978899,Good
FL002164,Southwest,International,DEN,FLL,Economy,Website,Business,B787,Evening,1890.3723055934174,358.3710098028233,27.410371849219118,214,228,19.578065007183177,6438.491215987004,11,7991.1496872332345,16,79,Silver,3.293921648761184,0,0,2025,1,Wed,93.85964912280701,76718.80646965341,18854.29161111151,75.42415937014162,40.583966577721405,Poor
FL002165,Delta,Regional,SFO,MIA,Business,Website,Leisure,B777,Morning,205.29548604824515,75.0,91.39506740950429,73,150,16.708464536050023,606.1612239178805,6,2544.698220150975,56,35,Silver,4.363503144937599,0,0,2023,2,Tue,48.66666666666667,5566.395067409504,1924.2372540399358,65.43117707713407,27.11406458348228,Good
FL002166,Southwest,Regional,ATL,PHX,Economy,Website,Business,B777,Evening,724.0201149006818,182.45121681107872,7.141295764059586,56,108,13.299033165442378,2462.554030122934,7,2434.9854302024064,95,50,Silver,4.176534078397321,1,0,2023,2,Tue,51.85185185185185,10224.40943718447,7352.872091901102,28.085116924602666,14.121720138379045,Excellent
FL002167,JetBlue,Domestic,PHX,DFW,Economy,Call Center,Business,B777,Morning,1114.820060078499,205.70116975909895,22.66716748938543,196,251,9.01124649590172,3594.814921700086,6,5060.7278757844015,68,20,Gold,4.2488409575684525,1,0,2023,7,Sun,78.08764940239044,40340.096440272784,11043.639674614753,72.6236656598829,36.185298313911105,Excellent
FL002168,Southwest,International,DFW,LGA,Business,Mobile App,Leisure,A350,Morning,1907.5418678565559,312.41587168491503,103.6580095007302,348,415,59.524137823958,6249.397562869943,8,13956.455199969485,60,62,Silver,3.046744980989815,0,0,2023,4,Thu,83.855421686747,108824.38135585116,19632.24314011064,81.95970158937634,57.04953751716792,Poor
