,YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,TAIL_NUM,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DEL15,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DEL15,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,DISTANCE
5796,2016,3,7,16,6,DL,N690DL,325,11433.0,DTW,10397.0,ATL,1345,1353.0,8.0,0.0,1547,1609.0,22.0,1.0,0.0,,,,
5600,2016,3,7,8,5,DL,N1612T,1336,10397.0,ATL,14747.0,SEA,1100,1057.0,-3.0,0.0,1318,1316.0,-2.0,0.0,0.0,,,,
6177,2016,3,7,27,3,DL,N6700,2267,13487.0,MSP,10397.0,ATL,1648,1649.0,1.0,0.0,2019,2054.0,35.0,1.0,0.0,,,,
9954,2016,4,11,23,3,DL,N3756,2105,10397.0,ATL,12478.0,JFK,1240,1238.0,-2.0,0.0,1501,1436.0,-25.0,0.0,0.0,,,,
9777,2016,4,11,16,3,DL,N6702,888,10397.0,ATL,13487.0,MSP,1950,1946.0,-4.0,0.0,2132,2117.0,-15.0,0.0,0.0,,,,
6825,2016,3,8,11,4,DL,N585NW,2210,14747.0,SEA,11433.0,DTW,2320,2322.0,2.0,0.0,635,629.0,-6.0,0.0,0.0,,,,
9401,2016,4,10,2,7,DL,N806DN,2787,13487.0,MSP,10397.0,ATL,1935,1944.0,9.0,0.0,2308,2258.0,-10.0,0.0,0.0,,,,
9016,2016,4,10,21,5,DL,N859DN,2795,14747.0,SEA,10397.0,ATL,1445,1446.0,1.0,0.0,2233,2153.0,-40.0,0.0,0.0,,,,
8127,2016,3,9,21,3,DL,N346NB,438,12478.0,JFK,13487.0,MSP,1555,1701.0,66.0,1.0,1811,1038.0,,,0.0,,,,
5222,2016,2,6,29,3,DL,N704X,486,12478.0,JFK,14747.0,SEA,700,659.0,-1.0,0.0,1017,1013.0,-4.0,0.0,0.0,,,,
6999,2016,3,8,16,2,DL,N595NW,2221,13487.0,MSP,14747.0,SEA,850,849.0,-1.0,0.0,1030,1037.0,7.0,0.0,0.0,,,,
5165,2016,2,6,23,4,DL,N365NB,1357,13487.0,MSP,11433.0,DTW,1758,1803.0,5.0,0.0,2042,2039.0,-3.0,0.0,0.0,,,,
9322,2016,4,10,20,4,DL,N688DL,109,10397.0,ATL,13487.0,MSP,1755,1808.0,13.0,0.0,1940,1947.0,7.0,0.0,0.0,,,,
9075,2016,4,10,25,2,DL,N6706Q,421,14747.0,SEA,12478.0,JFK,1235,1231.0,-4.0,0.0,2100,2030.0,-30.0,0.0,0.0,,,,
8735,2016,4,10,11,2,DL,N836DN,2424,14747.0,SEA,11433.0,DTW,1400,1359.0,-1.0,0.0,2119,2101.0,-18.0,0.0,0.0,,,,
9598,2016,4,11,10,4,DL,N624AG,440,12478.0,JFK,10397.0,ATL,1125,1130.0,5.0,0.0,1359,1327.0,-32.0,0.0,0.0,,,,
8032,2016,3,9,17,6,DL,N551NW,330,11433.0,DTW,13487.0,MSP,852,858.0,6.0,0.0,953,948.0,-5.0,0.0,0.0,,,,
5394,2016,3,7,4,1,DL,N695DL,1306,11433.0,DTW,10397.0,ATL,1000,954.0,-6.0,0.0,1154,1136.0,-18.0,0.0,0.0,,,,
9261,2016,4,10,30,7,DL,N684DA,2368,13487.0,MSP,11433.0,DTW,855,854.0,-1.0,0.0,1138,1128.0,-10.0,0.0,0.0,,,,
7459,2016,3,8,30,2,DL,N926AT,449,12478.0,JFK,11433.0,DTW,910,905.0,-5.0,0.0,1123,1052.0,-31.0,0.0,0.0,,,,
8930,2016,4,10,16,7,DL,N584NW,1055,11433.0,DTW,13487.0,MSP,2035,2034.0,-1.0,0.0,2130,2135.0,5.0,0.0,0.0,,,,
7820,2016,3,9,11,7,DL,N589NW,87,11433.0,DTW,13487.0,MSP,1735,1735.0,0.0,0.0,1842,1824.0,-18.0,0.0,0.0,,,,
7938,2016,3,9,13,2,DL,N542US,526,10397.0,ATL,13487.0,MSP,2221,2219.0,-2.0,0.0,2359,2344.0,-15.0,0.0,0.0,,,,
7037,2016,3,8,17,3,DL,N550NW,1542,14747.0,SEA,12478.0,JFK,1320,1312.0,-8.0,0.0,2154,2132.0,-22.0,0.0,0.0,,,,
9997,2016,4,11,24,4,DL,N837DN,1107,10397.0,ATL,14747.0,SEA,2000,1956.0,-4.0,0.0,2239,2229.0,-10.0,0.0,0.0,,,,
6897,2016,3,8,13,6,DL,N592NW,588,14747.0,SEA,13487.0,MSP,1133,1131.0,-2.0,0.0,1651,1654.0,3.0,0.0,0.0,,,,
8769,2016,4,10,14,5,DL,N723TW,439,12478.0,JFK,10397.0,ATL,1125,1121.0,-4.0,0.0,1352,1331.0,-21.0,0.0,0.0,,,,
5996,2016,3,7,20,3,DL,N351NW,2237,12478.0,JFK,10397.0,ATL,1744,1830.0,46.0,1.0,2030,2037.0,7.0,0.0,0.0,,,,
5795,2016,3,7,15,5,DL,N967AT,1126,13487.0,MSP,12478.0,JFK,1346,1345.0,-1.0,0.0,1745,1737.0,-8.0,0.0,0.0,,,,
9527,2016,4,11,7,1,DL,N596NW,2060,10397.0,ATL,11433.0,DTW,1059,1057.0,-2.0,0.0,1254,1248.0,-6.0,0.0,0.0,,,,
8739,2016,4,10,12,3,DL,N183DN,42,10397.0,ATL,12478.0,JFK,1510,1508.0,-2.0,0.0,1735,1714.0,-21.0,0.0,0.0,,,,
7275,2016,3,8,25,4,DL,N687DL,411,14747.0,SEA,12478.0,JFK,735,735.0,0.0,0.0,1603,1601.0,-2.0,0.0,0.0,,,,
9324,2016,4,10,20,4,DL,N718TW,411,14747.0,SEA,12478.0,JFK,745,744.0,-1.0,0.0,1610,1547.0,-23.0,0.0,0.0,,,,
7711,2016,3,9,7,3,DL,N828DN,589,13487.0,MSP,14747.0,SEA,1115,1115.0,0.0,0.0,1254,1248.0,-6.0,0.0,0.0,,,,
8409,2016,3,9,29,4,DL,N863DN,1444,14747.0,SEA,11433.0,DTW,554,550.0,-4.0,0.0,1309,1317.0,8.0,0.0,0.0,,,,
9831,2016,4,11,17,4,DL,N3751B,2459,10397.0,ATL,11433.0,DTW,2112,2115.0,3.0,0.0,2313,2302.0,-11.0,0.0,0.0,,,,
5108,2016,2,6,26,7,DL,N992DL,987,10397.0,ATL,13487.0,MSP,1050,1057.0,7.0,0.0,1229,1219.0,-10.0,0.0,0.0,,,,
6206,2016,3,7,28,4,DL,N961AT,971,13487.0,MSP,11433.0,DTW,1000,954.0,-6.0,0.0,1248,1235.0,-13.0,0.0,0.0,,,,
8281,2016,3,9,27,2,DL,N541US,752,14747.0,SEA,10397.0,ATL,2228,2223.0,-5.0,0.0,605,549.0,-16.0,0.0,0.0,,,,
8784,2016,4,10,14,5,DL,N856DN,2423,11433.0,DTW,14747.0,SEA,830,829.0,-1.0,0.0,1035,1030.0,-5.0,0.0,0.0,,,,
8946,2016,4,10,19,3,DL,N859DN,1598,14747.0,SEA,10397.0,ATL,615,614.0,-1.0,0.0,1358,1337.0,-21.0,0.0,0.0,,,,
8599,2016,4,10,8,6,DL,N839DN,535,10397.0,ATL,11433.0,DTW,1905,1905.0,0.0,0.0,2106,2057.0,-9.0,0.0,0.0,,,,
9926,2016,4,11,21,1,DL,N3737C,2597,13487.0,MSP,10397.0,ATL,630,627.0,-3.0,0.0,1002,937.0,-25.0,0.0,0.0,,,,
5314,2016,2,6,21,2,DL,N373DA,1529,10397.0,ATL,12478.0,JFK,1205,1213.0,8.0,0.0,1429,1434.0,5.0,0.0,0.0,,,,
9696,2016,4,11,14,1,DL,N581NW,200,13487.0,MSP,10397.0,ATL,1315,1315.0,0.0,0.0,1649,1639.0,-10.0,0.0,0.0,,,,
5037,2016,2,6,23,4,DL,N902DA,2580,10397.0,ATL,13487.0,MSP,2205,2247.0,42.0,1.0,2344,14.0,30.0,1.0,0.0,,,,
5276,2016,2,6,29,3,DL,N314US,2802,10397.0,ATL,11433.0,DTW,2100,2150.0,50.0,1.0,2301,2323.0,22.0,1.0,0.0,,,,
8846,2016,4,10,16,7,DL,N983AT,2027,11433.0,DTW,12478.0,JFK,2025,2021.0,-4.0,0.0,2223,2212.0,-11.0,0.0,0.0,,,,
5021,2016,2,6,22,3,DL,N953DN,748,10397.0,ATL,11433.0,DTW,1100,1513.0,253.0,1.0,1301,1729.0,268.0,1.0,0.0,,,,
9968,2016,4,11,23,3,DL,N924DN,2830,13487.0,MSP,10397.0,ATL,1112,1106.0,-6.0,0.0,1445,1443.0,-2.0,0.0,0.0,,,,
7937,2016,3,9,13,2,DL,N545US,453,12478.0,JFK,14747.0,SEA,1659,1705.0,6.0,0.0,2011,2019.0,8.0,0.0,0.0,,,,
6268,2016,3,7,30,6,DL,N583NW,668,10397.0,ATL,14747.0,SEA,2114,2303.0,109.0,1.0,2335,107.0,92.0,1.0,0.0,,,,
9590,2016,4,11,10,4,DL,N843DN,2374,14747.0,SEA,10397.0,ATL,2245,2305.0,20.0,1.0,624,638.0,14.0,0.0,0.0,,,,
9983,2016,4,11,22,2,DL,N948DN,2388,10397.0,ATL,13487.0,MSP,1050,1049.0,-1.0,0.0,1228,1211.0,-17.0,0.0,0.0,,,,
8558,2016,4,10,9,7,DL,N812DN,902,10397.0,ATL,11433.0,DTW,1449,1449.0,0.0,0.0,1655,1629.0,-26.0,0.0,0.0,,,,
5161,2016,2,6,23,4,DL,N679DA,971,13487.0,MSP,11433.0,DTW,1017,1017.0,0.0,0.0,1305,1251.0,-14.0,0.0,0.0,,,,
5322,2016,3,7,1,5,DL,N723TW,438,12478.0,JFK,14747.0,SEA,700,653.0,-7.0,0.0,1013,944.0,-29.0,0.0,0.0,,,,
5011,2016,2,6,20,1,DL,N6715C,1750,14747.0,SEA,10397.0,ATL,1215,1212.0,-3.0,0.0,2014,1928.0,-46.0,0.0,0.0,,,,
6833,2016,3,8,12,5,DL,N3757D,1417,10397.0,ATL,11433.0,DTW,1920,1944.0,24.0,1.0,2126,2129.0,3.0,0.0,0.0,,,,
7514,2016,3,8,29,1,DL,N304DN,888,10397.0,ATL,13487.0,MSP,1945,1953.0,8.0,0.0,2125,2122.0,-3.0,0.0,0.0,,,,
9392,2016,4,10,3,1,DL,N336NW,677,13487.0,MSP,11433.0,DTW,1016,1014.0,-2.0,0.0,1303,1309.0,6.0,0.0,0.0,,,,
6676,2016,3,8,8,1,DL,N955AT,2784,12478.0,JFK,11433.0,DTW,900,1022.0,82.0,1.0,1119,1219.0,60.0,1.0,0.0,,,,
8878,2016,4,10,18,2,DL,N341NW,356,10397.0,ATL,13487.0,MSP,2120,2116.0,-4.0,0.0,2307,2239.0,-28.0,0.0,0.0,,,,
6117,2016,3,7,25,1,DL,N546US,1397,13487.0,MSP,14747.0,SEA,1505,1504.0,-1.0,0.0,1642,1621.0,-21.0,0.0,0.0,,,,
7158,2016,3,8,20,6,DL,N369NB,1081,11433.0,DTW,10397.0,ATL,1525,1522.0,-3.0,0.0,1731,1709.0,-22.0,0.0,0.0,,,,
8691,2016,4,10,12,3,DL,N862DN,1998,11433.0,DTW,13487.0,MSP,852,856.0,4.0,0.0,955,938.0,-17.0,0.0,0.0,,,,
9568,2016,4,11,10,4,DL,N862DN,1247,14747.0,SEA,10397.0,ATL,900,902.0,2.0,0.0,1653,1654.0,1.0,0.0,0.0,,,,
9862,2016,4,11,19,6,DL,N859DN,1747,11433.0,DTW,14747.0,SEA,1555,1554.0,-1.0,0.0,1800,1804.0,4.0,0.0,0.0,,,,
9397,2016,4,10,3,1,DL,N585NW,1055,11433.0,DTW,13487.0,MSP,2035,2053.0,18.0,1.0,2130,2129.0,-1.0,0.0,0.0,,,,
8157,2016,3,9,22,4,DL,N590NW,1290,10397.0,ATL,11433.0,DTW,2215,2209.0,-6.0,0.0,15,3.0,-12.0,0.0,0.0,,,,
8624,2016,4,10,5,3,DL,N374DA,420,10397.0,ATL,12478.0,JFK,1413,1412.0,-1.0,0.0,1634,1613.0,-21.0,0.0,0.0,,,,
8338,2016,3,9,27,2,DL,N6708D,1397,13487.0,MSP,14747.0,SEA,900,855.0,-5.0,0.0,1042,1044.0,2.0,0.0,0.0,,,,
6613,2016,3,8,6,6,DL,N920DE,2659,11433.0,DTW,10397.0,ATL,2000,1959.0,-1.0,0.0,2159,2140.0,-19.0,0.0,0.0,,,,
8787,2016,4,10,14,5,DL,N365NW,2798,13487.0,MSP,11433.0,DTW,630,630.0,0.0,0.0,911,917.0,6.0,0.0,0.0,,,,
9572,2016,4,11,10,4,DL,N982DL,1513,11433.0,DTW,10397.0,ATL,1645,1645.0,0.0,0.0,1852,1842.0,-10.0,0.0,0.0,,,,
6342,2016,3,7,10,7,DL,N3731T,1417,10397.0,ATL,11433.0,DTW,1920,2015.0,55.0,1.0,2126,2154.0,28.0,1.0,0.0,,,,
5019,2016,2,6,22,3,DL,N821DN,630,11433.0,DTW,10397.0,ATL,1750,1750.0,0.0,0.0,1950,1941.0,-9.0,0.0,0.0,,,,
7852,2016,3,9,12,1,DL,N535US,752,14747.0,SEA,10397.0,ATL,2228,2240.0,12.0,0.0,606,625.0,19.0,1.0,0.0,,,,
6584,2016,3,8,5,5,DL,N324US,23,11433.0,DTW,13487.0,MSP,1542,1540.0,-2.0,0.0,1644,1620.0,-24.0,0.0,0.0,,,,
7896,2016,3,9,14,3,DL,N357NW,888,10397.0,ATL,13487.0,MSP,1945,1947.0,2.0,0.0,2125,2124.0,-1.0,0.0,0.0,,,,
9136,2016,4,10,21,5,DL,N366NB,442,12478.0,JFK,13487.0,MSP,1140,1201.0,21.0,1.0,1343,1346.0,3.0,0.0,0.0,,,,
8682,2016,4,10,11,2,DL,N552NW,1640,11433.0,DTW,10397.0,ATL,716,714.0,-2.0,0.0,916,913.0,-3.0,0.0,0.0,,,,
9141,2016,4,10,21,5,DL,N699DL,784,10397.0,ATL,13487.0,MSP,845,844.0,-1.0,0.0,1025,1010.0,-15.0,0.0,0.0,,,,
5623,2016,3,7,10,7,DL,N588NW,17,11433.0,DTW,14747.0,SEA,1155,1154.0,-1.0,0.0,1347,1340.0,-7.0,0.0,0.0,,,,
6840,2016,3,8,13,6,DL,N545US,1650,11433.0,DTW,13487.0,MSP,646,644.0,-2.0,0.0,736,727.0,-9.0,0.0,0.0,,,,
6885,2016,3,8,11,4,DL,N545US,1650,11433.0,DTW,13487.0,MSP,700,658.0,-2.0,0.0,749,802.0,13.0,0.0,0.0,,,,
9580,2016,4,11,9,3,DL,N815DN,1367,10397.0,ATL,14747.0,SEA,1746,1744.0,-2.0,0.0,2025,1954.0,-31.0,0.0,0.0,,,,
7048,2016,3,8,19,5,DL,N702TW,1109,14747.0,SEA,12478.0,JFK,1450,1527.0,37.0,1.0,2314,2334.0,20.0,1.0,0.0,,,,
8150,2016,3,9,22,4,DL,N862DN,595,14747.0,SEA,10397.0,ATL,1457,1512.0,15.0,1.0,2245,2254.0,9.0,0.0,0.0,,,,
9633,2016,4,11,8,2,DL,N864DN,1250,14747.0,SEA,12478.0,JFK,740,739.0,-1.0,0.0,1604,1550.0,-14.0,0.0,0.0,,,,
6783,2016,3,8,10,3,DL,N555NW,1588,14747.0,SEA,10397.0,ATL,2219,2241.0,22.0,1.0,603,620.0,17.0,1.0,0.0,,,,
7541,2016,3,9,1,4,DL,N588NW,87,11433.0,DTW,13487.0,MSP,1735,1736.0,1.0,0.0,1842,1815.0,-27.0,0.0,0.0,,,,
7928,2016,3,9,12,1,DL,N588NW,2824,10397.0,ATL,13487.0,MSP,1507,1504.0,-3.0,0.0,1654,1619.0,-35.0,0.0,0.0,,,,
6768,2016,3,8,11,4,DL,N949DN,109,10397.0,ATL,13487.0,MSP,1800,1758.0,-2.0,0.0,1945,1918.0,-27.0,0.0,0.0,,,,
8697,2016,4,10,10,1,DL,N709TW,2201,14747.0,SEA,12478.0,JFK,2235,2233.0,-2.0,0.0,655,646.0,-9.0,0.0,0.0,,,,
6577,2016,3,8,6,6,DL,N923DN,1893,11433.0,DTW,10397.0,ATL,847,906.0,19.0,1.0,1045,1053.0,8.0,0.0,0.0,,,,
6652,2016,3,8,8,1,DL,N586NW,1715,10397.0,ATL,13487.0,MSP,1210,,,,1346,,,,1.0,,,,
7024,2016,3,8,18,4,DL,N940AT,213,12478.0,JFK,13487.0,MSP,1825,1826.0,1.0,0.0,2051,2019.0,-32.0,0.0,0.0,,,,
9300,2016,4,10,7,5,DL,N390DA,1823,11433.0,DTW,14747.0,SEA,2025,2026.0,1.0,0.0,2229,2226.0,-3.0,0.0,0.0,,,,
8581,2016,4,10,9,7,DL,N318US,677,13487.0,MSP,11433.0,DTW,1016,1012.0,-4.0,0.0,1303,1251.0,-12.0,0.0,0.0,,,,
6561,2016,3,8,5,5,DL,N589NW,2440,14747.0,SEA,13487.0,MSP,50,45.0,-5.0,0.0,602,539.0,-23.0,0.0,0.0,,,,
8919,2016,4,10,19,3,DL,N582NW,176,13487.0,MSP,10397.0,ATL,1505,1505.0,0.0,0.0,1837,1831.0,-6.0,0.0,0.0,,,,
6499,2016,3,8,3,3,DL,N973DL,2350,10397.0,ATL,12478.0,JFK,802,800.0,-2.0,0.0,1020,1014.0,-6.0,0.0,0.0,,,,
6703,2016,3,8,8,1,DL,N586NW,1122,13487.0,MSP,10397.0,ATL,730,,,,1055,,,,1.0,,,,
9006,2016,4,10,22,6,DL,N953AT,2027,11433.0,DTW,12478.0,JFK,2025,2019.0,-6.0,0.0,2221,2226.0,5.0,0.0,0.0,,,,
9554,2016,4,11,8,2,DL,N596NW,1815,13487.0,MSP,10397.0,ATL,905,902.0,-3.0,0.0,1239,1218.0,-21.0,0.0,0.0,,,,
8720,2016,4,10,13,4,DL,N694DL,629,10397.0,ATL,11433.0,DTW,905,903.0,-2.0,0.0,1103,1053.0,-10.0,0.0,0.0,,,,
7351,2016,3,8,24,3,DL,N172DZ,446,10397.0,ATL,12478.0,JFK,1716,1715.0,-1.0,0.0,1957,1923.0,-34.0,0.0,0.0,,,,
5771,2016,3,7,14,4,DL,N594NW,1823,11433.0,DTW,14747.0,SEA,2019,2017.0,-2.0,0.0,2215,2209.0,-6.0,0.0,0.0,,,,
5324,2016,3,7,1,5,DL,N694DL,494,12478.0,JFK,14747.0,SEA,1659,1834.0,95.0,1.0,2025,2242.0,137.0,1.0,0.0,,,,
5858,2016,3,7,17,7,DL,N917DL,2350,10397.0,ATL,12478.0,JFK,802,756.0,-6.0,0.0,1020,1002.0,-18.0,0.0,0.0,,,,
9024,2016,4,10,23,7,DL,N705TW,464,12478.0,JFK,14747.0,SEA,805,834.0,29.0,1.0,1125,1215.0,50.0,1.0,0.0,,,,
8266,2016,3,9,26,1,DL,N855DN,2646,13487.0,MSP,14747.0,SEA,2150,2218.0,28.0,1.0,2330,2347.0,17.0,1.0,0.0,,,,
5090,2016,2,6,25,6,DL,N682DA,431,12478.0,JFK,10397.0,ATL,1348,1358.0,10.0,0.0,1622,1615.0,-7.0,0.0,0.0,,,,
6073,2016,3,7,24,7,DL,N395DN,440,12478.0,JFK,10397.0,ATL,600,559.0,-1.0,0.0,827,753.0,-34.0,0.0,0.0,,,,
7243,2016,3,8,22,1,DL,N334NB,859,13487.0,MSP,11433.0,DTW,1947,1947.0,0.0,0.0,2229,2225.0,-4.0,0.0,0.0,,,,
5094,2016,2,6,25,6,DL,N3743H,742,10397.0,ATL,13487.0,MSP,1206,1203.0,-3.0,0.0,1341,1324.0,-17.0,0.0,0.0,,,,
7887,2016,3,9,14,3,DL,N918DE,431,12478.0,JFK,10397.0,ATL,1335,1335.0,0.0,0.0,1609,1555.0,-14.0,0.0,0.0,,,,
5157,2016,2,6,23,4,DL,N905DA,748,10397.0,ATL,11433.0,DTW,1100,1124.0,24.0,1.0,1301,1316.0,15.0,1.0,0.0,,,,
7106,2016,3,8,20,6,DL,N857DZ,2329,10397.0,ATL,14747.0,SEA,1416,1413.0,-3.0,0.0,1632,1626.0,-6.0,0.0,0.0,,,,
9818,2016,4,11,17,4,DL,N919DE,1734,13487.0,MSP,11433.0,DTW,1145,1139.0,-6.0,0.0,1426,1408.0,-18.0,0.0,0.0,,,,
5899,2016,3,7,19,2,DL,N555NW,1232,14747.0,SEA,10397.0,ATL,1315,1314.0,-1.0,0.0,2108,2334.0,,,0.0,,,,
5761,2016,3,7,14,4,DL,N855DN,2329,10397.0,ATL,14747.0,SEA,1414,1429.0,15.0,1.0,1632,1635.0,3.0,0.0,0.0,,,,
9882,2016,4,11,19,6,DL,N950DN,2005,10397.0,ATL,11433.0,DTW,725,723.0,-2.0,0.0,921,900.0,-21.0,0.0,0.0,,,,
7685,2016,3,9,6,2,DL,N932DN,1513,11433.0,DTW,10397.0,ATL,1641,1633.0,-8.0,0.0,1849,1817.0,-32.0,0.0,0.0,,,,
7506,2016,3,8,31,3,DL,N845DN,2547,14747.0,SEA,13487.0,MSP,1910,1905.0,-5.0,0.0,26,4.0,-22.0,0.0,0.0,,,,
7088,2016,3,8,19,5,DL,N587NW,2827,10397.0,ATL,13487.0,MSP,1949,1958.0,9.0,0.0,2130,2145.0,15.0,1.0,0.0,,,,
8664,2016,4,10,10,1,DL,N669DN,991,10397.0,ATL,11433.0,DTW,1254,1252.0,-2.0,0.0,1455,1439.0,-16.0,0.0,0.0,,,,
5678,2016,3,7,12,2,DL,N540US,2659,11433.0,DTW,10397.0,ATL,2053,2110.0,17.0,1.0,2255,2318.0,23.0,1.0,0.0,,,,
5779,2016,3,7,15,5,DL,N967AT,213,12478.0,JFK,13487.0,MSP,1825,1845.0,20.0,1.0,2051,2043.0,-8.0,0.0,0.0,,,,
7831,2016,3,9,11,7,DL,N675DL,748,10397.0,ATL,11433.0,DTW,1055,1054.0,-1.0,0.0,1255,1236.0,-19.0,0.0,0.0,,,,
6973,2016,3,8,15,1,DL,N817NW,325,11433.0,DTW,10397.0,ATL,1450,1452.0,2.0,0.0,1653,1653.0,0.0,0.0,0.0,,,,
6875,2016,3,8,14,7,DL,N917DN,356,10397.0,ATL,13487.0,MSP,2105,2131.0,26.0,1.0,2245,2249.0,4.0,0.0,0.0,,,,
6637,2016,3,8,6,6,DL,N585NW,784,10397.0,ATL,13487.0,MSP,854,850.0,-4.0,0.0,1025,1014.0,-11.0,0.0,0.0,,,,
5230,2016,2,6,29,3,DL,N910DL,902,10397.0,ATL,11433.0,DTW,1501,1501.0,0.0,0.0,1709,1648.0,-21.0,0.0,0.0,,,,
8509,2016,4,10,4,2,DL,N854DN,1929,10397.0,ATL,14747.0,SEA,820,819.0,-1.0,0.0,1050,1017.0,-33.0,0.0,0.0,,,,
6169,2016,3,7,27,3,DL,N583NW,1055,11433.0,DTW,13487.0,MSP,2025,2024.0,-1.0,0.0,2120,2132.0,12.0,0.0,0.0,,,,
5965,2016,3,7,21,4,DL,N936DL,325,11433.0,DTW,10397.0,ATL,1450,1448.0,-2.0,0.0,1653,1720.0,27.0,1.0,0.0,,,,
6823,2016,3,8,11,4,DL,N949DN,2005,10397.0,ATL,11433.0,DTW,710,,,,911,,,,1.0,,,,
7600,2016,3,9,3,6,DL,N378DA,440,12478.0,JFK,10397.0,ATL,615,618.0,3.0,0.0,843,836.0,-7.0,0.0,0.0,,,,
6042,2016,3,7,23,6,DL,N713TW,752,10397.0,ATL,12478.0,JFK,1205,1201.0,-4.0,0.0,1429,1424.0,-5.0,0.0,0.0,,,,
6352,2016,3,7,11,1,DL,N3764D,1417,10397.0,ATL,11433.0,DTW,1920,2033.0,73.0,1.0,2126,2230.0,64.0,1.0,0.0,,,,
8183,2016,3,9,23,5,DL,N929AT,478,13487.0,MSP,12478.0,JFK,1446,1441.0,-5.0,0.0,1845,1818.0,-27.0,0.0,0.0,,,,
6476,2016,3,8,3,3,DL,N900PC,1715,10397.0,ATL,13487.0,MSP,1210,1217.0,7.0,0.0,1346,1349.0,3.0,0.0,0.0,,,,
8573,2016,4,10,9,7,DL,N812DN,87,11433.0,DTW,13487.0,MSP,1750,1747.0,-3.0,0.0,1857,1831.0,-26.0,0.0,0.0,,,,
8642,2016,4,10,6,4,DL,N722TW,454,12478.0,JFK,14747.0,SEA,1600,1609.0,9.0,0.0,1918,1918.0,0.0,0.0,0.0,,,,
8023,2016,3,9,16,5,DL,N924DN,632,10397.0,ATL,13487.0,MSP,1350,1346.0,-4.0,0.0,1532,1524.0,-8.0,0.0,0.0,,,,
9143,2016,4,10,21,5,DL,N846DN,902,10397.0,ATL,11433.0,DTW,1449,1446.0,-3.0,0.0,1655,1628.0,-27.0,0.0,0.0,,,,
9780,2016,4,11,17,4,DL,N830DN,95,10397.0,ATL,11433.0,DTW,1235,1233.0,-2.0,0.0,1438,1432.0,-6.0,0.0,0.0,,,,
7016,2016,3,8,17,3,DL,N590NW,2440,14747.0,SEA,13487.0,MSP,50,45.0,-5.0,0.0,602,555.0,-7.0,0.0,0.0,,,,
5250,2016,2,6,28,2,DL,N900PC,2309,10397.0,ATL,14747.0,SEA,745,745.0,0.0,0.0,1004,1026.0,22.0,1.0,0.0,,,,
9405,2016,4,10,3,1,DL,N822DN,2329,10397.0,ATL,14747.0,SEA,1315,1313.0,-2.0,0.0,1538,1504.0,-34.0,0.0,0.0,,,,
6301,2016,3,7,31,7,DL,N919DE,843,10397.0,ATL,12478.0,JFK,1030,1045.0,15.0,1.0,1255,1300.0,5.0,0.0,0.0,,,,
5906,2016,3,7,19,2,DL,N6700,2193,13487.0,MSP,14747.0,SEA,657,657.0,0.0,0.0,839,833.0,-6.0,0.0,0.0,,,,
8444,2016,3,9,30,5,DL,N538US,752,14747.0,SEA,10397.0,ATL,2228,2227.0,-1.0,0.0,606,556.0,-10.0,0.0,0.0,,,,
8165,2016,3,9,22,4,DL,N557NW,325,11433.0,DTW,10397.0,ATL,1345,1344.0,-1.0,0.0,1549,1538.0,-11.0,0.0,0.0,,,,
5393,2016,3,7,2,6,DL,N683DA,1598,14747.0,SEA,10397.0,ATL,600,556.0,-4.0,0.0,1348,1319.0,-29.0,0.0,0.0,,,,
7544,2016,3,9,1,4,DL,N553NW,381,14747.0,SEA,11433.0,DTW,10,6.0,-4.0,0.0,728,659.0,-29.0,0.0,0.0,,,,
8950,2016,4,10,19,3,DL,N595NW,2005,10397.0,ATL,11433.0,DTW,725,721.0,-4.0,0.0,922,912.0,-10.0,0.0,0.0,,,,
8043,2016,3,9,17,6,DL,N802DN,1291,14747.0,SEA,10397.0,ATL,900,858.0,-2.0,0.0,1650,1625.0,-25.0,0.0,0.0,,,,
7157,2016,3,8,20,6,DL,N378NW,984,10397.0,ATL,12478.0,JFK,2115,2111.0,-4.0,0.0,2343,2331.0,-12.0,0.0,0.0,,,,
8274,2016,3,9,27,2,DL,N315NB,438,12478.0,JFK,13487.0,MSP,1555,1606.0,11.0,0.0,1811,1801.0,-10.0,0.0,0.0,,,,
6165,2016,3,7,27,3,DL,N925DL,841,11433.0,DTW,13487.0,MSP,1200,1159.0,-1.0,0.0,1255,1238.0,-17.0,0.0,0.0,,,,
8488,2016,4,10,3,1,DL,N377DA,1965,10397.0,ATL,14747.0,SEA,1655,1656.0,1.0,0.0,1926,1852.0,-34.0,0.0,0.0,,,,
7668,2016,3,9,5,1,DL,N6704Z,2237,13487.0,MSP,14747.0,SEA,1530,1531.0,1.0,0.0,1710,1701.0,-9.0,0.0,0.0,,,,
7268,2016,3,8,24,3,DL,N863DN,2815,14747.0,SEA,10397.0,ATL,2329,2321.0,-8.0,0.0,710,713.0,3.0,0.0,0.0,,,,
