,YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,TAIL_NUM,FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DEL15,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DEL15,CANCELLED
3682,2016,2,5,9,1,DL,N814DN,1823,DTW,SEA,2000,2026.0,26.0,1.0,2201,2139.0,-22.0,0.0,0.0
919,2016,1,2,5,5,DL,N847DN,2188,ATL,SEA,1630,1628.0,-2.0,0.0,1912,1854.0,-18.0,0.0,0.0
4139,2016,2,5,26,4,DL,N959DL,220,JFK,ATL,1925,1941.0,16.0,1.0,2207,2222.0,15.0,1.0,0.0
116,2016,1,1,5,2,DL,N313US,1096,DTW,MSP,1200,1200.0,0.0,0.0,1303,1245.0,-18.0,0.0,0.0
2853,2016,2,4,15,5,DL,N342NB,842,MSP,DTW,1020,1017.0,-3.0,0.0,1300,1259.0,-1.0,0.0,0.0
3236,2016,2,4,27,3,DL,N335NB,2032,MSP,JFK,700,654.0,-6.0,0.0,1045,1026.0,-19.0,0.0,0.0
1985,2016,1,3,12,6,DL,N672DL,460,JFK,SEA,1855,1848.0,-7.0,0.0,2215,2139.0,-36.0,0.0,0.0
541,2016,1,1,22,5,DL,N3757D,984,ATL,JFK,2050,,,,2314,,,,1.0
1599,2016,1,2,17,3,DL,N314NB,2028,MSP,DTW,1020,1016.0,-4.0,0.0,1305,1252.0,-13.0,0.0,0.0
4042,2016,2,5,22,7,DL,N3732J,1333,MSP,DTW,1311,1312.0,1.0,0.0,1559,1548.0,-11.0,0.0,0.0
4003,2016,2,5,21,6,DL,N721TW,439,JFK,SEA,1045,1042.0,-3.0,0.0,1350,1306.0,-44.0,0.0,0.0
4060,2016,2,5,23,1,DL,N341NB,761,MSP,DTW,1935,1929.0,-6.0,0.0,2216,2159.0,-17.0,0.0,0.0
1211,2016,1,2,17,3,DL,N939DN,354,DTW,ATL,1630,1628.0,-2.0,0.0,1847,1811.0,-36.0,0.0,0.0
515,2016,1,1,23,6,DL,N388DA,1290,ATL,DTW,2210,2210.0,0.0,0.0,3,3.0,0.0,0.0,0.0
818,2016,1,1,27,3,DL,N3760C,281,DTW,SEA,840,845.0,5.0,0.0,1100,1118.0,18.0,1.0,0.0
4695,2016,2,6,12,7,DL,N856DN,2188,ATL,SEA,1625,1622.0,-3.0,0.0,1854,1829.0,-25.0,0.0,0.0
3851,2016,2,5,15,7,DL,N592NW,492,JFK,SEA,1045,1043.0,-2.0,0.0,1351,1337.0,-14.0,0.0,0.0
2697,2016,2,4,10,7,DL,N707TW,1056,SEA,ATL,1205,1208.0,3.0,0.0,1946,1958.0,12.0,0.0,0.0
4566,2016,2,6,8,3,DL,N136DL,2784,ATL,SEA,940,937.0,-3.0,0.0,1201,1202.0,1.0,0.0,0.0
1243,2016,1,2,16,2,DL,N617DL,2514,ATL,DTW,2053,2113.0,20.0,1.0,2252,2255.0,3.0,0.0,0.0
2071,2016,1,3,15,2,DL,N986DL,425,JFK,ATL,1559,1559.0,0.0,0.0,1840,1812.0,-28.0,0.0,0.0
3163,2016,2,4,26,2,DL,N924DN,785,MSP,ATL,1316,1310.0,-6.0,0.0,1650,1633.0,-17.0,0.0,0.0
2064,2016,1,3,14,1,DL,N967DL,2336,ATL,JFK,1515,1516.0,1.0,0.0,1740,1736.0,-4.0,0.0,0.0
3888,2016,2,5,17,2,DL,N850DN,1401,SEA,DTW,545,543.0,-2.0,0.0,1317,1305.0,-12.0,0.0,0.0
2851,2016,2,4,15,5,DL,N958DN,721,ATL,MSP,1650,1648.0,-2.0,0.0,1836,1823.0,-13.0,0.0,0.0
4412,2016,2,6,27,1,DL,N367NW,495,JFK,MSP,805,805.0,0.0,0.0,1020,1007.0,-13.0,0.0,0.0
1212,2016,1,2,17,3,DL,N705TW,447,JFK,SEA,700,701.0,1.0,0.0,1025,1025.0,0.0,0.0,0.0
2729,2016,2,4,10,7,DL,N310NW,1991,MSP,ATL,520,516.0,-4.0,0.0,845,831.0,-14.0,0.0,0.0
3122,2016,2,4,24,7,DL,N586NW,946,DTW,MSP,1530,1527.0,-3.0,0.0,1632,1629.0,-3.0,0.0,0.0
4793,2016,2,6,15,3,DL,N3731T,491,JFK,ATL,835,828.0,-7.0,0.0,1117,1106.0,-11.0,0.0,0.0
2541,2016,1,3,25,5,DL,N3740C,1112,ATL,JFK,1030,1024.0,-6.0,0.0,1246,1229.0,-17.0,0.0,0.0
504,2016,1,1,23,6,DL,N940DL,445,JFK,ATL,1715,,,,2002,,,,1.0
3297,2016,2,4,3,7,DL,N914DN,1815,ATL,MSP,1345,1346.0,1.0,0.0,1531,1514.0,-17.0,0.0,0.0
1464,2016,1,2,25,4,DL,N326US,1224,ATL,DTW,1620,1621.0,1.0,0.0,1825,1806.0,-19.0,0.0,0.0
3488,2016,2,5,4,3,DL,N850DN,589,MSP,SEA,1145,1143.0,-2.0,0.0,1324,1316.0,-8.0,0.0,0.0
1012,2016,1,2,8,1,DL,N826DN,1107,ATL,SEA,1920,1928.0,8.0,0.0,2205,2208.0,3.0,0.0,0.0
2666,2016,2,4,8,5,DL,N845DN,2618,DTW,SEA,2004,2002.0,-2.0,0.0,2215,2205.0,-10.0,0.0,0.0
2370,2016,1,3,25,5,DL,N683DA,1888,MSP,ATL,1515,1512.0,-3.0,0.0,1840,1834.0,-6.0,0.0,0.0
445,2016,1,1,13,3,DL,N593NW,1403,ATL,SEA,1350,1353.0,3.0,0.0,1625,1620.0,-5.0,0.0,0.0
2087,2016,1,3,16,3,DL,N850DN,902,ATL,DTW,1454,1452.0,-2.0,0.0,1653,1640.0,-13.0,0.0,0.0
2307,2016,1,3,25,5,DL,N841DN,1549,MSP,ATL,1734,1730.0,-4.0,0.0,2110,2049.0,-21.0,0.0,0.0
4160,2016,2,5,25,3,DL,N584NW,784,ATL,MSP,845,844.0,-1.0,0.0,1019,1048.0,29.0,1.0,0.0
743,2016,1,1,31,7,DL,N751AT,1782,DTW,SEA,1505,1503.0,-2.0,0.0,1710,1632.0,-38.0,0.0,0.0
1013,2016,1,2,8,1,DL,N3742C,1145,ATL,DTW,1620,1618.0,-2.0,0.0,1824,1754.0,-30.0,0.0,0.0
93,2016,1,1,5,2,DL,N317US,1650,DTW,MSP,705,704.0,-1.0,0.0,824,815.0,-9.0,0.0,0.0
2874,2016,2,4,15,5,DL,N935DN,1815,MSP,ATL,910,908.0,-2.0,0.0,1243,1233.0,-10.0,0.0,0.0
2297,2016,1,3,24,4,DL,N836DN,1107,ATL,SEA,1932,2021.0,49.0,1.0,2205,2248.0,43.0,1.0,0.0
4643,2016,2,6,10,5,DL,N927DA,902,ATL,DTW,1501,1507.0,6.0,0.0,1709,1656.0,-13.0,0.0,0.0
3722,2016,2,5,10,2,DL,N924DL,220,JFK,ATL,1925,1920.0,-5.0,0.0,2207,2125.0,-42.0,0.0,0.0
2825,2016,2,4,13,3,DL,N939DN,785,MSP,ATL,1316,1328.0,12.0,0.0,1650,1650.0,0.0,0.0,0.0
4845,2016,2,6,16,4,DL,N858DZ,542,DTW,SEA,1359,1356.0,-3.0,0.0,1556,1557.0,1.0,0.0,0.0
1953,2016,1,3,3,4,DL,N915DL,2336,ATL,JFK,1515,1525.0,10.0,0.0,1740,1739.0,-1.0,0.0,0.0
1087,2016,1,2,12,5,DL,N945DN,1231,ATL,DTW,1343,1342.0,-1.0,0.0,1545,1611.0,26.0,1.0,0.0
871,2016,1,2,3,3,DL,N618DL,87,DTW,MSP,1540,1536.0,-4.0,0.0,1649,1624.0,-25.0,0.0,0.0
171,2016,1,1,8,5,DL,N1609,2039,ATL,SEA,831,831.0,0.0,0.0,1109,1054.0,-15.0,0.0,0.0
4744,2016,2,6,13,1,DL,N926DL,1476,DTW,MSP,1345,1343.0,-2.0,0.0,1435,1440.0,5.0,0.0,0.0
4608,2016,2,6,7,2,DL,N848DN,2487,JFK,SEA,1925,1929.0,4.0,0.0,2247,2237.0,-10.0,0.0,0.0
1860,2016,1,3,8,2,DL,N802DN,2514,ATL,DTW,2055,2054.0,-1.0,0.0,2254,2228.0,-26.0,0.0,0.0
4377,2016,2,6,3,5,DL,N841DN,1598,SEA,ATL,600,600.0,0.0,0.0,1400,1325.0,-35.0,0.0,0.0
3221,2016,2,4,27,3,DL,N851NW,2146,ATL,MSP,1931,2009.0,38.0,1.0,2115,2127.0,12.0,0.0,0.0
2560,2016,2,4,4,1,DL,N915DL,220,JFK,ATL,1925,1934.0,9.0,0.0,2209,2217.0,8.0,0.0,0.0
1782,2016,1,3,4,5,DL,N361NB,923,DTW,MSP,1730,1835.0,65.0,1.0,1830,1938.0,68.0,1.0,0.0
4776,2016,2,6,13,1,DL,N981AT,2784,JFK,DTW,910,904.0,-6.0,0.0,1130,1112.0,-18.0,0.0,0.0
4434,2016,2,6,3,5,DL,N996AT,499,JFK,ATL,610,602.0,-8.0,0.0,844,811.0,-33.0,0.0,0.0
1106,2016,1,2,12,5,DL,N376DA,1768,SEA,MSP,815,807.0,-8.0,0.0,1336,1314.0,-22.0,0.0,0.0
4722,2016,2,6,13,1,DL,N585NW,281,DTW,SEA,835,827.0,-8.0,0.0,1029,1031.0,2.0,0.0,0.0
3279,2016,2,4,29,5,DL,N853DN,2830,JFK,SEA,1925,1922.0,-3.0,0.0,2250,2208.0,-42.0,0.0,0.0
371,2016,1,1,19,2,DL,N841DN,1107,ATL,SEA,1920,1921.0,1.0,0.0,2205,2146.0,-19.0,0.0,0.0
2845,2016,2,4,14,4,DL,N815DN,2848,DTW,MSP,1951,1951.0,0.0,0.0,2051,2043.0,-8.0,0.0,0.0
76,2016,1,1,4,1,DL,N933DN,1448,ATL,DTW,1905,1903.0,-2.0,0.0,2103,2057.0,-6.0,0.0,0.0
15,2016,1,1,3,7,DL,N960AT,86,MSP,DTW,1345,1337.0,-8.0,0.0,1620,1616.0,-4.0,0.0,0.0
1924,2016,1,3,10,4,DL,N3762Y,2790,ATL,DTW,1205,1203.0,-2.0,0.0,1407,1345.0,-22.0,0.0,0.0
4093,2016,2,5,24,2,DL,N320US,630,DTW,ATL,1750,1745.0,-5.0,0.0,1953,1926.0,-27.0,0.0,0.0
3412,2016,2,4,2,6,DL,N912DN,1267,ATL,DTW,1800,1831.0,31.0,1.0,2001,2020.0,19.0,1.0,0.0
3443,2016,2,5,2,1,DL,N717TW,494,JFK,SEA,700,655.0,-5.0,0.0,1014,944.0,-30.0,0.0,0.0
3935,2016,2,5,18,3,DL,N944DL,1893,DTW,ATL,836,836.0,0.0,0.0,1034,1038.0,4.0,0.0,0.0
1499,2016,1,2,28,7,DL,N3767,281,DTW,SEA,830,828.0,-2.0,0.0,1055,1022.0,-33.0,0.0,0.0
664,2016,1,1,27,3,DL,N316US,1476,DTW,MSP,1345,1343.0,-2.0,0.0,1444,1431.0,-13.0,0.0,0.0
107,2016,1,1,7,4,DL,N343NB,423,JFK,ATL,1325,1335.0,10.0,0.0,1600,1604.0,4.0,0.0,0.0
1604,2016,1,2,24,3,DL,N942DN,1096,DTW,MSP,1203,1200.0,-3.0,0.0,1310,1306.0,-4.0,0.0,0.0
2200,2016,1,3,21,1,DL,N3773D,485,JFK,SEA,1600,1605.0,5.0,0.0,1921,1923.0,2.0,0.0,0.0
4812,2016,2,6,16,4,DL,N951AT,2604,JFK,MSP,1825,1957.0,92.0,1.0,2053,2205.0,72.0,1.0,0.0
90,2016,1,1,7,4,DL,N365NB,434,JFK,ATL,805,804.0,-1.0,0.0,1043,1019.0,-24.0,0.0,0.0
3879,2016,2,5,16,1,DL,N547US,1337,SEA,DTW,726,724.0,-2.0,0.0,1455,1434.0,-21.0,0.0,0.0
3868,2016,2,5,15,7,DL,N582NW,2283,DTW,ATL,600,559.0,-1.0,0.0,800,745.0,-15.0,0.0,0.0
3017,2016,2,4,21,4,DL,N394DA,630,DTW,ATL,1745,1905.0,80.0,1.0,1954,2056.0,62.0,1.0,0.0
1691,2016,1,3,1,2,DL,N557NW,1626,DTW,SEA,2005,2102.0,57.0,1.0,2222,2347.0,85.0,1.0,0.0
2213,2016,1,3,22,2,DL,N850DN,1955,SEA,DTW,2300,2313.0,13.0,0.0,618,620.0,2.0,0.0,0.0
939,2016,1,2,6,6,DL,N317US,1715,DTW,ATL,1025,1023.0,-2.0,0.0,1233,1215.0,-18.0,0.0,0.0
2430,2016,1,3,28,1,DL,N727TW,2814,SEA,ATL,1442,1459.0,17.0,1.0,2227,2231.0,4.0,0.0,0.0
3673,2016,2,5,6,5,DL,N539US,1337,SEA,DTW,726,723.0,-3.0,0.0,1455,1431.0,-24.0,0.0,0.0
1552,2016,1,2,29,1,DL,N826DN,1107,ATL,SEA,1918,1918.0,0.0,0.0,2204,2205.0,1.0,0.0,0.0
3060,2016,2,4,18,1,DL,N988DL,1529,DTW,MSP,1000,958.0,-2.0,0.0,1100,1040.0,-20.0,0.0,0.0
2665,2016,2,4,8,5,DL,N960DN,850,DTW,ATL,1627,1630.0,3.0,0.0,1835,1829.0,-6.0,0.0,0.0
3597,2016,2,5,6,5,DL,N1609,17,ATL,SEA,1100,1055.0,-5.0,0.0,1319,1257.0,-22.0,0.0,0.0
3700,2016,2,5,10,2,DL,N6706Q,939,MSP,ATL,730,724.0,-6.0,0.0,1055,1106.0,11.0,0.0,0.0
260,2016,1,1,14,4,DL,N908DA,1815,MSP,ATL,905,910.0,5.0,0.0,1234,1226.0,-8.0,0.0,0.0
300,2016,1,1,16,6,DL,N827DN,528,ATL,MSP,1625,1623.0,-2.0,0.0,1814,1750.0,-24.0,0.0,0.0
591,2016,1,1,25,1,DL,N587NW,784,ATL,MSP,835,835.0,0.0,0.0,1020,1013.0,-7.0,0.0,0.0
1731,2016,1,3,3,4,DL,N3747D,281,DTW,SEA,835,831.0,-4.0,0.0,1039,1034.0,-5.0,0.0,0.0
5789,2016,3,7,15,5,DL,N344NW,783,MSP,ATL,620,615.0,-5.0,0.0,940,925.0,-15.0,0.0,0.0
7507,2016,3,8,31,3,DL,N320NB,2804,JFK,MSP,1140,1130.0,-10.0,0.0,1342,1328.0,-14.0,0.0,0.0
7376,2016,3,8,27,6,DL,N682DA,2792,JFK,ATL,830,831.0,1.0,0.0,1107,1033.0,-34.0,0.0,0.0
6378,2016,3,7,17,7,DL,N981AT,1126,MSP,JFK,1346,1619.0,153.0,1.0,1745,2019.0,154.0,1.0,0.0
5598,2016,3,7,10,7,DL,N6702,815,SEA,DTW,934,937.0,3.0,0.0,1655,1637.0,-18.0,0.0,0.0
6589,2016,3,8,7,7,DL,N931DN,87,DTW,MSP,1745,1741.0,-4.0,0.0,1854,1829.0,-25.0,0.0,0.0
7580,2016,3,9,4,7,DL,N6701,446,ATL,JFK,1739,1739.0,0.0,0.0,2008,1938.0,-30.0,0.0,0.0
5366,2016,3,7,2,6,DL,N6709,2547,SEA,MSP,1858,1856.0,-2.0,0.0,10,2352.0,-18.0,0.0,0.0
7320,2016,3,8,26,5,DL,N549US,1444,SEA,DTW,540,541.0,1.0,0.0,1255,1245.0,-10.0,0.0,0.0
6247,2016,3,7,29,5,DL,N947DL,843,ATL,JFK,1030,1027.0,-3.0,0.0,1255,1237.0,-18.0,0.0,0.0
7224,2016,3,8,24,3,DL,N859DN,173,ATL,SEA,1636,1636.0,0.0,0.0,1902,1833.0,-29.0,0.0,0.0
8615,2016,4,10,10,1,DL,N317NB,1357,MSP,DTW,1740,1739.0,-1.0,0.0,2026,2011.0,-15.0,0.0,0.0
9176,2016,4,10,28,5,DL,N803DN,95,ATL,DTW,1348,1351.0,3.0,0.0,1553,1557.0,4.0,0.0,0.0
6640,2016,3,8,6,6,DL,N310NW,984,ATL,JFK,2115,2127.0,12.0,0.0,2343,2344.0,1.0,0.0,0.0
6136,2016,3,7,26,2,DL,N678DL,2553,ATL,DTW,1629,1626.0,-3.0,0.0,1841,1820.0,-21.0,0.0,0.0
8437,2016,3,9,12,1,DL,N624AG,421,SEA,JFK,1210,1209.0,-1.0,0.0,2039,2033.0,-6.0,0.0,0.0
9448,2016,4,11,3,4,DL,N959DN,94,DTW,ATL,1205,1208.0,3.0,0.0,1413,1358.0,-15.0,0.0,0.0
6188,2016,3,7,26,2,DL,N603AT,2784,JFK,DTW,900,906.0,6.0,0.0,1119,1052.0,-27.0,0.0,0.0
8332,2016,3,9,26,1,DL,N540US,526,ATL,MSP,2221,2219.0,-2.0,0.0,2359,2353.0,-6.0,0.0,0.0
6080,2016,3,7,25,1,DL,N813DN,1991,MSP,ATL,515,513.0,-2.0,0.0,839,826.0,-13.0,0.0,0.0
6480,2016,3,8,4,4,DL,N3754A,1417,ATL,DTW,1920,1959.0,39.0,1.0,2126,2156.0,30.0,1.0,0.0
8954,2016,4,10,20,4,DL,N856DN,2547,SEA,MSP,1815,1811.0,-4.0,0.0,2329,2253.0,-36.0,0.0,0.0
9184,2016,4,10,28,5,DL,N959DL,630,DTW,ATL,1754,1748.0,-6.0,0.0,2005,1945.0,-20.0,0.0,0.0
9062,2016,4,10,24,1,DL,N3740C,446,ATL,JFK,1750,1753.0,3.0,0.0,2015,2017.0,2.0,0.0,0.0
5412,2016,3,7,4,1,DL,N974DL,748,ATL,DTW,1055,1051.0,-4.0,0.0,1257,1241.0,-16.0,0.0,0.0
9579,2016,4,11,9,3,DL,N848DN,1260,MSP,DTW,838,838.0,0.0,0.0,1119,1122.0,3.0,0.0,0.0
9979,2016,4,11,19,6,DL,N822DN,721,SEA,MSP,645,640.0,-5.0,0.0,1206,1135.0,-31.0,0.0,0.0
7055,2016,3,8,18,4,DL,N540US,659,ATL,DTW,710,708.0,-2.0,0.0,910,908.0,-2.0,0.0,0.0
9195,2016,4,10,29,6,DL,N705DN,1060,SEA,ATL,1050,1058.0,8.0,0.0,1832,1836.0,4.0,0.0,0.0
8383,2016,3,9,30,5,DL,N860DN,526,ATL,MSP,2221,2220.0,-1.0,0.0,2359,2341.0,-18.0,0.0,0.0
8314,2016,3,9,27,2,DL,N814DN,2005,ATL,DTW,725,730.0,5.0,0.0,923,921.0,-2.0,0.0,0.0
5416,2016,3,7,4,1,DL,N920DN,987,ATL,MSP,1045,1042.0,-3.0,0.0,1220,1208.0,-12.0,0.0,0.0
7967,2016,3,9,15,4,DL,N590NW,22,MSP,DTW,1330,1335.0,5.0,0.0,1617,1607.0,-10.0,0.0,0.0
5526,2016,3,7,7,4,DL,N67171,2339,SEA,ATL,50,102.0,12.0,0.0,833,843.0,10.0,0.0,0.0
7100,2016,3,8,20,6,DL,N954DL,748,ATL,DTW,1055,1058.0,3.0,0.0,1257,1246.0,-11.0,0.0,0.0
8735,2016,4,10,11,2,DL,N836DN,2424,SEA,DTW,1400,1359.0,-1.0,0.0,2119,2101.0,-18.0,0.0,0.0
5886,2016,3,7,19,2,DL,N717TW,421,SEA,JFK,1115,1131.0,16.0,1.0,1952,1927.0,-25.0,0.0,0.0
7995,2016,3,9,15,4,DL,N682DA,2280,ATL,DTW,1621,1616.0,-5.0,0.0,1825,1811.0,-14.0,0.0,0.0
8387,2016,3,9,28,3,DL,N865DN,2218,SEA,DTW,730,728.0,-2.0,0.0,1450,1445.0,-5.0,0.0,0.0
8929,2016,4,10,16,7,DL,N864DN,968,SEA,ATL,738,748.0,10.0,0.0,1526,1524.0,-2.0,0.0,0.0
6263,2016,3,7,30,6,DL,N825DN,420,ATL,JFK,1340,1836.0,296.0,1.0,1612,2104.0,292.0,1.0,0.0
8339,2016,3,9,27,2,DL,N359NW,1476,DTW,MSP,1349,1359.0,10.0,0.0,1443,1444.0,1.0,0.0,0.0
6839,2016,3,8,13,6,DL,N592NW,1588,SEA,ATL,2219,2253.0,34.0,1.0,601,621.0,20.0,1.0,0.0
5432,2016,3,7,3,7,DL,N372NW,480,JFK,MSP,805,828.0,23.0,1.0,1016,1027.0,11.0,0.0,0.0
6833,2016,3,8,12,5,DL,N3757D,1417,ATL,DTW,1920,1944.0,24.0,1.0,2126,2129.0,3.0,0.0,0.0
7016,2016,3,8,17,3,DL,N590NW,2440,SEA,MSP,50,45.0,-5.0,0.0,602,555.0,-7.0,0.0,0.0
5423,2016,3,7,5,2,DL,N586NW,1453,SEA,MSP,645,642.0,-3.0,0.0,1207,1148.0,-19.0,0.0,0.0
7553,2016,3,9,1,4,DL,N3767,2807,JFK,SEA,1659,1726.0,27.0,1.0,2012,2025.0,13.0,0.0,0.0
5750,2016,3,7,14,4,DL,N581NW,1055,DTW,MSP,2025,2025.0,0.0,0.0,2120,2108.0,-12.0,0.0,0.0
6311,2016,3,7,31,7,DL,N540US,1768,SEA,MSP,813,812.0,-1.0,0.0,1334,1327.0,-7.0,0.0,0.0
8407,2016,3,9,30,5,DL,N347NB,1357,MSP,DTW,1800,1801.0,1.0,0.0,2047,2048.0,1.0,0.0,0.0
8155,2016,3,9,22,4,DL,N540US,968,SEA,ATL,738,737.0,-1.0,0.0,1524,1515.0,-9.0,0.0,0.0
7817,2016,3,9,10,6,DL,N953AT,2813,JFK,DTW,1825,1853.0,28.0,1.0,2034,2101.0,27.0,1.0,0.0
5552,2016,3,7,8,5,DL,N584NW,281,DTW,SEA,830,828.0,-2.0,0.0,1028,1031.0,3.0,0.0,0.0
6436,2016,3,8,1,1,DL,N933DN,87,DTW,MSP,1745,1741.0,-4.0,0.0,1854,1840.0,-14.0,0.0,0.0
5042,2016,2,6,24,5,DL,N584NW,281,DTW,SEA,835,829.0,-6.0,0.0,1029,1024.0,-5.0,0.0,0.0
7498,2016,3,8,31,3,DL,N359NW,1904,ATL,DTW,1900,1859.0,-1.0,0.0,2103,2102.0,-1.0,0.0,0.0
8413,2016,3,9,30,5,DL,N929AT,2032,MSP,JFK,708,727.0,19.0,1.0,1100,1115.0,15.0,1.0,0.0
5211,2016,2,6,28,2,DL,N957DN,748,ATL,DTW,1100,1150.0,50.0,1.0,1301,1325.0,24.0,1.0,0.0
5984,2016,3,7,21,4,DL,N594NW,967,ATL,SEA,934,932.0,-2.0,0.0,1155,1136.0,-19.0,0.0,0.0
6222,2016,3,7,28,4,DL,N536US,2830,MSP,DTW,844,847.0,3.0,0.0,1122,1121.0,-1.0,0.0,0.0
6928,2016,3,8,15,1,DL,N542US,2424,SEA,DTW,1400,1504.0,64.0,1.0,2124,2211.0,47.0,1.0,0.0
6090,2016,3,7,25,1,DL,N920DN,87,DTW,MSP,1745,1738.0,-7.0,0.0,1854,1825.0,-29.0,0.0,0.0
7358,2016,3,8,27,6,DL,N6711M,2039,ATL,SEA,945,1002.0,17.0,1.0,1201,1200.0,-1.0,0.0,0.0
5186,2016,2,6,26,7,DL,N814DN,1255,ATL,SEA,940,938.0,-2.0,0.0,1205,1139.0,-26.0,0.0,0.0
8115,2016,3,9,20,2,DL,N859DN,733,DTW,SEA,1545,1540.0,-5.0,0.0,1740,1736.0,-4.0,0.0,0.0
5221,2016,2,6,29,3,DL,N713TW,462,JFK,SEA,1045,1041.0,-4.0,0.0,1353,1324.0,-29.0,0.0,0.0
7727,2016,3,9,8,4,DL,N554NW,52,DTW,MSP,852,904.0,12.0,0.0,955,949.0,-6.0,0.0,0.0
5661,2016,3,7,11,1,DL,N848DN,2800,SEA,DTW,23,17.0,-6.0,0.0,739,726.0,-13.0,0.0,0.0
5813,2016,3,7,15,5,DL,N67171,2039,ATL,SEA,744,743.0,-1.0,0.0,1000,1011.0,11.0,0.0,0.0
8713,2016,4,10,13,4,DL,N590NW,108,MSP,ATL,1315,1314.0,-1.0,0.0,1649,1630.0,-19.0,0.0,0.0
9481,2016,4,11,6,7,DL,N925DN,201,ATL,MSP,845,841.0,-4.0,0.0,1026,1004.0,-22.0,0.0,0.0
8105,2016,3,9,21,3,DL,N310NW,2311,DTW,ATL,2030,2026.0,-4.0,0.0,2235,2219.0,-16.0,0.0,0.0
5294,2016,2,6,30,4,DL,N589NW,1823,DTW,SEA,1950,1948.0,-2.0,0.0,2144,2129.0,-15.0,0.0,0.0
9811,2016,4,11,14,1,DL,N836DN,1247,SEA,ATL,900,859.0,-1.0,0.0,1653,1616.0,-37.0,0.0,0.0
7065,2016,3,8,19,5,DL,N582NW,1823,DTW,SEA,2019,2015.0,-4.0,0.0,2215,2152.0,-23.0,0.0,0.0
7225,2016,3,8,24,3,DL,N980AT,213,JFK,MSP,1825,1927.0,62.0,1.0,2051,2123.0,32.0,1.0,0.0
7382,2016,3,8,28,7,DL,N581NW,281,DTW,SEA,830,826.0,-4.0,0.0,1028,1017.0,-11.0,0.0,0.0
6558,2016,3,8,5,5,DL,N318NB,2214,MSP,JFK,1735,1736.0,1.0,0.0,2132,2102.0,-30.0,0.0,0.0
5688,2016,3,7,6,3,DL,N327NW,984,ATL,JFK,2115,16.0,181.0,1.0,2344,227.0,163.0,1.0,0.0
9866,2016,4,11,15,2,DL,N712TW,2350,ATL,JFK,810,815.0,5.0,0.0,1022,1017.0,-5.0,0.0,0.0
7303,2016,3,8,26,5,DL,N918DE,1915,MSP,ATL,1113,1107.0,-6.0,0.0,1443,1430.0,-13.0,0.0,0.0
6918,2016,3,8,15,1,DL,N548US,1397,MSP,SEA,1505,1504.0,-1.0,0.0,1642,1624.0,-18.0,0.0,0.0
7779,2016,3,9,9,5,DL,N669DN,325,DTW,ATL,1345,1341.0,-4.0,0.0,1549,1535.0,-14.0,0.0,0.0
5601,2016,3,7,8,5,DL,N535US,1444,SEA,DTW,545,543.0,-2.0,0.0,1303,1233.0,-30.0,0.0,0.0
8058,2016,3,9,19,1,DL,N891AT,42,ATL,JFK,1515,1513.0,-2.0,0.0,1744,1731.0,-13.0,0.0,0.0
8202,2016,3,9,23,5,DL,N856DN,2218,SEA,DTW,730,728.0,-2.0,0.0,1450,1445.0,-5.0,0.0,0.0
6800,2016,3,8,11,4,DL,N804DN,2800,SEA,DTW,23,252.0,149.0,1.0,739,953.0,134.0,1.0,0.0
9523,2016,4,11,6,7,DL,N542US,2221,MSP,SEA,1115,1113.0,-2.0,0.0,1305,1237.0,-28.0,0.0,0.0
6815,2016,3,8,11,4,DL,N548US,589,MSP,SEA,1124,1339.0,135.0,1.0,1305,1511.0,126.0,1.0,0.0
6850,2016,3,8,12,5,DL,N535US,913,DTW,SEA,2212,2250.0,38.0,1.0,2,17.0,15.0,1.0,0.0
7821,2016,3,9,11,7,DL,N809DN,176,MSP,ATL,1520,1514.0,-6.0,0.0,1854,1838.0,-16.0,0.0,0.0
5189,2016,2,6,26,7,DL,N6716C,1445,MSP,ATL,1112,1112.0,0.0,0.0,1441,1805.0,,,0.0
7449,2016,3,8,29,1,DL,N858DZ,2646,MSP,SEA,2150,2224.0,34.0,1.0,2330,2351.0,21.0,1.0,0.0
5729,2016,3,7,13,3,DL,N856DN,970,ATL,SEA,1755,1750.0,-5.0,0.0,2020,2017.0,-3.0,0.0,0.0
9800,2016,4,11,16,3,DL,N3733Z,1549,MSP,ATL,1745,1741.0,-4.0,0.0,2123,2115.0,-8.0,0.0,0.0
5302,2016,2,6,3,5,DL,N6708D,1357,MSP,DTW,1755,1753.0,-2.0,0.0,2040,2033.0,-7.0,0.0,0.0
9510,2016,4,11,8,2,DL,N594NW,200,MSP,ATL,1315,1314.0,-1.0,0.0,1649,1636.0,-13.0,0.0,0.0
7147,2016,3,8,20,6,DL,N125DL,1715,ATL,MSP,1210,1217.0,7.0,0.0,1343,1341.0,-2.0,0.0,0.0
7300,2016,3,8,25,4,DL,N6710E,2267,MSP,ATL,1648,1647.0,-1.0,0.0,2019,2014.0,-5.0,0.0,0.0
9345,2016,4,10,2,7,DL,N820DN,38,SEA,DTW,1141,1142.0,1.0,0.0,1908,1852.0,-16.0,0.0,0.0
