,FlightDate,Carrier,FlightNum,Origin,Dest,Flights,Distance
2561,2017-09-15,F9,1258.0,AUS,ORD,1.0,977.0
2562,2017-09-20,WN,1917.0,LAS,MCI,1.0,1139.0
2563,2017-09-22,OO,3247.0,ORD,CID,1.0,196.0
2564,2017-09-01,WN,334.0,PHX,OAK,1.0,646.0
2565,2017-09-20,DL,810.0,AUS,MSP,1.0,1042.0
2566,2017-09-23,WN,2173.0,PHX,MKE,1.0,1460.0
2567,2017-09-11,AA,765.0,PVD,CLT,1.0,683.0
2568,2017-09-24,DL,1945.0,MSP,BZN,1.0,874.0
2569,2017-09-30,DL,2176.0,ATL,BNA,1.0,214.0
2570,2017-09-10,WN,3714.0,PHX,ABQ,1.0,328.0
2571,2017-09-10,AS,641.0,TUS,SEA,1.0,1216.0
2572,2017-09-25,UA,1667.0,SFO,FAT,1.0,158.0
2573,2017-09-01,DL,1160.0,ATL,IAD,1.0,534.0
2574,2017-09-01,WN,6106.0,SEA,SAN,1.0,1050.0
2575,2017-09-02,NK,595.0,ORD,IAH,1.0,925.0
2576,2017-09-15,AS,158.0,ANC,SEA,1.0,1448.0
2577,2017-09-08,AA,2447.0,MCO,MIA,1.0,192.0
2578,2017-09-08,UA,1195.0,ORD,DFW,1.0,802.0
2579,2017-09-30,UA,366.0,EWR,RSW,1.0,1068.0
2580,2017-09-15,HA,183.0,HNL,LIH,1.0,102.0
2581,2017-09-12,OO,5441.0,ORD,GRR,1.0,137.0
2582,2017-09-08,AA,879.0,LGA,CLT,1.0,544.0
2583,2017-09-24,UA,1044.0,DEN,CID,1.0,692.0
2584,2017-09-05,DL,1131.0,LGA,FLL,1.0,1076.0
2585,2017-09-19,OO,2996.0,PHX,LAX,1.0,370.0
2586,2017-09-21,OO,5909.0,BNA,ORD,1.0,409.0
2587,2017-09-01,DL,507.0,SLC,MCO,1.0,1931.0
2588,2017-09-12,OO,4538.0,CMH,DTW,1.0,155.0
2589,2017-09-18,F9,1683.0,MCO,BNA,1.0,616.0
2590,2017-09-22,AA,1751.0,EWR,CLT,1.0,529.0
2591,2017-09-19,OO,5807.0,ORD,DCA,1.0,612.0
2592,2017-09-05,OO,5633.0,MHT,ORD,1.0,843.0
2593,2017-09-08,OO,4294.0,MSP,LSE,1.0,119.0
2594,2017-09-12,OO,5314.0,ORD,XNA,1.0,522.0
2595,2017-09-24,OO,3496.0,SEA,FAT,1.0,748.0
2596,2017-09-07,AA,1622.0,ORD,SFO,1.0,1846.0
2597,2017-09-08,DL,1410.0,MCO,MSP,1.0,1310.0
2598,2017-09-20,WN,1176.0,IND,HOU,1.0,861.0
2599,2017-09-12,AA,2098.0,LAS,DFW,1.0,1055.0
2600,2017-09-30,DL,2802.0,JFK,MSY,1.0,1182.0
2601,2017-09-25,OO,5760.0,ORD,LEX,1.0,323.0
2602,2017-09-10,WN,3617.0,STL,MCO,1.0,882.0
2603,2017-09-18,HA,325.0,OGG,HNL,1.0,100.0
2604,2017-09-24,OO,3413.0,SNA,SJC,1.0,342.0
2605,2017-09-25,UA,2027.0,IAH,PHL,1.0,1325.0
2606,2017-09-11,OO,4698.0,SEA,BOI,1.0,399.0
2607,2017-09-29,AA,573.0,LAX,CLT,1.0,2125.0
2608,2017-09-01,OO,5416.0,ORD,IND,1.0,177.0
2609,2017-09-01,AA,359.0,LGA,ORD,1.0,733.0
2610,2017-09-01,DL,2548.0,ATL,CLE,1.0,554.0
2611,2017-09-15,WN,240.0,AUS,EWR,1.0,1504.0
2612,2017-09-16,DL,427.0,JFK,SEA,1.0,2422.0
2613,2017-09-17,OO,4768.0,MBS,DTW,1.0,98.0
2614,2017-09-15,AA,609.0,CLT,MIA,1.0,650.0
2615,2017-09-24,F9,1124.0,LAS,RDU,1.0,2026.0
2616,2017-09-06,WN,6871.0,SAT,DAL,1.0,248.0
2617,2017-09-16,NK,274.0,MSP,PHL,1.0,980.0
2618,2017-09-16,DL,2431.0,ATL,ECP,1.0,240.0
2619,2017-09-25,DL,307.0,ATL,MSN,1.0,707.0
2620,2017-09-11,OO,4858.0,DTW,AZO,1.0,113.0
2621,2017-09-25,WN,1669.0,MCO,DEN,1.0,1546.0
2622,2017-09-04,NK,381.0,MSP,DEN,1.0,680.0
2623,2017-09-06,EV,4109.0,OMA,IAH,1.0,781.0
2624,2017-09-29,UA,792.0,DEN,CID,1.0,692.0
2625,2017-09-11,OO,4282.0,DTW,SWF,1.0,479.0
2626,2017-09-14,B6,994.0,DEN,BOS,1.0,1754.0
2627,2017-09-17,WN,4462.0,OKC,DEN,1.0,495.0
2628,2017-09-06,OO,3463.0,ONT,PDX,1.0,838.0
2629,2017-09-04,OO,4765.0,ONT,SLC,1.0,558.0
2630,2017-09-17,OO,4858.0,AZO,DTW,1.0,113.0
2631,2017-09-15,WN,901.0,TPA,SAT,1.0,972.0
2632,2017-09-03,UA,455.0,AUS,SFO,1.0,1504.0
2633,2017-09-02,WN,4576.0,MDW,HOU,1.0,937.0
2634,2017-09-01,HA,318.0,HNL,KOA,1.0,163.0
2635,2017-09-04,DL,1124.0,ATL,RIC,1.0,481.0
2636,2017-09-12,WN,5451.0,DEN,SAN,1.0,853.0
2637,2017-09-06,DL,1742.0,OMA,ATL,1.0,821.0
2638,2017-09-25,EV,4364.0,MSN,EWR,1.0,799.0
2639,2017-09-24,DL,1969.0,ATL,MCO,1.0,404.0
2640,2017-09-03,WN,3816.0,IND,LAX,1.0,1814.0
2641,2017-09-18,DL,1965.0,LGA,DEN,1.0,1620.0
2642,2017-09-09,AS,386.0,PDX,SFO,1.0,550.0
2643,2017-09-26,WN,1341.0,MDW,LGA,1.0,725.0
2644,2017-09-14,NK,193.0,IAH,LAS,1.0,1222.0
2645,2017-09-15,WN,1250.0,MKE,BOS,1.0,860.0
2646,2017-09-29,WN,3186.0,LGA,DEN,1.0,1620.0
2647,2017-09-02,WN,2431.0,PHX,TUL,1.0,935.0
2648,2017-09-12,AA,273.0,LGA,DFW,1.0,1389.0
2649,2017-09-15,WN,1341.0,MDW,LGA,1.0,725.0
2650,2017-09-28,UA,1726.0,OMA,DEN,1.0,472.0
2651,2017-09-07,WN,1600.0,STL,MSP,1.0,448.0
2652,2017-09-18,AA,1600.0,BNA,LAX,1.0,1797.0
2653,2017-09-25,WN,5469.0,BNA,BOS,1.0,942.0
2654,2017-09-11,B6,404.0,ATL,BOS,1.0,946.0
2655,2017-09-21,AA,143.0,LAX,HNL,1.0,2556.0
2656,2017-09-04,DL,2212.0,ATL,PNS,1.0,271.0
2657,2017-09-08,AA,2179.0,BOI,DFW,1.0,1272.0
2658,2017-09-30,WN,3544.0,SEA,SJC,1.0,696.0
2659,2017-09-27,AA,628.0,CLT,PHX,1.0,1773.0
2660,2017-09-10,EV,5602.0,RST,ATL,1.0,831.0
2661,2017-09-26,AA,2066.0,BOS,CLT,1.0,728.0
2662,2017-09-20,WN,1050.0,HOU,SAT,1.0,192.0
2663,2017-09-25,WN,1142.0,SEA,LAS,1.0,867.0
2664,2017-09-11,VX,1161.0,EWR,LAX,1.0,2454.0
2665,2017-09-21,OO,7433.0,DTW,ITH,1.0,353.0
2666,2017-09-19,WN,1479.0,STL,PIT,1.0,554.0
2667,2017-09-12,AA,1713.0,CLT,CLE,1.0,430.0
2668,2017-09-04,UA,540.0,SFO,DEN,1.0,967.0
2669,2017-09-17,AA,1619.0,LGA,ORD,1.0,733.0
2670,2017-09-29,WN,1218.0,LAX,SJC,1.0,308.0
2671,2017-09-13,AA,1764.0,ATL,LGA,1.0,762.0
2672,2017-09-03,OO,3556.0,ILM,ATL,1.0,377.0
2673,2017-09-18,EV,5331.0,SGF,ATL,1.0,563.0
2674,2017-09-11,DL,2328.0,DEN,JFK,1.0,1626.0
2675,2017-09-22,DL,895.0,ORD,MSP,1.0,334.0
2676,2017-09-05,WN,55.0,HOU,MCI,1.0,666.0
2677,2017-09-11,OO,4848.0,MSP,IAD,1.0,908.0
2678,2017-09-23,OO,5369.0,ORD,MKE,1.0,67.0
2679,2017-09-24,OO,5496.0,MDT,ORD,1.0,594.0
2680,2017-09-05,WN,1522.0,ATL,OAK,1.0,2130.0
2681,2017-09-19,OO,5267.0,RNO,SFO,1.0,192.0
2682,2017-09-25,AA,1831.0,CLT,DEN,1.0,1337.0
2683,2017-09-02,HA,297.0,KOA,HNL,1.0,163.0
2684,2017-09-09,DL,815.0,SEA,DTW,1.0,1927.0
2685,2017-09-02,DL,2366.0,HOU,ATL,1.0,696.0
2686,2017-09-02,AA,415.0,PHX,MEM,1.0,1264.0
2687,2017-09-15,B6,1348.0,SJU,DCA,1.0,1554.0
2688,2017-09-27,DL,2090.0,PDX,MSP,1.0,1426.0
2689,2017-09-05,DL,1338.0,AUS,SLC,1.0,1086.0
2690,2017-09-28,OO,4999.0,DTW,IAD,1.0,383.0
2691,2017-09-02,DL,2817.0,SLC,MCO,1.0,1931.0
2692,2017-09-13,DL,2798.0,ATL,DTW,1.0,594.0
2693,2017-09-13,OO,4443.0,DTW,ALB,1.0,489.0
2694,2017-09-05,UA,1019.0,IAH,BNA,1.0,657.0
2695,2017-09-17,AS,36.0,SEA,MSP,1.0,1399.0
2696,2017-09-24,DL,553.0,SLC,SAT,1.0,1087.0
2697,2017-09-27,AS,49.0,ANC,ADQ,1.0,253.0
2698,2017-09-04,WN,681.0,SEA,SMF,1.0,605.0
2699,2017-09-22,UA,309.0,SFO,IAD,1.0,2419.0
2700,2017-09-30,B6,483.0,JFK,MCO,1.0,944.0
2701,2017-09-29,WN,1638.0,DEN,SJC,1.0,948.0
2702,2017-09-14,WN,5794.0,OAK,SEA,1.0,672.0
2703,2017-09-10,WN,4162.0,MSY,LAX,1.0,1670.0
2704,2017-09-22,UA,887.0,SFO,LAX,1.0,337.0
2705,2017-09-22,EV,5390.0,LGA,GSO,1.0,461.0
2706,2017-09-08,UA,1727.0,CHS,ORD,1.0,760.0
2707,2017-09-24,HA,18.0,HNL,LAS,1.0,2762.0
2708,2017-09-03,VX,941.0,LAX,SFO,1.0,337.0
2709,2017-09-25,VX,1034.0,SFO,JFK,1.0,2586.0
2710,2017-09-30,B6,325.0,JFK,TPA,1.0,1005.0
2711,2017-09-12,DL,957.0,RSW,MSP,1.0,1416.0
2712,2017-09-10,AA,1700.0,PHL,PIT,1.0,268.0
2713,2017-09-03,AA,1048.0,MIA,JFK,1.0,1089.0
2714,2017-09-24,UA,147.0,IAD,BDL,1.0,326.0
2715,2017-09-10,WN,358.0,MDW,EWR,1.0,711.0
2716,2017-09-01,OO,5835.0,SFO,FAT,1.0,158.0
2717,2017-09-01,OO,4443.0,ALB,DTW,1.0,489.0
2718,2017-09-19,DL,412.0,SFO,JFK,1.0,2586.0
2719,2017-09-26,WN,5401.0,ATL,JAX,1.0,270.0
2720,2017-09-15,OO,5874.0,SFO,DFW,1.0,1464.0
2721,2017-09-11,F9,837.0,MCO,PVD,1.0,1072.0
2722,2017-09-10,DL,820.0,BOS,MCO,1.0,1121.0
2723,2017-09-25,F9,894.0,RDU,TTN,1.0,373.0
2724,2017-09-01,B6,1926.0,LGB,SJC,1.0,324.0
2725,2017-09-29,WN,392.0,MDW,DAL,1.0,793.0
2726,2017-09-12,WN,1283.0,BWI,MCO,1.0,787.0
2727,2017-09-08,AA,28.0,LAX,JFK,1.0,2475.0
2728,2017-09-28,UA,1722.0,ORD,IAH,1.0,925.0
2729,2017-09-22,UA,795.0,ORD,IAD,1.0,588.0
2730,2017-09-08,WN,6342.0,PHX,SFO,1.0,651.0
2731,2017-09-30,B6,574.0,TPA,EWR,1.0,997.0
2732,2017-09-09,WN,3367.0,OAK,SNA,1.0,371.0
2733,2017-09-17,WN,3728.0,ATL,HOU,1.0,696.0
2734,2017-09-16,UA,822.0,SMF,IAD,1.0,2358.0
2735,2017-09-30,WN,1667.0,SAN,PHX,1.0,304.0
2736,2017-09-24,UA,256.0,SFO,LAX,1.0,337.0
2737,2017-09-09,UA,2400.0,BOS,SFO,1.0,2704.0
2738,2017-09-03,UA,1854.0,FLL,IAH,1.0,966.0
2739,2017-09-24,WN,458.0,MSP,DEN,1.0,680.0
2740,2017-09-04,DL,2617.0,MSN,ATL,1.0,707.0
2741,2017-09-09,AA,655.0,PHL,SEA,1.0,2378.0
2742,2017-09-26,WN,6168.0,SAN,SMF,1.0,480.0
2743,2017-09-05,OO,3139.0,TYS,ORD,1.0,475.0
2744,2017-09-04,UA,1247.0,IAH,SAT,1.0,191.0
2745,2017-09-06,WN,395.0,HOU,RDU,1.0,1050.0
2746,2017-09-24,WN,3127.0,BOS,MDW,1.0,861.0
2747,2017-09-29,UA,390.0,SAN,SFO,1.0,447.0
2748,2017-09-01,WN,1626.0,OAK,SAN,1.0,446.0
2749,2017-09-18,B6,1686.0,PIT,BOS,1.0,496.0
2750,2017-09-18,OO,4291.0,DTW,IMT,1.0,344.0
2751,2017-09-05,WN,6333.0,DEN,MKE,1.0,896.0
2752,2017-09-19,DL,1653.0,DTW,DCA,1.0,405.0
2753,2017-09-16,WN,3968.0,FLL,PVD,1.0,1188.0
2754,2017-09-26,WN,5954.0,LAS,SAN,1.0,258.0
2755,2017-09-20,DL,658.0,BDL,MSP,1.0,1050.0
2756,2017-09-24,DL,2578.0,IAD,ATL,1.0,534.0
2757,2017-09-17,EV,4176.0,EWR,STL,1.0,872.0
2758,2017-09-04,AA,1659.0,RDU,CLT,1.0,130.0
2759,2017-09-11,OO,4621.0,SNA,LAS,1.0,226.0
2760,2017-09-06,AS,507.0,SNA,SEA,1.0,978.0
2761,2017-09-21,DL,1565.0,MSP,ATL,1.0,907.0
2762,2017-09-29,F9,779.0,DEN,LAS,1.0,628.0
2763,2017-09-29,AA,621.0,FLL,CLT,1.0,632.0
2764,2017-09-15,WN,5365.0,LAX,MDW,1.0,1750.0
2765,2017-09-21,UA,1667.0,SFO,FAT,1.0,158.0
2766,2017-09-14,DL,2372.0,ATL,TPA,1.0,406.0
2767,2017-09-10,HA,328.0,HNL,KOA,1.0,163.0
2768,2017-09-06,UA,1817.0,PHX,DEN,1.0,602.0
2769,2017-09-05,DL,2654.0,CVG,ATL,1.0,373.0
2770,2017-09-16,AS,314.0,SEA,SFO,1.0,679.0
2771,2017-09-18,UA,233.0,SFO,EWR,1.0,2565.0
2772,2017-09-03,WN,4645.0,DAL,MDW,1.0,793.0
2773,2017-09-21,WN,5604.0,BDL,LAS,1.0,2297.0
2774,2017-09-21,WN,1.0,HOU,ATL,1.0,696.0
2775,2017-09-16,OO,4699.0,LEX,DTW,1.0,296.0
2776,2017-09-21,WN,359.0,LAS,TUS,1.0,365.0
2777,2017-09-14,WN,166.0,PIT,MCO,1.0,834.0
2778,2017-09-18,NK,985.0,DTW,MSY,1.0,926.0
2779,2017-09-14,DL,2403.0,ATL,JAX,1.0,270.0
2780,2017-09-25,AA,173.0,RDU,DFW,1.0,1061.0
2781,2017-09-13,WN,202.0,MDW,ATL,1.0,591.0
2782,2017-09-30,OO,5355.0,ORD,ABE,1.0,655.0
2783,2017-09-19,WN,2024.0,SAN,SMF,1.0,480.0
2784,2017-09-15,AA,1361.0,ORD,BDL,1.0,783.0
2785,2017-09-04,DL,1228.0,CLT,DTW,1.0,500.0
2786,2017-09-18,OO,5691.0,ORD,DTW,1.0,235.0
2787,2017-09-12,AA,2352.0,DFW,SFO,1.0,1464.0
2788,2017-09-10,AA,682.0,LAX,CLT,1.0,2125.0
2789,2017-09-17,OO,4806.0,DTW,SBN,1.0,157.0
2790,2017-09-29,WN,756.0,SJC,ONT,1.0,333.0
2791,2017-09-27,AA,143.0,LAX,HNL,1.0,2556.0
2792,2017-09-29,WN,1127.0,LAS,LBB,1.0,775.0
2793,2017-09-15,DL,1789.0,JAX,ATL,1.0,270.0
2794,2017-09-28,EV,4197.0,IAH,LRD,1.0,301.0
2795,2017-09-03,AA,374.0,ORD,LGA,1.0,733.0
2796,2017-09-05,DL,1240.0,ATL,TUS,1.0,1541.0
2797,2017-09-15,NK,559.0,BWI,ATL,1.0,577.0
2798,2017-09-01,AA,1988.0,CLT,ALB,1.0,646.0
2799,2017-09-08,AA,59.0,LAX,KOA,1.0,2504.0
2800,2017-09-27,DL,751.0,GRR,ATL,1.0,640.0
2801,2017-09-22,WN,6125.0,LAX,LAS,1.0,236.0
2802,2017-09-14,AA,503.0,CLT,SFO,1.0,2296.0
2803,2017-09-01,AA,2038.0,CLT,PVD,1.0,683.0
2804,2017-09-08,WN,788.0,SAN,BWI,1.0,2295.0
2805,2017-09-12,B6,1460.0,FLL,BDL,1.0,1173.0
2806,2017-09-27,EV,5278.0,ORF,DTW,1.0,529.0
2807,2017-09-09,OO,5492.0,SFO,SNA,1.0,372.0
2808,2017-09-22,WN,6322.0,OAK,LAS,1.0,407.0
2809,2017-09-14,UA,2038.0,SJC,EWR,1.0,2548.0
2810,2017-09-30,UA,339.0,BOS,DEN,1.0,1754.0
2811,2017-09-04,WN,1537.0,BDL,DEN,1.0,1671.0
2812,2017-09-21,AS,604.0,SEA,LAS,1.0,867.0
2813,2017-09-22,B6,392.0,TPA,BOS,1.0,1185.0
2814,2017-09-20,WN,1690.0,MCI,MCO,1.0,1072.0
2815,2017-09-21,OO,4723.0,SLC,LGB,1.0,588.0
2816,2017-09-01,WN,1980.0,AUS,BWI,1.0,1342.0
2817,2017-09-02,WN,2781.0,LAS,BOI,1.0,519.0
2818,2017-09-28,AA,1412.0,ONT,DFW,1.0,1188.0
2819,2017-09-08,UA,2404.0,RSW,ORD,1.0,1120.0
2820,2017-09-22,WN,1532.0,DEN,PHX,1.0,602.0
2821,2017-09-25,DL,1484.0,MSP,GEG,1.0,1175.0
2822,2017-09-08,AS,746.0,SEA,ATL,1.0,2182.0
2823,2017-09-20,WN,1944.0,BWI,SLC,1.0,1865.0
2824,2017-09-05,WN,6332.0,DEN,SAT,1.0,794.0
2825,2017-09-20,UA,1254.0,IAH,LGA,1.0,1416.0
2826,2017-09-16,NK,619.0,IAH,SAN,1.0,1303.0
2827,2017-09-13,DL,1847.0,SFO,MSP,1.0,1589.0
2828,2017-09-15,HA,337.0,KOA,HNL,1.0,163.0
2829,2017-09-17,HA,537.0,KOA,HNL,1.0,163.0
2830,2017-09-09,OO,4485.0,RDU,FLL,1.0,680.0
2831,2017-09-28,B6,798.0,DCA,BDL,1.0,313.0
2832,2017-09-02,OO,5992.0,LAS,SFO,1.0,414.0
2833,2017-09-03,DL,90.0,RSW,ATL,1.0,515.0
2834,2017-09-27,EV,3798.0,FNT,ORD,1.0,223.0
2835,2017-09-22,UA,1962.0,ORD,ATL,1.0,606.0
2836,2017-09-02,AS,658.0,SEA,DFW,1.0,1660.0
2837,2017-09-27,DL,2979.0,ORD,SEA,1.0,1721.0
2838,2017-09-25,F9,1062.0,MSY,PHL,1.0,1089.0
2839,2017-09-20,WN,444.0,PHX,LAX,1.0,370.0
2840,2017-09-15,AA,1739.0,CLT,AUS,1.0,1032.0
2841,2017-09-13,WN,1602.0,DAL,MCI,1.0,460.0
2842,2017-09-08,WN,1751.0,PHL,ATL,1.0,666.0
2843,2017-09-11,NK,511.0,DTW,LAS,1.0,1749.0
2844,2017-09-02,WN,376.0,PHX,LAS,1.0,255.0
2845,2017-09-18,DL,783.0,MSP,MSY,1.0,1039.0
2846,2017-09-09,WN,3074.0,DCA,CMH,1.0,323.0
2847,2017-09-08,OO,5393.0,ORD,DCA,1.0,612.0
2848,2017-09-03,UA,789.0,DEN,BOS,1.0,1754.0
2849,2017-09-27,DL,2541.0,DEN,SLC,1.0,391.0
2850,2017-09-20,UA,1980.0,MCO,EWR,1.0,937.0
2851,2017-09-15,DL,1859.0,SFO,JFK,1.0,2586.0
2852,2017-09-09,OO,4557.0,MSP,CLE,1.0,622.0
2853,2017-09-22,B6,12.0,RSW,EWR,1.0,1068.0
2854,2017-09-24,B6,1215.0,BOS,BUF,1.0,395.0
2855,2017-09-24,OO,5601.0,ORD,OKC,1.0,693.0
2856,2017-09-25,OO,4477.0,ATW,MSP,1.0,236.0
2857,2017-09-15,UA,1605.0,FSD,DEN,1.0,483.0
2858,2017-09-07,AA,2215.0,DTW,DFW,1.0,986.0
2859,2017-09-19,B6,2470.0,FLL,BOS,1.0,1237.0
2860,2017-09-08,AA,1471.0,MIA,STL,1.0,1068.0
2861,2017-09-09,VX,1110.0,LAX,IAD,1.0,2288.0
2862,2017-09-29,WN,248.0,DAL,BNA,1.0,623.0
2863,2017-09-10,OO,4295.0,MSP,LSE,1.0,119.0
2864,2017-09-10,WN,4221.0,PHL,ATL,1.0,666.0
2865,2017-09-03,WN,3362.0,DAL,HOU,1.0,239.0
2866,2017-09-06,B6,2626.0,FLL,RDU,1.0,680.0
2867,2017-09-10,UA,454.0,JAC,DEN,1.0,406.0
2868,2017-09-21,EV,3883.0,IAH,VPS,1.0,528.0
2869,2017-09-24,AA,578.0,PHX,TPA,1.0,1788.0
2870,2017-09-26,OO,4672.0,BUR,SLC,1.0,574.0
2871,2017-09-10,NK,706.0,DTW,LAX,1.0,1979.0
2872,2017-09-14,UA,1483.0,EWR,SFO,1.0,2565.0
2873,2017-09-17,DL,2005.0,IAH,ATL,1.0,689.0
2874,2017-09-04,AA,1176.0,PHL,DEN,1.0,1558.0
2875,2017-09-11,AA,450.0,ATL,PHX,1.0,1587.0
2876,2017-09-07,AA,1836.0,CLT,SAT,1.0,1095.0
2877,2017-09-26,WN,1405.0,RNO,LAS,1.0,345.0
2878,2017-09-15,WN,724.0,DAL,DEN,1.0,651.0
2879,2017-09-20,DL,2667.0,BOS,LGA,1.0,184.0
2880,2017-09-05,WN,1732.0,PDX,SAN,1.0,933.0
2881,2017-09-17,NK,985.0,MSP,DTW,1.0,528.0
2882,2017-09-02,OO,5576.0,SFO,RDD,1.0,199.0
2883,2017-09-27,UA,297.0,IAH,MSY,1.0,305.0
2884,2017-09-27,OO,5741.0,DSM,DEN,1.0,589.0
2885,2017-09-27,OO,5538.0,TUS,ORD,1.0,1437.0
2886,2017-09-22,UA,2024.0,SAT,IAH,1.0,191.0
2887,2017-09-28,OO,4880.0,OAK,SLC,1.0,588.0
2888,2017-09-20,WN,5466.0,SJC,PDX,1.0,569.0
2889,2017-09-27,DL,1562.0,SJC,SLC,1.0,584.0
2890,2017-09-12,WN,1583.0,BNA,CMH,1.0,337.0
2891,2017-09-13,DL,2563.0,DTW,TPA,1.0,983.0
2892,2017-09-10,AA,584.0,SAN,CLT,1.0,2077.0
2893,2017-09-05,AA,1349.0,RDU,DFW,1.0,1061.0
2894,2017-09-28,EV,3805.0,CLE,EWR,1.0,404.0
2895,2017-09-15,B6,2132.0,LGB,SLC,1.0,588.0
2896,2017-09-13,WN,6300.0,MSP,MDW,1.0,349.0
2897,2017-09-16,WN,2569.0,STL,PHX,1.0,1262.0
2898,2017-09-16,WN,5984.0,LAS,ICT,1.0,986.0
2899,2017-09-07,DL,1491.0,SLC,DEN,1.0,391.0
2900,2017-09-12,NK,403.0,ATL,FLL,1.0,581.0
2901,2017-09-24,EV,3820.0,EWR,GSO,1.0,445.0
2902,2017-09-24,OO,5072.0,ORD,SPI,1.0,174.0
2903,2017-09-26,AA,2326.0,DSM,DFW,1.0,624.0
2904,2017-09-06,WN,1037.0,HOU,MDW,1.0,937.0
2905,2017-09-12,AA,2172.0,LGA,BOS,1.0,184.0
2906,2017-09-13,OO,4554.0,BNA,RDU,1.0,442.0
2907,2017-09-07,HA,343.0,HNL,LIH,1.0,102.0
2908,2017-09-11,EV,4136.0,EWR,CMH,1.0,463.0
2909,2017-09-25,DL,1546.0,ATL,PHX,1.0,1587.0
2910,2017-09-17,AA,2623.0,DFW,TPA,1.0,929.0
2911,2017-09-15,WN,1308.0,BWI,PWM,1.0,452.0
2912,2017-09-06,AS,162.0,FAI,ANC,1.0,261.0
2913,2017-09-02,DL,2387.0,ATL,DAB,1.0,366.0
2914,2017-09-19,WN,1733.0,AUS,FLL,1.0,1105.0
2915,2017-09-22,NK,739.0,LAX,SEA,1.0,954.0
2916,2017-09-26,WN,394.0,ATL,PHX,1.0,1587.0
2917,2017-09-10,AA,2375.0,ORD,DFW,1.0,802.0
2918,2017-09-22,OO,3143.0,ORD,OMA,1.0,416.0
2919,2017-09-19,WN,168.0,AUS,TPA,1.0,928.0
2920,2017-09-21,DL,904.0,LGA,ATL,1.0,762.0
2921,2017-09-07,B6,381.0,BOS,RIC,1.0,474.0
2922,2017-09-06,UA,386.0,JAC,DEN,1.0,406.0
2923,2017-09-12,AS,772.0,SAN,EWR,1.0,2425.0
2924,2017-09-30,EV,5478.0,ATL,BTR,1.0,448.0
2925,2017-09-11,NK,206.0,SEA,LAX,1.0,954.0
2926,2017-09-17,WN,3672.0,GSP,ATL,1.0,153.0
2927,2017-09-19,WN,1484.0,TPA,SDF,1.0,727.0
2928,2017-09-11,AS,328.0,SEA,SJC,1.0,696.0
2929,2017-09-22,OO,4778.0,RDU,BNA,1.0,442.0
2930,2017-09-05,EV,3852.0,IAH,BTR,1.0,253.0
2931,2017-09-13,UA,1409.0,ORD,JAC,1.0,1162.0
2932,2017-09-28,WN,735.0,PHX,DAL,1.0,879.0
2933,2017-09-29,OO,4983.0,CRW,ATL,1.0,363.0
2934,2017-09-23,DL,797.0,PDX,LAX,1.0,834.0
2935,2017-09-29,DL,2339.0,SEA,ATL,1.0,2182.0
2936,2017-09-09,DL,2616.0,SLC,LAX,1.0,590.0
2937,2017-09-14,AA,1689.0,RDU,PHL,1.0,337.0
2938,2017-09-30,AA,359.0,LGA,ORD,1.0,733.0
2939,2017-09-27,UA,1013.0,CID,ORD,1.0,196.0
2940,2017-09-28,OO,5185.0,MOT,DEN,1.0,604.0
2941,2017-09-14,AA,1693.0,DFW,LAX,1.0,1235.0
2942,2017-09-17,UA,2024.0,SAT,IAH,1.0,191.0
2943,2017-09-01,OO,5367.0,COS,LAX,1.0,833.0
2944,2017-09-27,WN,392.0,BOS,MDW,1.0,861.0
2945,2017-09-29,WN,1954.0,BNA,FLL,1.0,793.0
2946,2017-09-24,DL,1292.0,CAK,ATL,1.0,528.0
2947,2017-09-16,WN,2194.0,MKE,BWI,1.0,641.0
2948,2017-09-15,AA,613.0,MKE,PHX,1.0,1460.0
2949,2017-09-27,OO,3457.0,BUR,PDX,1.0,817.0
2950,2017-09-22,AS,40.0,ADQ,ANC,1.0,253.0
2951,2017-09-24,OO,5556.0,STL,ORD,1.0,258.0
2952,2017-09-11,WN,1600.0,STL,MSP,1.0,448.0
2953,2017-09-25,B6,1572.0,FLL,LGA,1.0,1076.0
2954,2017-09-22,DL,443.0,JFK,SEA,1.0,2422.0
2955,2017-09-28,WN,1389.0,DAL,DCA,1.0,1184.0
2956,2017-09-01,WN,5962.0,IND,MCI,1.0,451.0
2957,2017-09-18,AA,655.0,PHL,SEA,1.0,2378.0
2958,2017-09-30,WN,1381.0,PIT,ATL,1.0,526.0
2959,2017-09-29,F9,292.0,DEN,TPA,1.0,1506.0
2960,2017-09-01,DL,700.0,DTW,MSN,1.0,311.0
2961,2017-09-07,DL,891.0,MIA,ATL,1.0,594.0
2962,2017-09-12,OO,5385.0,IAH,SLC,1.0,1195.0
2963,2017-09-05,DL,2843.0,DTW,GRR,1.0,120.0
2964,2017-09-26,UA,1177.0,SFO,FLL,1.0,2584.0
2965,2017-09-16,AA,542.0,DFW,LAS,1.0,1055.0
2966,2017-09-04,DL,1601.0,ATL,JFK,1.0,760.0
2967,2017-09-12,DL,987.0,ATL,MSP,1.0,907.0
2968,2017-09-29,UA,628.0,LGA,ORD,1.0,733.0
2969,2017-09-23,WN,2783.0,MDW,LAS,1.0,1521.0
2970,2017-09-22,UA,1139.0,RDU,ORD,1.0,646.0
2971,2017-09-26,DL,2923.0,SMF,ATL,1.0,2092.0
