,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
6406,42713,Female,Loyal Customer,25,Business travel,Eco Plus,627,1,3,3,3,1,1,4,1,1,4,4,4,3,1,81,112,neutral or dissatisfied
6407,86978,Female,Loyal Customer,42,Business travel,Business,907,5,5,5,5,4,5,5,4,4,4,4,5,4,4,7,4,satisfied
6408,46065,Female,Loyal Customer,41,Business travel,Business,1883,1,1,1,1,4,5,4,5,5,5,5,4,5,4,31,53,satisfied
6409,21828,Female,Loyal Customer,59,Business travel,Eco,640,3,5,5,5,5,3,4,3,3,3,3,3,3,3,0,0,neutral or dissatisfied
6410,2228,Male,Loyal Customer,15,Business travel,Business,1917,4,4,4,4,3,3,3,3,3,4,4,5,5,3,0,0,satisfied
6411,106998,Female,Loyal Customer,20,Personal Travel,Eco,937,1,3,1,4,1,1,1,1,3,4,3,5,4,1,15,9,neutral or dissatisfied
6412,109913,Male,Loyal Customer,36,Business travel,Business,804,2,2,2,2,4,3,5,4,4,4,4,2,4,3,14,0,satisfied
6413,24288,Female,Loyal Customer,53,Personal Travel,Eco,302,4,4,3,1,4,5,5,2,2,3,1,4,2,5,0,8,neutral or dissatisfied
6414,16533,Female,Loyal Customer,67,Personal Travel,Eco,209,2,2,2,3,2,2,2,2,2,2,2,1,2,4,0,0,neutral or dissatisfied
6415,19401,Male,Loyal Customer,43,Business travel,Business,2912,1,1,1,1,5,5,3,4,4,4,4,2,4,4,0,0,satisfied
6416,58226,Female,Loyal Customer,31,Personal Travel,Eco,925,2,3,2,4,2,2,2,2,2,3,4,1,4,2,46,52,neutral or dissatisfied
6417,81768,Male,disloyal Customer,24,Business travel,Eco,1416,5,5,5,4,1,5,1,1,3,4,5,5,5,1,0,0,satisfied
6418,100260,Female,Loyal Customer,59,Business travel,Business,971,3,3,3,3,3,5,5,4,4,4,4,5,4,3,115,93,satisfied
6419,124082,Female,Loyal Customer,34,Business travel,Business,1617,2,2,2,2,2,5,5,5,5,5,5,5,5,3,0,0,satisfied
6420,114271,Male,disloyal Customer,47,Business travel,Eco,446,1,1,1,4,4,1,5,4,4,1,3,3,4,4,4,0,neutral or dissatisfied
6421,34278,Female,Loyal Customer,35,Business travel,Eco,496,4,1,1,1,4,4,4,4,4,4,3,2,3,4,39,34,neutral or dissatisfied
6422,69393,Male,disloyal Customer,24,Business travel,Eco,1096,2,1,1,3,2,1,2,2,3,3,4,4,5,2,0,0,neutral or dissatisfied
6423,83949,Male,Loyal Customer,44,Business travel,Business,373,1,1,4,1,4,4,4,3,5,5,5,4,4,4,180,182,satisfied
6424,73200,Female,Loyal Customer,15,Personal Travel,Eco,1258,4,5,4,2,2,4,1,2,4,3,4,3,5,2,0,6,neutral or dissatisfied
6425,115256,Male,disloyal Customer,44,Business travel,Business,417,5,5,5,1,5,5,4,5,4,5,5,5,4,5,0,2,satisfied
6426,28116,Female,Loyal Customer,46,Business travel,Business,3069,1,1,5,1,5,5,3,4,4,5,4,3,4,1,0,0,satisfied
6427,8299,Male,disloyal Customer,37,Business travel,Business,294,4,5,5,3,1,5,1,1,4,4,4,4,4,1,0,0,satisfied
6428,16210,Female,Loyal Customer,43,Personal Travel,Eco,277,4,1,4,3,5,2,3,2,2,4,2,2,2,2,0,0,neutral or dissatisfied
6429,44065,Male,Loyal Customer,29,Personal Travel,Eco,610,2,4,2,4,3,2,3,3,2,2,4,4,4,3,0,0,neutral or dissatisfied
6430,63239,Female,Loyal Customer,28,Business travel,Business,2444,2,2,2,2,3,4,3,3,5,2,4,3,5,3,0,0,satisfied
6431,57277,Female,Loyal Customer,47,Personal Travel,Eco,804,2,5,2,2,1,2,2,5,5,2,5,2,5,1,0,0,neutral or dissatisfied
6432,3156,Female,Loyal Customer,58,Business travel,Business,1700,5,5,5,5,4,5,5,5,5,5,5,3,5,3,6,6,satisfied
6433,63884,Female,Loyal Customer,59,Business travel,Business,2608,1,3,3,3,5,3,2,1,1,1,1,2,1,4,0,0,neutral or dissatisfied
6434,50441,Female,Loyal Customer,54,Business travel,Eco,250,4,5,5,5,3,3,5,4,4,4,4,5,4,4,0,0,satisfied
6435,118865,Male,Loyal Customer,56,Personal Travel,Eco Plus,338,3,4,3,5,4,3,4,4,4,3,5,5,5,4,43,44,neutral or dissatisfied
6436,105792,Male,Loyal Customer,67,Personal Travel,Eco,883,5,3,5,3,3,5,3,3,3,5,3,1,4,3,12,3,satisfied
6437,74735,Male,Loyal Customer,41,Personal Travel,Eco,1205,2,5,2,4,4,2,4,4,4,1,3,3,4,4,0,0,neutral or dissatisfied
6438,97729,Female,Loyal Customer,40,Business travel,Business,587,5,5,3,5,5,4,4,5,5,5,5,3,5,5,6,0,satisfied
6439,16881,Male,Loyal Customer,29,Business travel,Business,746,2,4,4,4,2,2,2,2,4,5,2,3,3,2,0,0,neutral or dissatisfied
6440,35470,Male,Loyal Customer,47,Personal Travel,Eco,1102,3,1,3,3,4,3,4,4,2,4,3,1,3,4,0,0,neutral or dissatisfied
6441,53950,Male,Loyal Customer,43,Business travel,Business,1325,3,3,3,3,5,5,5,5,5,4,5,2,5,2,35,20,satisfied
6442,58344,Female,Loyal Customer,76,Business travel,Eco,296,2,2,2,2,2,3,3,2,2,2,2,2,2,1,48,50,neutral or dissatisfied
6443,77630,Male,Loyal Customer,57,Business travel,Business,731,5,5,4,5,5,5,4,5,5,5,5,4,5,5,0,0,satisfied
6444,119902,Male,Loyal Customer,37,Business travel,Eco Plus,936,3,5,2,5,3,3,3,3,3,1,3,3,4,3,2,10,neutral or dissatisfied
6445,109860,Male,Loyal Customer,41,Business travel,Eco,1053,3,3,3,3,3,3,3,3,1,3,3,4,4,3,2,0,neutral or dissatisfied
6446,121131,Female,Loyal Customer,52,Business travel,Eco,2370,4,2,2,2,4,4,4,2,3,2,4,4,2,4,0,0,neutral or dissatisfied
6447,124311,Female,disloyal Customer,11,Business travel,Business,601,5,5,5,4,1,5,1,1,5,5,4,5,5,1,0,0,satisfied
6448,76023,Female,disloyal Customer,21,Business travel,Eco,237,2,1,1,3,3,1,3,3,3,5,2,4,2,3,8,6,neutral or dissatisfied
6449,97067,Female,disloyal Customer,24,Business travel,Eco,1129,3,3,3,1,5,3,5,5,4,5,5,5,5,5,0,0,neutral or dissatisfied
6450,56937,Female,disloyal Customer,62,Business travel,Eco,1408,2,2,2,3,2,2,3,1,3,2,3,3,4,3,2,15,neutral or dissatisfied
6451,127389,Male,Loyal Customer,59,Business travel,Business,868,1,1,1,1,2,5,4,5,5,5,5,5,5,4,0,0,satisfied
6452,109050,Male,disloyal Customer,27,Business travel,Eco,849,3,3,3,2,5,3,5,5,3,1,3,1,2,5,10,6,neutral or dissatisfied
6453,78394,Male,Loyal Customer,49,Personal Travel,Eco,726,3,2,3,3,5,3,5,5,4,3,3,1,3,5,127,128,neutral or dissatisfied
6454,67609,Female,Loyal Customer,21,Business travel,Business,1464,3,3,3,3,2,2,2,2,3,2,5,3,5,2,0,0,satisfied
6455,54948,Female,Loyal Customer,9,Personal Travel,Business,1379,2,4,1,3,2,1,2,2,5,1,1,2,1,2,23,17,neutral or dissatisfied
6456,118976,Male,Loyal Customer,53,Business travel,Business,570,5,5,5,5,3,5,4,3,3,3,3,4,3,3,4,6,satisfied
6457,40326,Female,Loyal Customer,35,Business travel,Eco Plus,463,3,1,3,1,3,3,3,3,4,5,3,2,3,3,0,0,neutral or dissatisfied
6458,92439,Female,Loyal Customer,52,Business travel,Business,1919,4,4,4,4,2,5,4,5,5,5,5,4,5,3,0,1,satisfied
6459,110287,Male,Loyal Customer,30,Business travel,Business,1618,3,3,5,3,5,5,5,5,3,4,4,5,5,5,34,38,satisfied
6460,113151,Female,disloyal Customer,8,Business travel,Eco,677,3,3,3,3,4,3,4,4,3,3,3,2,3,4,0,1,neutral or dissatisfied
6461,73008,Female,Loyal Customer,31,Personal Travel,Eco,1096,3,4,3,4,3,3,3,3,4,1,3,1,3,3,1,0,neutral or dissatisfied
6462,91674,Female,Loyal Customer,25,Personal Travel,Eco,954,3,5,3,5,1,3,2,1,5,3,4,5,5,1,1,11,neutral or dissatisfied
6463,17987,Male,Loyal Customer,36,Business travel,Business,332,0,0,0,1,2,2,1,2,2,2,2,3,2,5,0,0,satisfied
6464,2675,Female,Loyal Customer,24,Personal Travel,Eco,622,2,5,2,2,4,2,4,4,4,4,4,4,5,4,0,0,neutral or dissatisfied
6465,100845,Female,Loyal Customer,39,Personal Travel,Eco,711,2,5,2,4,2,2,2,2,3,3,1,5,4,2,0,0,neutral or dissatisfied
6466,47328,Female,Loyal Customer,33,Business travel,Business,599,2,2,2,2,4,1,1,3,3,3,3,3,3,5,53,51,satisfied
6467,70566,Male,disloyal Customer,38,Business travel,Eco,858,1,1,1,1,1,1,1,1,4,5,5,4,2,1,0,0,neutral or dissatisfied
6468,11634,Male,Loyal Customer,41,Business travel,Business,2079,2,2,2,2,3,5,5,5,5,5,5,4,5,4,0,3,satisfied
6469,27230,Male,Loyal Customer,30,Business travel,Business,1839,2,1,1,1,2,2,2,2,3,2,3,2,4,2,0,2,neutral or dissatisfied
6470,91160,Female,Loyal Customer,40,Personal Travel,Eco,581,4,4,4,3,4,4,5,4,4,2,5,4,4,4,0,0,neutral or dissatisfied
6471,55924,Male,Loyal Customer,55,Personal Travel,Eco,733,4,5,4,2,5,4,5,5,3,3,4,5,4,5,4,1,neutral or dissatisfied
6472,16970,Male,Loyal Customer,9,Personal Travel,Eco Plus,195,3,3,3,4,4,3,4,4,3,5,4,4,4,4,0,0,neutral or dissatisfied
6473,47228,Female,Loyal Customer,28,Business travel,Eco Plus,908,5,3,5,3,5,5,5,5,5,2,4,4,3,5,0,0,satisfied
6474,92064,Female,Loyal Customer,46,Business travel,Business,1517,5,5,5,5,2,5,5,4,4,4,4,4,4,4,2,0,satisfied
6475,111248,Female,Loyal Customer,56,Business travel,Business,1849,1,1,1,1,3,5,5,5,5,5,5,3,5,4,11,0,satisfied
6476,83306,Female,Loyal Customer,38,Personal Travel,Eco Plus,2079,3,2,3,3,4,3,4,4,3,5,4,1,4,4,0,22,neutral or dissatisfied
6477,119831,Male,Loyal Customer,40,Business travel,Business,3365,2,2,2,2,5,5,5,3,3,4,3,3,3,3,0,0,satisfied
6478,104867,Male,Loyal Customer,56,Business travel,Business,1784,4,4,4,4,1,3,3,4,4,3,4,3,4,2,0,0,neutral or dissatisfied
6479,97840,Female,Loyal Customer,70,Personal Travel,Eco,395,2,5,2,1,5,3,2,1,1,2,1,5,1,5,13,5,neutral or dissatisfied
6480,125277,Male,Loyal Customer,31,Business travel,Business,1874,3,3,3,3,5,5,5,5,4,5,4,4,4,5,19,20,satisfied
6481,37199,Female,Loyal Customer,52,Personal Travel,Eco Plus,1189,3,4,2,3,4,3,4,1,1,2,1,3,1,5,26,15,neutral or dissatisfied
6482,38883,Female,Loyal Customer,62,Business travel,Business,3486,2,4,4,4,3,3,3,2,2,3,2,1,2,4,12,9,neutral or dissatisfied
6483,107994,Male,Loyal Customer,71,Business travel,Eco,271,4,3,3,3,4,4,4,4,1,1,3,4,3,4,23,6,neutral or dissatisfied
6484,114013,Male,Loyal Customer,35,Personal Travel,Eco,1844,2,4,2,4,1,2,1,1,3,2,3,3,5,1,29,11,neutral or dissatisfied
6485,24114,Male,Loyal Customer,46,Business travel,Business,779,4,5,5,5,2,3,4,4,4,4,4,2,4,3,5,14,neutral or dissatisfied
6486,48156,Male,Loyal Customer,72,Business travel,Business,3196,2,5,5,5,1,4,4,2,2,2,2,1,2,4,4,3,neutral or dissatisfied
6487,60632,Male,Loyal Customer,54,Business travel,Business,1620,2,2,2,2,3,4,5,4,4,4,4,4,4,5,0,0,satisfied
6488,119290,Male,Loyal Customer,44,Business travel,Business,1913,5,5,5,5,5,5,5,4,4,5,5,3,4,4,0,14,satisfied
6489,24333,Male,Loyal Customer,60,Business travel,Business,3849,2,2,2,2,4,5,4,5,5,5,5,4,5,4,0,0,satisfied
6490,91788,Male,Loyal Customer,16,Personal Travel,Eco,590,4,5,4,2,3,4,3,3,1,4,2,3,2,3,0,0,neutral or dissatisfied
6491,1854,Male,Loyal Customer,24,Personal Travel,Business,931,4,4,4,5,2,4,2,2,5,4,5,4,4,2,0,42,neutral or dissatisfied
6492,99520,Male,Loyal Customer,16,Business travel,Eco Plus,307,2,2,2,2,2,2,2,2,4,2,4,3,3,2,9,9,neutral or dissatisfied
6493,50570,Female,Loyal Customer,49,Personal Travel,Eco,89,4,3,4,4,1,4,4,3,3,4,3,1,3,3,22,13,neutral or dissatisfied
6494,29144,Male,Loyal Customer,14,Personal Travel,Eco,937,1,2,1,3,5,1,5,5,2,4,3,3,4,5,0,0,neutral or dissatisfied
6495,62263,Female,disloyal Customer,22,Business travel,Business,2565,2,2,2,4,5,2,5,5,2,5,3,4,3,5,0,0,neutral or dissatisfied
6496,110245,Male,Loyal Customer,33,Personal Travel,Eco,1011,4,5,4,5,4,4,4,4,1,3,4,1,4,4,67,63,satisfied
6497,61958,Female,Loyal Customer,48,Personal Travel,Eco,2161,4,5,3,3,4,5,4,3,3,3,5,4,3,4,0,0,satisfied
6498,51453,Female,Loyal Customer,41,Personal Travel,Eco Plus,262,3,1,0,2,4,2,3,2,2,0,2,1,2,2,0,0,neutral or dissatisfied
6499,54990,Male,disloyal Customer,28,Business travel,Business,1635,4,5,5,1,4,5,4,4,5,5,5,3,5,4,0,0,neutral or dissatisfied
6500,2321,Female,Loyal Customer,20,Personal Travel,Eco,672,2,3,2,3,1,2,1,1,3,3,4,3,4,1,0,0,neutral or dissatisfied
6501,57632,Male,Loyal Customer,60,Business travel,Business,200,5,5,5,5,3,5,4,5,5,4,4,5,5,4,0,0,satisfied
6502,15350,Female,disloyal Customer,33,Business travel,Business,399,2,2,2,1,5,2,5,5,5,5,5,4,5,5,0,0,neutral or dissatisfied
6503,56347,Male,Loyal Customer,37,Business travel,Business,1645,2,1,1,1,3,4,3,3,3,3,2,2,3,2,19,37,neutral or dissatisfied
6504,104076,Male,Loyal Customer,22,Personal Travel,Eco,359,1,2,1,4,2,1,3,2,3,2,3,1,4,2,0,0,neutral or dissatisfied
6505,115929,Male,Loyal Customer,49,Business travel,Eco,371,5,2,3,3,3,5,3,3,2,4,1,2,3,3,34,30,satisfied
6506,77549,Male,Loyal Customer,34,Business travel,Business,3755,5,5,1,5,2,2,1,4,4,4,4,4,4,3,0,0,satisfied
6507,51542,Female,disloyal Customer,37,Business travel,Eco,355,1,5,0,2,3,0,3,3,2,5,2,1,1,3,0,0,neutral or dissatisfied
6508,56494,Male,Loyal Customer,52,Business travel,Business,3392,1,1,1,1,4,4,4,3,3,3,3,5,3,3,5,1,satisfied
6509,78549,Male,Loyal Customer,64,Personal Travel,Eco,666,5,4,5,3,2,5,2,2,1,2,4,1,3,2,0,0,satisfied
6510,50567,Female,Loyal Customer,21,Personal Travel,Eco,308,4,3,4,3,5,4,3,5,2,2,3,1,3,5,0,0,neutral or dissatisfied
6511,55921,Female,Loyal Customer,26,Personal Travel,Eco,733,3,2,3,4,2,3,2,2,3,1,4,4,3,2,25,16,neutral or dissatisfied
6512,28151,Male,disloyal Customer,23,Business travel,Eco,550,3,2,3,4,3,3,3,3,3,2,3,3,4,3,104,110,neutral or dissatisfied
6513,59492,Male,Loyal Customer,15,Personal Travel,Eco,901,5,3,5,4,1,5,1,1,4,1,3,3,3,1,0,0,satisfied
6514,65950,Male,Loyal Customer,27,Business travel,Business,1372,1,1,4,1,5,5,5,5,5,4,4,4,5,5,2,0,satisfied
6515,21933,Female,Loyal Customer,40,Business travel,Business,448,1,1,1,1,4,2,5,4,4,4,4,1,4,4,0,9,satisfied
6516,33543,Female,Loyal Customer,26,Personal Travel,Business,399,1,4,1,2,2,1,4,2,3,4,4,4,4,2,10,36,neutral or dissatisfied
6517,18637,Female,Loyal Customer,57,Personal Travel,Eco,192,3,5,3,1,2,1,4,1,1,3,1,1,1,3,21,15,neutral or dissatisfied
6518,23415,Female,Loyal Customer,30,Business travel,Business,541,2,2,2,2,2,2,2,2,4,4,4,4,4,2,0,12,neutral or dissatisfied
6519,73310,Male,Loyal Customer,57,Business travel,Business,1197,1,1,1,1,5,5,5,4,4,4,4,3,4,5,0,0,satisfied
6520,64191,Male,Loyal Customer,26,Personal Travel,Business,853,3,5,2,4,2,2,5,2,5,5,4,5,5,2,39,49,neutral or dissatisfied
6521,48834,Female,Loyal Customer,22,Personal Travel,Business,209,2,1,2,1,1,2,3,1,3,3,2,4,2,1,4,1,neutral or dissatisfied
6522,63644,Male,Loyal Customer,42,Personal Travel,Eco,602,2,4,2,2,4,2,4,4,3,2,1,4,2,4,7,1,neutral or dissatisfied
6523,122212,Female,disloyal Customer,25,Business travel,Business,541,5,4,5,1,4,5,4,4,3,3,5,4,4,4,0,0,satisfied
6524,11252,Female,Loyal Customer,20,Personal Travel,Eco,429,2,3,2,2,4,2,4,4,1,5,5,1,5,4,22,18,neutral or dissatisfied
6525,79388,Female,Loyal Customer,34,Business travel,Business,502,5,5,5,5,5,5,4,3,3,4,3,5,3,5,36,12,satisfied
6526,43223,Female,Loyal Customer,43,Personal Travel,Eco,423,1,3,1,4,5,5,1,4,4,1,4,5,4,5,0,6,neutral or dissatisfied
6527,110548,Female,Loyal Customer,60,Business travel,Business,2005,3,2,3,3,5,4,5,4,4,4,4,3,4,3,0,0,satisfied
6528,33676,Male,disloyal Customer,21,Business travel,Eco,759,2,2,2,5,3,2,3,3,3,2,4,4,4,3,0,0,neutral or dissatisfied
6529,62150,Male,Loyal Customer,42,Business travel,Eco,2454,2,4,2,4,2,2,2,2,3,3,1,2,3,2,0,0,neutral or dissatisfied
6530,24679,Male,Loyal Customer,30,Business travel,Business,2586,4,4,4,4,4,4,4,4,1,3,1,3,2,4,0,2,satisfied
6531,78824,Male,Loyal Customer,54,Personal Travel,Eco,447,3,5,3,1,4,3,4,4,2,2,1,2,5,4,0,0,neutral or dissatisfied
6532,35891,Female,Loyal Customer,17,Personal Travel,Eco,1068,1,4,1,1,4,1,4,4,3,4,3,2,1,4,0,0,neutral or dissatisfied
6533,83800,Male,Loyal Customer,59,Business travel,Business,2148,1,1,1,1,3,5,4,4,4,4,4,3,4,4,3,0,satisfied
6534,68762,Female,Loyal Customer,21,Business travel,Business,3340,4,4,4,4,4,4,4,4,5,4,4,3,5,4,0,0,satisfied
6535,93483,Male,Loyal Customer,44,Business travel,Business,3752,2,2,4,2,3,4,4,4,4,4,4,5,4,4,0,0,satisfied
6536,46308,Female,Loyal Customer,50,Business travel,Eco,1069,4,2,3,2,2,4,4,4,4,4,4,1,4,1,0,0,satisfied
6537,108381,Female,Loyal Customer,61,Personal Travel,Eco,1844,2,4,2,2,3,5,5,2,2,2,2,3,2,3,4,0,neutral or dissatisfied
6538,38387,Male,Loyal Customer,59,Personal Travel,Eco Plus,1133,2,4,2,3,5,2,4,5,3,3,5,4,5,5,6,0,neutral or dissatisfied
6539,27812,Female,disloyal Customer,27,Business travel,Eco,877,4,4,4,4,4,4,4,4,3,5,3,3,4,4,0,0,neutral or dissatisfied
6540,122054,Female,disloyal Customer,18,Business travel,Eco,130,1,2,1,4,4,1,3,4,1,3,3,4,3,4,34,44,neutral or dissatisfied
6541,98621,Male,Loyal Customer,38,Business travel,Business,834,4,1,1,1,1,4,4,4,4,3,4,2,4,1,0,24,neutral or dissatisfied
6542,122765,Male,Loyal Customer,13,Personal Travel,Eco Plus,651,3,1,3,2,5,3,5,5,3,1,1,4,2,5,14,10,neutral or dissatisfied
6543,9852,Male,Loyal Customer,25,Business travel,Business,3327,2,4,4,4,2,2,2,2,4,4,3,2,4,2,12,24,neutral or dissatisfied
6544,11933,Male,disloyal Customer,16,Business travel,Eco,781,3,3,3,5,3,3,3,3,5,2,5,3,4,3,4,3,neutral or dissatisfied
6545,122552,Female,Loyal Customer,72,Business travel,Business,500,2,3,3,3,3,4,4,2,2,2,2,1,2,2,0,0,neutral or dissatisfied
6546,100397,Female,Loyal Customer,48,Personal Travel,Eco,1034,2,5,2,5,5,1,4,1,1,2,1,1,1,4,0,19,neutral or dissatisfied
6547,44764,Male,Loyal Customer,48,Business travel,Business,1250,1,1,1,1,3,5,1,4,4,5,4,5,4,1,51,57,satisfied
6548,62429,Female,Loyal Customer,18,Business travel,Business,1670,3,3,3,3,5,5,5,5,4,5,4,1,3,5,0,0,satisfied
6549,34055,Male,Loyal Customer,26,Business travel,Eco,1674,4,3,3,3,5,4,4,4,3,4,4,4,5,4,332,321,satisfied
6550,121838,Male,disloyal Customer,26,Business travel,Business,449,2,0,2,4,1,2,1,1,4,4,4,3,5,1,1,0,neutral or dissatisfied
6551,39407,Female,Loyal Customer,65,Personal Travel,Eco,546,4,4,4,4,5,3,1,2,2,4,2,3,2,3,0,0,neutral or dissatisfied
6552,50792,Female,Loyal Customer,63,Personal Travel,Eco,86,2,4,0,2,2,5,4,5,5,0,3,4,5,5,0,0,neutral or dissatisfied
6553,87190,Male,disloyal Customer,9,Business travel,Business,946,5,0,5,3,4,0,4,4,3,4,5,4,4,4,3,0,satisfied
6554,79992,Female,Loyal Customer,8,Personal Travel,Eco,1076,2,4,2,4,4,2,4,4,5,3,4,5,5,4,47,27,neutral or dissatisfied
6555,60628,Male,Loyal Customer,51,Business travel,Business,1620,1,4,4,4,2,2,3,1,1,1,1,4,1,4,0,0,neutral or dissatisfied
6556,84111,Female,Loyal Customer,30,Business travel,Business,1900,1,1,1,1,4,4,4,4,5,5,4,4,4,4,8,3,satisfied
6557,43898,Female,disloyal Customer,26,Business travel,Eco,114,3,4,3,3,3,3,3,3,3,2,4,4,4,3,0,0,neutral or dissatisfied
6558,102046,Male,Loyal Customer,57,Business travel,Business,2757,3,4,4,4,5,3,4,3,3,3,3,4,3,4,5,0,neutral or dissatisfied
6559,3957,Male,Loyal Customer,44,Business travel,Business,3288,3,3,3,3,5,5,5,4,4,4,4,1,4,4,0,0,satisfied
6560,118310,Female,disloyal Customer,18,Business travel,Eco,639,1,0,1,4,2,1,2,2,4,3,4,2,4,2,4,14,neutral or dissatisfied
6561,29899,Female,disloyal Customer,40,Business travel,Business,183,2,2,2,2,4,2,3,4,4,4,1,3,2,4,0,0,neutral or dissatisfied
6562,15889,Female,Loyal Customer,30,Personal Travel,Eco,332,1,5,1,4,2,1,2,2,3,2,5,5,4,2,0,0,neutral or dissatisfied
6563,79923,Male,Loyal Customer,54,Business travel,Business,1096,4,4,3,4,5,5,4,4,4,4,4,5,4,5,0,12,satisfied
6564,108998,Female,Loyal Customer,41,Business travel,Business,3715,3,3,3,3,2,4,5,5,5,5,5,4,5,3,36,32,satisfied
6565,54266,Male,Loyal Customer,19,Personal Travel,Eco,1222,3,3,3,3,1,3,1,1,4,3,4,1,4,1,5,0,neutral or dissatisfied
6566,18374,Female,Loyal Customer,19,Personal Travel,Eco,169,4,4,4,4,3,4,3,3,4,3,5,5,5,3,0,0,neutral or dissatisfied
6567,21544,Female,Loyal Customer,55,Personal Travel,Eco,164,3,4,3,4,3,4,4,4,4,3,4,1,4,3,0,0,neutral or dissatisfied
6568,94420,Male,Loyal Customer,53,Business travel,Business,239,4,4,4,4,3,4,5,5,5,5,5,4,5,4,0,0,satisfied
6569,108130,Male,Loyal Customer,60,Business travel,Business,2273,3,3,3,3,1,4,4,3,3,3,3,3,3,2,22,25,neutral or dissatisfied
6570,37087,Male,disloyal Customer,34,Business travel,Business,1046,1,1,1,2,2,1,2,2,4,2,5,4,5,2,0,0,neutral or dissatisfied
6571,46309,Male,disloyal Customer,36,Business travel,Eco,669,3,3,3,2,1,3,1,1,4,3,5,5,5,1,0,0,neutral or dissatisfied
6572,57577,Male,Loyal Customer,38,Business travel,Eco,1597,1,5,5,5,1,2,1,1,2,2,2,4,3,1,0,0,neutral or dissatisfied
6573,64220,Male,Loyal Customer,46,Business travel,Business,1660,3,3,3,3,3,3,5,5,5,5,5,5,5,4,0,0,satisfied
6574,60801,Female,disloyal Customer,27,Business travel,Eco,472,3,2,3,3,1,3,1,1,3,5,3,2,4,1,19,51,neutral or dissatisfied
6575,62802,Female,Loyal Customer,57,Personal Travel,Eco,2504,3,4,3,2,5,3,5,3,3,3,3,4,3,4,0,0,neutral or dissatisfied
6576,36739,Female,Loyal Customer,60,Business travel,Eco,1754,2,4,4,4,1,2,3,2,2,2,2,1,2,4,0,0,neutral or dissatisfied
6577,90834,Female,Loyal Customer,31,Business travel,Eco,271,4,4,2,4,4,4,4,4,4,3,3,1,2,4,100,91,neutral or dissatisfied
6578,76805,Male,Loyal Customer,34,Personal Travel,Eco,689,3,4,3,3,2,3,2,2,1,5,2,1,2,2,5,0,neutral or dissatisfied
6579,36887,Female,Loyal Customer,27,Personal Travel,Eco,1182,3,1,3,4,3,3,3,3,3,1,2,2,4,3,0,0,neutral or dissatisfied
6580,21093,Female,Loyal Customer,44,Business travel,Business,214,4,5,5,5,1,4,0,4,4,3,3,0,1,0,200,233,neutral or dissatisfied
6581,119330,Male,Loyal Customer,48,Personal Travel,Eco,214,3,5,3,3,1,3,1,1,3,2,5,5,4,1,7,0,neutral or dissatisfied
6582,1052,Female,Loyal Customer,68,Personal Travel,Eco,134,5,4,5,2,4,5,5,5,5,5,5,5,5,4,0,0,satisfied
6583,128364,Male,Loyal Customer,49,Business travel,Business,646,3,3,3,3,2,4,4,4,4,4,4,5,4,5,0,0,satisfied
6584,123540,Female,Loyal Customer,51,Business travel,Business,1773,5,2,5,5,2,3,5,4,4,3,4,5,4,5,4,8,satisfied
6585,85306,Male,Loyal Customer,50,Personal Travel,Eco,731,3,2,3,2,1,3,1,1,3,3,3,3,2,1,0,0,neutral or dissatisfied
6586,40917,Female,Loyal Customer,16,Personal Travel,Eco,532,3,5,3,4,2,3,2,2,3,5,4,5,5,2,0,0,neutral or dissatisfied
6587,51875,Female,Loyal Customer,22,Business travel,Eco,771,0,4,0,3,3,0,3,3,5,3,5,4,4,3,0,2,satisfied
6588,87312,Female,disloyal Customer,27,Business travel,Business,577,5,5,5,2,2,5,2,2,5,5,4,3,4,2,2,0,satisfied
6589,129279,Male,Loyal Customer,66,Personal Travel,Eco Plus,2402,3,5,3,4,5,3,5,5,3,4,4,3,4,5,0,0,neutral or dissatisfied
6590,95607,Female,Loyal Customer,23,Business travel,Eco,670,4,1,1,1,4,3,2,4,3,1,1,1,2,4,15,20,neutral or dissatisfied
6591,62244,Female,Loyal Customer,29,Personal Travel,Eco,2425,4,5,4,3,5,4,5,5,3,2,3,5,5,5,0,0,neutral or dissatisfied
6592,104616,Male,Loyal Customer,41,Business travel,Business,861,3,3,3,3,5,5,5,5,4,4,5,5,3,5,133,123,satisfied
6593,26934,Male,Loyal Customer,25,Personal Travel,Eco Plus,1774,4,5,4,3,1,4,1,1,4,3,4,4,5,1,0,0,neutral or dissatisfied
6594,107979,Female,Loyal Customer,68,Personal Travel,Eco,825,3,4,3,4,5,4,4,1,1,3,1,3,1,3,14,12,neutral or dissatisfied
6595,19859,Male,Loyal Customer,64,Business travel,Business,693,1,1,1,1,1,4,3,1,1,1,1,3,1,2,0,0,neutral or dissatisfied
6596,87378,Male,disloyal Customer,40,Business travel,Eco,425,2,1,2,4,4,2,4,4,4,3,4,2,3,4,74,68,neutral or dissatisfied
6597,8589,Female,Loyal Customer,55,Personal Travel,Eco,109,2,5,2,4,4,5,5,2,2,2,4,1,2,2,0,0,neutral or dissatisfied
