flight_id,airline,aircraft_model,manufacture_year,flight_hours,cycles,passengers_capacity,actual_passengers,crew_count,fuel_capacity_gallons,fuel_used_gallons,distance_miles,incident_type,maintenance_score,delay_minutes,revenue_usd
FL01061,Delta,Airbus A350,1999,28999,23545,300,79,9,20000,3931.2,3134.0,None,92.2,27,218600.26
FL01062,Delta,Airbus A320,2015,40735,8484,150,150,11,8000,7600.0,1758.7,None,75.5,8,137614.81
FL01063,Alaska,Boeing 777,2023,28329,19234,350,139,8,10000,9500.0,1241.3,None,96.1,-10,80198.08
FL01064,Allegiant,Boeing 757,2004,5683,21041,150,150,8,25000,13874.7,607.6,None,98.2,-10,241148.73
FL01065,United,Boeing 777,2013,4997,7312,350,87,4,8000,7600.0,3179.4,None,80.9,-10,117626.28
FL01066,JetBlue,Boeing 787,2019,6101,1591,200,132,11,15000,14077.9,4434.0,None,96.1,20,312823.3
FL01067,Delta,Embraer E175,1998,43981,2815,300,76,11,6000,5700.0,1886.7,None,91.6,-10,81776.37
FL01068,Spirit,Boeing 737,2023,4667,10356,150,150,8,25000,7222.6,2852.8,None,89.5,22,216048.25
FL01069,Delta,Boeing 737,2023,9371,4541,350,264,4,25000,22052.2,3282.2,None,96.1,-6,206468.84
FL01070,Southwest,Boeing 757,2013,47216,3133,350,270,6,10000,8543.3,2190.3,None,82.1,21,81243.5
FL01071,Hawaiian,Embraer E175,2005,11803,21790,200,64,7,15000,8900.5,4536.1,None,94.8,0,162362.09
FL01072,Delta,Airbus A350,1996,13429,1907,250,250,10,6000,5700.0,1941.2,Technical,82.9,24,241305.49
FL01073,Southwest,Airbus A350,2004,35609,819,300,300,4,15000,5928.2,800.1,None,94.7,-10,121706.61
FL01074,Alaska,Airbus A350,2023,6356,17856,250,169,4,8000,7600.0,891.3,None,86.3,-10,53133.27
FL01075,Alaska,Boeing 737,2005,328,3022,150,150,8,10000,9500.0,4476.1,None,77.9,-4,221105.64
FL01076,Frontier,Boeing 777,2019,24846,18306,300,260,4,25000,19506.0,4942.4,None,84.5,22,90080.84
FL01077,Delta,Boeing 737,2014,16778,5649,200,60,9,25000,17940.5,1586.9,None,80.8,-10,243294.12
FL01078,Spirit,Airbus A330,2010,37152,18703,150,150,5,8000,6100.4,889.3,None,77.5,-7,296221.48
FL01079,Delta,Airbus A320,2013,46132,5325,300,182,5,25000,12577.4,2514.6,None,77.8,0,56324.05
FL01080,Spirit,Airbus A350,2017,46258,21183,300,63,6,20000,3810.3,3605.7,None,94.5,13,161599.05
FL01081,American,Boeing 777,2018,23285,6621,250,99,11,10000,3373.8,3139.5,None,97.0,-3,164048.96
FL01082,Frontier,Boeing 787,2005,33786,5122,150,121,4,8000,7600.0,4765.3,None,98.2,17,226899.53
FL01083,American,Boeing 757,2008,11545,9681,200,118,11,10000,8312.2,4125.3,None,96.3,-10,127026.66
FL01084,Delta,Boeing 787,1996,33366,11295,200,65,9,6000,5700.0,4371.1,None,95.8,25,155220.67
FL01085,Frontier,Airbus A320,2017,2909,14756,150,105,8,10000,9500.0,2800.0,None,76.7,20,19017.07
FL01086,American,Boeing 777,2022,37829,5513,150,150,8,10000,9500.0,1770.9,None,94.8,-6,56012.68
FL01087,United,Boeing 737,1999,41885,7500,350,181,10,6000,5700.0,3568.3,None,94.6,19,205903.8
FL01088,Delta,Boeing 737,2021,36647,11145,180,97,7,8000,4013.1,2307.5,None,78.3,-10,87325.09
FL01089,American,Airbus A330,1999,42918,24854,250,250,6,10000,9500.0,1581.2,None,91.6,8,63433.26
FL01090,United,Airbus A330,2013,34986,20393,150,150,9,15000,8733.5,930.9,None,86.3,-10,123678.28
FL01091,United,Boeing 737,2015,6491,1363,150,150,11,10000,9500.0,2733.8,None,97.5,11,69784.46
FL01092,Alaska,Boeing 787,2006,245,7897,180,87,9,8000,6361.6,3052.4,None,92.4,2,34973.52
FL01093,Delta,Boeing 757,2012,14029,17504,180,180,10,25000,5051.8,2930.2,None,98.8,-10,110092.51
FL01094,United,Airbus A350,1998,24426,9216,300,170,10,6000,5700.0,759.4,None,77.6,-10,70060.08
FL01095,Alaska,Boeing 787,2016,30091,9980,200,97,8,25000,18128.0,2935.9,None,76.0,1,282797.57
FL01096,American,Boeing 757,2011,47785,3335,250,59,11,8000,7600.0,1008.4,None,99.3,29,35990.08
FL01097,Southwest,Airbus A330,2004,37433,3145,300,282,7,20000,12469.8,3385.8,None,77.0,11,265393.48
FL01098,Delta,Airbus A320,2014,16676,16754,150,85,8,25000,13967.9,2261.0,None,84.7,-10,143236.78
FL01099,Frontier,Boeing 757,2000,39505,18755,180,53,7,10000,9500.0,4274.2,None,91.2,0,241232.64
FL01100,Spirit,Boeing 737,2019,28564,605,350,93,5,10000,9500.0,3935.7,None,97.0,29,32650.96
FL01101,Spirit,Airbus A330,2008,8343,21373,200,105,9,6000,4006.4,3677.0,None,81.4,-1,323435.84
FL01102,American,Airbus A330,2005,31701,5482,300,91,10,10000,9500.0,3563.5,None,75.7,-10,272070.86
FL01103,Allegiant,Airbus A350,2005,2510,1436,350,304,5,15000,14250.0,2890.3,None,88.0,40,61947.93
FL01104,Allegiant,Boeing 737,2023,1920,21197,200,200,11,15000,7160.3,493.3,None,86.8,-10,88292.76
FL01105,American,Airbus A350,2012,35389,11289,350,163,8,25000,4030.2,3346.4,None,82.7,0,230738.74
FL01106,United,Boeing 737,2021,38750,10669,180,180,6,8000,5279.1,2441.2,None,96.8,-7,323723.47
FL01107,Delta,Airbus A350,2017,34735,6904,300,223,4,6000,5700.0,2453.9,None,93.7,18,164353.85
FL01108,Spirit,Boeing 757,2016,7565,10246,300,300,6,20000,18926.6,2019.3,None,96.5,15,177686.99
FL01109,Spirit,Boeing 787,2012,32539,16083,200,200,6,25000,10027.8,4659.5,None,79.0,-10,94663.09
FL01110,United,Airbus A320,2018,27414,7687,350,118,4,8000,7600.0,1397.4,None,92.3,-9,143308.64
FL01111,Spirit,Airbus A320,2017,44329,21275,180,180,9,6000,5700.0,1719.7,None,99.4,8,110815.93
FL01112,Frontier,Boeing 737,2005,19683,13012,150,116,5,6000,5700.0,4822.6,None,90.3,9,132441.34
FL01113,Delta,Boeing 777,2015,27255,14990,300,85,5,25000,5178.7,4088.7,None,79.3,0,21900.2
FL01114,Hawaiian,Embraer E175,2006,38971,20301,150,150,9,8000,7600.0,267.6,None,99.9,-1,28755.35
FL01115,Spirit,Airbus A330,1999,12297,10668,180,180,4,8000,7600.0,4549.3,None,88.2,-10,243029.99
FL01116,American,Airbus A330,2017,29611,3843,300,76,7,10000,9500.0,1287.9,None,96.0,42,243401.39
FL01117,Frontier,Boeing 737,2003,15524,7423,300,121,6,20000,11731.7,3588.5,None,78.7,18,125627.25
FL01118,Spirit,Boeing 757,2021,48921,2563,350,297,8,15000,14250.0,2854.8,None,91.7,5,311629.9
FL01119,Frontier,Airbus A350,2019,340,20237,150,150,5,10000,9500.0,2776.7,None,97.8,25,104147.56
FL01120,Alaska,Boeing 777,2003,4731,2377,350,239,9,6000,4299.1,3646.0,None,88.3,1,147587.9
FL01121,Hawaiian,Boeing 787,2016,9699,8859,250,145,8,20000,18637.3,1194.5,None,82.2,-10,260010.83
FL01122,JetBlue,Airbus A350,2004,44562,18599,150,150,10,20000,3504.8,963.3,None,78.2,12,264095.32
FL01123,American,Airbus A350,2016,24758,19742,150,150,4,8000,7600.0,3329.2,None,82.4,8,303490.53
FL01124,American,Boeing 737,2013,37945,6502,250,66,8,20000,7420.1,1594.8,None,83.9,39,24734.78
FL01125,Delta,Boeing 737,1995,32674,24501,180,180,11,25000,17625.3,4875.0,None,92.7,-10,76559.16
FL01126,Frontier,Boeing 757,2001,36636,7692,180,156,8,20000,9505.4,2367.3,None,79.5,-10,229591.54
FL01127,United,Airbus A330,1998,42010,14485,300,117,11,6000,5700.0,735.7,Ground Incident,77.7,47,128296.92
FL01128,American,Boeing 737,1995,8095,22838,200,177,6,25000,10075.2,3491.9,None,84.7,29,29593.16
FL01129,Frontier,Boeing 737,2009,25286,1042,350,342,4,25000,16013.6,1669.6,Weather,86.5,18,211466.34
FL01130,Frontier,Boeing 737,2002,29345,5474,200,200,8,10000,9004.5,913.2,None,90.7,-9,146679.52
FL01131,Southwest,Boeing 757,2006,22913,4431,300,145,5,20000,19000.0,2229.6,None,92.7,13,136971.78
FL01132,Southwest,Airbus A330,2016,13376,19608,200,50,4,8000,7600.0,4828.3,None,97.2,-10,103562.04
FL01133,JetBlue,Boeing 787,2016,20089,4832,150,150,5,10000,8109.4,2174.9,None,82.2,-5,17009.29
FL01134,Alaska,Boeing 787,2012,12846,21994,150,150,9,8000,7600.0,1867.2,None,88.2,-10,76090.61
FL01135,JetBlue,Embraer E175,2009,44343,7510,250,230,9,20000,10500.3,2333.6,None,84.2,-10,173868.82
FL01136,Spirit,Embraer E175,2011,18657,19512,250,250,10,10000,9500.0,258.2,Bird Strike,75.0,-10,107371.71
FL01137,United,Boeing 737,2023,28160,3033,300,57,7,20000,18599.9,838.9,None,89.5,19,307920.21
FL01138,Spirit,Embraer E175,2008,6668,23693,300,76,9,6000,3480.9,4278.4,None,95.4,41,62904.89
FL01139,Allegiant,Airbus A330,2008,35469,22488,300,195,8,10000,9500.0,4894.6,None,75.9,25,308239.0
FL01140,Spirit,Boeing 757,2012,19141,14232,150,140,4,8000,7600.0,958.1,None,75.1,20,150616.65
FL01141,Delta,Boeing 787,2014,6180,2573,200,200,9,6000,5700.0,2770.5,None,93.2,-2,107406.5
FL01142,Spirit,Airbus A350,2012,13954,9727,350,54,5,15000,14250.0,4838.4,None,92.1,9,116937.77
FL01143,JetBlue,Boeing 787,2010,2259,10342,300,131,8,8000,7600.0,951.6,None,85.1,-10,125573.72
FL01144,American,Boeing 787,1995,27125,15139,300,268,9,20000,4821.6,1094.3,None,91.5,-10,184698.93
FL01145,American,Airbus A330,2017,41181,4631,150,150,11,8000,5457.9,4648.7,None,98.8,-10,133550.57
FL01146,Southwest,Embraer E175,2021,4468,11957,350,130,11,15000,14250.0,3587.3,None,81.2,-10,231814.13
FL01147,United,Airbus A350,2005,34185,5659,150,119,6,8000,4570.4,929.4,None,81.1,19,157434.97
FL01148,United,Airbus A330,2009,27194,18435,350,164,5,6000,5700.0,2088.8,None,79.7,21,240000.64
FL01149,Delta,Boeing 737,2006,46140,17821,150,150,10,25000,18572.3,470.1,Bird Strike,93.1,-10,217482.85
FL01150,JetBlue,Boeing 757,2002,1330,11425,200,191,10,8000,7600.0,2276.8,None,83.8,11,96892.08
FL01151,Southwest,Airbus A320,2016,17617,22986,300,256,10,10000,9500.0,3933.9,None,99.7,28,287279.05
FL01152,Allegiant,Boeing 787,2014,24091,17464,180,160,5,15000,13636.4,2859.1,None,92.9,2,282658.79
FL01153,United,Airbus A320,2000,1401,10007,180,161,10,8000,7600.0,3307.7,None,84.2,-10,346308.46
FL01154,American,Boeing 757,1997,28710,13005,300,92,7,15000,14250.0,1768.7,None,78.7,-3,73641.8
FL01155,Spirit,Boeing 757,2022,16027,1270,300,300,6,25000,23469.5,974.7,None,89.8,34,299025.8
FL01156,Spirit,Airbus A330,2018,34778,13213,300,177,7,6000,5700.0,263.0,None,82.4,4,307113.61
FL01157,Southwest,Airbus A330,2020,24566,13339,300,234,11,10000,9500.0,4142.3,None,97.6,48,230125.0
FL01158,JetBlue,Airbus A330,2007,15004,12587,350,278,9,20000,7678.3,3255.9,None,86.0,-8,184638.9
FL01159,JetBlue,Airbus A320,2007,40975,22469,200,200,6,8000,7600.0,1300.7,None,82.3,-5,335681.95
FL01160,Alaska,Airbus A330,1996,26181,9860,180,166,5,6000,5700.0,2208.5,None,89.7,-10,340851.8
FL01161,Hawaiian,Boeing 757,1999,24454,9505,250,119,7,15000,14250.0,4046.9,None,78.4,26,229968.65
FL01162,United,Boeing 737,2011,27861,22957,180,119,8,25000,3566.7,2785.8,None,89.0,7,135452.55
FL01163,JetBlue,Airbus A330,2000,18400,24508,180,159,6,15000,14250.0,1640.8,None,76.4,-10,288750.34
FL01164,American,Boeing 777,1996,29591,9113,150,150,5,25000,10100.2,1482.5,None,90.2,-2,44900.58
FL01165,Southwest,Embraer E175,1998,35625,884,300,105,4,25000,18627.5,1244.5,None,88.3,15,112349.54
FL01166,Allegiant,Airbus A320,2016,26632,1774,300,138,6,6000,5700.0,4153.9,None,88.0,-10,345160.69
FL01167,Alaska,Boeing 777,2020,6564,23032,300,186,6,8000,7600.0,2992.9,None,92.1,12,287801.68
FL01168,Frontier,Airbus A330,2005,16662,2463,150,150,9,20000,11292.2,3604.0,Bird Strike,76.1,23,329760.13
FL01169,Delta,Boeing 757,2002,41956,9555,200,200,8,8000,7600.0,4328.6,None,86.5,-4,214256.18
FL01170,Allegiant,Boeing 737,2006,47992,22427,200,200,9,10000,3844.2,4936.9,None,86.1,-10,151570.27
FL01171,Frontier,Boeing 787,2002,47128,4548,250,220,10,8000,7600.0,1397.5,None,86.5,0,343196.18
FL01172,Spirit,Airbus A350,2005,42611,2155,200,149,6,25000,5091.4,1068.3,None,99.5,-5,118657.57
FL01173,Delta,Embraer E175,2016,8783,2618,200,178,11,25000,11331.8,2417.6,None,78.5,-10,268733.78
FL01174,United,Airbus A350,2014,32734,9380,300,106,6,10000,5176.0,368.3,None,92.3,17,201999.33
FL01175,American,Airbus A330,2002,160,16643,350,230,10,15000,14250.0,4000.2,None,85.0,18,91549.89
FL01176,Delta,Embraer E175,2023,9369,4961,180,180,8,25000,14556.4,4442.0,None,87.8,9,20856.9
FL01177,Hawaiian,Embraer E175,2002,23165,18654,200,193,8,10000,9500.0,3493.0,None,94.1,-4,143560.97
FL01178,Frontier,Boeing 737,2020,2995,16667,200,100,11,25000,17334.2,1486.4,None,78.9,8,198474.61
FL01179,United,Embraer E175,2011,15423,842,150,150,11,20000,19000.0,791.1,None,94.1,-8,76368.78
FL01180,Hawaiian,Airbus A320,2014,12452,14245,250,153,7,25000,5784.0,2034.3,None,76.8,19,153875.89
FL01181,Spirit,Boeing 777,2014,44743,13951,350,104,5,6000,5700.0,4200.0,None,87.1,-4,221088.63
FL01182,Hawaiian,Boeing 777,2017,49837,15812,150,150,5,10000,9500.0,1869.6,None,93.6,0,254499.25
FL01183,Alaska,Boeing 777,2010,38691,19544,300,205,7,8000,3648.8,364.4,Bird Strike,79.8,2,32668.75
FL01184,Alaska,Airbus A320,2008,30990,18600,180,102,5,10000,7229.9,1516.5,None,94.3,70,237500.58
FL01185,Southwest,Airbus A350,2005,32116,8576,250,236,6,15000,8619.0,4951.7,None,79.2,-10,33983.55
FL01186,Allegiant,Boeing 737,2001,12062,15948,150,150,7,25000,4523.7,3448.0,None,95.0,-4,24442.14
FL01187,Allegiant,Embraer E175,2010,33402,21627,200,200,7,10000,9500.0,4524.1,None,86.7,-10,66058.03
FL01188,United,Airbus A320,2007,19946,1264,200,200,5,20000,3571.3,3919.4,None,92.1,10,233970.76
FL01189,Spirit,Boeing 777,2021,4111,20853,250,250,4,10000,9500.0,2790.6,None,97.9,40,32695.18
FL01190,JetBlue,Airbus A330,2009,19882,15396,200,200,11,20000,7441.5,913.7,None,85.2,0,22000.23
FL01191,Alaska,Boeing 787,2018,2255,23748,150,74,5,25000,9027.1,1873.5,None,80.8,-8,54516.44
FL01192,United,Embraer E175,2010,39825,24909,150,150,9,8000,7600.0,3002.0,None,96.7,4,333156.53
FL01193,JetBlue,Airbus A320,2021,9296,262,200,200,4,25000,13559.2,4379.0,None,79.0,26,318938.05
FL01194,Allegiant,Boeing 757,2015,43559,1708,200,73,7,15000,8649.3,1489.6,None,90.8,33,43966.1
FL01195,Southwest,Airbus A320,2017,21809,12320,300,300,4,6000,5700.0,781.9,None,98.1,-10,116844.42
FL01196,Hawaiian,Boeing 737,2018,13427,14079,180,109,6,8000,7235.1,2882.4,None,91.9,18,332342.97
FL01197,Alaska,Boeing 737,2003,35574,5074,250,115,8,8000,4562.3,1047.2,None,79.9,3,47725.37
FL01198,United,Airbus A320,1997,32869,13089,150,102,4,6000,3439.0,3129.7,None,78.8,34,46689.65
FL01199,Delta,Boeing 777,2013,42093,22351,250,155,9,10000,9500.0,1464.9,None,81.3,51,43811.31
FL01200,JetBlue,Boeing 787,2014,24800,5191,300,145,8,25000,18216.8,1308.6,None,84.8,41,342119.54
FL01201,Hawaiian,Embraer E175,1999,14920,18228,150,150,6,10000,9500.0,2116.1,None,79.0,-10,263941.35
FL01202,Alaska,Boeing 737,2004,10991,6038,300,88,9,10000,9500.0,3047.3,None,94.9,-10,86852.26
FL01203,Allegiant,Embraer E175,2011,34729,24730,300,217,10,25000,22564.2,2817.5,None,83.9,39,30392.33
FL01204,Spirit,Boeing 777,2009,5369,13827,350,91,8,15000,14250.0,1374.7,None,98.4,3,338355.91
FL01205,JetBlue,Embraer E175,2017,43980,5628,200,153,10,8000,7600.0,4477.4,None,96.1,-10,157538.83
FL01206,Allegiant,Airbus A330,2019,48567,21985,350,253,6,20000,10073.8,727.4,None,97.7,-10,215455.76
FL01207,Alaska,Boeing 737,2002,8420,15101,250,57,8,6000,5184.4,389.4,None,82.4,8,108530.74
FL01208,JetBlue,Boeing 777,2009,49689,3895,250,250,8,8000,7600.0,3093.0,None,89.3,-3,269050.71
FL01209,Hawaiian,Boeing 777,2015,10840,11932,200,92,5,10000,9500.0,792.4,None,83.0,13,80928.79
FL01210,Alaska,Boeing 787,2008,35997,23340,350,159,9,6000,5700.0,2623.5,None,81.4,9,278615.5
FL01211,Frontier,Boeing 787,2014,31030,14297,250,250,11,20000,12294.0,4768.5,None,90.2,-10,92252.02
FL01212,United,Airbus A330,2022,17385,11534,350,286,9,8000,7600.0,3553.2,None,95.4,-10,47800.6
FL01213,Hawaiian,Boeing 777,2001,14480,428,200,98,4,8000,7600.0,3163.8,None,77.3,24,175405.56
FL01214,JetBlue,Airbus A350,2015,11460,3343,150,150,10,15000,6712.0,2959.1,None,81.9,26,287427.63
FL01215,Spirit,Boeing 777,2017,5498,19763,300,204,10,8000,7600.0,1061.8,None,80.1,-2,143929.67
FL01216,Allegiant,Boeing 787,2006,5629,21242,300,186,9,8000,7600.0,2276.7,None,95.0,9,24672.67
FL01217,Delta,Airbus A350,2011,29162,11680,350,216,9,20000,13372.0,1844.1,None,98.3,-10,200358.75
FL01218,Allegiant,Boeing 737,2011,36786,24371,250,248,8,20000,13781.9,4774.8,None,77.0,4,242957.92
FL01219,JetBlue,Boeing 737,2004,17551,13710,350,120,10,6000,5700.0,1363.1,None,84.5,27,263132.81
FL01220,Allegiant,Embraer E175,2023,49278,16658,350,56,7,10000,9500.0,2463.3,None,97.9,38,149644.86
FL01221,United,Airbus A320,2013,7037,787,180,180,11,20000,15718.7,4702.8,None,83.6,2,47501.58
FL01222,Alaska,Boeing 787,2008,39986,16669,300,116,5,6000,5700.0,3988.1,None,92.8,-1,210749.36
FL01223,Delta,Airbus A320,2005,49799,12520,200,187,11,8000,7600.0,4829.7,None,77.5,-10,125398.54
FL01224,American,Airbus A350,1996,10960,17145,350,291,4,6000,4627.9,3120.0,None,86.1,-7,332207.31
FL01225,JetBlue,Boeing 787,2012,25242,22422,180,180,11,6000,5700.0,1802.2,None,87.6,4,183408.56
FL01226,Southwest,Airbus A330,2001,25379,16167,180,180,5,6000,5700.0,4167.9,None,93.9,2,173209.13
FL01227,American,Boeing 777,2006,38206,14829,300,300,4,25000,11806.3,1599.0,None,82.2,-6,118585.19
FL01228,Allegiant,Airbus A330,2020,45340,18322,300,150,6,6000,5700.0,990.9,None,81.6,29,128493.48
FL01229,JetBlue,Airbus A350,1996,36008,23607,300,136,8,20000,19000.0,3590.2,None,82.6,13,186772.85
FL01230,Frontier,Boeing 787,2021,40864,17693,200,200,9,25000,6342.5,3267.0,None,88.9,2,117732.71
FL01231,Southwest,Boeing 757,2014,48357,21680,180,140,9,10000,3316.8,4419.0,None,96.9,19,313922.14
FL01232,Delta,Airbus A350,2012,14301,7321,250,250,7,6000,5700.0,4817.2,None,95.8,4,162071.01
FL01233,Spirit,Boeing 757,2000,40644,17182,200,200,11,15000,12074.2,4314.5,None,76.4,36,112827.4
FL01234,Frontier,Boeing 777,2018,37811,12228,150,150,10,8000,7600.0,488.1,None,97.0,-10,67057.27
FL01235,American,Boeing 737,2004,45754,19985,350,175,10,8000,7600.0,3389.7,None,77.4,12,240237.49
FL01236,Alaska,Boeing 737,2014,9097,14540,300,53,5,25000,19849.6,3966.7,None,85.4,-10,23638.63
FL01237,United,Airbus A350,2009,40666,22834,180,137,5,8000,5100.9,4913.3,None,94.1,-3,165748.59
FL01238,Spirit,Airbus A320,1999,20275,23077,350,200,5,8000,7600.0,1998.4,None,77.0,8,199290.81
FL01239,Frontier,Boeing 787,2014,40960,13913,200,200,10,25000,5318.7,1015.4,None,76.0,-1,128827.84
FL01240,Alaska,Boeing 787,1997,3325,1873,150,150,9,8000,7600.0,4294.1,None,83.2,-10,266188.95
FL01241,Alaska,Boeing 737,1999,44678,6902,200,200,10,6000,5700.0,1723.8,None,93.2,-9,241346.27
FL01242,JetBlue,Embraer E175,2019,47782,13122,200,140,5,10000,9500.0,3071.4,None,88.0,-10,340418.66
FL01243,Frontier,Airbus A330,2002,35328,11183,250,250,8,25000,8572.4,2071.5,None,85.4,3,185436.88
FL01244,Delta,Embraer E175,2002,41605,15161,350,240,4,15000,9937.2,2131.2,None,95.3,21,195167.14
FL01245,Allegiant,Boeing 777,2002,46788,24211,250,130,9,25000,14522.2,3715.8,None,94.2,-2,97356.17
FL01246,Southwest,Airbus A330,2006,23210,20666,200,187,8,20000,7191.3,1935.1,None,94.7,41,144137.1
FL01247,Southwest,Airbus A330,2018,10854,6569,150,150,6,15000,3426.5,3526.8,None,86.5,10,23998.3
FL01248,American,Airbus A350,2017,26755,1827,180,180,11,20000,14805.0,268.8,Technical,75.5,-10,245907.05
FL01249,American,Boeing 737,2002,43701,17656,180,69,8,25000,12770.9,1758.3,None,79.3,12,119393.64
FL01250,Southwest,Embraer E175,2005,3214,24064,350,98,11,20000,16791.4,1731.4,Bird Strike,93.5,4,196022.95
FL01251,Delta,Embraer E175,2008,26602,14822,300,184,8,15000,6080.7,3794.4,None,93.8,33,100422.45
FL01252,United,Boeing 737,2002,49868,13671,300,78,6,6000,5700.0,1709.9,None,99.3,5,223047.13
FL01253,Hawaiian,Embraer E175,2023,48228,11909,180,97,8,25000,6070.7,3240.0,None,79.8,0,164940.14
FL01254,Allegiant,Boeing 757,2018,20128,18211,200,200,4,25000,21718.2,3504.9,None,78.1,46,176423.32
FL01255,United,Boeing 737,2022,17687,9546,200,52,9,8000,7600.0,3360.4,Technical,78.5,-10,330773.39
FL01256,JetBlue,Airbus A350,2004,42819,7540,250,250,11,25000,14545.9,3095.8,None,79.6,-2,251563.71
FL01257,Hawaiian,Airbus A320,2001,35433,21293,350,65,7,25000,21828.2,2185.4,None,88.2,10,102736.41
FL01258,Hawaiian,Airbus A330,2022,3274,8943,250,143,10,6000,5700.0,1991.9,Bird Strike,99.4,-3,183813.81
FL01259,Frontier,Airbus A350,2011,35498,24552,300,183,6,8000,6818.4,2910.0,Technical,89.7,-10,171335.39
FL01260,Delta,Boeing 787,1998,36029,3039,180,180,11,10000,9500.0,505.8,None,88.1,13,281342.62
FL01261,Delta,Boeing 777,2023,4421,8393,200,81,9,20000,8131.7,4403.9,None,91.8,-4,294173.96
FL01262,Hawaiian,Airbus A320,2007,30535,17759,180,180,5,15000,14084.7,4161.5,None,76.8,2,109953.35
FL01263,Frontier,Boeing 787,1998,46072,11964,150,74,11,10000,8780.4,1862.6,Bird Strike,95.4,30,290085.74
FL01264,Allegiant,Airbus A330,1999,7199,21561,180,108,4,8000,7600.0,2920.7,None,91.2,11,75132.97
FL01265,Hawaiian,Embraer E175,2020,23860,9048,150,150,7,6000,5700.0,4674.7,None,79.3,-7,270528.14
FL01266,Spirit,Boeing 737,2016,11460,2772,250,205,4,15000,3005.1,1503.9,None,90.8,13,98342.82
FL01267,American,Airbus A330,1998,10413,4706,250,250,11,20000,19000.0,3763.8,None,89.9,-3,114806.94
FL01268,American,Airbus A350,2012,46370,17759,300,259,4,25000,9934.5,597.1,Weather,76.6,-1,300576.73
FL01269,United,Boeing 777,2000,20562,4183,180,106,5,25000,9724.4,2712.2,None,81.7,20,155725.08
FL01270,JetBlue,Airbus A350,2018,5901,19303,180,180,7,10000,9500.0,4443.1,None,84.8,-8,346839.55
FL01271,American,Airbus A320,2018,14230,1292,150,103,10,20000,16235.5,2848.2,None,81.1,16,65900.92
FL01272,Alaska,Airbus A320,2017,14371,8589,250,250,4,8000,7600.0,3158.0,None,81.1,0,170221.93
FL01273,United,Boeing 777,2016,16175,1881,150,150,5,20000,16201.3,4556.7,None,89.3,-5,260370.86
FL01274,American,Boeing 757,1996,37019,18003,250,250,6,6000,5700.0,3633.7,Ground Incident,86.8,-5,16797.96
FL01275,JetBlue,Boeing 787,2017,41779,7296,150,150,5,10000,9500.0,3540.2,None,91.7,-7,65871.52
FL01276,Delta,Boeing 787,2005,19084,18352,250,55,8,10000,9500.0,3014.6,None,98.9,7,21819.51
FL01277,Delta,Airbus A320,2022,22659,22850,150,150,11,6000,5700.0,3238.3,None,91.5,0,347614.08
FL01278,Allegiant,Airbus A320,2008,12961,3282,250,250,9,20000,18207.6,4057.8,None,89.6,32,269809.26
FL01279,Hawaiian,Embraer E175,1999,33534,3808,350,62,11,6000,5700.0,4900.3,None,96.2,-10,140142.3
FL01280,Spirit,Boeing 737,2000,16767,6047,150,93,11,15000,5293.0,4017.6,None,90.8,16,67355.45
FL01281,Delta,Embraer E175,2004,5940,18789,180,154,5,6000,5700.0,3596.2,None,79.1,28,45278.39
FL01282,Frontier,Embraer E175,2002,3665,11022,300,209,5,20000,3867.5,850.6,None,82.9,40,193188.91
FL01283,American,Boeing 757,2008,43294,15418,350,203,5,6000,5700.0,4122.0,Ground Incident,93.3,-10,341923.59
FL01284,Frontier,Boeing 787,2018,21077,1874,350,291,11,8000,7600.0,3732.8,None,93.5,25,240994.67
FL01285,JetBlue,Boeing 757,1997,21218,10733,150,150,10,25000,9651.7,3898.1,None,99.7,9,137321.35
FL01286,Delta,Boeing 757,2006,22741,23714,300,63,4,6000,5653.2,1309.3,None,90.7,26,182785.08
FL01287,Spirit,Boeing 777,2010,7466,4110,180,180,10,25000,13165.0,4536.5,None,97.5,-8,349632.63
FL01288,JetBlue,Boeing 787,2022,26736,21758,350,341,7,6000,5700.0,667.0,None,76.4,3,188786.69
FL01289,Alaska,Boeing 737,2017,15730,454,180,180,5,20000,17740.9,1417.3,None,89.2,-2,338007.5
FL01290,Alaska,Airbus A350,2011,20156,18155,250,217,5,15000,14250.0,3382.5,None,98.0,-4,20481.18
FL01291,Frontier,Airbus A320,1995,7482,21750,300,263,8,15000,12133.9,3433.8,Technical,82.2,6,256522.65
FL01292,Hawaiian,Airbus A320,2017,16249,11067,200,199,8,25000,11526.7,1704.0,None,78.9,55,225099.09
FL01293,United,Boeing 737,2004,48739,3895,250,65,6,20000,10768.5,3567.3,None,83.8,18,244585.5
FL01294,Hawaiian,Boeing 757,2019,46141,20644,300,140,6,20000,19000.0,2062.1,None,94.8,-2,206139.97
FL01295,Allegiant,Embraer E175,2017,1092,11434,150,150,8,20000,6282.7,200.8,None,77.1,-1,29799.22
FL01296,Hawaiian,Boeing 777,2004,6958,16498,150,150,7,8000,7600.0,980.5,None,90.0,16,65103.92
FL01297,Allegiant,Boeing 757,2015,2221,9541,180,109,6,10000,9500.0,4436.6,None,78.4,1,323954.18
FL01298,Allegiant,Airbus A320,2018,27260,13162,350,315,9,6000,3329.6,1268.9,None,85.9,1,93029.88
FL01299,Spirit,Airbus A330,1996,45256,22816,200,80,9,20000,9077.0,742.0,Weather,99.1,-10,347633.99
