Origin,Destination,Marketing_Airline,Operating_Airline,Flight_Duration,Distance
ABQ,ELP,F9,F9,50,200.0
KBP,WAW,VV,VV,110,391.0
DAR,LUN,TC,TC,130,815.0
DAR,NBO,TC,TC,70,366.0
DAR,JRO,TC,TC,50,243.0
DAR,MWZ,TC,TC,85,456.0
DAR,JRO,TC,TC,50,243.0
BEG,ATH,OA,OA,90,447.0
CLT,ILM,US,US,51,161.0
DAR,JRO,TC,TC,50,243.0
CLT,MCO,US,US,89,404.0
BWI,ORD,UA,UA,127,541.0
DAR,LUN,TC,TC,130,815.0
DAR,MYW,TC,TC,45,216.0
WAW,KBP,VV,VV,95,391.0
DAR,JRO,TC,TC,50,243.0
DAR,JRO,TC,TC,50,243.0
DAR,EBB,TC,TC,105,591.0
DAR,NBO,TC,TC,70,366.0
CLT,ORD,US,US,117,528.0
CLT,SAV,US,US,61,183.0
DAR,EBB,TC,TC,105,591.0
DAR,HRE,TC,TC,130,820.0
DAR,MWZ,TC,TC,85,456.0
DAR,MYW,TC,TC,45,216.0
DAR,JRO,TC,TC,50,243.0
ELP,ABQ,F9,F9,50,200.0
DEN,SFO,F9,F9,165,841.0
MJT,ATH,OA,OA,50,145.0
DFW,DEN,F9,F9,115,560.0
JRO,MWZ,TC,TC,55,252.0
LUN,DAR,TC,6V,130,815.0
DEN,PHX,F9,F9,105,531.0
PUQ,PMC,OT,OT,130,714.0
JRO,DAR,TC,TC,50,243.0
DFW,DEN,F9,F9,115,560.0
DEN,MSP,F9,F9,110,593.0
DEN,OMA,F9,F9,80,408.0
BEN,ATH,OA,OA,205,401.0
DEN,MSP,F9,F9,110,593.0
LAD,WDH,SW,SW,150,859.0
PMC,PUQ,OT,OT,125,714.0
LAD,WDH,SW,DT,150,859.0
PMC,CCP,OT,OT,60,285.0
BBA,PMC,OT,OT,60,274.0
HIN,SEL,KE,KE,65,163.0
BBA,PMC,OT,OT,60,274.0
PMC,PUQ,OT,OT,125,714.0
IND,ORD,UA,UA,69,159.0
SOF,ATH,OA,OA,75,294.0
LAD,PNR,DT,DT,60,254.0
MBS,ORD,UA,UA,57,192.0
AEP,MVD,PU,PU,38,120.0
BBA,PMC,OT,OT,60,274.0
PMC,SCL,OT,OT,95,497.0
WDH,LAD,SW,DT,200,859.0
SCL,ANF,OT,OT,115,601.0
OMA,BMI,F9,F9,65,320.0
SCL,PMC,OT,OT,100,497.0
SCL,LSQ,OT,OT,60,258.0
ZNZ,DAR,TC,TC,20,43.0
WDH,JNB,SW,SW,105,635.0
SCL,PMC,OT,OT,95,497.0
SCL,CCP,OT,OT,60,231.0
SCL,MDZ,LA,LA,50,102.0
ORD,MSP,UA,UA,88,292.0
USN,SEL,KE,KE,60,169.0
RHO,ATH,OA,OA,0,215.0
OMA,DEN,F9,F9,90,408.0
SCL,ZCO,OT,OT,75,332.0
ORD,CLT,US,US,104,528.0
SCL,ZCO,OT,OT,75,332.0
PHX,DEN,F9,F9,100,531.0
HRE,DAR,TC,TC,130,820.0
HRE,DAR,TC,TC,130,820.0
SCL,CCP,OT,OT,60,231.0
SCL,LSC,OT,OT,60,210.0
WDH,LAD,DT,DT,150,859.0
NLA,JNB,D6,D6,140,789.0
RHO,ATH,OA,OA,0,215.0
NLA,JNB,D6,D6,140,789.0
SCL,PMC,OT,OT,100,497.0
SCL,ANF,OT,OT,115,601.0
SCL,PMC,OT,OT,100,497.0
ORD,TYS,UA,UA,91,415.0
WDH,LAD,SW,SW,150,859.0
ORD,BWI,UA,UA,113,541.0
ROA,PIT,US,US,57,192.0
ORD,ABE,UA,UA,111,570.0
USN,SEL,KE,KE,60,169.0
ORD,IND,UA,UA,61,159.0
WDH,JNB,SW,SW,105,635.0
SCL,PMC,OT,OT,100,497.0
SCL,ZCO,OT,OT,75,332.0
SCL,ZCO,OT,OT,75,332.0
ORD,PIT,UA,UA,84,355.0
SCL,CPO,OT,OT,80,370.0
SCL,ZCO,OT,OT,75,332.0
SCL,LSQ,OT,OT,60,258.0
SCL,IQQ,OT,OT,140,803.0
SEA,DEN,F9,F9,150,890.0
PNH,SIN,VJ,VJ,115,621.0
CCP,SCL,OT,OT,55,231.0
PNH,BKK,VJ,VJ,70,274.0
CCP,PMC,OT,OT,60,285.0
CCP,ZAL,OT,OT,45,187.0
CCP,SCL,OT,OT,55,231.0
CCP,SCL,OT,OT,55,231.0
CCP,SCL,OT,OT,55,231.0
CCP,SCL,OT,OT,55,231.0
TIA,ATH,OA,OA,60,294.0
GAU,IXA,IC,CD,40,136.0
PNH,SIN,VJ,VJ,115,621.0
IQQ,SCL,OT,OT,130,803.0
FCO,VIE,NG,NG,100,428.0
CCP,PMC,OT,OT,60,285.0
IQQ,ANF,OT,OT,45,203.0
GRR,ORD,UA,UA,58,119.0
IQQ,ARI,OT,OT,40,114.0
CCP,SCL,OT,OT,55,231.0
IQQ,ANF,OT,OT,45,203.0
CVG,ORD,UA,UA,88,231.0
PNH,SIN,VJ,VJ,115,621.0
ZRH,ATH,OA,OA,150,892.0
DEN,LAS,F9,F9,110,544.0
MJT,ATH,OA,OA,50,145.0
JRO,MWZ,TC,TC,55,252.0
MDW,DEN,F9,F9,145,779.0
JRO,EBB,TC,TC,70,358.0
LUN,FBM,TC,TC,45,235.0
PUS,UUS,HZ,HZ,185,938.0
LAS,DEN,F9,F9,105,544.0
AEP,PDP,PU,PU,45,180.0
PMC,SCL,OT,OT,95,497.0
IXC,IXL,IC,CD,55,212.0
SLC,DEN,F9,F9,75,341.0
NCE,BRU,SN,SN,105,445.0
LAD,PNR,DT,DT,60,254.0
PMC,BBA,OT,OT,60,274.0
NBO,DAR,TC,TC,70,366.0
PMC,CCP,OT,OT,60,285.0
LAD,WDH,DT,DT,150,859.0
PMC,SCL,OT,OT,95,497.0
BRU,DJE,TU,TU,190,1063.0
BRU,DJE,TU,TU,190,1063.0
SEL,CJU,KE,KE,70,247.0
LSC,SCL,OT,OT,50,210.0
MBA,DAR,TC,TC,45,173.0
SEL,KPO,KE,KE,60,159.0
BRU,NCE,SN,SN,110,445.0
FBM,LUN,TC,6V,45,235.0
LSC,SCL,OT,OT,50,210.0
SEL,HIN,KE,KE,60,163.0
LSC,ANF,OT,OT,80,395.0
SEL,UUS,HZ,HZ,170,900.0
PDP,AEP,PU,PU,45,180.0
PDP,AEP,PU,PU,45,180.0
BKK,PNH,VJ,VJ,70,274.0
BRU,MAN,SN,SN,80,294.0
SEL,USN,KE,KE,60,169.0
FBM,MJM,TC,TC,80,411.0
LSC,ANF,OT,OT,80,395.0
SDD,LAD,DT,DT,70,371.0
BRU,MIR,TU,TU,175,952.0
PDP,AEP,PU,PU,225,180.0
FBM,DAR,TC,TC,130,743.0
BKK,REP,VJ,VJ,45,180.0
TBU,AKL,WR,WR,185,1088.0
BRU,ATH,OA,OA,185,1142.0
PDP,AEP,PU,PU,45,180.0
SEL,USN,KE,KE,60,169.0
BRU,ATH,OA,OA,185,1142.0
MBA,DAR,TC,TC,45,173.0
BRU,MIR,TU,TU,175,952.0
SEL,USN,KE,KE,60,169.0
BRU,ATH,OA,OA,185,1142.0
BTS,TLV,GM,GM,210,1259.0
SXR,IXL,IC,CD,45,137.0
ZCO,ZAL,OT,OT,25,72.0
ATH,HER,OA,OA,55,167.0
BTS,TLV,GM,GM,210,1259.0
TLV,BTS,GM,GM,210,1259.0
EBB,KGL,Y2,YW,55,187.0
MSP,DEN,F9,F9,120,593.0
SFO,DEN,F9,F9,145,841.0
SFO,DEN,F9,F9,145,841.0
JNB,KGL,Y2,YW,240,1466.0
HNL,JON,AQ,AQ,126,716.0
TUN,LYS,TU,TU,110,588.0
ZOS,CCP,OT,OT,55,238.0
IXA,CCU,IC,CD,50,168.0
MJM,FBM,TC,6V,80,411.0
MRS,TUN,TU,TU,100,460.0
IXA,GAU,IC,CD,40,136.0
JNB,NLA,D6,D6,135,789.0
ILM,CLT,US,US,53,161.0
PHL,BOS,US,US,83,247.0
MJM,FIH,TC,TC,95,493.0
TUN,MRS,TU,TU,100,460.0
KGL,JNB,Y2,YW,250,1466.0
DAR,ZNZ,TC,TC,20,43.0
DAR,MWZ,TC,TC,85,456.0
CMH,CLT,US,US,75,307.0
MCO,CLT,US,US,92,404.0
DAR,JRO,TC,TC,50,243.0
ELP,ABQ,F9,F9,50,200.0
CLT,ILM,US,US,49,161.0
DAR,MWZ,TC,TC,85,456.0
CLT,RIC,US,US,60,224.0
DAR,ZNZ,TC,TC,20,43.0
DAR,HRE,TC,TC,130,820.0
CLT,ROA,US,US,50,138.0
KGL,EBB,Y2,YW,55,187.0
IST,ATH,OA,OA,80,302.0
DAR,NBO,TC,TC,70,366.0
MCI,DEN,F9,F9,100,461.0
JNB,EBB,QU,QU,255,1608.0
PNR,LAD,DT,DT,60,254.0
PNR,LAD,DT,DT,60,254.0
JNB,NLA,D6,D6,135,789.0
MVD,SSA,PU,PU,300,1637.0
MVD,AEP,PU,PU,40,120.0
DJE,BRU,TU,TU,200,1063.0
MIR,BRU,TU,TU,180,952.0
SSA,MVD,PU,PU,210,1637.0
ATH,SOF,OA,OA,75,294.0
ATH,MJT,OA,OA,50,145.0
ATH,BEG,OA,OA,95,447.0
BTS,TLV,GM,GM,210,1259.0
ZCO,ZOS,OT,OT,30,120.0
ATH,TIA,OA,OA,65,294.0
ZCO,SCL,OT,OT,70,332.0
ZCO,PMC,OT,OT,40,166.0
ATH,RHO,OA,OA,120,215.0
ZCO,SCL,OT,OT,70,332.0
ARI,IQQ,OT,OT,35,114.0
ZCO,SCL,OT,OT,70,332.0
ATH,MJT,OA,OA,50,145.0
LNZ,FRA,OS,NG,75,248.0
AKL,IUE,WR,WR,1650,1351.0
AKL,TBU,WR,WR,170,1088.0
HER,ATH,OA,OA,50,167.0
ORY,MIR,TU,TU,165,869.0
BTS,LCA,GM,GM,190,1085.0
ATH,IST,OA,OA,80,302.0
HNL,MDY,AQ,AQ,197,
KWA,MAJ,AQ,AQ,52,226.0
PCL,IQT,TJ,TJ,55,293.0
MYW,DAR,TC,TC,45,216.0
JON,MAJ,AQ,AQ,212,
MIR,ORY,TU,TU,170,869.0
DJE,BRU,TU,TU,200,1063.0
ABQ,ELP,F9,F9,50,200.0
DJE,BRU,TU,TU,200,1063.0
MVD,AEP,PU,PU,40,120.0
ABQ,DEN,F9,F9,70,307.0
REP,PNH,VJ,VJ,40,128.0
MWZ,DAR,TC,TC,85,456.0
IAD,FLL,DL,DA,160,787.0
PDX,DEN,F9,F9,145,863.0
MVD,AEP,PU,PU,40,120.0
MWZ,BJM,TC,TC,45,229.0
MWZ,DAR,TC,TC,85,456.0
MWZ,DAR,TC,TC,85,456.0
LCA,BTS,GM,GM,190,1085.0
REP,BKK,VJ,VJ,45,180.0
ABQ,ELP,F9,F9,50,200.0
MVD,AEP,PU,PU,40,120.0
JON,HNL,AQ,AQ,118,716.0
MWZ,JRO,TC,TC,55,252.0
BJM,MWZ,TC,TC,45,229.0
MWZ,JRO,TC,TC,55,252.0
MWZ,DAR,TC,TC,85,456.0
MWZ,JRO,TC,TC,55,252.0
LSQ,CCP,OT,OT,30,
MSP,DEN,F9,F9,120,593.0
ANF,IQQ,OT,OT,45,203.0
SFO,DEN,F9,F9,145,841.0
TBU,AKL,WR,WR,125,1088.0
ANF,IQQ,OT,OT,45,203.0
SAV,CLT,US,US,58,183.0
ZAL,CCP,OT,OT,45,187.0
VIE,FCO,NG,NG,100,428.0
SJO,HAV,LR,LR,140,791.0
ANF,IQQ,OT,OT,45,203.0
FRA,LNZ,OS,NG,70,248.0
TBU,NAN,WR,WR,90,462.0
MIA,SJO,LR,LR,165,983.0
IUE,TBU,WR,WR,60,324.0
SJO,HAV,LR,LR,140,791.0
EBB,DAR,TC,TC,105,591.0
NAN,TBU,WR,WR,90,462.0
EBB,DAR,TC,TC,105,591.0
IQT,PCL,TJ,TJ,55,293.0
ANF,LSC,OT,OT,75,395.0
TLV,BTS,GM,GM,210,1259.0
SJO,MIA,LR,LR,165,983.0
LSQ,CCP,OT,OT,30,
EBB,JNB,QU,QU,255,1608.0
TLV,BTS,GM,GM,210,1259.0
MSP,ORD,UA,UA,87,292.0
SFO,DEN,F9,F9,145,841.0
FIH,MJM,TC,TC,95,493.0
ANF,CPO,OT,OT,50,232.0
EBB,JRO,TC,TC,70,358.0
IUE,TBU,WR,WR,60,324.0
ZAL,ZCO,OT,OT,25,72.0
ANF,SCL,OT,OT,105,601.0
TBU,AKL,WR,WR,185,1088.0
CCU,IXA,IC,CD,50,168.0
ANF,SCL,OT,OT,105,601.0
TBU,AKL,WR,WR,185,1088.0
ANF,LSC,OT,OT,75,395.0
MAJ,JON,AQ,AQ,1633,
JRO,DAR,TC,TC,50,243.0
DEN,PDX,F9,F9,160,863.0
PIT,CLT,US,US,75,323.0
ABE,ORD,UA,UA,133,570.0
DEN,SLC,F9,F9,80,341.0
DEN,SLC,F9,F9,80,341.0
DEN,LAS,F9,F9,110,544.0
DEN,MDW,F9,F9,135,779.0
MAN,BRU,SN,SN,75,294.0
DEN,SLC,F9,F9,85,341.0
IXL,SXR,IC,CD,45,137.0
DEN,OMA,F9,F9,80,408.0
LUN,FBM,TC,TC,45,235.0
SIN,PNH,VJ,VJ,115,621.0
JRO,ZNZ,TC,TC,45,210.0
SIN,PNH,VJ,VJ,115,621.0
PUQ,PMC,OT,OT,130,714.0
DEN,SEA,F9,F9,165,890.0
MAJ,KWA,AQ,AQ,51,226.0
DEN,DFW,F9,F9,110,560.0
BEN,ATH,OA,OA,205,401.0
DEN,ABQ,F9,F9,70,307.0
PIT,ORD,UA,UA,101,355.0
DEN,OMA,F9,F9,80,408.0
SIN,PNH,VJ,VJ,115,621.0
DEN,SFO,F9,F9,165,841.0
PIT,CMH,US,US,49,123.0
DEN,SFO,F9,F9,165,841.0
MDZ,SCL,LA,LA,50,102.0
JRO,MWZ,TC,TC,55,252.0
JRO,MWZ,TC,TC,55,252.0
IXL,IXC,IC,CD,55,212.0
JRO,DAR,TC,TC,50,243.0
JRO,DAR,TC,TC,50,243.0
MDW,DEN,F9,F9,150,779.0
DEN,MCI,F9,F9,90,461.0
DEN,ABQ,F9,F9,70,307.0
DEN,DFW,F9,F9,110,560.0
ALB,MCO,DL,DA,180,941.0
DEN,OMA,F9,F9,80,408.0
JRO,MWZ,TC,TC,55,252.0
PUQ,PMC,OT,OT,130,714.0
MDY,HNL,AQ,AQ,174,
ATH,BEN,OA,OA,1410,401.0
ATH,BRU,OA,OA,205,1142.0
ATH,TIA,OA,OA,65,294.0
UUS,SEL,HZ,HZ,190,900.0
ATH,MJT,OA,OA,50,145.0
ATH,RHO,OA,OA,120,215.0
AKL,TBU,WR,WR,170,1088.0
ATH,ZRH,OA,OA,170,892.0
ATH,KVA,OA,OA,60,188.0
CPO,SCL,OT,OT,75,370.0
ZCO,SCL,OT,OT,70,332.0
ZCO,SCL,OT,OT,70,332.0
ATH,MJT,OA,OA,50,145.0
ATH,BEN,OA,OA,1410,401.0
UUS,PUS,HZ,HZ,200,938.0
LNZ,FRA,OS,NG,75,248.0
LNZ,FRA,OS,NG,75,248.0
LRU,ALM,YV,ZV,40,61.0
PHX,PRC,HP,YV,42,75.0
FPO,FLL,CO,3M,40,84.0
ICT,MCI,US,ZV,55,164.0
EOH,CAQ,VX,VX,50,86.0
CVN,ABQ,YV,ZV,60,175.0
COS,DEN,YV,ZV,35,65.0
ORD,SPI,UA,ZK,57,153.0
CID,MKE,YX,AL,60,181.0
FNT,CLE,CO,CO,60,127.0
PWM,YUL,AC,QK,70,184.0
IAD,BKW,US,9L,70,187.0
BOS,EWR,CO,CO,74,174.0
MSY,SHV,US,ZV,75,237.0
BHQ,ADL,AN,KD,75,236.0
GCK,DEN,UA,ZK,70,216.0
LYH,CLT,US,ED,68,156.0
SHV,MSY,US,ZV,75,237.0
BIL,HLN,GQ,GQ,58,153.0
BDL,EWR,CO,CO,59,99.0
RIW,DEN,UA,ZK,76,260.0
DEN,EAR,UA,ZK,75,262.0
PIT,PKB,US,ZV,45,85.0
MKE,ATW,YX,AL,40,80.0
LYS,BLQ,AF,YS,90,272.0
OGS,ART,US,ZV,20,50.0
TAM,REX,AM,5D,70,223.0
CUL,LAP,AM,5D,55,168.0
DRW,MNG,TL,TL,70,196.0
JAX,TLH,US,ZV,60,136.0
PPG,FGI,PH,PH,40,64.0
STL,MKE,YX,AL,95,275.0
KMA,POM,CG,CG,55,121.0
GBD,HYS,US,ZV,18,34.0
BNA,LIT,US,ZV,80,279.0
HYA,LGA,US,9L,70,170.0
DIK,ISN,UA,ZK,37,89.0
MWA,STL,TW,3C,48,90.0
YQT,YXL,JV,JV,50,144.0
MHT,EWR,CO,CO,74,185.0
GTF,GEG,GQ,GQ,85,252.0
BNA,STL,TW,3C,90,235.0
PQQ,SYD,VQ,VQ,60,178.0
DUJ,PIT,US,ZV,40,75.0
BLA,PZO,3B,3B,45,162.0
PAC,OTD,WL,WL,15,21.0
YKF,YOW,PD,PD,70,237.0
MKY,BMP,BH,BH,20,27.0
RTB,LCE,P4,P4,15,37.0
WYA,ADL,UQ,UQ,45,126.0
GCK,MCI,US,ZV,80,295.0
YYY,YUL,AC,QK,93,298.0
RDU,CAE,JI,3C,65,108.0
RDU,EWN,JI,3C,40,101.0
YVO,YQB,AC,QK,77,273.0
MLS,GDV,GQ,GQ,30,60.0
PHL,ACY,US,ZV,40,44.0
RDU,CAE,JI,3C,70,108.0
YJT,YYT,WJ,WJ,60,239.0
PHL,GON,US,ZV,75,172.0
MSN,MKE,YX,AL,35,63.0
TNG,CMN,FN,FN,55,171.0
PHL,ITH,US,ZV,80,169.0
IAH,TUL,CO,CO,83,381.0
YYZ,GRR,YX,AL,90,264.0
CLT,AGS,US,ED,60,116.0
SYD,ADL,QF,QF,120,633.0
SDF,IAH,CO,CO,146,688.0
GSP,RDU,JI,3C,70,177.0
SLN,HYS,UA,ZK,35,78.0
MHK,MCI,US,ZV,35,89.0
CVG,MKE,YX,AL,95,280.0
LYS,ETZ,AF,YS,65,204.0
BHB,RKD,US,9L,20,43.0
GSP,RDU,JI,3C,70,177.0
LYS,ZRH,AF,YS,70,180.0
FKL,PIT,US,ZV,35,59.0
VLI,HIR,IE,IE,120,696.0
CHS,RDU,JI,3C,70,186.0
ORD,IAH,CO,CO,153,811.0
EAR,DEN,UA,ZK,83,262.0
PHX,FMN,HP,YV,90,275.0
LEX,CLT,US,ED,90,247.0
TPA,CLE,CO,CO,148,815.0
CBR,MEL,QF,QF,60,254.0
YYT,YYR,WJ,WJ,120,454.0
YYZ,MHT,AC,GG,105,360.0
THG,BNE,YC,YC,65,228.0
TPA,EYW,US,ZV,65,212.0
MSY,EWR,CO,CO,183,1020.0
ADL,WYA,AN,KD,45,126.0
LAS,ELY,OQ,OQ,85,189.0
DSM,MCI,US,ZV,50,140.0
AEP,MDQ,AR,AR,70,205.0
YAY,YYR,WJ,WJ,60,197.0
CUM,CCS,3B,3B,50,165.0
IND,IAH,CO,CO,149,733.0
MYA,MIM,AN,ZL,25,60.0
MBS,PIT,US,ZV,80,254.0
LOV,MTY,AM,5D,40,91.0
NAS,MIA,CO,3M,65,157.0
EOH,MZL,VX,VX,35,65.0
EOH,MTR,MM,MM,75,162.0
GDL,IAH,CO,CO,136,721.0
SPI,ORD,UA,ZK,58,153.0
ACY,PHL,US,ZV,45,44.0
ACY,BWI,US,ZV,50,100.0
ITH,PHL,US,ZV,80,169.0
DSM,MCI,US,ZV,50,140.0
DSM,MCI,US,ZV,50,140.0
GDL,PVR,AM,5D,40,107.0
IAD,IAH,CO,CO,200,1037.0
ABQ,LRU,YV,ZV,55,168.0
ABQ,ALM,YV,ZV,50,135.0
ETZ,LYS,AF,YS,65,204.0
IAD,CLE,CO,CO,85,260.0
ETZ,NTE,IJ,ID,115,342.0
PTJ,MGB,AN,KD,20,53.0
IAD,PHL,UA,DH,65,115.0
LBE,PIT,US,ZV,34,45.0
TUS,IAH,CO,CO,141,816.0
BOS,EWR,CO,CO,80,174.0
GBJ,PTP,TX,TX,20,32.0
IAD,SCE,UA,DH,60,121.0
IAD,SHD,UA,DH,49,81.0
SYD,ASP,QF,QF,190,1102.0
SNA,IAH,CO,CO,188,1170.0
PHX,FHU,HP,YV,57,139.0
BRL,STL,TW,3C,60,122.0
RDG,PHL,US,ZV,35,49.0
VLI,NAN,IE,IE,90,529.0
CCS,BNS,3B,3B,60,225.0
COS,IAH,CO,CO,140,710.0
DBQ,ORD,UA,ZK,50,128.0
CJS,HMO,AM,5D,90,282.0
BUF,IAD,UA,DH,90,253.0
BRL,ORD,UA,ZK,58,164.0
POM,KMA,CG,CG,55,121.0
LGA,ACK,US,9L,70,175.0
BRL,ORD,UA,ZK,58,164.0
MGB,MEL,UQ,UQ,55,197.0
ORD,TVC,UA,ZK,63,194.0
BOO,VRY,L5,L5,25,46.0
CCS,CZE,3B,3B,50,173.0
CCS,CUP,3B,3B,60,218.0
PHX,PGA,OQ,OQ,75,217.0
ORD,DBQ,UA,ZK,49,128.0
SLP,GDL,AM,5D,55,169.0
ORD,BRL,UA,ZK,60,164.0
PRC,PHX,HP,YV,45,75.0
ORD,ALO,UA,ZK,68,200.0
BUF,EWR,CO,CO,88,246.0
SLP,QRO,AM,5D,40,108.0
CCS,CUM,3B,3B,50,165.0
VLI,NAN,IE,IE,90,529.0
LGA,LEB,US,9L,75,186.0
GSO,EWR,CO,CO,100,392.0
CCS,VLV,3B,3B,60,223.0
PRC,IGM,HP,YV,35,85.0
PHX,YUM,OQ,OQ,50,137.0
GDT,PLS,RU,RU,25,67.0
ORD,SPI,UA,ZK,57,153.0
ROW,DFW,YV,ZV,110,382.0
ORD,TVC,UA,ZK,63,194.0
CVN,ABQ,YV,ZV,60,175.0
CCS,SOM,3B,3B,60,190.0
RDG,PHL,US,ZV,35,49.0
LEX,CLE,CO,CO,90,240.0
SFG,SBH,TX,TX,15,23.0
LGA,LEB,US,9L,75,186.0
PEU,LCE,P4,P4,60,26.0
GSO,IAD,UA,DH,80,208.0
VLI,HIR,IE,IE,120,696.0
SNA,IAH,CO,CO,190,1170.0
PHX,YUM,OQ,OQ,50,137.0
ORD,IAH,CO,CO,158,811.0
LBL,DDC,UA,ZK,30,63.0
YOW,YYB,JV,JV,55,172.0
MNG,MGT,TL,TL,30,43.0
CVN,HOB,YV,ZV,45,108.0
GDT,XSC,RU,RU,10,31.0
BUF,IAD,UA,DH,90,253.0
FDF,SLU,TX,TX,25,36.0
CCS,BNS,3B,3B,60,225.0
PHX,SOW,OQ,OQ,50,118.0
ORD,RHI,UA,ZK,74,232.0
CCS,MRD,3B,3B,80,277.0
ROW,ABQ,YV,ZV,50,148.0
CCS,LSP,3B,3B,60,199.0
MGB,MEL,AN,KD,60,197.0
ORD,EWR,CO,CO,134,625.0
AUS,IAH,CO,CO,55,120.0
OMA,MCI,US,ZV,50,130.0
GSO,IAH,CO,CO,170,856.0
ROW,DFW,YV,ZV,110,382.0
OMA,MCI,US,ZV,50,130.0
LGA,ACK,US,9L,75,175.0
YOW,YQB,AC,QK,62,197.0
PHX,YUM,OQ,OQ,50,137.0
EWR,DFW,CO,CO,224,1193.0
EWR,ORD,CO,CO,176,625.0
MEL,BNE,QF,QF,125,744.0
YUM,PHX,OQ,OQ,50,137.0
EWR,MIA,CO,CO,191,952.0
MYC,MRD,3B,3B,60,215.0
BKX,MSP,UA,ZK,54,162.0
NAN,VLI,IE,IE,100,529.0
MSP,JMS,UA,ZK,80,261.0
SYD,BNE,QF,QF,85,408.0
EWR,MSY,CO,CO,200,1020.0
CNM,ABQ,YV,ZV,65,202.0
OOL,SYD,QF,QF,80,368.0
CLE,LGA,CO,CO,95,365.0
IAH,JFK,CO,CO,225,1231.0
PIR,DEN,UA,ZK,95,333.0
IAH,CMH,CO,CO,150,858.0
CMN,TNG,FN,FN,55,171.0
LIT,XNA,US,ZV,45,141.0
XSC,PLS,RU,RU,20,36.0
MCI,ICT,US,ZV,55,164.0
IAH,MSP,CO,CO,175,911.0
UII,LCE,P4,P4,10,22.0
CLO,MZL,VX,VX,50,107.0
IAH,JAX,CO,CO,125,709.0
CLT,HKY,US,ED,30,41.0
CLT,CSG,US,ED,110,255.0
MCO,VPS,US,ZV,95,297.0
CMH,IAH,CO,CO,161,858.0
IAH,MSP,CO,CO,164,911.0
IAH,CMH,CO,CO,150,858.0
CLT,PGV,US,ED,70,176.0
ELP,IAH,CO,CO,114,586.0
YYB,YOW,JV,JV,55,172.0
JFK,IAH,CO,CO,229,1231.0
FWA,CLE,CO,CO,63,153.0
AZO,CLE,CO,CO,78,168.0
GRR,YYZ,YX,AL,79,264.0
AZO,CLE,CO,CO,75,168.0
TAM,MTY,AM,5D,70,241.0
HYS,DEN,UA,ZK,83,258.0
JAX,IAH,CO,CO,140,709.0
GRR,MKE,YX,AL,45,107.0
CID,MCI,US,ZV,65,207.0
DRW,MNG,TL,TL,70,196.0
MXL,HMO,AM,5D,90,303.0
FWA,MKE,YX,AL,65,171.0
GSP,RDU,US,ED,70,177.0
PPG,FGI,PH,PH,40,64.0
IAH,PVD,CO,CO,208,1354.0
THG,BNE,AN,YC,65,228.0
IAH,DTW,CO,CO,161,934.0
MTR,EOH,MM,MM,75,162.0
IAH,MCI,CO,CO,109,565.0
RKD,AUG,US,9L,20,31.0
MCO,PFN,US,ZV,90,246.0
CMH,IAH,CO,CO,161,858.0
XSC,GDT,RU,RU,5,31.0
IAH,IND,CO,CO,132,733.0
YBC,YQB,AC,QK,65,196.0
IAH,SNA,CO,CO,214,1170.0
CLT,CSG,US,ED,100,255.0
MCI,MHK,US,ZV,35,89.0
MCI,MHK,US,ZV,35,89.0
BWI,ACY,US,ZV,50,100.0
MCI,OMA,US,ZV,50,130.0
NTL,OOL,VQ,VQ,80,292.0
MCI,MHK,US,ZV,35,89.0
CLT,HKY,US,ED,30,41.0
IAH,DTW,CO,CO,162,934.0
IAH,ELP,CO,CO,114,586.0
AMA,DEN,UA,ZK,91,314.0
CLT,HKY,US,ED,35,41.0
CNY,SLC,OQ,OQ,60,162.0
HOB,DFW,GQ,GQ,110,311.0
CLT,IAH,CO,CO,166,794.0
NTL,BNE,VQ,VQ,95,333.0
BWI,EWR,CO,CO,66,149.0
MRD,CCS,3B,3B,80,277.0
LRU,ALM,YV,ZV,40,61.0
HII,PHX,HP,YV,63,135.0
OAK,IAH,CO,CO,238,1417.0
RDU,EWR,CO,CO,82,368.0
QRO,GDL,AM,5D,55,179.0
RDU,ILM,JI,3C,49,113.0
PHL,ITH,US,ZV,70,169.0
HTS,CLT,US,ED,85,207.0
JBR,ELD,GQ,GQ,60,195.0
RDU,EWR,CO,CO,95,368.0
LCE,RTB,P4,P4,15,37.0
PHL,LEB,US,ZV,90,266.0
YJT,YYT,PB,PB,70,239.0
TNG,CMN,FN,FN,55,171.0
OSH,ORD,UA,ZK,48,119.0
ELC,MNG,TL,TL,30,78.0
ATL,EWR,CO,CO,129,656.0
MEL,AKL,QF,QF,220,1426.0
CLE,MDT,CO,CO,85,244.0
EWR,BNA,CO,CO,150,655.0
ELY,LAS,OQ,OQ,90,189.0
FLL,FPO,CO,3M,40,84.0
HMO,MXL,AM,5D,90,303.0
SYD,MEL,QF,QF,80,381.0
EWR,DCA,CO,CO,85,177.0
EWR,GSO,CO,CO,109,392.0
CLE,IAH,CO,CO,185,951.0
SYD,MCY,QF,QF,90,460.0
BNE,MEL,QF,QF,135,744.0
CLE,SBN,CO,CO,81,196.0
EWR,BOS,CO,CO,68,174.0
MSP,JMS,UA,ZK,80,261.0
MEL,MGB,UQ,UQ,70,197.0
BNE,SYD,QF,QF,90,408.0
YSB,YYB,JV,JV,30,62.0
CNM,HOB,GQ,GQ,25,63.0
