Origin,Destination,Marketing_Airline,Operating_Airline,Flight_Duration,Distance,Narrow_Set
SFO,NRT,TG,UA,655,4445.0,0
SYD,SIN,SR,QF,465,3422.0,1
MIA,CDG,CO,AF,510,3996.0,1
FRA,ATL,UA,LH,615,4017.0,0
MEL,KUL,KL,MH,470,3434.0,0
MIA,MAD,AA,IB,495,3842.0,0
SFO,NRT,UA,NH,675,4445.0,1
MEL,BKK,BA,QF,530,3987.0,0
YYC,FRA,LH,AC,560,4073.0,0
MEL,SIN,LH,SQ,445,3282.0,1
MIA,GRU,AA,JJ,477,3577.0,0
EWR,FCO,AZ,CO,495,3732.0,1
MSP,LGW,KL,NW,490,3498.0,0
DTW,CDG,KL,NW,485,3452.0,1
FRA,IAD,UA,LH,555,3549.0,0
FRA,MEX,SK,LH,740,5176.0,0
BNE,SIN,BA,QF,445,3332.0,1
FRA,SIN,AN,SQ,710,5566.0,0
SFO,TPE,TG,UA,835,5617.0,1
TLV,BKK,TG,LY,640,3762.0,0
MSP,HNL,CO,NW,517,3456.0,0
SFO,AMS,NW,KL,620,4760.0,1
FRA,JFK,UA,LH,515,3355.0,0
MEL,SIN,BA,QF,440,3282.0,0
FRA,BKK,LH,TG,610,4873.0,1
TLV,BKK,TG,LY,640,3762.0,0
SYD,SIN,LH,SQ,460,3422.0,1
DTW,PVG,KL,NW,900,6203.0,0
SFO,FRA,SK,LH,630,4955.0,1
FRA,ORD,TG,LH,560,3774.0,1
MIA,CDG,CO,AF,510,3996.0,1
TLV,BKK,TG,LY,640,3762.0,0
BNE,BKK,LH,TG,550,3939.0,1
FRA,MAA,UA,LH,530,4116.0,1
DTW,PEK,KL,NW,835,5756.0,0
FRA,YYZ,SK,AC,510,3437.0,1
FRA,MIA,TG,LH,610,4204.0,0
MEL,SIN,SQ,AN,445,3282.0,0
FRA,LAX,LH,NZ,735,5046.0,1
DTW,NGO,CO,NW,810,5688.0,0
MIA,GRU,UA,RG,465,3577.0,0
FRA,YUL,SK,AC,490,3175.0,0
MIA,FRA,SK,LH,525,4204.0,1
FRA,PEK,LH,CA,560,4212.0,0
FRA,GIG,RG,LH,725,5205.0,0
FRA,BOS,UA,LH,490,3189.0,0
NAN,LAX,LH,NZ,630,4816.0,0
FRA,EZE,SK,LH,825,6252.0,0
EWR,CPH,AC,SK,450,3362.0,0
PEK,FRA,CA,LH,610,4212.0,1
SYD,SIN,SQ,AN,460,3422.0,0
SYD,KUL,KL,MH,480,3579.0,0
SYD,KUL,OS,NG,480,3579.0,0
FRA,ORD,UA,LH,560,3774.0,1
SFO,FRA,UA,LH,630,4955.0,1
FRA,DFW,SK,LH,665,4469.0,0
SFO,KIX,NH,UA,710,4697.0,0
SYD,BKK,AY,QF,540,4085.0,0
SFO,CDG,DL,AF,635,4855.0,0
EWR,ARN,LH,SK,475,3412.0,0
SYD,GMP,QF,OZ,635,4543.0,0
DTW,AMS,KL,NW,465,3432.0,1
FRA,LAX,NZ,LH,735,5046.0,1
SYD,LAX,NZ,UA,805,6536.0,1
SFO,NRT,CO,NW,680,4445.0,1
MIA,IST,AA,TK,660,5188.0,0
FRA,ATL,TG,LH,615,4017.0,0
FRA,YYZ,LH,AC,510,3437.0,0
FRA,JFK,TW,KU,510,3355.0,1
FRA,SIN,NZ,LH,700,5566.0,1
FRA,GRU,LH,RG,719,5323.0,0
EWR,LHR,SK,UA,405,3010.0,1
FRA,LAX,SK,LH,700,5046.0,0
SYD,LAX,UA,NZ,825,6536.0,0
MEL,LAX,AN,UA,850,6912.0,1
YYC,LHR,SK,AC,525,3795.0,0
SFO,SYD,AN,UA,865,6477.0,0
SFO,TPE,AA,BR,835,5617.0,1
FRA,BKK,TG,LH,615,4873.0,0
FRA,ORD,LH,UA,559,3774.0,0
DTW,PEK,CA,NW,835,5756.0,1
DTW,FCO,KL,NW,530,4029.0,1
FRA,PVG,CA,LH,620,4795.0,1
FRA,JNB,SA,LH,615,4728.0,1
FRA,LAX,LH,NZ,735,5046.0,1
YYC,LHR,SK,AC,525,3795.0,0
EWR,AMS,NW,KL,455,3180.0,0
EWR,LGW,CO,VS,400,3020.0,1
FRA,YVR,AC,LH,630,4363.0,0
SYD,SIN,LH,SQ,460,3422.0,1
VIE,KIX,NH,OS,670,4875.0,1
SYD,LAX,AA,QF,810,6536.0,1
VIE,NRT,NH,OS,690,4950.0,0
FRA,SIN,SQ,LH,735,5566.0,0
FRA,SFO,SK,LH,690,4955.0,0
SYD,HNL,AA,QF,600,4438.0,0
VIE,MRU,OS,MK,660,4709.0,0
SYD,PVG,QF,MU,595,4284.0,1
EWR,OSL,LH,SK,440,3211.0,1
VIE,KUL,OS,NG,650,5103.0,0
VIE,NRT,OS,NH,655,4950.0,1
DTW,FRA,UA,LH,490,3622.0,0
DTW,FCO,AZ,NW,530,4029.0,1
EWR,GIG,NW,CO,585,4219.0,0
MSP,AMS,KL,NW,495,3619.0,1
FRA,YYC,SK,AC,590,4073.0,0
SYD,KIX,NH,AN,575,4242.0,0
YYC,FRA,SK,AC,560,4073.0,1
MIA,GIG,UA,RG,440,3652.0,0
NAN,LAX,AA,FJ,615,4816.0,0
SFO,NRT,AA,JL,660,4445.0,1
SFO,LHR,CO,VS,585,4666.0,0
FRA,ORD,LH,UA,559,3774.0,1
EWR,DUS,UA,LH,435,3267.0,1
FRA,PHL,UA,LH,545,3436.0,0
EWR,CDG,AF,CO,430,3174.0,0
FRA,ATL,SK,LH,615,4017.0,0
EWR,GIG,NW,CO,585,4219.0,0
MEL,SGN,QF,VN,515,3641.0,1
SYD,SIN,AN,SQ,460,3422.0,0
EWR,ARN,UA,SK,475,3412.0,0
TLV,JNB,SA,LY,545,3544.0,0
MIA,MAD,AA,IB,495,3842.0,0
EWR,CPH,LH,SK,450,3362.0,0
VIE,JNB,SK,OS,630,4540.0,0
FRA,DTW,KL,NW,550,3622.0,1
FRA,DFW,UA,LH,665,4469.0,1
FRA,IAH,UA,LH,685,4550.0,0
DTW,AMS,KL,NW,465,3432.0,1
MEL,SIN,SQ,LH,445,3282.0,1
SFO,TPE,CO,BR,835,5617.0,0
BNE,SIN,LH,SQ,450,3332.0,0
FRA,IAD,LH,UA,545,3549.0,1
SYD,BKK,LH,TG,560,4085.0,1
MIA,CDG,CO,AF,510,3996.0,1
MEL,LAX,AA,QF,855,6912.0,0
NAN,LAX,QF,FJ,615,4816.0,1
FRA,IAD,TG,LH,555,3549.0,0
SYD,KIX,QF,JL,570,4242.0,1
DTW,PVG,CA,NW,900,6203.0,1
FRA,BKK,BA,QF,635,4873.0,0
EWR,FRA,UA,LH,445,3363.0,0
EWR,ZRH,AA,SR,450,3430.0,1
PEK,DTW,CA,NW,780,5756.0,0
SFO,MXP,NW,RD,690,5167.0,1
EWR,GRU,NW,CO,570,4183.0,0
EWR,PRG,CO,OK,490,3561.0,0
SYD,SIN,AN,SQ,460,3422.0,0
PEK,DTW,KL,NW,780,5756.0,1
FRA,EWR,UA,LH,525,3363.0,0
VIE,JFK,UA,OS,595,3687.0,1
YVR,LHR,SK,AC,560,4100.0,0
VIE,IAD,UA,OS,610,3880.0,0
DTW,HNL,CO,NW,585,3887.0,0
FRA,IAH,SK,LH,685,4550.0,1
MEL,SIN,LH,SQ,445,3282.0,1
PEK,LAX,NW,CA,720,5423.0,0
FRA,SIN,SQ,LH,700,5566.0,1
FRA,YUL,SK,AC,500,3175.0,0
FRA,MEX,MX,LH,740,5176.0,1
SFO,NRT,NH,UA,655,4445.0,1
FRA,DTW,UA,LH,555,3622.0,0
EWR,MUC,UA,LH,460,3521.0,1
TLV,JNB,SA,LY,545,3544.0,0
SYD,GMP,QF,OZ,645,4543.0,1
EWR,WAW,AA,LO,495,3717.0,0
FRA,SIN,LH,SQ,710,5566.0,0
IAH,FRA,UA,LH,605,4550.0,0
WAW,ORD,AA,LO,615,4071.0,1
GRU,LAX,NH,RG,730,5382.0,0
LHR,JFK,CO,VS,460,3002.0,1
GRU,MIA,RG,UA,490,3577.0,1
CMN,JFK,DL,AT,455,3141.0,1
GRU,FRA,LH,RG,694,5323.0,1
GRU,JFK,UA,RG,575,4170.0,0
LHR,EWR,GF,AA,485,3010.0,1
GRU,LAX,UA,RG,724,5382.0,0
AVI,ZRH,SR,SR,575,4354.0,0
LHR,LAX,SK,UA,680,4742.0,0
GRU,ORD,RG,UA,620,4584.0,0
WAW,JFK,AA,LO,590,3712.0,1
GRU,MUC,LH,RG,720,5353.0,0
LHR,YYZ,SQ,AC,495,3091.0,0
LHR,BKK,QF,BA,680,5188.0,0
YYZ,FCO,AZ,CP,505,3840.0,0
LHR,SIN,BA,QF,760,5894.0,1
LHR,YVR,SK,AC,605,4100.0,0
GRU,JNB,RG,SA,480,4031.0,0
YYZ,FRA,SK,AC,445,3437.0,0
NGO,DTW,KL,NW,700,5688.0,1
LHR,YYZ,SK,AC,475,3091.0,1
LHR,ORD,TG,UA,535,3434.0,1
YYZ,LHR,AY,BA,425,3091.0,0
IAH,CDG,CO,AF,560,4373.0,1
LHR,JFK,TW,KU,455,3002.0,0
LHR,EWR,CO,VS,460,3010.0,0
GRU,ZRH,SN,SR,675,5226.0,1
LHR,LAX,GF,AA,660,4742.0,0
YYZ,HNL,UA,AC,610,4045.0,0
LHR,SIN,QF,BA,770,5894.0,0
IST,JFK,AA,TK,660,4349.0,0
NGO,LAX,NH,RG,585,4906.0,1
LHR,SIN,AN,SQ,760,5894.0,1
GRU,EWR,NW,CO,575,4183.0,0
LHR,SFO,CO,VS,665,4666.0,1
MCO,LGW,CO,VS,470,3779.0,1
NGO,DTW,CO,NW,700,5688.0,0
GRU,MIA,AA,JJ,490,3577.0,0
GRU,ZRH,SN,SR,675,5226.0,0
CMN,BAH,AT,GF,420,3033.0,0
GRU,LHR,SK,RG,680,5140.0,1
NGO,HNL,UA,NH,400,3494.0,0
LHR,SIN,AC,SQ,760,5894.0,1
IAH,NRT,NW,CO,840,5765.0,1
IST,GMP,OZ,TK,590,4296.0,0
IAH,CDG,AF,CO,555,4373.0,1
GRU,MAD,JK,RG,610,4549.0,0
UVF,ORY,IJ,IW,500,3754.0,0
CMN,AUH,AT,GF,450,3276.0,0
WAW,ORD,AA,LO,615,4071.0,0
LHR,SIN,SQ,NZ,760,5894.0,1
GIG,MIA,UA,RG,515,3652.0,1
LHR,JFK,TG,UA,485,3002.0,1
GRU,IAH,NW,CO,585,4294.0,0
YYZ,HNL,NZ,AC,600,4045.0,1
GIG,FRA,RG,LH,685,5205.0,0
GIG,EWR,NW,CO,600,4219.0,1
GRU,CDG,AF,JJ,690,5115.0,0
IST,ORD,AA,TK,705,4755.0,0
IAH,HNL,NW,CS,495,3394.0,0
YYZ,MUC,SK,AC,480,3598.0,1
LHR,SIN,BA,QF,755,5894.0,1
IST,KIX,JL,TK,630,4733.0,0
GIG,ZRH,SN,SR,660,5105.0,1
LHR,IAD,CO,VS,505,3196.0,0
LHR,BKK,QF,BA,680,5188.0,0
LHR,MIA,GF,AA,555,3849.0,0
GRU,MCO,DL,TR,522,3740.0,0
YYZ,MUC,LH,AC,480,3598.0,1
YYZ,LHR,SK,AC,430,3091.0,0
IAH,GRU,NW,CO,590,4294.0,1
GRU,LAX,UA,RG,720,5382.0,0
LHR,YYC,SK,AC,560,3795.0,1
YYZ,FRA,LH,AC,445,3437.0,1
IAH,AMS,NW,KL,540,4361.0,1
NGO,LAX,AA,JL,590,4906.0,1
GRU,FRA,LH,RG,634,5323.0,1
YYZ,LHR,SQ,AC,430,3091.0,0
YYZ,FRA,AC,LH,450,3437.0,1
LHR,SFO,SK,UA,660,4666.0,0
NGO,DTW,KL,NW,700,5688.0,0
ORY,PTP,AF,AF,510,3666.0,1
PTP,ORY,AF,AF,480,3666.0,1
FDF,ORY,AF,AF,490,3717.0,0
ORY,FDF,AF,AF,515,3717.0,1
KIX,BNE,AN,AN,505,3883.0,1
LHR,LAX,NZ,NZ,690,4742.0,0
LAX,AKL,NZ,NZ,765,5690.0,0
LAX,AKL,NZ,NZ,765,5690.0,1
LHR,SIN,SQ,NZ,760,5894.0,0
LAX,SYD,NZ,NZ,880,6536.0,0
LAX,AKL,NZ,NZ,765,5690.0,0
LAX,AKL,NZ,NZ,765,5690.0,0
LAX,AKL,NZ,NZ,765,5690.0,0
SYD,LAX,NZ,NZ,825,6536.0,1
SYD,KIX,AN,AN,575,4242.0,0
MXP,JFK,AZ,RD,535,3475.0,1
FCO,JFK,AZ,RD,565,3723.0,1
JFK,FCO,AZ,RD,485,3723.0,1
JFK,MXP,AZ,RD,460,3475.0,1
EZE,MAD,IB,IB,695,5480.0,1
MAD,EZE,IB,IB,735,5480.0,1
MAD,MEX,IB,IB,705,4906.0,0
MEX,MAD,IB,IB,610,4906.0,0
SFO,TPE,CI,CI,840,5617.0,1
TPE,SFO,CI,CI,630,5617.0,1
LAX,TPE,CI,CI,860,5901.0,0
TPE,LAX,CI,CI,680,5901.0,0
JFK,CDG,AF,AF,420,3166.0,0
CDG,EWR,AF,AF,500,3174.0,1
CDG,JFK,AF,AF,485,3166.0,1
EWR,CDG,AF,AF,420,3174.0,1
CDG,LAX,AF,AF,705,4930.0,0
LAX,CDG,AF,AF,630,4930.0,0
CDG,NRT,AF,AF,699,5248.0,1
NRT,CDG,AF,AF,750,5248.0,0
AMS,DTW,NW,NW,525,3432.0,0
DTW,AMS,NW,NW,450,3432.0,0
DTW,KIX,NW,NW,845,5746.0,0
DTW,NRT,NW,NW,805,5550.0,0
KIX,DTW,NW,NW,730,5746.0,0
JFK,NRT,NW,NW,845,5852.0,1
NRT,JFK,NW,NW,740,5852.0,1
NRT,DTW,NW,NW,690,5550.0,0
JFK,LHR,VS,VS,400,3002.0,1
IAD,LHR,VS,VS,410,3196.0,1
SFO,LHR,VS,VS,585,4666.0,0
EWR,LHR,VS,VS,400,3010.0,1
LAX,LHR,VS,VS,600,4742.0,1
KUL,LHR,MH,MH,840,5744.0,1
KUL,LHR,VS,MH,840,5744.0,1
KUL,LHR,VS,MH,840,5744.0,1
KUL,LHR,MH,MH,840,5744.0,1
LHR,KUL,VS,MH,750,5744.0,1
LHR,SFO,VS,VS,665,4666.0,1
LHR,KUL,VS,MH,750,5744.0,0
LHR,LAX,VS,VS,685,4742.0,1
LHR,IAD,VS,VS,505,3196.0,1
LHR,KUL,MH,MH,750,5744.0,0
LHR,JFK,VS,VS,460,3002.0,1
LHR,KUL,MH,MH,750,5744.0,0
LHR,EWR,VS,VS,460,3010.0,0
BOS,FRA,LH,LH,415,3189.0,1
FRA,EWR,LH,LH,525,3363.0,1
HNL,NGO,JL,JL,550,3494.0,1
IAD,FRA,LH,LH,455,3549.0,1
ORD,FRA,LH,LH,495,3774.0,0
LGW,EWR,VS,VS,460,3020.0,0
LGW,MIA,VS,VS,585,3857.0,1
LGW,MCO,VS,VS,565,3779.0,1
NRT,BNE,JL,JL,520,3901.0,0
LHR,YVR,BA,BA,580,4100.0,1
YYZ,FRA,LH,LH,450,3437.0,0
YYZ,AMS,KL,KL,425,3248.0,1
MCO,LGW,VS,VS,470,3779.0,0
LHR,DEL,BA,BA,505,3645.0,1
NGO,HNL,JL,JL,400,3494.0,0
LHR,MIA,BA,BA,590,3849.0,1
NGO,HNL,NH,NH,400,3494.0,0
YVR,LHR,BA,BA,555,4100.0,1
MIA,MAD,IB,IB,495,3842.0,0
SEA,NRT,NW,NW,625,4136.0,1
JFK,FRA,LH,LH,435,3355.0,1
LHR,SEA,BA,BA,590,4174.0,0
LHR,BOM,BA,BA,530,3908.0,0
FUK,HNL,JO,JO,435,3817.0,0
SEA,LHR,BA,BA,565,4174.0,1
SYD,NRT,JL,JL,575,4274.0,1
FRA,JFK,LH,LH,510,3355.0,1
FRA,PEK,LH,LH,550,4212.0,1
JNB,FRA,LH,LH,625,4728.0,0
HNL,MSP,NW,NW,457,3456.0,0
HNL,NRT,NW,NW,555,3314.0,0
DEL,FRA,LH,LH,505,3313.0,1
HNL,KIX,NW,NW,590,3570.0,1
HNL,NRT,JL,JO,530,3314.0,0
HNL,NRT,NW,NW,555,3314.0,0
DEL,LHR,BA,BA,595,3645.0,0
HNL,FUK,JO,JO,600,3817.0,0
HNL,NGO,NH,NH,555,3494.0,1
HKG,FRA,LH,LH,750,4957.0,0
KIX,LAX,NW,NW,605,4981.0,0
KIX,BNE,JL,JL,510,3883.0,1
KIX,HNL,NW,NW,430,3570.0,1
NRT,FRA,LH,LH,715,5066.0,0
RUN,ORY,AF,AF,685,5090.0,0
BOM,LHR,BA,BA,605,3908.0,0
NRT,MSP,NW,NW,660,5159.0,1
NRT,HNL,NW,NW,395,3314.0,1
NRT,HNL,JL,JO,385,3314.0,0
ORY,RUN,AF,AF,660,5090.0,1
HAV,MAD,IB,CC,520,4037.0,1
NRT,LAX,NW,NW,576,4728.0,1
NRT,SYD,JL,JL,570,4274.0,1
NRT,SFO,NW,NW,540,4445.0,0
NRT,SEA,NW,NW,520,4136.0,1
MEX,FRA,LH,LH,640,5176.0,0
MAD,MIA,IB,IB,560,3842.0,1
AMS,MSP,NW,NW,540,3619.0,1
AMS,YYZ,KL,KL,495,3248.0,0
MAD,MIA,IB,IB,560,3842.0,0
MAD,MIA,IB,IB,560,3842.0,0
LAX,NRT,NW,NW,720,4728.0,1
GMP,FRA,LH,LH,695,4631.0,0
MAD,MIA,IB,IB,560,3842.0,0
MAD,MIA,IB,IB,560,3842.0,1
LAX,KIX,NW,NW,770,4981.0,0
MAD,MIA,IB,IB,560,3842.0,1
LAX,FRA,LH,LH,635,5046.0,1
MAD,HAV,IB,CC,580,4037.0,0
FRA,SIN,LH,LH,700,5566.0,0
FRA,JNB,LH,LH,615,4728.0,0
SFO,NRT,NW,NW,680,4445.0,0
FRA,KIX,LH,LH,650,5014.0,1
FRA,YYZ,LH,LH,515,3437.0,1
EWR,FRA,LH,LH,445,3363.0,0
EWR,LGW,VS,VS,400,3020.0,0
FRA,MEX,LH,LH,740,5176.0,0
MIA,MAD,IB,IB,495,3842.0,1
PEK,FRA,LH,LH,610,4212.0,0
FRA,HKG,LH,LH,665,4957.0,1
MSP,HNL,NW,NW,517,3456.0,1
MIA,FRA,LH,LH,525,4204.0,0
MIA,MAD,IB,IB,495,3842.0,1
MIA,MAD,IB,IB,495,3842.0,0
FRA,DEL,LH,LH,435,3313.0,0
MSP,NRT,NW,NW,760,5159.0,0
FRA,IAD,LH,LH,530,3549.0,1
SYD,KIX,JL,JL,570,4242.0,1
SIN,FRA,LH,LH,791,5566.0,1
KIX,FRA,LH,LH,720,5014.0,0
FRA,EZE,LH,LH,825,6252.0,0
FRA,GMP,LH,LH,620,4631.0,0
MIA,LGW,VS,VS,475,3857.0,0
MIA,MAD,IB,IB,495,3842.0,0
MSP,AMS,NW,NW,490,3619.0,1
FRA,ORD,LH,LH,560,3774.0,1
MIA,LHR,BA,BA,510,3849.0,1
FRA,NRT,LH,LH,670,5066.0,1
MIA,MAD,IB,IB,495,3842.0,1
BNE,NRT,JL,JL,530,3901.0,0
FRA,MIA,LH,LH,610,4204.0,0
FRA,SFO,LH,LH,690,4955.0,0
SFO,FRA,LH,LH,630,4955.0,1
FRA,BOS,LH,LH,490,3189.0,0
JFK,LHR,BA,BA,425,3002.0,1
JFK,LHR,BA,BA,425,3002.0,0
JFK,LHR,BA,BA,415,3002.0,1
JFK,LHR,BA,BA,415,3002.0,0
JFK,LHR,BA,BA,415,3002.0,0
JFK,LHR,BA,BA,405,3002.0,1
SIN,SYD,BA,BA,450,3422.0,0
NBO,LGW,BA,BA,535,3707.0,1
LGW,MIA,BA,BA,585,3857.0,1
MIA,LGW,BA,BA,490,3857.0,1
PHX,LGW,BA,BA,590,4599.0,0
LGW,IAH,BA,BA,620,4214.0,1
LGW,PHX,BA,BA,665,4599.0,0
LGW,NBO,BA,BA,515,3707.0,1
LGW,MCO,BA,BA,575,3779.0,0
SFO,LHR,BA,BA,615,4666.0,1
SYD,SIN,BA,BA,470,3422.0,1
DTW,LHR,BA,BA,450,3278.0,1
SYD,BKK,BA,BA,560,4085.0,0
JNB,LHR,BA,BA,675,4936.0,1
JNB,LHR,BA,BA,670,4936.0,1
BKK,LHR,BA,BA,775,5188.0,0
LAX,LHR,BA,BA,615,4742.0,0
LAX,LHR,BA,BA,620,4742.0,1
NRT,LHR,BA,BA,775,5189.0,1
NRT,LHR,BA,BA,775,5189.0,0
HKG,LHR,BA,BA,820,5217.0,0
CPT,LHR,BA,BA,715,5272.0,1
LHR,SIN,BA,BA,770,5894.0,1
LHR,CPT,BA,BA,700,5272.0,1
LHR,JFK,BA,BA,475,3002.0,0
LHR,NRT,BA,BA,710,5189.0,0
IAH,LGW,BA,BA,525,4214.0,1
LHR,JNB,BA,BA,655,4936.0,0
LHR,JFK,BA,BA,480,3002.0,0
LHR,JFK,BA,BA,480,3002.0,0
LHR,LAX,BA,BA,680,4742.0,0
LHR,NRT,BA,BA,705,5189.0,0
LHR,HKG,BA,BA,705,5217.0,1
LHR,JFK,BA,BA,485,3002.0,1
LHR,LAX,BA,BA,680,4742.0,0
LHR,SFO,BA,BA,670,4666.0,1
LHR,JNB,BA,BA,655,4936.0,0
LHR,JFK,BA,BA,475,3002.0,0
LHR,DTW,BA,BA,515,3278.0,1
MCO,LGW,BA,BA,480,3779.0,1
LHR,JFK,BA,BA,485,3002.0,1
SIN,LHR,BA,BA,860,5894.0,1
SIN,LHR,BA,BA,860,5894.0,1
JFK,FRA,SQ,SQ,455,3355.0,0
SIN,AKL,SQ,SQ,580,4562.0,1
NRT,LAX,SQ,SQ,580,4728.0,0
AKL,SIN,SQ,SQ,605,4562.0,0
LHR,SIN,SQ,SQ,760,5894.0,0
SIN,LHR,SQ,SQ,850,5894.0,1
SIN,FRA,SQ,SQ,800,5566.0,1
SIN,LHR,SQ,SQ,850,5894.0,1
LAX,TPE,AI,SQ,875,5901.0,1
LAX,TPE,SQ,SQ,875,5901.0,1
LAX,NRT,SQ,SQ,705,4728.0,0
TPE,LAX,SQ,SQ,680,5901.0,0
TPE,LAX,AI,SQ,680,5901.0,0
HKG,SFO,SQ,SQ,700,6013.0,1
SFO,HKG,SQ,SQ,885,6013.0,0
FRA,SIN,SQ,SQ,710,5566.0,1
SYD,SIN,SQ,SQ,460,3422.0,0
FRA,JFK,SQ,SQ,515,3355.0,0
BKK,FRA,TG,TG,710,4873.0,1
FRA,BKK,TG,TG,610,4873.0,0
BKK,CDG,TG,TG,760,5111.0,0
CDG,BKK,TG,TG,660,5111.0,1
BKK,SYD,TG,TG,560,4085.0,0
SYD,BKK,TG,TG,560,4085.0,1
MEL,BKK,TG,TG,550,3987.0,0
LAX,NRT,NH,NH,690,4728.0,1
BKK,SYD,TG,TG,550,4085.0,0
LHR,NRT,NH,NH,690,5189.0,0
JFK,NRT,NH,NH,830,5852.0,1
IAD,NRT,NH,NH,820,5864.0,1
NRT,IAD,NH,NH,735,5864.0,0
NRT,LHR,NH,NH,745,5189.0,0
NRT,LAX,NH,NH,575,4728.0,0
NRT,JFK,NH,NH,735,5852.0,1
SYD,HKG,CX,CX,550,4025.0,1
FRA,HKG,CX,CX,660,4957.0,0
LHR,HKG,CX,CX,730,5217.0,1
LHR,HKG,CX,CX,715,5217.0,0
YVR,HKG,CX,CX,825,5550.0,0
HKG,LAX,CX,CX,745,6300.0,1
CDG,HKG,CX,CX,700,5188.0,1
HKG,SYD,CX,CX,530,4025.0,0
HKG,FRA,CX,CX,760,4957.0,0
HKG,LHR,CX,CX,790,5217.0,1
HKG,LAX,CX,CX,740,6300.0,0
HKG,CDG,CX,CX,785,5188.0,1
HKG,YVR,CX,CX,670,5550.0,0
LAX,HKG,CX,CX,930,6300.0,0
LAX,HKG,CX,CX,925,6300.0,1
SYD,GMP,KE,KE,635,4543.0,1
NRT,LAX,KE,KE,575,4728.0,1
GMP,LAX,KE,KE,650,5190.0,0
NRT,ORD,NH,NH,690,5441.0,1
ORD,NRT,NH,NH,785,5441.0,0
GMP,JFK,KE,KE,805,5991.0,1
LAX,GMP,KE,KE,810,5190.0,1
GMP,LAX,KE,KE,650,5190.0,0
GMP,SYD,KE,KE,605,4543.0,1
LAX,GMP,KE,KE,815,5190.0,1
LAX,NRT,KE,KE,700,4728.0,0
JFK,GMP,KE,KE,875,5991.0,0
YVR,HKG,AC,AC,795,5550.0,0
LAX,MNL,PR,PR,910,6345.0,0
MNL,LAX,PR,PR,760,6345.0,1
AMS,BKK,CI,CI,685,4982.0,0
BKK,AMS,CI,CI,810,4982.0,0
TPE,YVR,CI,CI,610,5186.0,0
YVR,TPE,CI,CI,765,5186.0,0
CDG,MIA,AF,AF,595,3996.0,0
MIA,CDG,AF,AF,510,3996.0,1
JNB,SID,SA,SA,540,3969.0,0
KIX,SFO,UA,UA,575,4697.0,1
JNB,LHR,SA,SA,680,4936.0,1
CPT,LHR,SA,SA,705,5272.0,0
LHR,CPT,SA,SA,690,5272.0,1
LHR,SFO,UA,UA,660,4666.0,0
LHR,JNB,SA,SA,650,4936.0,1
TPE,SFO,UA,UA,650,5617.0,0
AKL,LAX,UA,UA,710,5690.0,1
NRT,ORD,UA,UA,675,5441.0,1
NRT,HNL,UA,UA,380,3314.0,0
NRT,SFO,UA,UA,545,4445.0,1
NRT,ORD,UA,UA,685,5441.0,1
NRT,LAX,UA,UA,570,4728.0,1
NRT,SFO,UA,UA,545,4445.0,0
JFK,NRT,UA,UA,835,5852.0,0
NRT,JFK,UA,UA,745,5852.0,0
HKG,LAX,UA,UA,735,6300.0,0
HKG,SFO,UA,UA,700,6013.0,0
LAX,HKG,UA,UA,930,6300.0,1
SYD,SFO,UA,UA,805,6477.0,1
SFO,SYD,UA,UA,865,6477.0,0
SFO,NRT,UA,UA,655,4445.0,1
SFO,TPE,UA,UA,835,5617.0,1
SYD,LAX,UA,UA,805,6536.0,0
SFO,SEL,UA,UA,750,4897.0,1
SFO,HKG,UA,UA,890,6013.0,0
SFO,KIX,UA,UA,710,4697.0,1
SFO,LHR,UA,UA,610,4666.0,1
HKG,ORD,UA,UA,840,6766.0,1
ORD,HKG,UA,UA,955,6766.0,1
ORD,FRA,UA,UA,490,3774.0,0
ORD,NRT,UA,UA,790,5441.0,0
ORD,NRT,UA,UA,790,5441.0,1
LAX,MEL,UA,UA,910,6912.0,0
SEL,SFO,UA,UA,615,4897.0,0
LAX,NRT,UA,UA,700,4728.0,1
LAX,SYD,UA,UA,865,6536.0,0
LAX,AKL,UA,UA,755,5690.0,0
MEL,LAX,UA,UA,850,6912.0,0
SFO,NRT,UA,UA,655,4445.0,1
HNL,NRT,UA,UA,535,3314.0,1
SIN,MEL,QF,QF,425,3282.0,0
HKG,SYD,QF,QF,540,4025.0,1
LHR,SIN,QF,QF,760,5894.0,1
LAX,SYD,QF,QF,875,6536.0,0
LAX,SYD,QF,QF,875,6536.0,0
SYD,LAX,QF,QF,810,6536.0,1
SYD,LAX,QF,QF,810,6536.0,1
SYD,LAX,QF,QF,810,6536.0,0
LAX,MEL,QF,QF,910,6912.0,1
LAX,SYD,QF,QF,875,6536.0,0
LAX,AKL,QF,QF,760,5690.0,1
MEL,LAX,QF,QF,855,6912.0,0
SYD,HKG,QF,QF,530,4025.0,0
MEL,KUL,MH,MH,470,3434.0,1
KUL,SYD,MH,MH,475,3579.0,1
JFK,MAD,IB,IB,430,3118.0,0
HNL,KIX,JL,JL,565,3570.0,1
KIX,HNL,JL,JL,410,3570.0,1
GRU,MAD,AR,AR,576,4549.0,0
MAD,GRU,AR,AR,615,4549.0,1
MAD,JFK,IB,IB,485,3118.0,1
MAD,MIA,IB,IB,560,3842.0,0
FRA,PVG,LH,LH,620,4795.0,1
MIA,EZE,AR,AR,515,3885.0,1
MIA,MAD,IB,IB,495,3842.0,0
