id,Airline,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
42477,OO,Female,Loyal Customer,8,Personal Travel,Eco,429,1,1,1,3,2,1,4,2,3,4,3,3,4,2,0,4,neutral or dissatisfied
42478,AA,Male,Loyal Customer,33,Business travel,Eco Plus,395,3,4,3,4,3,2,3,3,2,4,3,1,4,3,0,0,neutral or dissatisfied
42479,AS,Female,Loyal Customer,52,Business travel,Eco Plus,429,2,2,2,2,4,2,5,2,2,2,2,1,2,3,0,2,satisfied
42480,B1126,Female,Loyal Customer,47,Business travel,Eco Plus,429,2,5,5,5,2,2,2,2,5,3,4,2,3,2,155,173,neutral or dissatisfied
42495,DL,Female,Loyal Customer,63,Business travel,Eco Plus,185,2,3,3,3,2,1,2,2,2,2,2,1,2,3,4,2,neutral or dissatisfied
42525,EV,Female,disloyal Customer,45,Business travel,Eco,328,0,0,0,4,1,0,1,1,3,3,4,1,2,1,0,0,satisfied
42527,F1129,Male,Loyal Customer,53,Personal Travel,Eco,328,4,1,4,3,1,4,1,1,1,1,4,3,3,1,0,0,neutral or dissatisfied
42528,HA,Male,Loyal Customer,42,Personal Travel,Eco,328,2,0,2,4,3,2,3,3,5,4,5,4,5,3,0,0,neutral or dissatisfied
42529,MQ,Male,Loyal Customer,48,Personal Travel,Eco,328,4,1,4,4,1,4,1,1,2,4,4,4,4,1,0,0,neutral or dissatisfied
42562,NK,Female,Loyal Customer,61,Business travel,Eco Plus,226,5,3,3,3,4,2,1,5,5,5,5,1,5,5,6,17,satisfied
42565,OO,Male,Loyal Customer,46,Business travel,Eco,163,1,2,2,2,1,1,1,1,2,3,3,4,4,1,0,0,neutral or dissatisfied
42567,AA,Female,Loyal Customer,59,Business travel,Business,240,2,1,2,2,3,1,1,4,4,4,4,4,4,5,69,90,satisfied
42568,AS,Male,Loyal Customer,46,Business travel,Business,240,2,2,2,2,3,1,4,5,5,5,5,2,5,4,0,3,satisfied
42569,B1127,Female,Loyal Customer,54,Business travel,Business,315,1,1,1,1,3,5,2,4,4,4,4,3,4,2,0,0,satisfied
42572,DL,Female,disloyal Customer,62,Business travel,Eco,296,3,1,3,3,5,3,5,5,4,1,3,1,3,5,66,54,neutral or dissatisfied
42573,EV,Female,disloyal Customer,27,Business travel,Eco,315,3,3,3,3,3,3,2,3,3,1,3,1,4,3,1,20,neutral or dissatisfied
42574,F1130,Female,Loyal Customer,66,Business travel,Eco,315,1,1,2,2,2,2,3,1,1,1,1,1,1,3,0,0,neutral or dissatisfied
42575,HA,Male,Loyal Customer,47,Business travel,Business,240,4,2,2,2,2,3,2,4,4,3,4,4,4,1,0,0,neutral or dissatisfied
42576,MQ,Male,Loyal Customer,33,Business travel,Eco,296,2,1,1,1,2,2,2,2,3,1,4,4,3,2,0,7,neutral or dissatisfied
42578,NK,Male,Loyal Customer,9,Personal Travel,Eco,240,3,5,0,5,4,0,4,4,5,4,4,4,5,4,21,26,neutral or dissatisfied
42579,OO,Female,Loyal Customer,30,Personal Travel,Eco,315,3,3,3,3,4,3,4,4,1,1,5,3,2,4,41,76,neutral or dissatisfied
42580,AA,Male,Loyal Customer,7,Personal Travel,Eco,315,4,5,4,3,5,4,5,5,3,1,4,3,5,5,0,15,neutral or dissatisfied
42581,AS,Male,Loyal Customer,29,Personal Travel,Eco,315,1,5,1,1,3,1,3,3,4,5,4,5,4,3,39,40,neutral or dissatisfied
42582,B1128,Male,Loyal Customer,70,Personal Travel,Eco,315,1,5,5,5,5,5,5,5,3,4,5,3,5,5,0,6,neutral or dissatisfied
42583,DL,Female,Loyal Customer,46,Personal Travel,Eco,315,2,5,2,2,3,5,5,4,4,2,4,3,4,5,28,26,neutral or dissatisfied
42584,EV,Female,Loyal Customer,29,Personal Travel,Eco,296,3,1,3,4,2,3,2,2,3,2,3,1,3,2,0,0,neutral or dissatisfied
42585,F1131,Female,disloyal Customer,34,Business travel,Eco Plus,315,4,4,4,3,4,4,4,4,2,4,2,5,4,4,3,35,neutral or dissatisfied
42615,HA,Male,Loyal Customer,73,Business travel,Business,223,4,2,4,4,1,3,1,5,5,5,4,4,5,5,0,0,satisfied
42632,MQ,Male,Loyal Customer,40,Business travel,Eco,146,3,4,4,4,3,3,3,3,4,2,1,1,2,3,0,0,satisfied
42637,NK,Female,Loyal Customer,21,Personal Travel,Eco,386,2,1,2,3,5,2,5,5,2,3,2,3,2,5,0,12,neutral or dissatisfied
42652,OO,Male,Loyal Customer,78,Business travel,Eco Plus,386,5,3,5,3,5,5,5,5,2,3,3,1,1,5,0,0,satisfied
42653,AA,Female,disloyal Customer,36,Business travel,Eco Plus,223,2,3,3,4,3,3,3,3,4,1,3,2,4,3,11,1,neutral or dissatisfied
42654,AS,Female,Loyal Customer,10,Personal Travel,Eco Plus,223,2,4,2,3,3,2,3,3,5,2,5,4,5,3,0,0,neutral or dissatisfied
42734,B1129,Male,disloyal Customer,24,Business travel,Eco,136,1,4,1,3,4,1,4,4,1,4,3,3,4,4,0,7,neutral or dissatisfied
42748,DL,Male,disloyal Customer,25,Business travel,Eco,419,1,1,1,3,3,1,3,3,2,3,3,2,3,3,12,16,neutral or dissatisfied
42792,EV,Female,Loyal Customer,54,Personal Travel,Eco,349,4,4,4,1,2,5,4,4,4,4,4,4,4,5,0,0,neutral or dissatisfied
42793,F1132,Male,Loyal Customer,55,Business travel,Eco Plus,349,3,4,5,4,3,3,3,3,3,2,3,3,3,3,0,0,satisfied
42813,HA,Male,disloyal Customer,36,Business travel,Business,277,1,1,1,4,3,1,3,3,4,1,4,1,3,3,0,0,neutral or dissatisfied
42814,MQ,Male,Loyal Customer,77,Business travel,Business,277,1,0,0,4,5,4,3,1,1,0,1,3,1,1,1,0,neutral or dissatisfied
42827,NK,Female,Loyal Customer,49,Business travel,Eco,328,4,1,1,1,4,5,2,3,3,4,3,1,3,4,0,0,satisfied
42828,OO,Female,disloyal Customer,65,Business travel,Eco,328,4,3,4,3,4,4,4,4,2,1,5,2,4,4,0,0,satisfied
42829,AA,Male,Loyal Customer,41,Business travel,Eco,328,4,3,3,3,4,4,4,4,5,5,5,2,5,4,0,0,satisfied
42830,AS,Male,Loyal Customer,42,Business travel,Eco,328,5,3,2,3,5,5,5,5,1,2,3,4,1,5,0,0,satisfied
42832,B1130,Female,Loyal Customer,44,Business travel,Eco,328,5,1,4,1,4,3,4,5,5,5,5,1,5,3,0,23,satisfied
42833,DL,Female,Loyal Customer,40,Business travel,Eco,328,2,5,5,5,2,2,2,2,2,5,4,1,1,2,0,0,satisfied
42838,EV,Male,Loyal Customer,33,Business travel,Eco,328,4,1,1,1,5,5,5,5,1,5,1,5,3,5,0,0,satisfied
42841,F1133,Male,Loyal Customer,51,Business travel,Business,328,4,4,4,4,2,4,3,5,5,5,5,1,5,4,0,0,satisfied
42843,HA,Female,disloyal Customer,23,Business travel,Eco,328,1,0,1,3,2,1,2,2,3,5,4,3,4,2,0,3,neutral or dissatisfied
42846,MQ,Male,disloyal Customer,35,Business travel,Eco,328,4,5,5,1,2,5,2,2,1,4,4,2,3,2,2,0,neutral or dissatisfied
42850,NK,Female,disloyal Customer,27,Business travel,Eco,328,3,1,3,3,5,3,5,5,1,5,3,1,4,5,0,0,neutral or dissatisfied
42851,OO,Female,disloyal Customer,37,Business travel,Eco,328,4,2,4,3,5,4,2,5,2,5,3,1,3,5,0,3,neutral or dissatisfied
42852,AA,Male,Loyal Customer,18,Personal Travel,Eco,328,2,0,2,4,2,2,2,2,3,3,3,4,5,2,0,20,neutral or dissatisfied
42856,AS,Female,Loyal Customer,50,Personal Travel,Eco,328,3,0,5,2,3,4,4,4,4,5,2,4,4,3,0,0,neutral or dissatisfied
42857,B1131,Female,Loyal Customer,10,Personal Travel,Eco,328,1,0,1,2,4,1,4,4,4,3,5,5,4,4,0,0,neutral or dissatisfied
42858,DL,Male,Loyal Customer,60,Personal Travel,Eco,328,2,5,2,5,1,2,1,1,2,4,5,4,3,1,0,4,neutral or dissatisfied
42860,EV,Female,Loyal Customer,62,Personal Travel,Eco,328,2,2,2,5,3,4,5,2,2,2,2,3,2,4,0,0,neutral or dissatisfied
42861,F1134,Male,Loyal Customer,27,Business travel,Eco Plus,328,0,0,0,3,3,0,3,3,5,5,2,2,4,3,0,0,satisfied
42885,HA,Female,Loyal Customer,52,Business travel,Business,200,5,5,5,5,3,5,4,4,4,4,5,5,4,3,0,6,satisfied
42886,MQ,Female,disloyal Customer,44,Business travel,Business,368,1,1,1,4,1,1,1,1,1,2,3,1,3,1,0,17,neutral or dissatisfied
42887,NK,Female,Loyal Customer,35,Business travel,Business,200,2,2,2,2,3,1,3,4,4,4,5,5,4,3,1,0,satisfied
42888,OO,Male,Loyal Customer,36,Business travel,Eco,200,4,5,5,5,4,4,4,4,2,3,4,5,5,4,0,0,satisfied
42890,AA,Male,Loyal Customer,41,Business travel,Eco,200,4,5,5,5,3,4,3,3,5,4,4,2,5,3,0,0,satisfied
42892,AS,Male,disloyal Customer,34,Business travel,Eco,368,3,0,3,1,4,3,4,4,3,4,3,1,5,4,0,0,neutral or dissatisfied
42895,B1132,Female,Loyal Customer,40,Business travel,Business,200,2,2,2,2,2,3,2,3,3,4,5,2,3,1,0,0,satisfied
42902,DL,Male,disloyal Customer,34,Business travel,Eco,200,1,4,1,3,3,1,3,3,4,5,3,3,4,3,0,0,neutral or dissatisfied
42905,EV,Male,Loyal Customer,39,Business travel,Eco,422,4,2,2,2,4,4,4,4,1,3,5,3,1,4,0,0,satisfied
42906,F1135,Female,disloyal Customer,36,Business travel,Eco,368,1,2,1,4,5,1,5,5,4,1,4,3,4,5,0,0,neutral or dissatisfied
42907,HA,Female,Loyal Customer,28,Personal Travel,Eco,368,5,1,5,3,4,5,4,4,4,1,4,3,3,4,0,0,satisfied
42908,MQ,Male,Loyal Customer,31,Personal Travel,Eco,200,2,4,2,2,3,2,3,3,4,2,4,4,5,3,116,111,neutral or dissatisfied
42909,NK,Female,Loyal Customer,45,Personal Travel,Eco,200,4,3,4,2,2,3,5,2,2,4,2,4,2,5,0,0,neutral or dissatisfied
42910,OO,Female,Loyal Customer,39,Personal Travel,Eco,368,3,5,3,1,2,3,2,2,3,2,5,1,5,2,0,0,neutral or dissatisfied
42911,AA,Male,Loyal Customer,55,Personal Travel,Eco,422,3,0,3,1,2,3,2,2,4,5,5,4,5,2,0,9,neutral or dissatisfied
42913,AS,Male,Loyal Customer,49,Personal Travel,Eco,422,3,0,3,1,2,3,2,2,5,3,5,4,4,2,0,0,neutral or dissatisfied
42914,B1133,Female,Loyal Customer,26,Personal Travel,Eco,200,4,4,4,2,3,4,3,3,5,5,2,5,4,3,0,0,neutral or dissatisfied
42915,DL,Female,Loyal Customer,7,Personal Travel,Eco,200,2,3,0,4,4,0,4,4,3,2,2,3,2,4,0,0,neutral or dissatisfied
42916,EV,Female,Loyal Customer,8,Personal Travel,Eco,200,5,4,5,1,1,5,1,1,4,5,2,5,1,1,0,0,satisfied
42917,F1136,Male,Loyal Customer,47,Business travel,Eco Plus,368,5,1,2,1,4,5,4,4,5,5,2,4,3,4,0,0,satisfied
42918,HA,Female,disloyal Customer,18,Business travel,Eco,422,3,3,3,3,2,3,2,2,3,3,2,3,1,2,0,0,neutral or dissatisfied
42921,MQ,Female,disloyal Customer,24,Business travel,Eco,404,1,0,1,5,1,1,1,1,4,5,5,2,2,1,0,0,neutral or dissatisfied
42927,NK,Female,disloyal Customer,37,Business travel,Business,236,2,2,2,1,3,2,3,3,3,2,4,5,4,3,0,0,neutral or dissatisfied
42929,OO,Male,Loyal Customer,44,Business travel,Business,192,5,5,5,5,3,5,4,5,5,5,5,3,5,3,23,13,satisfied
42930,AA,Female,Loyal Customer,41,Business travel,Business,192,4,3,5,3,4,4,4,2,2,2,4,1,2,3,0,0,neutral or dissatisfied
42933,AS,Male,Loyal Customer,46,Business travel,Business,259,1,1,1,1,3,5,5,4,4,4,4,3,4,3,13,3,satisfied
42934,B1134,Male,disloyal Customer,36,Business travel,Business,173,3,3,3,1,5,3,4,5,4,4,4,5,5,5,14,14,neutral or dissatisfied
42937,DL,Female,Loyal Customer,41,Business travel,Business,192,3,3,3,3,5,4,4,4,4,4,5,3,4,5,0,0,satisfied
42938,EV,Female,Loyal Customer,50,Business travel,Business,414,5,5,4,5,3,4,5,4,4,4,4,4,4,5,0,0,satisfied
42939,F1137,Male,disloyal Customer,25,Business travel,Business,173,5,5,5,2,4,5,3,4,4,3,4,5,5,4,0,0,satisfied
42941,HA,Male,disloyal Customer,42,Business travel,Business,236,3,3,3,4,4,3,5,4,4,3,4,4,5,4,0,0,neutral or dissatisfied
42942,MQ,Male,disloyal Customer,23,Business travel,Business,236,4,5,4,4,1,4,1,1,3,5,5,5,5,1,0,0,satisfied
42943,NK,Male,Loyal Customer,28,Personal Travel,Business,236,2,2,2,3,4,2,4,4,2,2,3,2,3,4,0,0,neutral or dissatisfied
42944,OO,Female,Loyal Customer,21,Personal Travel,Business,192,1,5,1,1,2,1,2,2,4,2,5,4,4,2,38,33,neutral or dissatisfied
42945,AA,Female,Loyal Customer,57,Personal Travel,Business,259,2,1,0,3,2,3,3,3,3,0,3,1,3,3,0,1,neutral or dissatisfied
42947,AS,Female,disloyal Customer,25,Business travel,Eco,236,3,0,3,2,5,3,5,5,2,5,5,5,3,5,2,4,neutral or dissatisfied
42948,B1135,Male,Loyal Customer,55,Business travel,Eco,391,4,3,3,3,4,4,4,4,1,4,4,2,3,4,0,10,satisfied
42953,DL,Female,disloyal Customer,24,Business travel,Eco,236,4,4,4,5,4,4,4,4,4,1,3,4,2,4,0,0,neutral or dissatisfied
42955,EV,Female,disloyal Customer,25,Business travel,Eco,192,1,5,1,4,5,1,1,5,5,1,3,3,2,5,0,0,neutral or dissatisfied
42956,F1138,Male,Loyal Customer,33,Business travel,Eco,236,4,4,4,4,4,4,4,4,2,3,2,5,4,4,0,14,satisfied
42959,HA,Male,disloyal Customer,25,Business travel,Business,236,5,5,5,2,3,5,2,3,1,1,3,4,1,3,0,0,satisfied
42963,MQ,Female,Loyal Customer,39,Business travel,Eco,391,4,3,3,3,4,4,4,4,5,5,3,3,4,4,0,0,satisfied
42964,NK,Female,Loyal Customer,56,Business travel,Eco,391,2,1,3,1,2,4,5,2,2,2,2,1,2,1,0,0,satisfied
42966,OO,Male,Loyal Customer,40,Business travel,Eco,192,3,3,3,3,3,3,3,3,2,3,5,5,3,3,47,36,satisfied
42967,AA,Female,disloyal Customer,20,Business travel,Eco,259,1,0,1,4,2,1,2,2,2,5,2,4,5,2,0,7,neutral or dissatisfied
42968,AS,Female,disloyal Customer,33,Business travel,Eco,192,3,5,3,4,4,3,3,4,5,3,3,3,4,4,64,57,neutral or dissatisfied
42969,B1136,Female,Loyal Customer,30,Business travel,Eco,236,5,2,3,3,5,5,5,5,3,5,1,4,3,5,17,13,satisfied
42970,DL,Female,Loyal Customer,45,Business travel,Eco,391,4,3,3,3,4,1,4,4,4,4,4,4,4,5,1,0,satisfied
42971,EV,Male,disloyal Customer,27,Business travel,Business,236,2,2,2,3,1,2,1,1,4,4,1,1,3,1,89,78,neutral or dissatisfied
42972,F1139,Male,disloyal Customer,37,Business travel,Eco,259,4,0,4,3,2,4,2,2,2,4,5,3,3,2,0,0,satisfied
42973,HA,Male,Loyal Customer,56,Business travel,Eco,259,4,5,5,5,3,4,3,3,2,3,2,1,1,3,73,61,satisfied
42974,MQ,Female,Loyal Customer,26,Business travel,Eco,192,5,4,4,4,5,4,3,5,5,4,4,4,3,5,0,8,satisfied
42976,NK,Male,Loyal Customer,51,Business travel,Business,236,4,4,4,4,2,4,2,4,4,5,4,5,4,4,63,67,satisfied
42977,OO,Female,Loyal Customer,48,Business travel,Business,236,1,1,1,1,3,3,2,5,5,5,5,5,5,4,0,0,satisfied
42978,AA,Female,Loyal Customer,30,Business travel,Eco,259,4,3,3,3,4,4,4,4,2,3,1,2,3,4,0,0,satisfied
42981,AS,Female,disloyal Customer,23,Business travel,Business,259,5,1,5,3,2,5,2,2,3,4,2,4,4,2,0,0,satisfied
42983,B1137,Male,Loyal Customer,36,Business travel,Eco,391,2,3,3,3,2,2,2,2,1,4,3,4,3,2,0,0,neutral or dissatisfied
42984,DL,Male,disloyal Customer,33,Business travel,Eco,173,1,0,1,4,5,1,2,5,2,3,1,1,4,5,0,0,neutral or dissatisfied
42987,EV,Female,Loyal Customer,39,Business travel,Eco,391,4,5,5,5,4,4,4,4,5,1,2,4,4,4,0,0,satisfied
42989,F1140,Female,Loyal Customer,41,Business travel,Eco,236,5,5,5,5,5,5,5,5,4,5,1,3,2,5,0,4,satisfied
42990,HA,Male,Loyal Customer,36,Business travel,Eco,236,3,4,4,4,3,3,3,3,4,5,4,4,2,3,1,0,satisfied
42991,MQ,Female,Loyal Customer,43,Business travel,Business,192,0,4,0,2,2,1,3,4,4,4,2,1,4,5,0,0,satisfied
42992,NK,Male,Loyal Customer,33,Business travel,Business,259,4,4,4,4,3,4,3,3,1,4,4,1,2,3,21,21,satisfied
42993,OO,Male,Loyal Customer,48,Business travel,Business,236,2,3,2,2,2,2,5,5,5,5,5,3,5,2,0,11,satisfied
42996,AA,Male,disloyal Customer,37,Business travel,Eco,192,2,5,2,3,3,2,3,3,1,5,1,5,1,3,65,62,neutral or dissatisfied
42999,AS,Male,disloyal Customer,40,Business travel,Eco,259,2,0,2,3,1,2,1,1,2,5,1,4,5,1,0,0,neutral or dissatisfied
43002,B1138,Female,disloyal Customer,22,Business travel,Eco,259,4,0,4,3,5,4,5,5,3,3,3,3,2,5,0,0,neutral or dissatisfied
43005,DL,Female,disloyal Customer,30,Business travel,Eco,391,3,4,3,4,4,3,4,4,4,4,2,1,5,4,7,7,neutral or dissatisfied
43006,EV,Male,disloyal Customer,48,Business travel,Eco,192,2,5,2,4,2,2,2,2,1,1,1,2,2,2,0,0,neutral or dissatisfied
43007,F1141,Female,Loyal Customer,52,Business travel,Business,236,0,0,0,3,4,5,3,5,5,1,1,4,5,1,6,7,satisfied
43009,HA,Female,Loyal Customer,28,Business travel,Business,236,2,2,2,2,4,4,4,4,5,3,3,3,2,4,0,2,satisfied
43010,MQ,Male,Loyal Customer,63,Business travel,Eco,236,5,3,3,3,5,5,5,5,4,2,4,4,2,5,30,23,satisfied
43015,NK,Female,disloyal Customer,24,Business travel,Eco,236,3,0,3,1,2,3,5,2,3,5,5,3,4,2,0,2,neutral or dissatisfied
43017,OO,Female,disloyal Customer,34,Business travel,Eco,259,2,0,2,1,3,2,3,3,3,5,1,4,3,3,0,0,neutral or dissatisfied
43019,AA,Male,Loyal Customer,55,Business travel,Eco,259,3,2,3,2,3,3,3,3,4,5,3,2,4,3,0,0,neutral or dissatisfied
43020,AS,Female,disloyal Customer,30,Business travel,Eco,259,2,0,2,3,5,2,5,5,4,1,2,5,1,5,0,0,neutral or dissatisfied
43021,B1139,Female,Loyal Customer,76,Business travel,Business,192,5,5,5,5,2,5,3,4,4,4,5,4,4,5,0,0,satisfied
43022,DL,Male,disloyal Customer,55,Business travel,Eco,192,1,3,1,2,5,1,4,5,4,5,2,1,2,5,0,0,neutral or dissatisfied
43024,EV,Male,Loyal Customer,52,Business travel,Business,192,4,4,4,4,5,3,1,4,4,4,4,3,4,1,0,0,satisfied
43025,F1142,Male,Loyal Customer,58,Business travel,Business,259,3,3,3,3,1,3,3,3,3,3,3,2,3,4,0,0,neutral or dissatisfied
43026,HA,Male,disloyal Customer,20,Business travel,Eco,236,4,1,4,3,4,4,4,4,2,3,3,2,3,4,0,0,neutral or dissatisfied
43027,MQ,Female,disloyal Customer,37,Business travel,Eco,173,1,3,1,3,4,1,4,4,2,3,1,4,2,4,0,0,neutral or dissatisfied
43028,NK,Female,Loyal Customer,53,Business travel,Eco,391,4,2,2,2,2,3,5,3,3,4,3,5,3,1,0,0,satisfied
43029,OO,Female,Loyal Customer,62,Business travel,Business,192,2,3,3,3,3,3,3,2,2,2,2,4,2,4,0,0,neutral or dissatisfied
43031,AA,Male,disloyal Customer,37,Business travel,Eco,192,3,0,3,4,3,3,3,3,2,4,2,3,5,3,0,0,neutral or dissatisfied
43033,AS,Female,Loyal Customer,33,Business travel,Eco,192,1,5,3,5,1,1,1,1,3,5,3,3,3,1,0,0,neutral or dissatisfied
43036,B1140,Male,Loyal Customer,50,Business travel,Eco,192,4,2,2,2,4,4,4,4,3,2,5,4,4,4,6,0,satisfied
43038,DL,Male,Loyal Customer,36,Business travel,Eco,236,4,2,1,1,4,3,4,4,5,1,1,2,4,4,5,0,satisfied
43040,EV,Female,Loyal Customer,63,Business travel,Business,391,2,3,3,3,1,3,3,2,2,2,2,3,2,1,9,4,neutral or dissatisfied
43041,F1143,Female,Loyal Customer,26,Business travel,Business,236,2,4,4,4,2,3,2,2,2,1,3,3,3,2,0,0,neutral or dissatisfied
43042,HA,Female,disloyal Customer,26,Business travel,Eco,236,4,1,4,3,3,4,4,3,2,5,3,4,3,3,0,0,neutral or dissatisfied
43043,MQ,Female,disloyal Customer,40,Business travel,Business,236,3,3,3,4,4,3,4,4,3,1,4,2,4,4,0,3,neutral or dissatisfied
43046,NK,Female,disloyal Customer,33,Business travel,Eco,391,1,0,1,2,3,1,3,3,1,5,2,5,4,3,0,,neutral or dissatisfied
43047,OO,Female,Loyal Customer,44,Business travel,Eco,391,4,1,1,1,4,5,2,4,4,4,4,4,4,2,0,0,satisfied
43049,AA,Male,disloyal Customer,27,Business travel,Business,236,3,3,3,4,1,3,1,1,2,4,3,1,3,1,0,0,neutral or dissatisfied
43050,AS,Female,disloyal Customer,48,Business travel,Eco,236,3,0,3,3,5,3,5,5,5,1,3,2,3,5,0,2,neutral or dissatisfied
43051,B1141,Female,Loyal Customer,62,Business travel,Eco,192,1,1,1,1,1,3,3,1,1,1,1,3,1,3,5,18,neutral or dissatisfied
43052,DL,Female,disloyal Customer,22,Business travel,Eco,236,1,3,1,2,3,1,3,3,3,5,2,2,3,3,0,23,neutral or dissatisfied
43054,EV,Female,disloyal Customer,38,Business travel,Eco,391,2,4,1,3,3,1,3,3,1,5,3,1,4,3,10,0,neutral or dissatisfied
43057,F1144,Male,Loyal Customer,43,Business travel,Eco,192,3,5,5,5,4,3,4,4,2,1,5,1,1,4,0,0,satisfied
43058,HA,Female,disloyal Customer,26,Business travel,Eco,391,2,3,2,4,2,2,3,2,1,2,3,3,4,2,0,0,neutral or dissatisfied
43061,MQ,Female,Loyal Customer,16,Business travel,Eco,259,1,3,3,3,1,2,2,1,1,5,4,3,3,1,5,,neutral or dissatisfied
43062,NK,Male,Loyal Customer,46,Business travel,Eco,259,5,2,2,2,5,5,5,5,3,3,4,4,5,5,0,0,satisfied
43063,OO,Female,disloyal Customer,54,Business travel,Eco,259,2,4,2,4,3,2,4,3,3,1,3,4,4,3,0,0,neutral or dissatisfied
43065,AA,Male,disloyal Customer,35,Business travel,Business,236,1,1,1,4,2,1,2,2,4,1,3,1,3,2,0,0,neutral or dissatisfied
43068,AS,Female,Loyal Customer,64,Personal Travel,Eco,391,5,3,5,4,2,3,3,1,1,5,1,4,1,2,0,0,satisfied
43069,B1142,Female,Loyal Customer,12,Personal Travel,Eco,259,3,4,3,1,5,3,5,5,1,3,1,2,2,5,60,54,neutral or dissatisfied
43070,DL,Male,Loyal Customer,26,Personal Travel,Eco,236,1,5,1,1,2,1,2,2,3,5,5,3,4,2,0,0,neutral or dissatisfied
43071,EV,Male,Loyal Customer,41,Personal Travel,Eco,192,1,3,0,5,3,0,3,3,4,3,1,2,5,3,0,0,neutral or dissatisfied
43072,F1145,Female,Loyal Customer,18,Personal Travel,Eco,173,3,2,3,3,4,3,4,4,2,2,4,1,3,4,1,0,neutral or dissatisfied
43073,HA,Male,Loyal Customer,58,Personal Travel,Eco,236,2,5,2,2,4,2,4,4,5,2,5,5,5,4,5,0,neutral or dissatisfied
43074,MQ,Female,Loyal Customer,37,Personal Travel,Eco,259,4,3,4,2,2,4,2,2,2,2,2,2,2,2,0,0,neutral or dissatisfied
43075,NK,Male,Loyal Customer,19,Personal Travel,Eco,236,3,5,0,3,4,0,4,4,3,3,4,2,5,4,6,9,neutral or dissatisfied
43076,OO,Male,Loyal Customer,69,Personal Travel,Eco,192,4,5,4,2,3,4,3,3,5,2,5,4,5,3,33,25,neutral or dissatisfied
43077,AA,Male,Loyal Customer,54,Personal Travel,Eco,192,1,5,1,1,5,1,5,5,2,4,1,3,1,5,115,109,neutral or dissatisfied
43078,AS,Female,Loyal Customer,35,Personal Travel,Eco,391,3,5,3,3,1,3,1,1,1,5,2,3,2,1,0,0,neutral or dissatisfied
43079,B1143,Male,Loyal Customer,47,Personal Travel,Eco,259,4,4,4,4,5,4,3,5,2,5,3,1,4,5,0,0,satisfied
43080,DL,Male,Loyal Customer,17,Personal Travel,Eco,414,2,5,4,5,2,4,2,2,4,1,2,5,1,2,0,0,neutral or dissatisfied
43082,EV,Male,Loyal Customer,55,Personal Travel,Eco,391,3,5,3,5,5,3,5,5,2,5,1,5,4,5,0,0,neutral or dissatisfied
43083,F1146,Female,Loyal Customer,28,Personal Travel,Eco,236,1,5,1,2,2,1,3,2,5,5,4,5,5,2,8,17,neutral or dissatisfied
43084,HA,Male,Loyal Customer,20,Personal Travel,Eco,192,2,1,2,3,2,2,2,2,1,2,4,3,4,2,39,75,neutral or dissatisfied
43085,MQ,Female,Loyal Customer,12,Personal Travel,Eco,391,3,5,3,4,4,3,4,4,3,3,5,4,4,4,0,0,neutral or dissatisfied
43086,NK,Female,Loyal Customer,28,Personal Travel,Eco,192,4,4,4,1,2,4,2,2,4,2,5,4,5,2,0,0,satisfied
43089,OO,Female,Loyal Customer,15,Personal Travel,Eco,236,2,5,0,2,5,0,5,5,4,5,4,3,5,5,0,0,neutral or dissatisfied
43090,AA,Male,Loyal Customer,26,Personal Travel,Eco,391,3,5,3,3,2,3,2,2,5,5,3,3,4,2,4,0,neutral or dissatisfied
43091,AS,Female,Loyal Customer,38,Personal Travel,Eco,236,1,2,1,3,5,1,5,5,4,5,4,3,4,5,0,39,neutral or dissatisfied
43092,B1144,Male,Loyal Customer,70,Personal Travel,Eco,391,4,4,4,3,5,4,5,5,4,4,4,5,4,5,0,0,satisfied
43093,DL,Female,Loyal Customer,15,Personal Travel,Eco,391,3,4,3,4,5,3,1,5,3,4,3,2,4,5,21,15,neutral or dissatisfied
43094,EV,Female,Loyal Customer,28,Personal Travel,Eco,192,2,5,2,4,5,2,3,5,3,3,4,3,5,5,0,0,neutral or dissatisfied
43095,F1147,Female,Loyal Customer,11,Personal Travel,Eco,259,3,4,3,3,4,3,4,4,4,2,3,4,4,4,0,4,neutral or dissatisfied
43097,HA,Female,Loyal Customer,19,Personal Travel,Eco,236,3,5,3,4,3,3,3,3,4,5,5,5,4,3,0,0,neutral or dissatisfied
43098,MQ,Male,Loyal Customer,20,Personal Travel,Eco,173,5,5,5,5,3,5,2,3,5,2,4,3,4,3,0,0,satisfied
43099,NK,Female,Loyal Customer,61,Personal Travel,Eco,236,3,4,3,2,3,4,4,2,2,3,2,5,2,3,1,19,neutral or dissatisfied
43100,OO,Female,Loyal Customer,29,Personal Travel,Eco,192,1,5,1,5,5,1,5,5,4,5,4,5,5,5,1,22,neutral or dissatisfied
43101,AA,Male,Loyal Customer,31,Personal Travel,Eco,391,3,5,3,1,1,3,1,1,5,4,4,5,5,1,0,0,neutral or dissatisfied
