YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,DISTANCE
2016,1,16,5,WN,153,N8646B,PVD,MDW,545,542,-3,175,152,842
2016,1,16,5,WN,122,N964WN,STL,HOU,545,542,-3,140,120,687
2016,1,16,5,EV,6176,N14179,ROC,IAD,545,542,-3,82,90,288
2016,1,16,5,UA,1194,N19117,LAX,DEN,549,542,-7,142,137,862
2016,1,16,5,AA,1205,N3EFAA,EWR,MIA,550,542,-8,187,179,1085
2016,1,16,5,UA,1297,N18223,CLE,IAH,550,542,-8,195,169,1091
2016,1,17,6,WN,4448,N730SW,MDW,FLL,540,542,2,185,174,1166
2016,1,17,6,US,1910,N185UW,ORD,CLT,550,542,-8,121,106,599
2016,1,17,6,US,1902,N701UW,MCO,DCA,555,542,-13,121,110,759
2016,1,18,7,UA,1596,N34282,SMF,DEN,540,542,2,140,127,909
2016,1,18,7,EV,4676,N14143,PVD,EWR,545,542,-3,72,68,160
2016,1,19,1,EV,5534,N197PQ,BTR,ATL,530,542,12,86,72,448
2016,1,19,1,DL,2427,N957AT,ATW,ATL,535,542,7,147,114,765
2016,1,19,1,AA,90,N471AA,DFW,ORD,543,542,-1,137,129,802
2016,1,19,1,US,403,N649AW,IND,PHX,545,542,-3,243,243,1488
2016,1,19,1,WN,346,N408WN,BDL,ATL,545,542,-3,175,139,859
2016,1,19,1,WN,2513,N8318F,MHT,BWI,545,542,-3,115,84,377
2016,1,19,1,WN,252,N600WN,PWM,BWI,545,542,-3,125,86,452
2016,1,19,1,DL,1890,N917DL,DFW,ATL,545,542,-3,126,116,731
2016,1,19,1,EV,5543,N980EV,CAE,ATL,545,542,-3,63,71,192
2016,1,19,1,OO,5172,N948SW,MLI,ORD,547,542,-5,62,60,139
2016,1,19,1,WN,4720,N431WN,BNA,MCO,550,542,-8,110,96,616
2016,1,19,1,EV,5902,N14125,TUL,ORD,550,542,-8,115,106,585
2016,1,20,2,AA,1249,N4YJAA,MSP,ORD,543,542,-1,92,91,334
2016,1,20,2,US,403,N650AW,IND,PHX,545,542,-3,243,243,1488
2016,1,20,2,WN,217,N259WN,ROC,MDW,545,542,-3,130,133,523
2016,1,20,2,WN,1974,N697SW,LAX,SFO,545,542,-3,85,70,337
2016,1,20,2,B6,917,N509JB,BOS,JFK,545,542,-3,77,68,187
2016,1,20,2,DL,893,N366NW,PHL,DTW,545,542,-3,111,103,453
2016,1,20,2,OO,4986,N507CA,MLI,ORD,547,542,-5,62,57,139
2016,1,20,2,DL,1371,N338NW,MCI,SLC,550,542,-8,172,171,920
2016,1,20,2,EV,5333,N686BR,AVL,ATL,550,542,-8,60,42,164
2016,1,20,2,MQ,3534,N642MQ,ABI,DFW,550,542,-8,53,44,158
2016,1,21,3,US,410,N668AW,DEN,PHX,545,542,-3,122,125,602
2016,1,21,3,WN,252,N627SW,PWM,BWI,545,542,-3,125,94,452
2016,1,21,3,AA,2299,N3JEAA,JFK,MIA,545,542,-3,189,202,1089
2016,1,21,3,B6,917,N729JB,BOS,JFK,545,542,-3,77,60,187
2016,1,21,3,OO,5509,N110SY,DFW,SFO,545,542,-3,240,228,1464
2016,1,21,3,US,658,N157UW,ATL,CLT,550,542,-8,66,59,226
2016,1,21,3,B6,746,N565JB,PSE,JFK,600,542,-18,241,247,1617
2016,1,22,4,WN,252,N623SW,PWM,BWI,545,542,-3,125,88,452
2016,1,22,4,DL,2590,N972DL,GSP,ATL,545,542,-3,60,46,153
2016,1,22,4,DL,1890,N998DL,DFW,ATL,545,542,-3,126,115,731
2016,1,22,4,EV,5362,N868AS,SHV,ATL,545,542,-3,98,97,551
2016,1,22,4,EV,4162,N21144,MCI,IAH,550,542,-8,128,142,643
2016,1,22,4,EV,4508,N36915,STL,EWR,550,542,-8,137,142,872
2016,1,22,4,B6,1012,N258JB,ORD,BOS,600,542,-18,136,130,867
2016,1,23,5,WN,153,N8631A,PVD,MDW,545,542,-3,175,151,842
2016,1,23,5,DL,893,N348NW,PHL,DTW,545,542,-3,111,134,453
2016,1,23,5,OO,4472,N679CA,MKE,DTW,545,542,-3,78,63,237
2016,1,23,5,WN,1023,N232WN,BOS,MDW,550,542,-8,180,161,861
2016,1,23,5,EV,5902,N12160,TUL,ORD,550,542,-8,115,110,585
2016,1,23,5,B6,746,N565JB,PSE,JFK,600,542,-18,241,268,1617
2016,1,23,5,DL,173,N3759,ANC,SEA,600,542,-18,212,222,1448
2016,1,24,6,WN,3380,N950WN,MEM,MDW,545,542,-3,105,111,480
2016,1,24,6,DL,2288,N301DQ,BHM,ATL,550,542,-8,58,67,134
2016,1,24,6,EV,4162,N36915,MCI,IAH,550,542,-8,128,129,643
2016,1,25,7,UA,1559,N57862,SFO,DEN,544,542,-2,148,144,967
2016,1,25,7,DL,2127,N695DL,FLL,ATL,545,542,-3,110,99,581
2016,1,26,1,AA,2301,N4YBAA,ORD,DFW,545,542,-3,153,132,802
2016,1,26,1,DL,2127,N6703D,FLL,ATL,545,542,-3,110,105,581
2016,1,26,1,EV,2519,N901EV,TYR,DFW,555,542,-13,49,60,102
2016,1,26,1,DL,173,N371DA,ANC,SEA,600,542,-18,212,228,1448
2016,1,27,2,UA,1532,N69826,GEG,DEN,545,542,-3,141,134,836
2016,1,27,2,US,641,N805AW,OMA,PHX,550,542,-8,177,159,1037
2016,1,27,2,US,658,N914UY,ATL,CLT,550,542,-8,66,71,226
2016,1,27,2,UA,1297,N77510,CLE,IAH,550,542,-8,195,173,1091
2016,1,27,2,OO,3489,N223AG,FAT,SEA,600,542,-18,132,135,748
2016,1,28,3,US,602,N545UW,ORD,PHX,500,542,42,231,219,1440
2016,1,28,3,UA,156,N74856,SFO,DEN,544,542,-2,148,187,967
2016,1,28,3,OO,4986,N963SW,MLI,ORD,547,542,-5,62,58,139
2016,1,28,3,MQ,3534,N621MQ,ABI,DFW,550,542,-8,53,38,158
2016,1,28,3,OO,6204,N903SW,BFL,DEN,550,542,-8,150,135,845
2016,1,29,4,AA,1388,N3GRAA,DFW,MIA,515,542,27,159,142,1121
2016,1,29,4,UA,1221,N67815,PDX,DEN,540,542,2,155,135,991
2016,1,29,4,WN,1974,N317WN,LAX,SFO,545,542,-3,85,60,337
2016,1,29,4,WN,346,N952WN,BDL,ATL,545,542,-3,175,134,859
2016,1,29,4,OO,5211,N958SW,DRO,DEN,547,542,-5,74,75,251
2016,1,29,4,UA,1194,N13138,LAX,DEN,549,542,-7,142,125,862
2016,1,29,4,US,658,N153UW,ATL,CLT,550,542,-8,66,61,226
2016,1,29,4,US,1737,N835AW,IAH,PHX,550,542,-8,176,187,1009
2016,1,29,4,US,1910,N548UW,ORD,CLT,550,542,-8,121,113,599
2016,1,29,4,DL,1371,N325US,MCI,SLC,550,542,-8,172,163,920
2016,1,30,5,OO,4984,N792SK,OMA,IAH,540,542,2,145,145,781
2016,1,30,5,WN,1974,N691WN,LAX,SFO,545,542,-3,85,76,337
2016,1,30,5,EV,6105,N18557,CLT,IAH,545,542,-3,184,203,912
2016,1,31,6,UA,559,N805UA,PHX,IAH,530,542,12,148,156,1009
2016,1,31,6,DL,885,N309US,PHL,DTW,545,542,-3,109,95,453
2016,1,31,6,AA,1055,N568AA,MCO,DFW,555,542,-13,180,169,985
2016,2,1,7,UA,1596,N87531,SMF,DEN,540,542,2,140,141,909
2016,2,1,7,EV,5286,N926EV,AEX,ATL,545,542,-3,97,94,500
2016,2,1,7,US,1737,N821AW,IAH,PHX,550,542,-8,176,,1009
2016,2,1,7,OO,5456,N984CA,RDM,SFO,557,542,-15,98,98,462
2016,2,2,1,WN,4542,N226WN,PHX,DEN,540,542,2,115,104,602
2016,2,2,1,UA,1603,N14237,RSW,IAH,545,542,-3,166,141,861
2016,2,2,1,WN,1974,N634SW,LAX,SFO,545,542,-3,85,81,337
2016,2,3,2,DL,2590,N974DL,GSP,ATL,545,542,-3,60,53,153
2016,2,3,2,EV,4603,N15574,ORF,EWR,545,542,-3,83,88,284
2016,2,3,2,EV,4951,N884AS,AZO,DTW,546,542,-4,69,58,113
2016,2,3,2,DL,1404,N751AT,LAX,SLC,550,542,-8,118,120,590
2016,2,3,2,US,658,N172US,ATL,CLT,550,542,-8,66,63,226
2016,2,3,2,MQ,3534,N625MQ,ABI,DFW,550,542,-8,53,34,158
2016,2,4,3,UA,1596,N26210,SMF,DEN,540,542,2,140,138,909
2016,2,4,3,WN,3814,N663SW,MKE,MCO,540,542,2,175,190,1066
2016,2,4,3,WN,1974,N684WN,LAX,SFO,545,542,-3,85,67,337
2016,2,4,3,EV,5543,N854AS,CAE,ATL,545,542,-3,63,71,192
2016,2,4,3,F9,117,N929FR,MSP,DEN,545,542,-3,129,123,680
2016,2,4,3,OO,5211,N939SW,DRO,DEN,547,542,-5,74,91,251
2016,2,5,4,EV,5543,N841AS,CAE,ATL,545,542,-3,63,51,192
2016,2,5,4,HA,218,N486HA,HNL,KOA,548,542,-6,42,50,163
2016,2,5,4,EV,4508,N13965,STL,EWR,550,542,-8,137,156,872
2016,2,6,5,AA,1249,N475AA,MSP,ORD,543,542,-1,92,77,334
2016,2,6,5,DL,893,N315US,PHL,DTW,545,542,-3,111,92,453
2016,2,6,5,WN,1974,N691WN,LAX,SFO,545,542,-3,85,68,337
2016,2,6,5,WN,252,N387SW,PWM,BWI,545,542,-3,125,103,452
2016,2,6,5,OO,6204,N937SW,BFL,DEN,550,542,-8,150,139,845
2016,2,7,6,AA,2299,N3JXAA,JFK,MIA,545,542,-3,189,180,1089
2016,2,7,6,AA,2301,N598AA,ORD,DFW,545,542,-3,153,128,802
2016,2,7,6,US,403,N653AW,IND,PHX,545,542,-3,243,219,1488
2016,2,7,6,AA,1178,N570AA,AUS,DFW,548,542,-6,62,59,190
2016,2,9,1,AA,1249,N424AA,MSP,ORD,543,542,-1,92,68,334
2016,2,9,1,DL,1890,N944DL,DFW,ATL,545,542,-3,126,123,731
2016,2,9,1,WN,2513,N8600F,MHT,BWI,545,542,-3,115,105,377
2016,2,9,1,WN,217,N930WN,ROC,MDW,545,542,-3,130,141,523
2016,2,9,1,EV,5543,N884AS,CAE,ATL,545,542,-3,63,57,192
2016,2,9,1,EV,5902,N12122,TUL,ORD,550,542,-8,115,111,585
2016,2,10,2,AA,1249,N4XYAA,MSP,ORD,543,542,-1,92,73,334
2016,2,10,2,AA,2299,N3GAAA,JFK,MIA,545,542,-3,189,181,1089
2016,2,10,2,US,1910,N191UW,ORD,CLT,550,542,-8,121,110,599
2016,2,11,3,AA,1249,N4YAAA,MSP,ORD,543,542,-1,92,105,334
2016,2,11,3,AA,1238,N3LDAA,ORD,FLL,545,542,-3,177,170,1182
2016,2,11,3,DL,2590,N999DN,GSP,ATL,545,542,-3,60,42,153
2016,2,11,3,DL,893,N362NW,PHL,DTW,545,542,-3,111,90,453
2016,2,11,3,EV,5543,N856AS,CAE,ATL,545,542,-3,63,61,192
2016,2,11,3,EV,4951,N855AS,AZO,DTW,546,542,-4,69,57,113
2016,2,11,3,EV,6181,N14203,SYR,IAD,550,542,-8,84,89,296
2016,2,11,3,OO,3461,N218AG,ONT,PDX,600,542,-18,144,150,838
2016,2,12,4,AA,1249,N547AA,MSP,ORD,543,542,-1,92,118,334
2016,2,12,4,AA,347,N3KUAA,MSY,MIA,545,542,-3,108,116,675
2016,2,12,4,AA,1238,N3LDAA,ORD,FLL,545,542,-3,177,172,1182
2016,2,12,4,DL,2590,N979DL,GSP,ATL,545,542,-3,60,50,153
2016,2,12,4,DL,1568,N972DL,SYR,ATL,545,542,-3,170,176,794
2016,2,12,4,WN,346,N230WN,BDL,ATL,545,542,-3,175,189,859
2016,2,12,4,WN,153,N8637A,PVD,MDW,545,542,-3,175,151,842
2016,2,12,4,WN,595,N212WN,PDX,PHX,545,542,-3,160,143,1009
2016,2,13,5,DL,1143,N933DL,CVG,ATL,545,542,-3,109,128,373
2016,2,13,5,DL,2428,N924DL,GSP,ATL,545,542,-3,59,56,153
2016,2,13,5,WN,346,N733SA,BDL,ATL,545,542,-3,175,136,859
2016,2,13,5,WN,122,N237WN,STL,HOU,545,542,-3,140,109,687
2016,2,13,5,EV,5543,N859AS,CAE,ATL,545,542,-3,63,53,192
2016,2,13,5,EV,5038,N860AS,AZO,DTW,545,542,-3,69,50,113
2016,2,13,5,HA,218,N490HA,HNL,KOA,548,542,-6,42,52,163
2016,2,13,5,EV,4411,N14188,MEM,EWR,549,542,-7,161,157,946
2016,2,14,6,WN,2613,N605SW,FNT,BWI,545,542,-3,105,105,452
2016,2,14,6,OO,6369,N715SK,TUS,SFO,545,542,-3,140,122,751
2016,2,14,6,OO,6204,N915SW,BFL,DEN,550,542,-8,149,142,845
2016,2,15,7,F9,117,N948FR,MSP,DEN,545,542,-3,129,126,680
2016,2,16,1,DL,2428,N946DL,GSP,ATL,545,542,-3,59,63,153
2016,2,16,1,WN,595,N417WN,PDX,PHX,545,542,-3,160,132,1009
2016,2,16,1,WN,1974,N656SW,LAX,SFO,545,542,-3,85,76,337
2016,2,16,1,MQ,3691,N856MQ,PIA,ORD,545,542,-3,62,56,130
2016,2,16,1,B6,115,N324JB,SYR,JFK,550,542,-8,83,84,209
2016,2,17,2,WN,4036,N626SW,SMF,LAX,540,542,2,85,79,373
2016,2,17,2,DL,2014,N353NB,SYR,ATL,545,542,-3,166,162,794
2016,2,17,2,DL,2501,N811DZ,RSW,ATL,545,542,-3,105,112,515
2016,2,17,2,WN,122,N237WN,STL,HOU,545,542,-3,140,132,687
2016,2,17,2,WN,217,N215WN,ROC,MDW,545,542,-3,130,126,523
2016,2,17,2,WN,1974,N345SA,LAX,SFO,545,542,-3,85,72,337
2016,2,17,2,MQ,3691,N658MQ,PIA,ORD,545,542,-3,62,48,130
2016,2,17,2,UA,1020,N68801,SEA,IAH,545,542,-3,255,228,1874
2016,2,17,2,B6,115,N337JB,SYR,JFK,550,542,-8,83,76,209
2016,2,17,2,OO,6204,N979SW,BFL,DEN,550,542,-8,149,145,845
2016,2,18,3,UA,1603,N33714,RSW,IAH,540,542,2,166,153,861
2016,2,18,3,AA,347,N3FMAA,MSY,MIA,545,542,-3,108,98,675
2016,2,18,3,AA,1028,N3FAAA,DEN,ORD,545,542,-3,149,143,888
2016,2,18,3,B6,1434,N375JB,SJU,MCO,545,542,-3,187,179,1189
2016,2,18,3,DL,900,N351NW,BOS,ATL,545,542,-3,192,178,946
2016,2,18,3,WN,1974,N345SA,LAX,SFO,545,542,-3,85,65,337
2016,2,18,3,F9,117,N912FR,MSP,DEN,545,542,-3,129,125,680
2016,2,18,3,EV,4862,N11535,MCI,IAH,550,542,-8,130,113,643
2016,2,19,4,AA,2299,N3CDAA,JFK,MIA,545,542,-3,189,178,1089
2016,2,19,4,DL,2428,N921DL,GSP,ATL,545,542,-3,59,61,153
2016,2,19,4,US,403,N652AW,IND,PHX,545,542,-3,243,240,1488
2016,2,19,4,WN,252,N602SW,PWM,BWI,545,542,-3,125,121,452
2016,2,19,4,OO,6401,N708SK,EUG,SFO,545,542,-3,96,86,451
2016,2,19,4,HA,218,N492HA,HNL,KOA,548,542,-6,42,44,163
2016,2,19,4,EV,4411,N13118,MEM,EWR,549,542,-7,161,173,946
2016,2,19,4,UA,1264,N37287,PBI,EWR,550,542,-8,166,161,1023
2016,2,19,4,AA,1055,N456AA,MCO,DFW,555,542,-13,180,184,985
2016,2,20,5,UA,282,N449UA,BOS,IAD,540,542,2,105,92,413
2016,2,20,5,US,403,N640AW,IND,PHX,545,542,-3,243,255,1488
2016,2,20,5,WN,346,N747SA,BDL,ATL,545,542,-3,175,145,859
2016,2,20,5,EV,4555,N12160,LCH,IAH,545,542,-3,54,57,127
2016,2,20,5,EV,5501,N873AS,VLD,ATL,545,542,-3,56,64,208
2016,2,20,5,F9,365,N923FR,MKE,DEN,545,542,-3,161,150,896
2016,2,20,5,OO,4675,N814SK,MKE,DTW,546,542,-4,78,63,237
2016,2,20,5,US,1910,N539UW,ORD,CLT,550,542,-8,121,108,599
2016,2,21,6,UA,662,N847UA,OMA,IAH,540,542,2,144,155,781
2016,2,21,6,AA,1238,N3MDAA,ORD,FLL,545,542,-3,177,161,1182
2016,2,21,6,US,602,N665AW,DEN,PHX,545,542,-3,122,132,602
2016,2,22,7,OO,6369,N756SK,TUS,SFO,545,542,-3,140,132,751
2016,2,23,1,DL,2127,N6700,FLL,ATL,545,542,-3,110,109,581
2016,2,23,1,WN,217,N743SW,ROC,MDW,545,542,-3,130,123,523
2016,2,23,1,WN,2513,N8308K,MHT,BWI,545,542,-3,115,98,377
2016,2,23,1,OO,4638,N820SK,HLN,MSP,545,542,-3,156,153,913
2016,2,23,1,UA,221,N805UA,SEA,IAH,545,542,-3,253,247,1874
2016,2,23,1,OO,6465,N719SK,SLC,LAX,550,542,-8,125,114,590
2016,2,24,2,AA,1249,N4WMAA,MSP,ORD,543,542,-1,92,88,334
2016,2,24,2,DL,2079,N612DL,BOS,DTW,545,542,-3,134,120,632
2016,2,24,2,WN,1974,N345SA,LAX,SFO,545,542,-3,85,74,337
2016,2,24,2,EV,4603,N15980,ORF,EWR,545,542,-3,80,80,284
2016,2,24,2,AA,1205,N3GMAA,EWR,MIA,550,542,-8,187,186,1085
2016,2,24,2,MQ,3680,N602MQ,MSN,ORD,550,542,-8,56,39,108
2016,2,25,3,DL,1143,N906DL,CVG,ATL,545,542,-3,109,82,373
2016,2,25,3,WN,595,N417WN,PDX,PHX,545,542,-3,160,139,1009
2016,2,25,3,EV,5543,N914EV,CAE,ATL,545,542,-3,63,57,192
2016,2,25,3,UA,1101,N66831,SEA,IAH,545,542,-3,255,247,1874
2016,2,25,3,OO,6369,N730SK,TUS,SFO,550,542,-8,140,135,751
2016,2,26,4,EV,4208,N11536,SHV,IAH,540,542,2,60,67,192
2016,2,26,4,OO,5214,N732SK,OMA,IAH,540,542,2,144,166,781
2016,2,26,4,DL,900,N377NW,BOS,ATL,545,542,-3,192,180,946
2016,2,26,4,EV,4555,N12166,LCH,IAH,545,542,-3,54,54,127
2016,2,26,4,OO,6401,N794SK,EUG,SFO,545,542,-3,96,93,451
2016,2,26,4,UA,1434,N24212,LGA,IAH,545,542,-3,250,241,1416
2016,2,27,5,UA,1101,N14704,SEA,IAH,545,542,-3,255,246,1874
2016,2,27,5,UA,1532,N75426,GEG,DEN,545,542,-3,137,143,836
2016,2,27,5,HA,218,N476HA,HNL,KOA,548,542,-6,42,46,163
2016,2,27,5,OO,6369,N744SK,TUS,SFO,550,542,-8,140,168,751
2016,2,28,6,AA,1238,N3MAAA,ORD,FLL,545,542,-3,177,172,1182
2016,2,28,6,WN,3375,N8623F,OAK,DEN,545,542,-3,160,147,957
2016,2,28,6,MQ,3691,N614MQ,PIA,ORD,545,542,-3,62,59,130
2016,2,28,6,UA,883,N447UA,BWI,IAH,545,542,-3,215,217,1235
2016,2,28,6,B6,115,N306JB,SYR,JFK,550,542,-8,83,80,209
2016,2,28,6,OO,6204,N479CA,BFL,DEN,550,542,-8,149,129,845
2016,3,1,7,UA,1658,N76516,LAX,DEN,542,542,0,150,129,862
2016,3,1,7,AA,1028,N3KDAA,DEN,ORD,545,542,-3,149,133,888
2016,3,1,7,DL,977,N916DN,ORD,ATL,545,542,-3,129,118,606
2016,3,2,1,UA,1602,N12218,IAH,DEN,540,542,2,158,145,862
2016,3,2,1,WN,1156,N299WN,PIT,ATL,540,542,2,130,118,526
2016,3,2,1,AA,90,N4YRAA,DFW,ORD,543,542,-1,137,126,802
2016,3,2,1,AA,1178,N486AA,AUS,DFW,543,542,-1,62,54,190
2016,3,2,1,AA,1028,N3DHAA,DEN,ORD,545,542,-3,149,155,888
2016,3,2,1,B6,917,N659JB,BOS,JFK,545,542,-3,75,67,187
2016,3,2,1,WN,1974,N361SW,LAX,SFO,545,542,-3,85,75,337
2016,3,2,1,OO,5612,N764SK,SLC,SFO,550,542,-8,131,109,599
2016,3,3,2,DL,1890,N992DL,DFW,ATL,545,542,-3,124,115,731
2016,3,3,2,DL,2014,N994DL,SYR,ATL,545,542,-3,157,158,794
2016,3,3,2,DL,2568,N951DN,PBI,ATL,545,542,-3,106,110,545
2016,3,3,2,UA,234,N439UA,LGA,IAH,545,542,-3,248,230,1416
2016,3,3,2,WN,2513,N8626B,MHT,BWI,545,542,-3,115,86,377
2016,3,3,2,EV,4603,N14568,ORF,EWR,545,542,-3,80,74,284
2016,3,3,2,OO,4557,N813SK,GEG,SEA,547,542,-5,73,86,224
2016,3,4,3,OO,5460,N567SW,RDD,SFO,530,542,12,86,95,199
2016,3,4,3,UA,1246,N36247,SFO,DEN,540,542,2,152,146,967
2016,3,4,3,WN,1156,N7702A,PIT,ATL,540,542,2,130,126,526
2016,3,4,3,UA,602,N420UA,LAX,DEN,542,542,0,149,131,862
2016,3,4,3,AA,347,N3CDAA,MSY,MIA,545,542,-3,108,101,675
2016,3,4,3,AA,2299,N3ELAA,JFK,MIA,545,542,-3,189,213,1089
2016,3,4,3,WN,346,N728SW,BDL,ATL,545,542,-3,175,159,859
2016,3,4,3,EV,4555,N13914,LCH,IAH,545,542,-3,54,54,127
2016,3,4,3,EV,5543,N854AS,CAE,ATL,545,542,-3,62,66,192
2016,3,4,3,MQ,3411,N543MQ,DSM,ORD,546,542,-4,89,58,299
2016,3,5,4,DL,2417,N306DQ,TLH,ATL,540,542,2,68,60,223
2016,3,5,4,UA,1295,N37267,SMF,DEN,540,542,2,140,146,909
2016,3,5,4,B6,917,N708JB,BOS,JFK,545,542,-3,75,70,187
2016,3,5,4,UA,277,N432UA,SEA,IAH,549,542,-7,254,250,1874
2016,3,5,4,EV,4094,N14203,MCI,IAH,550,542,-8,131,138,643
2016,3,6,5,WN,1156,N360SW,PIT,ATL,540,542,2,130,120,526
2016,3,6,5,AA,90,N3DJAA,DFW,ORD,545,542,-3,134,133,802
2016,3,6,5,AA,347,N3GNAA,MSY,MIA,545,542,-3,108,95,675
2016,3,6,5,EV,5543,N855AS,CAE,ATL,545,542,-3,62,61,192
2016,3,6,5,EV,6082,N14907,ATW,ORD,545,542,-3,65,56,160
2016,3,6,5,UA,1147,N66803,LAX,DEN,546,542,-4,145,146,862
2016,3,6,5,OO,4557,N822SK,GEG,SEA,547,542,-5,73,75,224
2016,3,7,6,EV,4646,N16571,CHS,EWR,545,542,-3,115,131,628
2016,3,7,6,AA,1055,N424AA,MCO,DFW,550,542,-8,180,176,985
2016,3,7,6,B6,115,N198JB,SYR,JFK,550,542,-8,80,63,209
2016,3,7,6,UA,1123,N33203,PBI,EWR,550,542,-8,166,163,1023
2016,3,7,6,OO,4600,N814SK,MCI,SLC,550,542,-8,165,157,920
2016,3,7,6,MQ,3103,N604MQ,TYR,DFW,555,542,-13,49,41,102
2016,3,8,7,AA,89,N3JGAA,IAH,MIA,520,542,22,137,131,964
2016,3,8,7,B6,838,N593JB,BQN,JFK,531,542,11,241,218,1576
2016,3,8,7,B6,917,N523JB,BOS,JFK,545,542,-3,75,56,187
2016,3,8,7,DL,2127,N519US,FLL,ATL,545,542,-3,110,106,581
2016,3,8,7,WN,4344,N8316H,CLE,MDW,545,542,-3,95,74,307
2016,3,8,7,OO,4979,N730SK,BNA,IAH,545,542,-3,140,131,657
2016,3,8,7,US,403,N661AW,IND,PHX,546,542,-4,243,233,1488
2016,3,9,1,WN,379,N214WN,MDW,TPA,535,542,7,150,137,997
2016,3,9,1,WN,208,N8329B,PVD,BWI,535,542,7,100,77,327
2016,3,9,1,DL,2182,N956DL,GSP,ATL,540,542,2,57,53,153
2016,3,9,1,DL,977,N915DN,ORD,ATL,545,542,-3,125,114,606
2016,3,9,1,WN,1894,N645SW,OAK,PDX,545,542,-3,105,95,543
2016,3,9,1,EV,4882,N686BR,BTV,DTW,545,542,-3,139,147,537
2016,3,9,1,OO,5462,N932EV,SPI,ORD,545,542,-3,64,64,174
2016,3,9,1,MQ,3287,N823MQ,DAY,ORD,547,542,-5,83,67,240
2016,3,10,2,WN,2253,N8646B,PHX,LAS,540,542,2,75,60,255
2016,3,10,2,UA,1407,N37277,PIT,IAH,545,542,-3,204,213,1117
2016,3,10,2,UA,1456,N14214,LGA,IAH,545,542,-3,242,227,1416
2016,3,10,2,WN,4340,N624SW,ATL,DAL,545,542,-3,145,135,721
2016,3,10,2,WN,1090,N555LV,MDW,BNA,545,542,-3,85,107,395
2016,3,10,2,EV,4646,N12563,CHS,EWR,545,542,-3,115,119,628
2016,3,10,2,US,1853,N540UW,ORD,CLT,550,542,-8,121,113,599
2016,3,10,2,WN,382,N640SW,TUS,DEN,550,542,-8,120,124,639
2016,3,10,2,MQ,3534,N935MQ,ABI,DFW,550,542,-8,53,49,158
2016,3,10,2,DL,1179,N925DN,STL,ATL,600,542,-18,95,102,484
2016,1,1,4,OO,4833,N554CA,MKE,DTW,545,543,-2,74,55,237
2016,1,1,4,B6,917,N606JB,BOS,JFK,545,543,-2,77,66,187
2016,1,1,4,EV,5698,N835AS,BDL,IAD,550,543,-7,88,76,326
2016,1,2,5,WN,3488,N8310C,LAX,DEN,545,543,-2,155,140,862
2016,1,2,5,WN,4123,N928WN,RNO,DEN,545,543,-2,140,143,804
2016,1,2,5,AA,2299,N3KKAA,JFK,MIA,545,543,-2,185,178,1089
2016,1,2,5,EV,4149,N16951,FNT,ORD,545,543,-2,67,70,223
2016,1,2,5,EV,4622,N14916,SAV,IAD,545,543,-2,98,94,515
2016,1,2,5,OO,4546,N815SK,MKE,DTW,545,543,-2,74,71,237
2016,1,2,5,EV,4436,N17169,TUL,EWR,550,543,-7,179,161,1215
2016,1,2,5,MQ,2952,N691MQ,GRB,ORD,550,543,-7,80,62,173
2016,1,3,6,WN,1844,N8325D,MDW,DEN,545,543,-2,175,196,895
2016,1,3,6,WN,757,N8308K,PDX,DEN,545,543,-2,155,134,991
2016,1,3,6,B6,917,N595JB,BOS,JFK,545,543,-2,77,73,187
2016,1,3,6,DL,2294,N341NB,GSO,ATL,545,543,-2,80,80,306
2016,1,4,7,AA,2299,N3JGAA,JFK,MIA,545,543,-2,185,178,1089
2016,1,4,7,EV,5985,N14203,CVG,ORD,545,543,-2,81,68,265
2016,1,4,7,AA,1297,N3ECAA,LGA,MIA,550,543,-7,192,188,1096
2016,1,5,1,DL,1245,N365NB,MSO,MSP,540,543,3,169,206,1013
2016,1,5,1,AA,90,N4YEAA,DFW,ORD,545,543,-2,140,131,802
2016,1,5,1,AA,1433,N520AA,SAT,DFW,545,543,-2,65,81,247
2016,1,5,1,DL,1459,N960DN,CLT,DTW,545,543,-2,110,95,500
2016,1,6,2,F9,161,N932FR,MSN,DEN,544,543,-1,145,151,826
2016,1,6,2,UA,423,N479UA,LGA,IAH,545,543,-2,250,255,1416
2016,1,6,2,WN,1974,N372SW,LAX,SFO,545,543,-2,85,63,337
2016,1,6,2,DL,2590,N947DL,GSP,ATL,545,543,-2,60,46,153
2016,1,6,2,DL,1568,N939DL,SYR,ATL,545,543,-2,170,144,794
2016,1,6,2,EV,6074,N11106,ROC,IAD,545,543,-2,82,81,288
2016,1,6,2,DL,1961,N956DN,RIC,ATL,550,543,-7,114,105,481
2016,1,6,2,US,1902,N709UW,MCO,DCA,555,543,-12,121,144,759
2016,1,6,2,AS,162,N767AS,FAI,ANC,600,543,-17,73,74,261
2016,1,7,3,WN,141,N934WN,ALB,MDW,530,543,13,160,157,717
2016,1,7,3,UA,1045,N67812,GEG,DEN,545,543,-2,141,143,836
2016,1,7,3,DL,1568,N944DL,SYR,ATL,545,543,-2,170,141,794
