Origin,Destination,Marketing_Airline,Operating_Airline,Flight_Duration,Distance
HKT,VIE,NG,NG,755,4722.0
VIE,HKT,NG,NG,635,4722.0
MIA,MUC,NG,NG,570,4355.0
VIE,BKK,NG,NG,610,4577.0
VIE,BKK,NG,NG,605,4577.0
AUH,LHR,GF,GF,500,2989.0
BAH,CMN,GF,GF,500,3033.0
CMN,BAH,GF,GF,425,3033.0
BAH,KUL,GF,GF,460,3270.0
KUL,BAH,GF,GF,505,3270.0
JFK,WAW,LO,LO,520,3712.0
WAW,JFK,LO,LO,590,3712.0
WAW,EWR,LO,LO,615,3717.0
WAW,EWR,LO,LO,630,3717.0
JFK,KRK,LO,LO,540,3737.0
KRK,JFK,LO,LO,615,3737.0
EWR,KRK,LO,LO,505,3744.0
EWR,WAW,LO,LO,495,3717.0
AUH,LHR,GF,GF,500,2989.0
AUH,KUL,GF,GF,440,3030.0
EWR,WAW,LO,LO,495,3717.0
KRK,EWR,LO,LO,610,3744.0
GUM,HNL,CO,CO,1875,3298.0
LGW,EWR,CO,CO,505,3020.0
HNL,GUM,CO,CS,455,3298.0
IAH,GRU,CO,CO,580,4294.0
NSI,BRU,SN,SN,430,2876.0
BOS,BRU,SN,SN,405,3025.0
FIH,BRU,SN,SN,485,3394.0
FIH,BRU,SN,SN,485,3394.0
NBO,BRU,SN,SN,510,3571.0
NBO,BRU,SN,SN,510,3571.0
NBO,BRU,SN,SN,510,3571.0
NBO,BRU,SN,SN,510,3571.0
NBO,BRU,SN,SN,510,3571.0
NBO,BRU,SN,SN,510,3571.0
BRU,LAD,SN,SN,510,3645.0
BRU,FIH,SN,SN,485,3394.0
BRU,EBB,SN,SN,470,3387.0
BRU,EBB,SN,SN,470,3387.0
BRU,BJM,SN,SN,490,3523.0
BRU,NSI,SN,SN,410,2876.0
BRU,KGL,SN,SN,490,3460.0
BRU,MAA,SN,SN,590,4276.0
BRU,KGL,SN,SN,490,3460.0
BRU,BOS,SN,SN,480,3025.0
BRU,EBB,SN,SN,470,3387.0
MAA,BRU,SN,SN,650,4276.0
JFK,MAD,IB,IB,430,3118.0
BRU,PEK,MU,MU,585,4300.0
BRU,PEK,MU,MU,580,4300.0
MAD,JFK,IB,IB,485,3118.0
MAD,MIA,IB,IB,580,3842.0
FRA,CMB,UL,UL,615,4370.0
PEK,BRU,MU,MU,730,4300.0
PEK,BRU,MU,MU,725,4300.0
FRA,CMB,UL,UL,615,4370.0
CDG,CMB,UL,UL,635,4590.0
CMB,LHR,UL,UL,715,4722.0
CMB,FRA,UL,UL,640,4370.0
CMB,CDG,UL,UL,715,4590.0
CMB,CDG,UL,UL,715,4590.0
CMB,LHR,UL,UL,735,4722.0
CMB,LHR,UL,UL,735,4722.0
CMB,LHR,UL,UL,735,4722.0
CMB,LHR,UL,UL,735,4722.0
LHR,CMB,UL,UL,665,4722.0
LHR,CMB,UL,UL,670,4722.0
BOG,FRA,LH,LH,660,4927.0
DEL,SVO,SU,SU,435,2365.0
PVG,SVO,SU,SU,585,3712.0
PVG,SVO,SU,SU,585,3712.0
SNN,HAV,SU,SU,550,3735.0
BKK,SVO,SU,SU,665,3851.0
SVO,BKK,SU,SU,600,3851.0
KUL,SVO,SU,SU,680,4438.0
SIN,SVO,SU,SU,720,4582.0
SVO,SIN,SU,SU,645,4582.0
SVO,PVG,SU,SU,520,3712.0
HAV,SNN,SU,SU,510,3735.0
SVO,KUL,SU,SU,600,4438.0
SVO,PVG,SU,SU,520,3712.0
DOH,CDG,QR,QR,450,2690.0
BKK,DOH,QR,QR,450,2858.0
AKL,PPT,TN,TN,1745,2210.0
FCO,EWR,ET,ET,600,3732.0
SJU,AMS,MP,MP,500,3849.0
AMS,MCO,MP,MP,605,3951.0
MCO,AMS,MP,MP,495,3951.0
MIA,AMS,MP,MP,505,4034.0
AUH,AMS,MP,MP,420,2809.0
MIA,AMS,MP,MP,505,4034.0
EWR,FCO,ET,ET,450,3732.0
MIA,AMS,MP,MP,505,4034.0
EWR,FCO,ET,ET,450,3732.0
MIA,AMS,MP,MP,505,4034.0
SJU,AMS,MP,MP,500,3849.0
HAV,AMS,MP,MP,530,4241.0
ADD,FCO,ET,ET,405,2432.0
CMB,AMS,MP,MP,670,4530.0
ADD,FCO,ET,ET,405,2432.0
BON,BRU,Q7,Q7,555,4208.0
ATH,BEN,OA,OA,1410,401.0
PBM,BRU,3P,3P,570,4042.0
FCO,EWR,ET,ET,600,3732.0
JIB,BKK,ET,ET,510,3376.0
MCO,AMS,MP,MP,495,3951.0
MCO,AMS,MP,MP,495,3951.0
MCO,AMS,MP,MP,495,3951.0
AMS,MIA,MP,MP,620,4034.0
AMS,PUJ,MP,MP,580,3933.0
AMS,MIA,MP,MP,620,4034.0
AMS,POP,MP,MP,590,3960.0
AMS,PUJ,MP,MP,580,3933.0
AMS,MCO,MP,MP,605,3951.0
BRU,BON,Q7,Q7,595,4208.0
AMS,MIA,MP,MP,620,4034.0
AMS,POP,MP,MP,590,3960.0
AMS,VRA,MP,MP,645,4204.0
BKK,ADD,ET,ET,600,3653.0
BRU,CUR,Q7,Q7,595,4228.0
AMS,CUN,MP,MP,685,4490.0
AMS,CMB,MP,MP,600,4530.0
BRU,PBM,3P,3P,615,4042.0
CUN,AMS,MP,MP,560,4490.0
AMS,MIA,MP,MP,620,4034.0
SDQ,AMS,MP,MP,515,3981.0
CUN,AMS,MP,MP,560,4490.0
AMS,VRA,MP,MP,645,4204.0
AMS,HAV,MP,MP,645,4241.0
AMS,CUN,MP,MP,685,4490.0
AMS,BON,MP,MP,615,4231.0
AMS,MCO,MP,MP,605,3951.0
AMS,MCO,MP,MP,605,3951.0
CUN,AMS,MP,MP,560,4490.0
HOG,AMS,MP,MP,535,4125.0
CUR,BRU,Q7,Q7,555,4228.0
CUR,AMS,MP,MP,550,4251.0
AKL,PPT,QF,QF,1740,2210.0
CGK,SYD,QF,QF,415,3000.0
CNS,HKG,QF,QF,425,3023.0
SYD,TPE,QF,QF,555,3971.0
SYD,CGK,QF,QF,425,3000.0
TPE,SYD,QF,QF,560,3971.0
HNL,SYD,QF,QF,645,4438.0
ARN,LAX,TD,TD,510,4795.0
LAX,ARN,TD,TD,600,4795.0
GRU,MIA,AA,AA,503,3577.0
NRT,BKK,BG,BG,405,2516.0
DXB,LHR,BG,BG,480,2984.0
LHR,DXB,BG,BG,420,2984.0
LHR,DXB,BG,BG,420,2984.0
LHR,DXB,BG,BG,420,2984.0
PUJ,SCL,LA,LA,465,3152.0
SCL,PUJ,LA,LA,485,3152.0
DXB,LHR,BG,BG,480,2984.0
DXB,LHR,BG,BG,480,2984.0
CUN,SCL,LA,LA,465,3425.0
SCL,CUN,LA,LA,490,3425.0
HAV,SCL,LA,LA,485,3485.0
SCL,HAV,LA,LA,495,3485.0
MEL,SGN,VN,VN,530,3641.0
SGN,MEL,VN,VN,510,3641.0
BCN,OPO,NI,NI,785,496.0
LGW,YMX,2T,2T,460,2843.0
MAN,YYZ,2T,2T,465,2983.0
YYZ,MAN,2T,2T,420,2983.0
BGR,HEL,AY,AY,425,3248.0
HEL,BGR,AY,AY,495,3248.0
AUH,FCO,GF,GF,420,2347.0
AUH,MXP,GF,GF,435,2552.0
ABJ,JNB,RK,RK,405,2681.0
DKR,JFK,RK,RK,515,3315.0
DKR,JFK,RK,RK,515,3315.0
DKR,JFK,RK,RK,515,3315.0
REC,LIS,TR,TR,438,3197.0
DKR,JFK,RK,RK,515,3315.0
DKR,JFK,RK,RK,515,3315.0
JFK,DKR,RK,RK,440,3315.0
LIS,REC,TR,TR,450,3197.0
LIS,FOR,TR,TR,435,3061.0
JFK,DKR,RK,RK,440,3315.0
BOM,MXP,AZ,RD,580,3524.0
BOM,MXP,AZ,RD,580,3524.0
MXP,BOM,AZ,RD,490,3524.0
MXP,BOM,AZ,RD,490,3524.0
SSA,LIS,TR,TR,483,3547.0
FOR,LIS,TR,TR,417,3061.0
MXP,ORD,AZ,RD,600,3929.0
ORD,MXP,AZ,RD,515,3929.0
CCS,MXP,AZ,RD,585,4371.0
FCO,CCS,AZ,RD,660,4519.0
JFK,DKR,RK,RK,410,3315.0
JFK,DKR,RK,RK,440,3315.0
LIS,SSA,TR,TR,494,3547.0
MRU,ZRH,SR,SR,690,4895.0
ZRH,MRU,SR,SR,660,4895.0
FCO,NBO,MD,MD,405,2937.0
RUN,SIN,MD,MD,465,3157.0
RUN,SIN,MD,MD,465,3157.0
SIN,RUN,MD,MD,470,3157.0
SIN,RUN,MD,MD,470,3157.0
BCN,JFK,DL,DL,525,3335.0
CDG,TNR,MD,MD,655,4761.0
NBO,FCO,MD,MD,435,2937.0
CDG,TNR,MD,MD,655,4761.0
CDG,TNR,MD,MD,655,4761.0
CDG,TNR,MD,MD,655,4761.0
TNR,CDG,MD,MD,680,4761.0
TNR,CDG,MD,MD,680,4761.0
TNR,CDG,MD,MD,680,4761.0
TNR,CDG,MD,MD,680,4761.0
BOM,TLV,LY,LY,475,2190.0
AUH,ZRH,SR,SR,410,2585.0
GLA,YYZ,2T,2T,440,2864.0
LGW,YYZ,2T,2T,470,3102.0
YYZ,LGW,2T,2T,420,3102.0
YYZ,MAN,2T,2T,405,2983.0
YYZ,LGW,2T,2T,425,3102.0
JNB,TLV,LY,LY,545,3544.0
LGW,YYC,2T,2T,560,3809.0
DXB,ZRH,SR,SR,410,2584.0
LGW,YYZ,2T,2T,465,3102.0
YYC,OGG,2T,2T,405,2699.0
AUH,ZRH,SR,SR,410,2585.0
TLV,PEK,LY,LY,575,3862.0
YYC,LGW,2T,2T,525,3809.0
TLV,BOM,LY,LY,465,2190.0
PEK,TLV,LY,LY,675,3862.0
JFK,TLV,LY,LY,650,4936.0
PEK,KHI,CA,CA,425,2633.0
ALA,LGW,BA,BA,495,3049.0
LGW,NAS,BA,BA,600,3791.0
AKL,APW,NZ,NZ,1670,1573.0
DXB,MXP,AZ,RD,405,2554.0
TAS,FCO,HY,HY,425,2525.0
TAS,BHX,HY,HY,480,2886.0
DEL,VIE,NG,L4,495,3002.0
LIS,REC,TP,TP,445,3197.0
NBO,AMS,KQ,KQ,535,3632.0
JNB,FCO,AZ,RD,575,4205.0
REC,OPO,TP,TP,455,3327.0
APW,LAX,NZ,NZ,585,4213.0
LAD,DXB,GN,GN,480,3219.0
TAS,BHX,HY,HY,480,2886.0
CDG,JFK,TW,TW,510,3166.0
CDG,STL,TW,TW,595,3822.0
TAS,FRA,HY,HY,405,2539.0
FCO,CCS,AZ,RD,660,4519.0
NOU,KIX,SB,SB,535,3858.0
LIS,MPM,TM,TM,645,4569.0
JFK,CDG,TW,TW,430,3166.0
FCO,JNB,AZ,RD,575,4205.0
VIE,BKK,NG,L4,615,4577.0
MEL,MRU,MK,MK,685,4546.0
BEW,LIS,TM,TM,640,4339.0
SYD,BKK,NG,L4,565,4085.0
MRU,VIE,MK,MK,660,4709.0
NAT,LIS,TP,TP,420,3078.0
NOU,KIX,SB,SB,530,3858.0
LIS,REC,TP,TP,440,3197.0
LIS,BEW,TM,TM,640,4339.0
SVO,BKK,SU,SU,600,3851.0
LIS,SSA,TP,TP,495,3547.0
LIS,CCS,TP,TP,485,3527.0
DMM,AMS,KL,KL,425,2550.0
LHR,BOG,AV,AV,680,4594.0
VIE,MRU,MK,MK,660,4709.0
SYD,SEL,OZ,OZ,645,4546.0
VIE,BKK,NG,L4,580,4577.0
VIE,KTM,NG,L4,470,3368.0
ULN,SVO,OM,OM,415,2511.0
MRU,PER,MK,MK,430,3184.0
STL,CDG,TW,TW,515,3822.0
MRU,MEL,MK,MK,615,4546.0
BHX,TAS,HY,HY,420,2886.0
BKK,SVO,SU,SU,665,3851.0
BKK,SYD,NG,L4,540,4085.0
AMS,NBO,KQ,KQ,510,3632.0
BHX,TAS,HY,HY,420,2886.0
BKK,VIE,NG,L4,685,4577.0
MRU,MUC,MK,MK,700,4842.0
SEL,TAS,OZ,OZ,470,2631.0
BKK,VIE,NG,L4,690,4577.0
LAX,RAR,NZ,NZ,605,4094.0
MRU,DEL,MK,MK,450,3183.0
MRU,GVA,MK,MK,690,4915.0
MRU,ZRH,MK,MK,700,4895.0
OPO,REC,TP,TP,475,3327.0
ZRH,MRU,MK,MK,670,4895.0
GVA,MRU,MK,MK,655,4915.0
DOH,AMS,KL,KL,450,2667.0
OPO,CCS,TP,TP,495,3575.0
BOG,LHR,AV,AV,615,4594.0
DEL,SVO,SU,SU,440,2365.0
STN,YYZ,QN,QN,475,3106.0
REC,LIS,TP,TP,430,3197.0
DEL,MRU,MK,MK,435,3183.0
DEL,SVO,SU,SU,425,2365.0
MUC,MRU,MK,MK,670,4842.0
PUJ,LIS,TP,TP,450,3298.0
PER,MRU,MK,MK,490,3184.0
FOR,LIS,TP,TP,405,3061.0
AKL,APW,NZ,NZ,1670,1573.0
AKL,RAR,NZ,NZ,1670,1633.0
MPM,LIS,TM,TM,645,4569.0
DXB,LAD,GN,GN,470,3219.0
CCS,OPO,TP,TP,485,3575.0
AUH,FRA,BI,BI,455,2633.0
BWN,BNE,BI,BI,405,2959.0
BWN,BNE,BI,BI,405,2959.0
LHR,DXB,BI,BI,430,2984.0
DXB,SIN,BI,BI,435,3163.0
DXB,LHR,BI,BI,500,2984.0
ORD,AMS,RO,RO,495,3582.0
AUH,BWN,BI,BI,480,3674.0
SUJ,YUL,RO,RO,580,3724.0
YUL,SUJ,RO,RO,485,3724.0
AMS,ORD,RO,RO,550,3582.0
BKK,AUH,BI,BI,406,2693.0
JFK,TSR,RO,RO,540,3926.0
TSR,JFK,RO,RO,620,3926.0
OTP,YUL,RO,RO,600,3946.0
SIN,DXB,BI,BI,470,3163.0
YUL,OTP,RO,RO,510,3946.0
JFK,OTP,RO,RO,570,4134.0
OTP,JFK,RO,RO,640,4134.0
TAS,LHR,HY,HY,455,2853.0
TAS,FRA,HY,HY,405,2539.0
TAS,FRA,HY,HY,405,2539.0
SIN,SEZ,HM,HM,405,2936.0
LGW,DXB,HM,HM,420,2976.0
DXB,LGW,HM,HM,460,2976.0
FCO,SEZ,HM,HM,495,3677.0
SEZ,ZRH,HM,HM,595,4015.0
SEL,TAS,HY,HY,410,2631.0
SEZ,SIN,HM,HM,415,2936.0
SEL,TAS,HY,HY,460,2631.0
SEZ,FCO,HM,HM,550,3677.0
ZRH,SEZ,HM,HM,535,4015.0
BOM,TLV,LY,LY,475,2190.0
BOM,TLV,LY,LY,475,2190.0
TLV,BOM,LY,LY,465,2190.0
JFK,TLV,LY,LY,650,4936.0
TLV,JFK,LY,LY,745,4936.0
TLV,BOM,LY,LY,465,2190.0
PHL,LGW,US,US,430,3093.0
EWR,WAW,LO,LO,495,3717.0
WAW,EWR,LO,LO,615,3717.0
ORD,WAW,LO,LO,535,4071.0
WAW,ORD,LO,LO,630,4071.0
KRK,ORD,LO,LO,650,4118.0
ORD,KRK,LO,LO,555,4118.0
ISB,ATH,PK,PK,410,2390.0
FCO,ISB,PK,PK,465,2885.0
FRA,ISB,PK,PK,440,2964.0
CGK,KHI,PK,PK,460,2976.0
FCO,LHE,PK,PK,465,2998.0
FRA,LHE,PK,PK,460,3091.0
FRA,ISB,PK,PK,440,2964.0
CDG,ISB,PK,PK,455,3201.0
ISB,CGK,PK,PK,430,3066.0
ISB,AMS,PK,PK,445,3088.0
CDG,ISB,PK,PK,455,3201.0
ISB,OSL,PK,PK,460,2873.0
ISB,CDG,PK,PK,500,3201.0
KHI,CGK,PK,PK,430,2976.0
ISB,CDG,PK,PK,500,3201.0
ISB,FRA,PK,PK,485,2964.0
AMS,LHE,PK,PK,475,3218.0
LHE,CDG,PK,PK,505,3327.0
LHE,FRA,PK,PK,490,3091.0
CPH,LHE,PK,PK,415,2937.0
LHE,OSL,PK,PK,480,3009.0
LHE,FRA,PK,PK,490,3091.0
LHE,AMS,PK,PK,460,3218.0
BUD,YYZ,MA,MA,580,3875.0
YYZ,BUD,MA,MA,530,3875.0
YYZ,BUD,MA,MA,530,3875.0
BUD,PEK,MA,MA,600,3968.0
BUD,PEK,MA,MA,600,3968.0
FRA,HRE,UM,UM,630,4292.0
BKK,BUD,MA,MA,700,4474.0
BUD,BKK,MA,MA,600,4474.0
BUD,YYZ,MA,MA,580,3875.0
HRE,LGW,UM,UM,630,4509.0
HRE,FRA,UM,UM,610,4292.0
LGW,HRE,UM,UM,630,4509.0
KUL,TAS,HY,HY,470,2912.0
TAS,KUL,HY,HY,420,2912.0
TAS,CDG,HY,HY,435,2778.0
TAS,KUL,HY,HY,420,2912.0
TAS,AMS,HY,HY,415,2647.0
KUL,TAS,HY,HY,470,2912.0
DXB,FRA,RA,RA,425,2629.0
OVB,SGN,SU,SU,485,2909.0
SGN,OVB,SU,SU,535,2909.0
MIA,GRU,TR,TR,508,3577.0
YUL,SVO,SU,SU,535,3816.0
YYZ,SVO,SU,SU,495,4046.0
YYZ,SVO,SU,SU,555,4046.0
GRU,MCO,TR,TR,513,3740.0
NRT,SVO,SU,SU,630,4064.0
NRT,SVO,SU,SU,625,4064.0
NRT,SVO,SU,SU,640,4064.0
SVO,NRT,SU,SU,575,4064.0
SVO,NRT,SU,SU,570,4064.0
SVO,YYZ,SU,SU,615,4046.0
SVO,YYZ,SU,SU,615,4046.0
SVO,NRT,SU,SU,575,4064.0
SVO,YUL,SU,SU,595,3816.0
ASB,BHX,T5,T5,410,2615.0
ASB,BHX,T5,T5,410,2615.0
ASB,BHX,T5,T5,410,2615.0
ASB,BHX,T5,T5,410,2615.0
VVI,MIA,AA,AA,405,2821.0
FRA,ADD,ET,ET,420,2905.0
MIA,REC,RG,RG,460,3360.0
REC,MIA,RG,RG,490,3360.0
FOR,FCO,RG,RG,535,3913.0
ADD,FRA,ET,ET,460,2905.0
MXP,FOR,RG,RG,575,3919.0
GRU,MEX,RG,RG,570,4033.0
ALA,FRA,9Y,9Y,444,2758.0
CCU,AMM,RJ,RJ,470,2837.0
BKK,DOH,RJ,RJ,410,2858.0
AMS,JFK,RJ,RJ,505,3173.0
BKK,DOH,RJ,RJ,410,2858.0
AMS,JFK,RJ,RJ,505,3173.0
AMS,JFK,RJ,RJ,505,3173.0
JFK,AMS,RJ,RJ,435,3173.0
TSE,FRA,9Y,9Y,410,2336.0
DOH,KUL,RJ,RJ,430,3199.0
DOH,KUL,RJ,RJ,430,3199.0
KUL,DOH,RJ,MH,440,3199.0
KUL,DOH,RJ,MH,440,3199.0
SEL,ALA,T7,T7,410,2269.0
KHV,TAS,HY,HY,470,2754.0
NAN,HNL,FJ,FJ,1830,2775.0
TAS,KHV,HY,HY,450,2754.0
JED,CMN,AT,AT,430,2571.0
JED,CMN,AT,AT,430,2571.0
RUH,CMN,AT,AT,475,2870.0
RUH,CMN,AT,AT,475,2870.0
LGW,CLE,CO,CO,550,3265.0
FNJ,SVO,JS,JS,570,3463.0
SVO,FNJ,JS,JS,510,3463.0
KHV,TAS,H8,H8,450,2754.0
LED,KHV,H8,H8,480,3364.0
MRV,KHV,H8,H8,505,3597.0
KBP,KHV,H8,H8,525,3726.0
KHV,KBP,H8,H8,565,3726.0
KHV,LED,H8,H8,510,3364.0
TAS,KHV,H8,H8,415,2754.0
KHV,MRV,H8,H8,555,3597.0
AYT,AMS,IL,IL,470,1438.0
KHV,OVB,H8,H8,540,1951.0
HAV,COR,CU,CU,485,3456.0
SCL,HAV,CU,CU,520,3485.0
SCL,HAV,CU,CU,470,3485.0
EZE,HAV,CU,CU,635,3765.0
HAV,EZE,CU,CU,525,3765.0
EZE,VRA,CU,CU,540,3744.0
HAV,MVD,CU,CU,525,3813.0
HAV,MVD,CU,CU,525,3813.0
HAV,EZE,CU,CU,525,3765.0
EZE,CMW,CU,CU,765,3588.0
HAV,COR,CU,CU,485,3456.0
EZE,CYO,CU,CU,535,3665.0
SCL,HAV,CU,CU,460,3485.0
JFK,TLV,LY,LY,610,4936.0
ADD,FRA,ET,ET,465,2905.0
ADD,FCO,ET,ET,405,2432.0
ADD,FCO,ET,ET,405,2432.0
ADD,DEL,ET,ET,410,2458.0
ADD,FRA,ET,ET,465,2905.0
FRA,ADD,ET,ET,420,2905.0
FRA,ADD,ET,ET,420,2905.0
AKL,RAR,NZ,NZ,1685,1633.0
NAN,APW,FJ,FJ,1550,649.0
NAN,RAR,NZ,NZ,1635,1299.0
NOZ,AAQ,2Q,2Q,785,1970.0
OMS,AAQ,2Q,2Q,615,1494.0
SVO,DKR,SU,SU,530,3530.0
OVB,AAQ,2Q,2Q,645,1817.0
WLS,PPT,SB,SB,1675,1556.0
TBU,APW,PH,PH,1525,486.0
NAN,APW,PH,PH,1550,649.0
TBU,APW,PH,PH,1525,486.0
AKL,APW,PH,PH,1670,1573.0
AKL,APW,PH,PH,1670,1573.0
AKL,IUE,WR,WR,1650,1351.0
ATH,BEN,OA,OA,1410,401.0
ATH,BEN,OA,OA,1410,401.0
CIT,IST,9Y,9Y,420,1810.0
OZH,VKO,M9,M9,600,480.0
YRF,YBI,WJ,WJ,1430,48.0
POP,PLS,RU,RU,1430,151.0
CAP,PLS,RU,RU,1415,116.0
PKC,ANC,RV,RV,1685,1701.0
ULU,EBB,H7,H7,795,161.0
RUA,EBB,H7,H7,870,199.0
BRC,PMC,T8,T8,1420,89.0
NSN,WLG,QO,QO,755,70.0
VAV,PPG,SE,SE,1575,311.0
KME,GYI,9R,9R,1430,51.0
YYZ,LHR,SK,AC,411,3091.0
OSL,EWR,LH,SK,505,3211.0
NRT,HNL,UA,NH,400,3314.0
HNL,IAH,NW,CS,450,3394.0
ORD,CDG,DL,AF,480,3611.0
JFK,WAW,AA,LO,520,3712.0
JFK,WAW,AA,LO,520,3712.0
BKK,SYD,LH,TG,550,4085.0
HNL,SYD,AA,QF,645,4438.0
JNB,GRU,RG,SA,610,4031.0
DEL,VIE,OS,NG,495,3002.0
JNB,TLV,SA,LY,545,3544.0
JNB,PER,QF,SA,555,4493.0
CHC,SIN,LH,NZ,645,4559.0
FCO,GMP,AZ,KE,665,4862.0
JFK,LHR,GF,AA,370,3002.0
FCO,MRU,MK,PE,585,4538.0
BKK,FRA,LH,TG,710,4873.0
AMS,MEM,NW,KL,595,3954.0
CHC,SIN,NZ,SQ,630,4559.0
BKK,CPH,TG,SK,710,4678.0
CDG,IAD,DL,AF,535,3361.0
PHL,FRA,UA,LH,470,3436.0
RAR,LAX,UA,NZ,570,4094.0
MUC,YYZ,SK,AC,560,3598.0
ATL,FRA,SK,LH,525,4017.0
HNL,DTW,CO,NW,516,3887.0
DEL,AMS,KL,NW,595,3441.0
JNB,AMS,NW,KL,655,4905.0
HNL,KIX,AA,JL,565,3570.0
JNB,FRA,SK,LH,625,4728.0
HNL,AKL,AC,NZ,550,3859.0
AMS,NBO,KL,KQ,510,3632.0
LAX,APW,UA,NZ,625,4213.0
BRU,ORD,SN,AA,580,3615.0
YUL,FRA,SK,AC,435,3175.0
SEZ,CDG,AF,HM,625,4263.0
MRU,FCO,PE,MK,640,4538.0
YUL,FRA,LH,AC,435,3175.0
CUN,EZE,AR,MX,535,3753.0
LAX,LIM,AA,LA,515,3656.0
SEZ,FCO,RD,HM,550,3677.0
AMS,JRO,NW,KL,510,3758.0
MAD,BOG,AV,IB,625,4347.0
BKK,FRA,LH,TG,710,4873.0
MAD,JFK,TW,UX,530,3118.0
CUN,EZE,MX,AR,505,3753.0
LAX,NAN,AA,FJ,645,4816.0
AMS,LAX,NW,KL,690,4850.0
LAX,NRT,CO,NW,720,4728.0
AMS,JFK,NW,KL,495,3173.0
LAX,PPT,QF,TN,515,3601.0
MAD,GIG,RG,PU,640,4431.0
AMS,JFK,NW,KL,490,3173.0
BKK,JNB,TG,SA,655,4880.0
AMS,DEL,NW,KL,465,3441.0
AMS,DEL,NW,KL,475,3441.0
LAX,AMS,NW,KL,625,4850.0
AMS,ORD,NW,KL,530,3582.0
LAX,DUB,AA,EI,615,4503.0
AMS,IAD,KL,NW,530,3366.0
AMS,IAD,SK,UA,515,3366.0
MRU,VIE,OS,MK,660,4709.0
LAX,NRT,NH,UA,700,4728.0
CUN,EZE,AR,MX,535,3753.0
BKK,MEL,LH,TG,550,3987.0
MAD,HAV,SK,JK,600,4037.0
BRU,ORD,AA,SN,560,3615.0
BKK,JNB,TG,SA,655,4880.0
GMP,SEA,AA,OZ,585,4518.0
AMS,IAH,NW,KL,630,4361.0
AMS,JFK,TW,RJ,505,3173.0
AMS,DTW,KL,NW,525,3432.0
LAX,CDG,DL,AF,630,4930.0
CNS,NRT,JL,QF,440,3207.0
CHC,SIN,SQ,NZ,645,4559.0
MRU,FCO,MK,PE,620,4538.0
MEM,AMS,NW,KL,510,3954.0
MAD,MIA,AA,IB,560,3842.0
BRU,JFK,AA,SN,510,3191.0
AMS,JNB,NW,KL,645,4905.0
BKK,TLV,TG,LY,665,3762.0
LAX,NGO,AA,JL,735,4906.0
GMP,ZRH,AZ,KE,720,4733.0
MLE,ZRH,SR,SR,605,4230.0
BKK,VIE,OS,NG,690,4577.0
GMP,IST,OZ,TK,705,4296.0
NRT,HNL,UA,NH,400,3314.0
BAH,CMN,AT,GF,500,3033.0
EZE,CUN,MX,AR,500,3753.0
NRT,HNL,AA,JL,385,3314.0
AKL,KUL,KL,MH,655,4720.0
EZE,CUN,AR,MX,540,3753.0
AKL,TPE,BR,NZ,690,4833.0
AKL,SIN,SQ,NZ,640,4562.0
NRT,LAX,NH,UA,570,4728.0
EZE,CUN,AR,MX,540,3753.0
PER,JNB,QF,SA,630,4493.0
NRT,IST,JL,TK,755,4855.0
AKL,NRT,JL,NZ,655,4812.0
NRT,AKL,JL,NZ,625,4812.0
AKL,KIX,JL,NZ,685,4860.0
NRT,SFO,CO,NW,540,4445.0
NRT,LAS,AA,JL,560,4781.0
HAV,FCO,PE,CU,600,4712.0
NRT,HNL,UA,NH,400,3314.0
HAV,MAD,SK,JK,515,4037.0
NRT,LAX,AA,JL,570,4728.0
NRT,SEA,CO,NW,520,4136.0
NRT,SEA,NH,UA,510,4136.0
AKL,KIX,JL,NZ,685,4860.0
ORY,FDF,IJ,IW,520,3717.0
NRT,BNE,QF,JL,520,3901.0
AKL,NRT,JL,NZ,655,4812.0
BEY,KUL,ME,MH,540,4144.0
ORY,FDF,IJ,IW,520,3717.0
NRT,LAX,CO,NW,576,4728.0
AKL,KIX,JL,NZ,685,4860.0
NRT,LAX,AM,DL,570,4728.0
MPM,LIS,TM,TP,640,4569.0
NRT,HNL,AA,JL,385,3314.0
NRT,LAX,AA,JL,570,4728.0
NRT,LAX,NH,RG,580,4728.0
AKL,TPE,NZ,BR,680,4833.0
NRT,SJC,JL,AA,535,4468.0
NRT,VIE,OS,NH,710,4950.0
ORY,SXM,IJ,IW,515,3647.0
AKL,HNL,AC,NZ,525,3859.0
NRT,SVO,AZ,JL,595,4064.0
AKL,TPE,BR,NZ,690,4833.0
NRT,LAX,AC,NH,575,4728.0
NRT,LAX,UA,NH,575,4728.0
PER,JNB,QF,SA,630,4493.0
NRT,SFO,UA,NH,550,4445.0
NRT,VIE,NH,OS,765,4950.0
NRT,SFO,TG,UA,545,4445.0
NRT,LAS,CO,NW,570,4781.0
SJC,NRT,JL,AA,670,4468.0
NRT,HNL,NH,UA,380,3314.0
NRT,NOU,JL,AF,500,3809.0
AKL,SIN,LH,NZ,640,4562.0
NRT,SEA,JL,AA,515,4136.0
AKL,KIX,JL,NZ,685,4860.0
HAV,MAD,SK,JK,505,4037.0
AKL,SIN,NZ,SQ,605,4562.0
AKL,KIX,JL,NZ,685,4860.0
AKL,HNL,UA,NZ,525,3859.0
NRT,SEA,KL,NW,520,4136.0
NRT,SFO,NH,UA,545,4445.0
NRT,HNL,UA,NH,400,3314.0
NRT,CNS,JL,QF,435,3207.0
NRT,SFO,NH,UA,545,4445.0
