Origin,Origin Airport Name,Origin City Name,Origin Country Name,Origin Region Name,Destination,Destination Airport Name,Destination City Name,Destination Country Name,Destination Region Name,Marketing_Airline,Operating_Airline,Marketing Airline Name,Operating Airline Name,Code Share,Fleet,Manufacturer,Flight No,Effective Date,Discontinued Date,Departure Time,Arrival Time,Flight_Duration,Departure Terminal,Arrival Terminal,Restricted Code,Frequency,Schedule Type,DepCount,Operating Airline   Capacity,Operating Airline   ASM(Nautical)(Millions),Distance
CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,SQ,SQ,Singapore Airlines Limited,Singapore Airlines Limited,NO,744,BOEING,333,20001106,20001130,12:35,8:05,750,1,2, , 1------ ,AIR,1,393,2.28,5802.0
CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,SQ,SQ,Singapore Airlines Limited,Singapore Airlines Limited,NO,744,BOEING,333,20001107,20001130,13:45,9:15,750,1,2, , -2----- ,AIR,1,393,2.28,5802.0
CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,SAH,SANA'A INTERNATIONAL AIRPORT,SANA A,YEMEN,MIDDLE EAST,IY,IY,Yemenia Yemen Airways,Yemenia Yemen Airways,NO,310,AIRBUS,749,20001101,20001130,21:40,5:30,410,1,, , 1---5-- ,AIR,2,392,1.13,2870.0
SAH,SANA'A INTERNATIONAL AIRPORT,SANA A,YEMEN,MIDDLE EAST,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,IY,IY,Yemenia Yemen Airways,Yemenia Yemen Airways,NO,310,AIRBUS,748,20001101,20001130,11:00,17:25,445,,1, , 1---5-- ,AIR,2,392,1.13,2870.0
DEL,INDIRA GANDHI INTERNATIONAL AIRPORT,DELHI,INDIA,ASIA SUB-CONTINENT,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,AI,AI,Air India Limited,Air India Limited,NO,742,BOEING,308,20001104,20001118,21:35,8:00,415,2,2, , -----6- ,AIR,1,392,1.25,3200.0
NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,DEL,INDIRA GANDHI INTERNATIONAL AIRPORT,DELHI,INDIA,ASIA SUB-CONTINENT,AI,AI,Air India Limited,Air India Limited,NO,742,BOEING,301,20001101,20001112,12:00,18:00,570,2,2, , ------7 ,AIR,1,392,1.25,3200.0
NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,BKK,SUVARNABHUMI INTERNATIONAL,BANGKOK,THAILAND,SOUTHEAST ASIA,AI,AI,Air India Limited,Air India Limited,NO,742,BOEING,305,20001101,20001115,12:00,16:50,410,2,1, , --3---- ,AIR,1,392,0.99,2516.0
FCO,FIUMICINO AIRPORT,ROME,ITALY,WESTERN EUROPE,GIG,GALEAO- A.C. JOBIM INTL AIRPORT,RIO DE JANEIRO,BRAZIL,SOUTH AMERICA,RG,RG,Rotana Jet Aviation dba Rotana Jet,Rotana Jet Aviation dba Rotana Jet,NO,763,BOEING,733,20001101,20001130,21:45,6:45,720,C,2, , 1---5-- ,AIR,2,392,1.95,4987.0
GIG,GALEAO- A.C. JOBIM INTL AIRPORT,RIO DE JANEIRO,BRAZIL,SOUTH AMERICA,FCO,FIUMICINO AIRPORT,ROME,ITALY,WESTERN EUROPE,RG,RG,Rotana Jet Aviation dba Rotana Jet,Rotana Jet Aviation dba Rotana Jet,NO,763,BOEING,732,20001101,20001130,23:30,13:50,680,2,C, , -2---6- ,AIR,2,392,1.95,4987.0
GRU,GUARULHOS INTERNATIONAL AIRPORT,SAO PAULO,BRAZIL,SOUTH AMERICA,MXP,MALPENSA AIRPORT,MILAN,ITALY,WESTERN EUROPE,RG,RG,Rotana Jet Aviation dba Rotana Jet,Rotana Jet Aviation dba Rotana Jet,NO,763,BOEING,734,20001101,20001130,23:15,13:50,695,2,1, , ---4--7 ,AIR,2,392,2.02,5156.0
MXP,MALPENSA AIRPORT,MILAN,ITALY,WESTERN EUROPE,GRU,GUARULHOS INTERNATIONAL AIRPORT,SAO PAULO,BRAZIL,SOUTH AMERICA,RG,RG,Rotana Jet Aviation dba Rotana Jet,Rotana Jet Aviation dba Rotana Jet,NO,763,BOEING,735,20001101,20001130,21:45,7:03,738,1,2, , --3---7 ,AIR,2,392,2.02,5156.0
NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,BKK,SUVARNABHUMI INTERNATIONAL,BANGKOK,THAILAND,SOUTHEAST ASIA,TG,TG,Thai Airways International Public Company Ltd,Thai Airways International Public Company Ltd,NO,747,BOEING,641,20001104,20001130,10:30,15:30,420,2,1, , -----6- ,AIR,1,389,0.98,2516.0
VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,WESTERN EUROPE,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,NH,NH,All Nippon Airways Co. Ltd.,All Nippon Airways Co. Ltd.,NO,744,BOEING,208,20001101,20001130,20:35,15:30,655,,2, , -2----- ,AIR,1,388,1.92,4950.0
CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,NH,NH,All Nippon Airways Co. Ltd.,All Nippon Airways Co. Ltd.,NO,744,BOEING,206,20001101,20001130,20:30,16:05,695,1,2, , --3---- ,AIR,1,388,2.04,5248.0
NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,NH,NH,All Nippon Airways Co. Ltd.,All Nippon Airways Co. Ltd.,NO,744,BOEING,205,20001107,20001130,11:05,15:35,750,2,1, , -2----- ,AIR,1,388,2.04,5248.0
NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,WESTERN EUROPE,NH,NH,All Nippon Airways Co. Ltd.,All Nippon Airways Co. Ltd.,NO,744,BOEING,207,20001101,20001130,11:25,15:15,710,2,, , --3---- ,AIR,1,388,1.92,4950.0
RUH,KING KALID INTERNATIONAL AIRPORT,RIYADH,SAUDI ARABIA,GULF,CGK,SOEKARNO-HATTA INTERNATIONAL AIRPORT,JAKARTA,INDONESIA,SOUTHEAST ASIA,SV,SV,Saudi Arabian Airlines,Saudi Arabian Airlines,NO,741,BOEING,812,20001102,20001130,0:20,13:05,525,2,2, , ---4--- ,AIR,1,387,1.54,3975.0
AUH,ABU DHABI INTERNATIONAL AIRPORT,ABU DHABI,UNITED ARAB EMIRATES,GULF,DUS,DUESSELDORF INTERNATIONAL,DUSSELDORF,GERMANY,WESTERN EUROPE,LT,LT,"LongJiang Airlines Co., Ltd.","LongJiang Airlines Co., Ltd.",NO,330,AIRBUS,751,20001102,20001109,12:25,16:25,420,,, , ---4--- ,AIR,1,387,1.05,2724.0
DUS,DUESSELDORF INTERNATIONAL,DUSSELDORF,GERMANY,WESTERN EUROPE,MCO,ORLANDO INTERNATIONAL AIRPORT,ORLANDO,UNITED STATES,NORTH AMERICA,LT,LT,"LongJiang Airlines Co., Ltd.","LongJiang Airlines Co., Ltd.",NO,330,AIRBUS,910,20001105,20001130,11:15,15:35,620,,, , ------7 ,AIR,1,387,1.56,4035.0
DAC,HAZRAT SHAHJALAL INTERNATIONAL,DHAKA,BANGLADESH,ASIA SUB-CONTINENT,JED,KING ABDULAZIZ INTERNATIONAL AIRPORT,JEDDAH,SAUDI ARABIA,GULF,SV,SV,Saudi Arabian Airlines,Saudi Arabian Airlines,NO,741,BOEING,805,20001101,20001130,12:00,16:15,435,,SV, , --3---- ,AIR,1,387,1.09,2829.0
MCO,ORLANDO INTERNATIONAL AIRPORT,ORLANDO,UNITED STATES,NORTH AMERICA,DUS,DUESSELDORF INTERNATIONAL,DUSSELDORF,GERMANY,WESTERN EUROPE,LT,LT,"LongJiang Airlines Co., Ltd.","LongJiang Airlines Co., Ltd.",NO,330,AIRBUS,911,20001105,20001130,17:20,8:00,520,,, , ------7 ,AIR,1,387,1.56,4035.0
DMM,KING FAHD INTERNATIONAL AIRPORT,DAMMAM,SAUDI ARABIA,GULF,CGK,SOEKARNO-HATTA INTERNATIONAL AIRPORT,JAKARTA,INDONESIA,SOUTHEAST ASIA,SV,SV,Saudi Arabian Airlines,Saudi Arabian Airlines,NO,741,BOEING,826,20001102,20001130,22:40,11:00,500,,2, , ---4--- ,AIR,1,387,1.49,3852.0
DUS,DUESSELDORF INTERNATIONAL,DUSSELDORF,GERMANY,WESTERN EUROPE,RSW,SOUTHWEST FLORIDA INTL AIRPORT,FORT MYERS,UNITED STATES,NORTH AMERICA,LT,LT,"LongJiang Airlines Co., Ltd.","LongJiang Airlines Co., Ltd.",NO,330,AIRBUS,908,20001102,20001130,9:10,13:40,630,,, , ---4--- ,AIR,1,387,1.6,4138.0
DUS,DUESSELDORF INTERNATIONAL,DUSSELDORF,GERMANY,WESTERN EUROPE,RSW,SOUTHWEST FLORIDA INTL AIRPORT,FORT MYERS,UNITED STATES,NORTH AMERICA,LT,LT,"LongJiang Airlines Co., Ltd.","LongJiang Airlines Co., Ltd.",NO,330,AIRBUS,908,20001104,20001130,10:35,15:05,630,,, , -----6- ,AIR,1,387,1.6,4138.0
RSW,SOUTHWEST FLORIDA INTL AIRPORT,FORT MYERS,UNITED STATES,NORTH AMERICA,DUS,DUESSELDORF INTERNATIONAL,DUSSELDORF,GERMANY,WESTERN EUROPE,LT,LT,"LongJiang Airlines Co., Ltd.","LongJiang Airlines Co., Ltd.",NO,330,AIRBUS,909,20001102,20001130,15:25,6:20,535,,, , ---4--- ,AIR,1,387,1.6,4138.0
RSW,SOUTHWEST FLORIDA INTL AIRPORT,FORT MYERS,UNITED STATES,NORTH AMERICA,DUS,DUESSELDORF INTERNATIONAL,DUSSELDORF,GERMANY,WESTERN EUROPE,LT,LT,"LongJiang Airlines Co., Ltd.","LongJiang Airlines Co., Ltd.",NO,330,AIRBUS,909,20001104,20001130,16:55,7:50,535,,, , -----6- ,AIR,1,387,1.6,4138.0
CGK,SOEKARNO-HATTA INTERNATIONAL AIRPORT,JAKARTA,INDONESIA,SOUTHEAST ASIA,DMM,KING FAHD INTERNATIONAL AIRPORT,DAMMAM,SAUDI ARABIA,GULF,SV,SV,Saudi Arabian Airlines,Saudi Arabian Airlines,NO,741,BOEING,825,20001103,20001130,13:00,17:25,505,2,, , ----5-- ,AIR,1,387,1.49,3852.0
CGK,SOEKARNO-HATTA INTERNATIONAL AIRPORT,JAKARTA,INDONESIA,SOUTHEAST ASIA,RUH,KING KALID INTERNATIONAL AIRPORT,RIYADH,SAUDI ARABIA,GULF,SV,SV,Saudi Arabian Airlines,Saudi Arabian Airlines,NO,741,BOEING,813,20001102,20001130,15:05,20:10,545,2,2, , ---4--- ,AIR,1,387,1.54,3975.0
BKK,SUVARNABHUMI INTERNATIONAL,BANGKOK,THAILAND,SOUTHEAST ASIA,TAS,TASHKENT INTERNATIONAL AIRPORT,TASHKENT,UZBEKISTAN,MIDDLE EAST,HY,HY,Uzbekistan Airways,Uzbekistan Airways,NO,310,AIRBUS,532,20001101,20001130,7:40,12:25,405,1,, , -2--5-- ,AIR,2,384,0.9,2340.0
BKK,SUVARNABHUMI INTERNATIONAL,BANGKOK,THAILAND,SOUTHEAST ASIA,TAS,TASHKENT INTERNATIONAL AIRPORT,TASHKENT,UZBEKISTAN,MIDDLE EAST,HY,HY,Uzbekistan Airways,Uzbekistan Airways,NO,310,AIRBUS,534,20001101,20001130,20:50,1:35,405,1,, , --3--6- ,AIR,2,384,0.9,2340.0
DXB,DUBAI INTERNATIONAL AIRPORT,DUBAI,UNITED ARAB EMIRATES,GULF,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,RA,RA,Nepal Airlines Corporation,Nepal Airlines Corporation,NO,757,BOEING,229,20001101,20001130,13:05,17:10,425,1,1, , ----5-7 ,AIR,2,380,1.0,2629.0
HKG,HONG KONG INTERNATIONAL AIRPORT,HONG KONG,HONG KONG - CHINA,FAR EAST ASIA,SVO,SHEREMETYEVO AIRPORT,MOSCOW,RUSSIA,EASTERN EUROPE,SU,SU,PJSC Aeroflot,PJSC Aeroflot,NO,310,AIRBUS,594,20001101,20001130,0:10,6:05,655,,2, , 1--4--- ,AIR,2,380,1.47,3870.0
BOM,MUMBAI AIRPORT,MUMBAI,INDIA,ASIA SUB-CONTINENT,SVO,SHEREMETYEVO AIRPORT,MOSCOW,RUSSIA,EASTERN EUROPE,SU,SU,PJSC Aeroflot,PJSC Aeroflot,NO,310,AIRBUS,566,20001101,20001130,0:45,5:45,450,2,2, , -2--5-- ,AIR,2,380,1.04,2741.0
SVO,SHEREMETYEVO AIRPORT,MOSCOW,RUSSIA,EASTERN EUROPE,HKG,HONG KONG INTERNATIONAL AIRPORT,HONG KONG,HONG KONG - CHINA,FAR EAST ASIA,SU,SU,PJSC Aeroflot,PJSC Aeroflot,NO,310,AIRBUS,593,20001101,20001130,20:55,12:35,640,2,, , -2---6- ,AIR,2,380,1.47,3870.0
SVO,SHEREMETYEVO AIRPORT,MOSCOW,RUSSIA,EASTERN EUROPE,BOM,MUMBAI AIRPORT,MUMBAI,INDIA,ASIA SUB-CONTINENT,SU,SU,PJSC Aeroflot,PJSC Aeroflot,NO,310,AIRBUS,565,20001101,20001130,22:30,7:45,405,2,2, , --3---7 ,AIR,2,380,1.04,2741.0
NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,SVO,SHEREMETYEVO AIRPORT,MOSCOW,RUSSIA,EASTERN EUROPE,SU,SU,PJSC Aeroflot,PJSC Aeroflot,NO,310,AIRBUS,588,20001101,20001130,12:15,16:45,630,2,2, , ----5-7 ,AIR,2,380,1.54,4064.0
NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,SVO,SHEREMETYEVO AIRPORT,MOSCOW,RUSSIA,EASTERN EUROPE,SU,SU,PJSC Aeroflot,PJSC Aeroflot,NO,310,AIRBUS,582,20001101,20001130,13:00,17:25,625,2,2, , 1----6- ,AIR,2,380,1.54,4064.0
SVO,SHEREMETYEVO AIRPORT,MOSCOW,RUSSIA,EASTERN EUROPE,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,SU,SU,PJSC Aeroflot,PJSC Aeroflot,NO,310,AIRBUS,587,20001101,20001130,18:25,9:55,570,2,2, , -2---6- ,AIR,2,380,1.54,4064.0
SVO,SHEREMETYEVO AIRPORT,MOSCOW,RUSSIA,EASTERN EUROPE,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,SU,SU,PJSC Aeroflot,PJSC Aeroflot,NO,310,AIRBUS,581,20001101,20001130,19:30,11:05,575,2,2, , ----5-7 ,AIR,2,380,1.54,4064.0
SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,HKG,HONG KONG INTERNATIONAL AIRPORT,HONG KONG,HONG KONG - CHINA,FAR EAST ASIA,CX,CX,"Cathay Pacific Airways, Ltd.","Cathay Pacific Airways, Ltd.",NO,744,BOEING,110,20001107,20001107,8:45,14:55,550,I,, , -2----- ,AIR,1,379,1.53,4025.0
AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,HKG,HONG KONG INTERNATIONAL AIRPORT,HONG KONG,HONG KONG - CHINA,FAR EAST ASIA,CX,CX,"Cathay Pacific Airways, Ltd.","Cathay Pacific Airways, Ltd.",NO,744,BOEING,108,20001104,20001104,14:20,20:30,670,I,, , -----6- ,AIR,1,379,1.89,4979.0
HKG,HONG KONG INTERNATIONAL AIRPORT,HONG KONG,HONG KONG - CHINA,FAR EAST ASIA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,CX,CX,"Cathay Pacific Airways, Ltd.","Cathay Pacific Airways, Ltd.",NO,744,BOEING,251,20001102,20001130,23:55,4:55,780,,3, , ---4--- ,AIR,1,379,1.98,5217.0
HKG,HONG KONG INTERNATIONAL AIRPORT,HONG KONG,HONG KONG - CHINA,FAR EAST ASIA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,CX,CX,"Cathay Pacific Airways, Ltd.","Cathay Pacific Airways, Ltd.",NO,744,BOEING,255,20001103,20001130,0:30,5:55,805,,3, , ----5-- ,AIR,1,379,1.98,5217.0
HKG,HONG KONG INTERNATIONAL AIRPORT,HONG KONG,HONG KONG - CHINA,FAR EAST ASIA,AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,CX,CX,"Cathay Pacific Airways, Ltd.","Cathay Pacific Airways, Ltd.",NO,744,BOEING,107,20001103,20001103,21:05,13:05,660,,I, , ----5-- ,AIR,1,379,1.89,4979.0
KEF,KEFLAVIK INTERNATIONAL AIRPORT,REYKJAVIK,ICELAND,WESTERN EUROPE,MCO,ORLANDO INTERNATIONAL AIRPORT,ORLANDO,UNITED STATES,NORTH AMERICA,FI,FI,Icelandair,Icelandair,NO,752,BOEING,663,20001101,20001130,17:00,19:45,465,,, , 1---5-- ,AIR,2,378,1.16,3076.0
MCO,ORLANDO INTERNATIONAL AIRPORT,ORLANDO,UNITED STATES,NORTH AMERICA,KEF,KEFLAVIK INTERNATIONAL AIRPORT,REYKJAVIK,ICELAND,WESTERN EUROPE,FI,FI,Icelandair,Icelandair,NO,752,BOEING,662,20001101,20001130,18:00,6:10,430,,, , -2---6- ,AIR,2,378,1.16,3076.0
AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,SEL,METROPOLITAN AREA,SEOUL,SOUTH KOREA,FAR EAST ASIA,KE,KE,Korean Air Lines Co. Ltd.,Korean Air Lines Co. Ltd.,NO,744,BOEING,918,20001101,20001130,21:50,16:10,620,,2, , -2----- ,AIR,1,376,1.74,4629.0
AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,SEL,METROPOLITAN AREA,SEOUL,SOUTH KOREA,FAR EAST ASIA,KE,KE,Korean Air Lines Co. Ltd.,Korean Air Lines Co. Ltd.,NO,744,BOEING,918,20001104,20001130,21:50,16:00,610,,2, , -----6- ,AIR,1,376,1.74,4629.0
FCO,FIUMICINO AIRPORT,ROME,ITALY,WESTERN EUROPE,SEL,METROPOLITAN AREA,SEOUL,SOUTH KOREA,FAR EAST ASIA,KE,KE,Korean Air Lines Co. Ltd.,Korean Air Lines Co. Ltd.,NO,744,BOEING,916,20001103,20001130,22:00,17:00,660,C,2, , ----5-- ,AIR,1,376,1.83,4861.0
FCO,FIUMICINO AIRPORT,ROME,ITALY,WESTERN EUROPE,SEL,METROPOLITAN AREA,SEOUL,SOUTH KOREA,FAR EAST ASIA,KE,KE,Korean Air Lines Co. Ltd.,Korean Air Lines Co. Ltd.,NO,744,BOEING,916,20001101,20001130,22:00,17:05,665,C,2, , ------7 ,AIR,1,376,1.83,4861.0
SHJ,SHARJAH AIRPORT,SHARJAH,UNITED ARAB EMIRATES,GULF,AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,HV,HV,Transavia Airlines,Transavia Airlines,NO,757,BOEING,6978,20001101,20001130,1:35,5:50,435,,, , --3--6- ,AIR,2,370,1.03,2797.0
ORD,O'HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,NORTH AMERICA,SNN,SHANNON INTERNATIONAL AIRPORT,SHANNON,IRELAND,WESTERN EUROPE,RJ,RJ,Royal Jordanian,Royal Jordanian,NO,310,AIRBUS,264,20001101,20001130,20:15,9:15,420,5,, , 1--4--- ,AIR,2,370,1.15,3118.0
CMB,BANDARANAIKE INTERNATIONAL AIRPORT,COLOMBO,SRI LANKA,ASIA SUB-CONTINENT,AMM,QUEEN ALIA INTERNATIONAL AIRPORT,AMMAN,JORDAN,MIDDLE EAST,RJ,RJ,Royal Jordanian,Royal Jordanian,NO,310,AIRBUS,195,20001102,20001130,7:15,10:35,440,,S, , ---4-6- ,AIR,2,370,1.06,2865.0
SNN,SHANNON INTERNATIONAL AIRPORT,SHANNON,IRELAND,WESTERN EUROPE,ORD,O'HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,NORTH AMERICA,RJ,RJ,Royal Jordanian,Royal Jordanian,NO,310,AIRBUS,263,20001101,20001130,16:15,18:15,480,,5, , 1--4--- ,AIR,2,370,1.15,3118.0
AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,RJ,RJ,Royal Jordanian,Royal Jordanian,NO,310,AIRBUS,261,20001101,20001130,13:25,15:50,505,,5, , -23---- ,AIR,2,370,1.17,3173.0
JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,RJ,RJ,Royal Jordanian,Royal Jordanian,NO,310,AIRBUS,262,20001101,20001130,21:00,10:15,435,5,, , -----67 ,AIR,2,370,1.17,3173.0
JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,RJ,RJ,Royal Jordanian,Royal Jordanian,NO,310,AIRBUS,262,20001101,20001130,19:15,8:30,435,5,, , -23---- ,AIR,2,370,1.17,3173.0
EBB,ENTEBBE INTERNATIONAL AIRPORT,ENTEBBE,UGANDA,EAST AFRICA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,Y2,Y2,"Air Century, S.A.","Air Century, S.A.",NO,767,BOEING,2,20001101,20001130,23:50,6:35,525,,1, , --3--6- ,AIR,2,356,1.26,3528.0
LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,EBB,ENTEBBE INTERNATIONAL AIRPORT,ENTEBBE,UGANDA,EAST AFRICA,Y2,Y2,"Air Century, S.A.","Air Century, S.A.",NO,767,BOEING,1,20001101,20001130,21:05,7:20,495,1,, , ---4--7 ,AIR,2,356,1.26,3528.0
CLO,ALFONSO B. ARAGON INTL AIRPORT,CALI,COLOMBIA,SOUTH AMERICA,MDE,JOSE MARIA CORDOVA INTL AIRPORT,MEDELLIN,COLOMBIA,SOUTH AMERICA,MM,MM,Peach Aviation Limited,Peach Aviation Limited,NO,F50,FOKKER,8525,20001101,20001130,6:00,13:35,455,,, ,1234567,AIR,7,350,0.06,167.0
QZX,OFF-LINE POINT,,,,LAS,MCCARRAN INTERNATIONAL AIRPORT,LAS VEGAS,UNITED STATES,NORTH AMERICA,N7,N7,Nordic Regional Airlines Oy,Nordic Regional Airlines Oy,NO,757,BOEING,318,20001101,20001130,23:00,1:00,600,,M,A, -23---- ,AIR,2,350,,
SID,AMILCAR CABRAL INTERNATIONAL AIRPORT,SAL,CAPE VERDE ISLANDS,WEST AFRICA,JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,SA,SA,South African Airways,South African Airways,NO,744,BOEING,202,20001101,20001130,5:30,17:00,510,,, , --3---- ,AIR,1,347,1.38,3969.0
JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,SA,SA,South African Airways,South African Airways,NO,744,BOEING,226,20001104,20001130,22:35,7:40,665,,1, , -----6- ,AIR,1,347,1.71,4936.0
LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,SA,SA,South African Airways,South African Airways,NO,744,BOEING,239,20001104,20001130,8:05,20:55,650,1,, , -----6- ,AIR,1,347,1.71,4936.0
JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,SA,SA,South African Airways,South African Airways,NO,744,BOEING,238,20001104,20001125,9:00,17:55,655,,1, , -----6- ,AIR,1,347,1.71,4936.0
CAN,BAIYUN INTERNATIONAL AIRPORT,GUANGZHOU,CHINA,FAR EAST ASIA,SYD,KINGSFORD SMITH AIRPORT,SYDNEY,AUSTRALIA,AUSTRALIA,CA,CA,Air China Limited,Air China Limited,NO,777,BOEING,177,20001101,20001130,22:30,10:30,540,,I, , 1------ ,AIR,1,345,1.41,4098.0
CAN,BAIYUN INTERNATIONAL AIRPORT,GUANGZHOU,CHINA,FAR EAST ASIA,MEL,MELBOURNE AIRPORT,MELBOURNE,AUSTRALIA,AUSTRALIA,CA,CA,Air China Limited,Air China Limited,NO,777,BOEING,174,20001103,20001130,19:20,7:15,535,,M, , ----5-- ,AIR,1,345,1.42,4108.0
JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,PER,PERTH INTERNATIONAL AIRPORT,PERTH,AUSTRALIA,AUSTRALIA,QF,QF,Qantas Airways Ltd.,Qantas Airways Ltd.,NO,744,BOEING,64,20001104,20001110,17:30,8:35,545,,I, , -----6- ,AIR,1,345,1.55,4493.0
JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,PER,PERTH INTERNATIONAL AIRPORT,PERTH,AUSTRALIA,AUSTRALIA,QF,QF,Qantas Airways Ltd.,Qantas Airways Ltd.,NO,744,BOEING,64,20001102,20001115,19:30,10:35,545,,I, , ---4--- ,AIR,1,345,1.55,4493.0
JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,PER,PERTH INTERNATIONAL AIRPORT,PERTH,AUSTRALIA,AUSTRALIA,QF,QF,Qantas Airways Ltd.,Qantas Airways Ltd.,NO,744,BOEING,64,20001105,20001105,19:20,10:25,545,,I, , ------7 ,AIR,1,345,1.55,4493.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,QF,QF,Qantas Airways Ltd.,Qantas Airways Ltd.,NO,744,BOEING,6,20001101,20001126,23:45,18:40,715,2,1, , ------7 ,AIR,1,345,1.92,5566.0
AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,EZE,MINISTRO PISTARINI AIRPORT,BUENOS AIRES,ARGENTINA,SOUTH AMERICA,QF,QF,Qantas Airways Ltd.,Qantas Airways Ltd.,NO,744,BOEING,115,20001101,20001103,17:00,12:15,675,I,, , ----5-7 ,AIR,1,345,1.92,5572.0
