FlightID,Date,Time,Marketing Airline,FlightNumber,Origin Airport,Destination Airport,Price
2843,2023-02-05,18:45:00,SW,407,DFW,JFK,175.6
2844,2023-02-05,19:00:00,DL,596,JFK,ATL,66.58
2845,2023-02-05,19:15:00,DL,604,SFO,SFO,434.8
2846,2023-02-05,19:30:00,SW,583,SFO,SFO,88.74
2847,2023-02-05,19:45:00,DL,259,ORD,ATL,249.06
2848,2023-02-05,20:00:00,DL,772,ATL,SFO,243.89
2849,2023-02-05,20:15:00,UA,272,JFK,JFK,220.91
2850,2023-02-05,20:30:00,SW,702,JFK,DEN,217.54
2851,2023-02-05,20:45:00,AA,236,LAX,ATL,413.94
2852,2023-02-05,21:00:00,UA,117,JFK,DFW,75.02
2853,2023-02-05,21:15:00,SW,723,DEN,SFO,429.16
2854,2023-02-05,21:30:00,DL,762,DFW,JFK,443.29
2855,2023-02-05,21:45:00,DL,513,SFO,DFW,390.77
2856,2023-02-05,22:00:00,AA,868,DEN,SFO,335.97
2857,2023-02-05,22:15:00,DL,594,ORD,ATL,368.11
2858,2023-02-05,22:30:00,AA,618,SFO,SFO,352.02
2859,2023-02-05,22:45:00,DL,307,DFW,SFO,363.86
2860,2023-02-05,23:00:00,BA,249,LAX,DFW,304.53
2861,2023-02-05,23:15:00,BA,694,DFW,ORD,198.65
2862,2023-02-05,23:30:00,DL,217,LAX,DEN,488.43
2863,2023-02-05,23:45:00,AA,215,JFK,JFK,315.05
2864,2023-02-06,00:00:00,AA,635,LAX,SFO,176.0
2865,2023-02-06,00:15:00,UA,414,ORD,JFK,333.94
2866,2023-02-06,00:30:00,BA,239,DEN,DFW,379.09
2867,2023-02-06,00:45:00,UA,154,DFW,JFK,461.41
2868,2023-02-06,01:00:00,AA,420,ATL,ORD,415.2
2869,2023-02-06,01:15:00,DL,328,DEN,ATL,327.78
2870,2023-02-06,01:30:00,BA,124,ATL,ORD,446.47
2871,2023-02-06,01:45:00,SW,141,SFO,LAX,346.35
2872,2023-02-06,02:00:00,DL,390,SFO,ATL,114.31
2873,2023-02-06,02:15:00,AA,294,DEN,JFK,185.47
2874,2023-02-06,02:30:00,BA,236,SFO,ATL,116.52
2875,2023-02-06,02:45:00,AA,744,DEN,JFK,97.28
2876,2023-02-06,03:00:00,AA,295,SFO,ATL,320.49
2877,2023-02-06,03:15:00,SW,520,DEN,SFO,135.89
2878,2023-02-06,03:30:00,AA,678,JFK,DEN,466.81
2879,2023-02-06,03:45:00,AA,931,ORD,SFO,313.58
2880,2023-02-06,04:00:00,AA,445,SFO,DFW,164.27
2881,2023-02-06,04:15:00,SW,736,ORD,DEN,300.76
2882,2023-02-06,04:30:00,UA,892,LAX,ORD,368.65
2883,2023-02-06,04:45:00,AA,645,LAX,SFO,260.78
2884,2023-02-06,05:00:00,AA,532,LAX,JFK,457.32
2885,2023-02-06,05:15:00,DL,400,ORD,SFO,306.85
2886,2023-02-06,05:30:00,BA,924,ORD,JFK,303.63
2887,2023-02-06,05:45:00,BA,839,ORD,DEN,144.65
2888,2023-02-07,06:00:00,BA,493,LAX,SFO,89.32
2889,2023-02-07,06:15:00,BA,275,JFK,DEN,395.2
2890,2023-02-07,06:30:00,BA,431,SFO,SFO,286.84
2891,2023-02-07,06:45:00,DL,460,SFO,LAX,241.93
2892,2023-02-07,07:00:00,SW,126,DEN,SFO,401.72
2893,2023-02-07,07:15:00,BA,877,SFO,LAX,230.65
2894,2023-02-07,07:30:00,DL,957,ORD,ATL,314.48
2895,2023-02-07,07:45:00,DL,223,ATL,SFO,101.19
2896,2023-02-07,08:00:00,AA,941,ORD,LAX,493.97
2897,2023-02-07,08:15:00,BA,512,DFW,DEN,123.96
2898,2023-02-07,08:30:00,DL,189,ORD,DFW,126.08
2899,2023-02-07,08:45:00,DL,849,DEN,SFO,248.19
2900,2023-02-07,09:00:00,DL,424,ATL,DEN,166.37
2901,2023-02-07,09:15:00,DL,642,SFO,SFO,333.31
2902,2023-02-07,09:30:00,UA,659,LAX,ORD,55.83
2903,2023-02-07,09:45:00,DL,517,ATL,JFK,288.13
2904,2023-02-07,10:00:00,SW,217,DFW,DFW,416.73
2905,2023-02-07,10:15:00,SW,705,DEN,JFK,477.36
2906,2023-02-07,10:30:00,BA,833,SFO,DFW,382.95
2907,2023-02-07,10:45:00,BA,568,JFK,DFW,134.26
2908,2023-02-07,11:00:00,BA,409,DEN,ORD,350.99
2909,2023-02-07,11:15:00,DL,860,ORD,SFO,355.49
2910,2023-02-07,11:30:00,BA,859,ATL,ATL,271.15
2911,2023-02-07,11:45:00,BA,436,LAX,ORD,393.45
2912,2023-02-08,12:00:00,SW,963,DEN,ORD,398.0
2913,2023-02-08,12:15:00,BA,522,DFW,JFK,367.3
2914,2023-02-08,12:30:00,AA,293,DEN,ORD,165.74
2915,2023-02-08,12:45:00,DL,421,DFW,DFW,466.92
2916,2023-02-08,13:00:00,DL,593,DFW,JFK,70.75
2917,2023-02-08,13:15:00,DL,770,ATL,DFW,486.97
2918,2023-02-08,13:30:00,AA,909,DEN,LAX,289.31
2919,2023-02-08,13:45:00,UA,265,DFW,SFO,343.72
2920,2023-02-08,14:00:00,UA,398,LAX,SFO,424.27
2921,2023-02-08,14:15:00,SW,613,ORD,JFK,123.15
2922,2023-02-08,14:30:00,UA,802,JFK,DFW,453.44
2923,2023-02-08,14:45:00,AA,105,DEN,DFW,54.26
2924,2023-02-08,15:00:00,SW,754,DFW,ATL,468.4
2925,2023-02-08,15:15:00,DL,237,ORD,JFK,235.13
2926,2023-02-08,15:30:00,BA,679,DFW,LAX,497.95
2927,2023-02-08,15:45:00,DL,130,ORD,ATL,153.85
2928,2023-02-08,16:00:00,BA,763,ATL,JFK,349.69
2929,2023-02-08,16:15:00,BA,437,DEN,ORD,432.13
2930,2023-02-08,16:30:00,DL,238,DFW,ORD,60.06
2931,2023-02-08,16:45:00,AA,659,ATL,ORD,60.81
2932,2023-02-08,17:00:00,DL,539,SFO,DEN,64.91
2933,2023-02-08,17:15:00,AA,788,JFK,ATL,52.68
2934,2023-02-08,17:30:00,UA,490,JFK,LAX,146.09
2935,2023-02-08,17:45:00,UA,426,ATL,JFK,411.93
2936,2023-02-09,18:00:00,DL,121,DEN,DEN,149.19
2937,2023-02-09,18:15:00,AA,519,SFO,LAX,209.88
2938,2023-02-09,18:30:00,DL,335,SFO,SFO,70.96
2939,2023-02-09,18:45:00,AA,383,DFW,DFW,187.77
2940,2023-02-09,19:00:00,AA,906,DEN,JFK,85.92
2941,2023-02-09,19:15:00,DL,264,ORD,ORD,178.1
2942,2023-02-09,19:30:00,AA,363,ATL,LAX,308.87
2943,2023-02-09,19:45:00,AA,114,SFO,DFW,168.25
2944,2023-02-09,20:00:00,SW,649,DEN,LAX,331.43
2945,2023-02-09,20:15:00,SW,387,JFK,DFW,344.0
2946,2023-02-09,20:30:00,BA,684,LAX,LAX,309.85
2947,2023-02-09,20:45:00,AA,519,DFW,ORD,251.26
2948,2023-02-09,21:00:00,BA,427,SFO,ATL,168.02
2949,2023-02-09,21:15:00,UA,187,LAX,DEN,116.19
2950,2023-02-09,21:30:00,AA,414,JFK,ATL,257.42
2951,2023-02-09,21:45:00,UA,679,LAX,DFW,326.84
2952,2023-02-09,22:00:00,SW,975,SFO,JFK,101.61
2953,2023-02-09,22:15:00,UA,565,ORD,JFK,146.75
2954,2023-02-09,22:30:00,UA,972,LAX,LAX,130.6
2955,2023-02-09,22:45:00,DL,992,DEN,DEN,153.64
2956,2023-02-09,23:00:00,AA,409,JFK,DFW,102.47
2957,2023-02-09,23:15:00,AA,392,DFW,DEN,239.41
2958,2023-02-09,23:30:00,BA,309,JFK,LAX,194.32
2959,2023-02-09,23:45:00,UA,773,SFO,DFW,324.04
2960,2023-02-10,00:00:00,SW,465,DEN,JFK,456.71
2961,2023-02-10,00:15:00,SW,524,JFK,JFK,319.21
2962,2023-02-10,00:30:00,UA,823,LAX,ATL,131.46
2963,2023-02-10,00:45:00,DL,387,LAX,DFW,100.12
2964,2023-02-10,01:00:00,UA,982,ORD,DFW,344.54
2965,2023-02-10,01:15:00,UA,698,ATL,DFW,418.92
2966,2023-02-10,01:30:00,SW,615,DEN,JFK,194.96
2967,2023-02-10,01:45:00,UA,464,DEN,DFW,279.7
2968,2023-02-10,02:00:00,BA,612,DFW,ATL,403.96
2969,2023-02-10,02:15:00,SW,900,DFW,DFW,57.6
2970,2023-02-10,02:30:00,SW,332,DFW,DEN,363.47
2971,2023-02-10,02:45:00,DL,875,SFO,LAX,279.02
2972,2023-02-10,03:00:00,UA,297,DEN,DEN,376.89
2973,2023-02-10,03:15:00,SW,243,ORD,LAX,442.57
2974,2023-02-10,03:30:00,UA,721,DFW,ATL,272.56
2975,2023-02-10,03:45:00,AA,846,LAX,ATL,435.14
2976,2023-02-10,04:00:00,DL,687,ATL,ATL,55.71
2977,2023-02-10,04:15:00,SW,350,DFW,LAX,333.54
2978,2023-02-10,04:30:00,BA,389,DFW,SFO,494.11
2979,2023-02-10,04:45:00,DL,518,DEN,LAX,182.14
2980,2023-02-10,05:00:00,UA,644,ATL,JFK,375.42
2981,2023-02-10,05:15:00,DL,418,JFK,JFK,151.0
2982,2023-02-10,05:30:00,AA,914,JFK,ATL,487.88
2983,2023-02-10,05:45:00,DL,284,ATL,ATL,249.85
2984,2023-02-11,06:00:00,SW,422,LAX,DFW,354.6
2985,2023-02-11,06:15:00,AA,412,SFO,DEN,278.26
2986,2023-02-11,06:30:00,UA,131,DFW,DEN,86.35
2987,2023-02-11,06:45:00,AA,692,LAX,DFW,408.64
2988,2023-02-11,07:00:00,BA,298,SFO,DEN,159.12
2989,2023-02-11,07:15:00,DL,622,LAX,DFW,175.62
2990,2023-02-11,07:30:00,UA,890,ATL,ORD,63.69
2991,2023-02-11,07:45:00,SW,282,DFW,DEN,299.8
2992,2023-02-11,08:00:00,BA,242,LAX,JFK,291.92
2993,2023-02-11,08:15:00,DL,263,LAX,ORD,132.83
2994,2023-02-11,08:30:00,SW,280,ATL,DFW,375.78
2995,2023-02-11,08:45:00,BA,679,ORD,JFK,70.93
2996,2023-02-11,09:00:00,DL,718,LAX,DEN,402.94
2997,2023-02-11,09:15:00,SW,916,JFK,LAX,497.17
2998,2023-02-11,09:30:00,UA,535,SFO,DFW,122.04
2999,2023-02-11,09:45:00,DL,330,SFO,DEN,191.63
