order_date,market,region,product_category,product,estimated_cost,estimated_gross_profit,estimated_net_profit,estimated_sales,cost,inventory,gross_profit,net_profit,sales
12/1/2021,Retail,West,Tea,Earl Grey,30,55,55,70,73,766,63,67,556
12/1/2021,Retail,West,Tea,Green Tea,55,50,-55,90,55,677,76,-3,737
12/1/2021,Retail,West,Coffee,Columbian,55,755,55,550,77,767,557,57,776
12/1/2021,Retail,West,Coffee,Decaf Irish Cream,755,770,50,790,555,776,675,55,750
12/1/2021,Retail,West,Espresso,Caffe Latte,55,30,55,50,67,567,37,73,56
12/1/2021,Retail,West,Espresso,Caffe Mocha,98,55,30,755,65,553,55,73,675
12/1/2021,Retail,West,Espresso,Decaf Espresso,70,550,98,770,55,5579,96,57,776
6/1/2011,Wholesale,Central,Herbal tea,Chamomile,755,798,755,300,770,5597,777,757,367
6/1/2011,Wholesale,Central,Herbal tea,Lemon,50,55,55,730,63,735,77,0,767
6/1/2011,Wholesale,Central,Herbal tea,Mint,50,70,55,755,98,336,55,57,757
6/1/2011,Wholesale,Central,Tea,Darjeeling,55,70,55,755,57,337,77,76,675
6/1/2011,Wholesale,Central,Tea,Earl Grey,50,70,55,755,67,965,76,56,757
6/1/2011,Wholesale,Central,Tea,Green Tea,30,50,30,55,67,673,56,77,677
6/1/2011,Wholesale,Central,Espresso,Caffe Mocha,98,90,70,750,57,756,55,67,750
6/1/2011,Wholesale,Central,Espresso,Decaf Espresso,55,730,55,755,77,557,557,73,557
6/1/2011,Wholesale,Central,Coffee,Amaretto,90,730,550,755,79,777,730,676,675
6/1/2011,Wholesale,Central,Coffee,Columbian,55,755,55,790,73,673,557,556,673
6/1/2011,Wholesale,Central,Coffee,Decaf Irish Cream,550,755,755,755,95,677,739,757,767
6/1/2011,Wholesale,Central,Herbal tea,Chamomile,70,755,550,790,79,777,730,677,675
6/1/2011,Wholesale,Central,Herbal tea,Lemon,70,90,98,798,73,673,557,556,673
6/1/2011,Wholesale,Central,Herbal tea,Mint,55,755,550,550,95,677,739,757,767
6/1/2011,Wholesale,Central,Tea,Darjeeling,55,70,50,755,57,756,55,73,750
6/1/2011,Wholesale,Central,Tea,Earl Grey,98,90,55,750,77,557,557,67,557
6/1/2011,Wholesale,Central,Espresso,Caffe Mocha,770,370,798,655,737,7355,367,376,667
6/1/2011,Wholesale,Central,Espresso,Decaf Espresso,798,770,755,530,677,6759,677,677,555
6/1/2011,Wholesale,Central,Coffee,Columbian,750,755,730,398,677,767,557,773,376
6/1/2011,Wholesale,Central,Coffee,Decaf Irish Cream,550,755,550,755,95,987,739,736,767
6/1/2011,Retail,Central,Herbal tea,Chamomile,550,755,550,755,737,7355,367,375,667
6/1/2011,Retail,Central,Herbal tea,Lemon,55,755,90,550,95,987,739,737,767
6/1/2011,Retail,Central,Tea,Darjeeling,790,755,755,550,677,6759,677,755,555
6/1/2011,Retail,Central,Tea,Earl Grey,755,770,798,755,675,6779,307,773,667
6/1/2011,Retail,Central,Espresso,Caffe Mocha,55,55,30,50,77,777,76,77,67
6/1/2011,Retail,Central,Espresso,Decaf Espresso,55,55,30,50,77,777,76,76,67
6/1/2011,Retail,Central,Coffee,Amaretto,55,30,55,55,67,677,77,77,50
6/1/2011,Retail,Central,Coffee,Columbian,55,55,55,98,67,965,37,7,69
6/1/2011,Retail,Central,Coffee,Decaf Irish Cream,55,30,55,50,73,673,37,79,98
6/1/2011,Retail,Central,Herbal tea,Chamomile,30,55,0,70,37,767,53,-77,557
6/1/2011,Retail,Central,Herbal tea,Lemon,70,55,-55,55,67,575,67,-67,677
6/1/2011,Retail,Central,Tea,Darjeeling,30,55,55,70,35,796,77,67,97
6/1/2011,Retail,Central,Tea,Earl Grey,55,30,-55,50,79,769,36,-67,73
6/1/2011,Retail,Central,Tea,Green Tea,55,55,0,98,37,797,67,-6,75
6/1/2011,Retail,Central,Espresso,Caffe Mocha,50,90,70,755,50,677,73,75,737
6/1/2011,Retail,Central,Espresso,Decaf Espresso,50,55,98,730,76,777,67,70,677
6/1/2011,Retail,Central,Coffee,Columbian,90,550,55,790,75,797,555,67,673
6/1/2011,Retail,Central,Coffee,Decaf Irish Cream,55,90,50,770,77,965,97,73,790
6/1/2011,Wholesale,Central,Herbal tea,Chamomile,55,50,50,70,37,756,67,75,90
6/1/2011,Wholesale,Central,Herbal tea,Lemon,55,50,50,70,37,677,67,75,90
6/1/2011,Wholesale,Central,Tea,Darjeeling,70,755,98,755,67,657,676,556,735
6/1/2011,Wholesale,Central,Tea,Earl Grey,70,550,98,770,67,500,676,557,677
6/1/2011,Wholesale,Central,Espresso,Caffe Mocha,790,755,755,550,770,5597,777,757,367
6/1/2011,Wholesale,Central,Espresso,Decaf Espresso,98,90,55,750,57,337,77,75,675
6/1/2011,Wholesale,Central,Coffee,Amaretto,98,55,50,755,98,336,55,53,757
6/1/2011,Wholesale,Central,Coffee,Columbian,98,55,50,755,57,367,73,65,757
6/1/2011,Wholesale,Central,Coffee,Decaf Irish Cream,98,90,55,750,63,735,77,0,767
6/1/2011,Retail,Central,Herbal tea,Chamomile,50,550,55,750,67,550,673,559,557
6/1/2011,Retail,Central,Herbal tea,Lemon,55,50,50,70,33,777,67,67,97
6/1/2011,Retail,Central,Tea,Darjeeling,50,55,50,730,67,390,79,73,767
6/1/2011,Retail,Central,Tea,Earl Grey,98,90,55,750,75,567,555,67,557
6/1/2011,Retail,Central,Espresso,Caffe Mocha,55,90,50,770,69,965,67,59,767
6/1/2011,Retail,Central,Espresso,Decaf Espresso,50,70,50,755,67,673,67,53,673
6/1/2011,Retail,Central,Coffee,Amaretto,50,70,30,755,57,367,66,55,737
6/1/2011,Retail,Central,Coffee,Columbian,55,755,55,790,79,557,677,67,673
6/1/2011,Retail,Central,Coffee,Decaf Irish Cream,55,550,98,755,77,737,553,79,557
6/1/2011,Retail,East,Herbal tea,Lemon,98,55,55,755,75,797,555,67,673
6/1/2011,Retail,East,Herbal tea,Mint,50,55,50,730,77,965,97,73,790
6/1/2011,Retail,East,Tea,Darjeeling,50,55,98,730,50,677,73,73,737
6/1/2011,Retail,East,Tea,Green Tea,55,98,55,550,37,777,56,55,555
6/1/2011,Retail,East,Espresso,Caffe Mocha,70,550,55,770,75,567,555,67,557
6/1/2011,Retail,East,Espresso,Decaf Espresso,50,70,55,755,55,367,75,77,675
6/1/2011,Retail,East,Coffee,Columbian,755,755,730,790,677,967,676,779,377
6/1/2011,Wholesale,East,Herbal tea,Chamomile,30,50,30,55,67,673,67,53,673
6/1/2011,Wholesale,East,Herbal tea,Lemon,55,50,55,90,57,367,66,55,737
6/1/2011,Wholesale,East,Herbal tea,Mint,50,98,55,755,69,965,67,67,767
6/1/2011,Wholesale,East,Tea,Darjeeling,30,50,55,55,37,677,67,67,90
6/1/2011,Wholesale,East,Tea,Green Tea,30,50,55,55,33,777,67,67,97
6/1/2011,Wholesale,East,Espresso,Caffe Mocha,70,755,30,755,79,557,677,67,673
6/1/2011,Wholesale,East,Espresso,Decaf Espresso,70,550,98,770,77,737,553,77,557
6/1/2011,Wholesale,East,Coffee,Columbian,55,755,70,790,67,657,676,556,735
6/1/2011,Wholesale,East,Coffee,Decaf Irish Cream,55,755,70,790,67,500,676,557,677
6/1/2011,Wholesale,East,Herbal tea,Lemon,55,98,30,550,57,337,77,76,675
6/1/2011,Wholesale,East,Tea,Darjeeling,30,50,55,55,37,677,67,75,90
6/1/2011,Wholesale,East,Tea,Green Tea,30,50,55,55,37,756,67,75,90
6/1/2011,Wholesale,East,Espresso,Caffe Mocha,98,98,-55,755,63,735,63,-36,677
6/1/2011,Wholesale,East,Espresso,Regular Espresso,798,770,755,330,770,5597,777,756,367
6/1/2011,Wholesale,East,Coffee,Columbian,98,550,398,798,77,557,677,577,553
6/1/2011,Retail,East,Herbal tea,Lemon,55,30,0,50,37,797,67,-6,75
6/1/2011,Retail,East,Tea,Darjeeling,55,30,55,55,67,677,77,76,50
6/1/2011,Retail,East,Tea,Green Tea,55,30,55,55,77,777,76,77,67
6/1/2011,Retail,East,Espresso,Caffe Mocha,30,50,0,55,37,767,53,-76,557
6/1/2011,Retail,East,Espresso,Regular Espresso,55,55,0,98,79,769,36,-67,73
6/1/2011,Retail,East,Coffee,Amaretto,30,50,30,55,37,677,55,37,557
6/1/2011,Retail,East,Coffee,Columbian,55,70,55,755,67,377,77,39,737
6/1/2011,Wholesale,East,Herbal tea,Lemon,755,790,550,370,675,6779,737,773,555
6/1/2011,Wholesale,East,Herbal tea,Mint,750,-55,-70,755,557,965,-77,-776,557
6/1/2011,Wholesale,East,Tea,Darjeeling,550,750,755,750,95,677,739,757,767
6/1/2011,Wholesale,East,Tea,Earl Grey,90,755,755,730,79,777,730,676,675
6/1/2011,Wholesale,East,Tea,Green Tea,50,90,70,755,57,756,55,67,750
6/1/2011,Wholesale,East,Espresso,Caffe Mocha,550,-50,-770,50,555,775,-67,-767,67
6/1/2011,Wholesale,East,Espresso,Regular Espresso,755,770,550,755,677,6759,767,773,567
6/1/2011,Wholesale,East,Coffee,Columbian,798,355,798,655,777,7557,557,557,759
6/1/2011,Retail,South,Herbal tea,Chamomile,55,98,55,550,79,673,63,55,675
6/1/2011,Retail,South,Herbal tea,Lemon,55,550,55,755,75,797,555,67,673
6/1/2011,Retail,South,Coffee,Columbian,55,98,50,550,37,777,57,77,95
6/1/2011,Retail,South,Coffee,Decaf Irish Cream,55,98,50,550,33,777,67,67,97
6/1/2011,Retail,South,Espresso,Caffe Latte,98,90,55,750,75,567,555,67,557
6/1/2011,Retail,South,Espresso,Caffe Mocha,50,550,55,750,67,550,673,559,557
6/1/2011,Retail,South,Espresso,Decaf Espresso,50,70,50,755,67,390,79,75,767
6/1/2011,Retail,South,Herbal tea,Chamomile,55,30,55,55,67,677,77,77,50
6/1/2011,Retail,South,Herbal tea,Lemon,55,55,55,98,67,965,37,6,69
6/1/2011,Retail,South,Coffee,Columbian,98,90,50,750,67,377,77,67,737
6/1/2011,Retail,South,Coffee,Decaf Irish Cream,755,55,-30,755,67,575,67,-67,677
6/1/2011,Retail,South,Espresso,Caffe Latte,55,30,0,50,79,769,36,-67,73
6/1/2011,Retail,South,Espresso,Caffe Mocha,30,55,-55,70,37,767,53,-76,557
6/1/2011,Retail,South,Espresso,Decaf Espresso,30,55,55,70,35,796,77,67,97
6/1/2011,Retail,South,Herbal tea,Chamomile,50,98,55,755,57,367,66,55,737
6/1/2011,Retail,South,Herbal tea,Lemon,70,755,30,755,79,557,677,76,673
6/1/2011,Retail,South,Coffee,Columbian,50,70,50,755,67,673,56,75,677
6/1/2011,Retail,South,Coffee,Decaf Irish Cream,55,98,50,550,37,677,67,67,90
6/1/2011,Retail,South,Espresso,Caffe Latte,70,550,70,770,67,500,676,553,677
6/1/2011,Retail,South,Espresso,Caffe Mocha,55,55,55,98,37,756,67,67,90
6/1/2011,Retail,South,Espresso,Decaf Espresso,70,755,70,755,67,657,676,557,735
6/1/2011,Wholesale,South,Herbal tea,Chamomile,50,55,50,730,98,336,55,57,757
6/1/2011,Wholesale,South,Herbal tea,Lemon,50,55,50,730,57,367,73,65,757
6/1/2011,Wholesale,South,Coffee,Columbian,798,300,755,598,557,965,675,677,506
6/1/2011,Wholesale,South,Coffee,Decaf Irish Cream,550,730,550,730,73,673,557,556,673
6/1/2011,Wholesale,South,Espresso,Caffe Latte,98,90,50,750,77,557,557,73,557
6/1/2011,Wholesale,South,Espresso,Caffe Mocha,70,755,90,755,79,777,730,677,675
6/1/2011,Wholesale,South,Espresso,Decaf Espresso,55,70,98,755,57,756,55,67,750
6/1/2011,Retail,West,Herbal tea,Chamomile,30,50,30,55,37,677,55,33,557
6/1/2011,Retail,West,Herbal tea,Lemon,55,98,30,550,67,377,77,39,737
6/1/2011,Retail,West,Herbal tea,Mint,70,55,-30,55,67,575,67,-67,677
6/1/2011,Retail,West,Tea,Darjeeling,55,55,0,98,37,767,53,-76,557
6/1/2011,Retail,West,Tea,Earl Grey,55,30,55,50,35,796,77,67,97
6/1/2011,Retail,West,Tea,Green Tea,55,30,55,55,79,769,36,-67,73
6/1/2011,Retail,West,Espresso,Decaf Espresso,55,70,50,755,50,677,73,73,737
6/1/2011,Retail,West,Coffee,Amaretto,90,755,55,755,77,965,97,73,790
6/1/2011,Retail,West,Coffee,Columbian,98,550,70,798,55,367,75,77,675
6/1/2011,Retail,West,Coffee,Decaf Irish Cream,550,730,70,730,75,797,555,67,673
6/1/2011,Retail,West,Espresso,Caffe Latte,55,98,55,550,76,777,67,69,677
6/1/2011,Retail,West,Espresso,Caffe Mocha,55,98,55,550,79,673,63,53,675
6/1/2011,Wholesale,West,Herbal tea,Chamomile,55,755,550,550,95,677,739,759,767
6/1/2011,Wholesale,West,Herbal tea,Lemon,770,755,798,390,557,965,675,679,506
6/1/2011,Wholesale,West,Herbal tea,Mint,70,90,98,798,73,673,557,557,673
6/1/2011,Wholesale,West,Tea,Darjeeling,50,90,55,755,79,777,730,676,675
6/1/2011,Wholesale,West,Tea,Earl Grey,30,98,98,90,57,756,55,67,750
6/1/2011,Wholesale,West,Tea,Green Tea,55,55,50,755,77,557,557,67,557
6/1/2011,Wholesale,West,Espresso,Decaf Espresso,755,300,550,555,737,7355,367,376,667
6/1/2011,Wholesale,West,Coffee,Amaretto,755,70,30,755,95,987,50,-3,767
6/1/2011,Wholesale,West,Coffee,Columbian,355,500,370,755,777,7557,557,557,759
6/1/2011,Wholesale,West,Coffee,Decaf Irish Cream,755,-55,-755,755,677,767,-76,-677,737
6/1/2011,Wholesale,West,Espresso,Caffe Latte,755,755,750,730,677,6759,677,677,555
6/1/2011,Wholesale,West,Espresso,Caffe Mocha,550,755,55,755,555,775,675,76,755
6/1/2011,Retail,West,Herbal tea,Chamomile,90,730,30,755,555,775,675,75,755
6/1/2011,Retail,West,Herbal tea,Lemon,755,755,755,300,677,767,557,773,376
6/1/2011,Retail,West,Herbal tea,Mint,55,755,90,550,95,987,739,737,767
6/1/2011,Retail,West,Tea,Darjeeling,750,755,750,370,737,7355,367,376,667
6/1/2011,Retail,West,Tea,Earl Grey,750,798,550,355,677,6759,677,755,555
6/1/2011,Retail,West,Tea,Green Tea,798,-798,-755,0,675,6779,-675,-557,79
6/1/2011,Retail,West,Espresso,Decaf Espresso,55,30,55,55,77,777,76,77,67
6/1/2011,Retail,West,Coffee,Columbian,55,50,55,90,37,797,67,-5,75
6/1/2011,Retail,West,Coffee,Decaf Irish Cream,30,55,55,70,67,965,37,6,69
6/1/2011,Retail,West,Espresso,Caffe Latte,55,30,55,55,77,777,76,77,67
6/1/2011,Retail,West,Espresso,Caffe Mocha,55,30,55,55,67,677,77,76,50
6/1/2011,Retail,West,Herbal tea,Chamomile,30,55,55,70,36,777,57,57,557
6/1/2011,Retail,West,Herbal tea,Lemon,30,50,30,55,67,673,56,75,677
6/1/2011,Retail,West,Tea,Darjeeling,55,30,30,50,37,756,67,67,90
6/1/2011,Retail,West,Tea,Earl Grey,50,90,98,755,67,657,676,556,735
6/1/2011,Retail,West,Tea,Green Tea,50,55,50,730,67,500,676,557,677
6/1/2011,Retail,West,Espresso,Decaf Espresso,798,798,550,355,770,5597,777,757,367
6/1/2011,Retail,West,Coffee,Amaretto,70,755,55,755,63,735,77,7,767
6/1/2011,Retail,West,Coffee,Columbian,55,755,98,550,67,550,93,67,779
6/1/2011,Retail,West,Coffee,Decaf Irish Cream,70,550,70,770,57,367,73,65,757
6/1/2011,Retail,West,Espresso,Caffe Latte,50,70,55,755,57,337,77,75,675
6/1/2011,Retail,West,Espresso,Caffe Mocha,50,55,50,730,98,336,55,57,757
6/1/2011,Retail,West,Herbal tea,Chamomile,550,770,755,770,677,967,676,779,377
6/1/2011,Retail,West,Herbal tea,Lemon,55,50,50,70,37,777,57,77,95
6/1/2011,Retail,West,Tea,Darjeeling,55,55,50,755,67,550,673,559,557
6/1/2011,Retail,West,Tea,Earl Grey,55,98,55,550,67,390,79,75,767
6/1/2011,Retail,West,Tea,Green Tea,55,55,55,755,75,567,555,67,557
6/1/2011,Retail,West,Espresso,Caffe Latte,55,98,55,550,67,673,67,55,673
6/1/2011,Retail,West,Espresso,Caffe Mocha,50,98,55,755,57,367,66,55,737
6/1/2011,Retail,West,Espresso,Decaf Espresso,98,55,98,755,69,965,67,67,767
6/1/2011,Retail,West,Coffee,Columbian,98,550,70,798,53,337,77,59,675
6/1/2011,Retail,West,Coffee,Decaf Irish Cream,90,755,98,730,79,557,677,67,673
2/1/2011,Wholesale,Central,Herbal tea,Chamomile,755,750,550,790,770,5573,770,677,367
2/1/2011,Wholesale,Central,Herbal tea,Lemon,55,70,55,755,57,677,75,-7,737
2/1/2011,Wholesale,Central,Herbal tea,Mint,50,70,55,755,98,379,55,79,679
2/1/2011,Wholesale,Central,Tea,Darjeeling,50,98,55,755,59,337,73,77,677
2/1/2011,Wholesale,Central,Tea,Earl Grey,50,98,30,755,67,957,77,50,675
2/1/2011,Wholesale,Central,Tea,Green Tea,30,50,30,55,67,667,56,75,557
2/1/2011,Wholesale,Central,Espresso,Caffe Mocha,55,755,755,755,77,679,677,679,557
2/1/2011,Wholesale,Central,Espresso,Decaf Espresso,55,755,90,755,75,579,677,67,557
2/1/2011,Wholesale,Central,Coffee,Amaretto,550,750,755,750,99,766,677,756,759
2/1/2011,Wholesale,Central,Coffee,Columbian,55,755,55,790,73,673,557,557,557
2/1/2011,Wholesale,Central,Coffee,Decaf Irish Cream,550,755,755,755,95,559,737,677,677
2/1/2011,Wholesale,Central,Herbal tea,Chamomile,55,730,755,755,99,766,677,756,759
2/1/2011,Wholesale,Central,Herbal tea,Lemon,70,90,98,798,73,673,557,557,557
2/1/2011,Wholesale,Central,Herbal tea,Mint,55,755,550,550,95,559,737,677,677
2/1/2011,Wholesale,Central,Tea,Darjeeling,98,550,55,798,77,679,677,677,557
2/1/2011,Wholesale,Central,Tea,Earl Grey,98,550,50,798,75,579,677,67,557
2/1/2011,Wholesale,Central,Espresso,Caffe Mocha,770,370,798,655,737,6767,367,797,567
2/1/2011,Wholesale,Central,Espresso,Decaf Espresso,798,770,755,530,677,6736,679,677,677
2/1/2011,Wholesale,Central,Coffee,Columbian,750,755,755,370,677,677,556,777,377
2/1/2011,Wholesale,Central,Coffee,Decaf Irish Cream,755,750,550,798,557,596,750,677,777
2/1/2011,Retail,Central,Herbal tea,Chamomile,550,770,790,770,737,6767,367,797,567
2/1/2011,Retail,Central,Herbal tea,Lemon,55,755,755,755,557,596,750,677,777
2/1/2011,Retail,Central,Tea,Darjeeling,790,755,755,550,677,6736,679,559,677
2/1/2011,Retail,Central,Tea,Earl Grey,550,798,750,798,755,7397,797,757,569
2/1/2011,Retail,Central,Espresso,Caffe Mocha,55,30,55,50,79,777,67,76,50
2/1/2011,Retail,Central,Espresso,Decaf Espresso,0,50,55,50,0,777,73,77,76
2/1/2011,Retail,Central,Coffee,Amaretto,55,30,55,55,67,677,77,75,67
2/1/2011,Retail,Central,Coffee,Columbian,55,55,55,98,67,967,35,9,67
2/1/2011,Retail,Central,Coffee,Decaf Irish Cream,55,30,55,50,73,655,37,67,57
2/1/2011,Retail,Central,Herbal tea,Chamomile,30,98,55,90,73,756,67,-67,677
2/1/2011,Retail,Central,Herbal tea,Lemon,70,55,-55,55,67,675,67,-77,559
2/1/2011,Retail,Central,Tea,Darjeeling,30,55,55,70,35,797,77,73,77
2/1/2011,Retail,Central,Tea,Earl Grey,55,30,-55,50,30,765,37,-55,77
2/1/2011,Retail,Central,Tea,Green Tea,55,55,0,98,33,793,67,-6,79
2/1/2011,Retail,Central,Espresso,Caffe Mocha,50,90,70,755,50,677,73,77,737
2/1/2011,Retail,Central,Espresso,Decaf Espresso,55,55,98,755,67,777,67,56,755
2/1/2011,Retail,Central,Coffee,Columbian,90,755,50,550,76,677,557,67,556
2/1/2011,Retail,Central,Coffee,Decaf Irish Cream,70,550,98,770,75,956,90,67,776
2/1/2011,Wholesale,Central,Herbal tea,Chamomile,55,30,30,55,67,757,37,75,98
2/1/2011,Wholesale,Central,Herbal tea,Lemon,55,50,50,70,37,677,67,67,75
2/1/2011,Wholesale,Central,Tea,Darjeeling,98,755,98,770,55,655,755,97,673
2/1/2011,Wholesale,Central,Tea,Earl Grey,70,755,70,755,76,790,755,555,755
2/1/2011,Wholesale,Central,Espresso,Caffe Mocha,790,755,755,550,770,5573,770,675,367
2/1/2011,Wholesale,Central,Espresso,Decaf Espresso,98,90,55,750,59,337,73,77,677
2/1/2011,Wholesale,Central,Coffee,Amaretto,98,55,50,755,98,379,55,79,679
2/1/2011,Wholesale,Central,Coffee,Columbian,50,55,50,730,57,357,76,56,736
2/1/2011,Wholesale,Central,Coffee,Decaf Irish Cream,50,55,55,730,57,677,75,-7,737
2/1/2011,Retail,Central,Herbal tea,Chamomile,50,550,55,750,65,377,559,97,675
2/1/2011,Retail,Central,Herbal tea,Lemon,55,98,50,550,77,777,67,67,673
2/1/2011,Retail,Central,Tea,Darjeeling,55,55,50,755,56,367,67,67,676
2/1/2011,Retail,Central,Tea,Earl Grey,50,55,55,730,65,573,90,7,765
2/1/2011,Retail,Central,Espresso,Caffe Mocha,55,550,98,755,70,957,67,67,767
2/1/2011,Retail,Central,Espresso,Decaf Espresso,50,70,50,755,67,677,67,57,677
2/1/2011,Retail,Central,Coffee,Amaretto,50,70,30,755,53,306,65,67,676
2/1/2011,Retail,Central,Coffee,Columbian,90,755,55,730,97,567,677,67,737
2/1/2011,Retail,Central,Coffee,Decaf Irish Cream,55,550,98,755,77,673,553,77,797
2/1/2011,Retail,East,Herbal tea,Lemon,98,90,50,750,76,677,557,67,556
2/1/2011,Retail,East,Herbal tea,Mint,50,70,50,755,75,956,90,67,776
2/1/2011,Retail,East,Tea,Darjeeling,50,55,98,730,50,677,73,77,737
2/1/2011,Retail,East,Tea,Green Tea,55,50,55,70,77,777,39,37,70
2/1/2011,Retail,East,Espresso,Caffe Mocha,98,90,55,750,65,573,90,7,765
2/1/2011,Retail,East,Espresso,Decaf Espresso,50,70,55,755,55,305,75,73,739
2/1/2011,Retail,East,Coffee,Columbian,755,755,730,300,730,975,795,755,376
2/1/2011,Wholesale,East,Herbal tea,Chamomile,30,50,30,55,67,677,67,50,677
2/1/2011,Wholesale,East,Herbal tea,Lemon,55,50,55,90,53,306,65,67,676
2/1/2011,Wholesale,East,Herbal tea,Mint,50,70,50,755,70,957,67,67,767
2/1/2011,Wholesale,East,Tea,Darjeeling,30,50,55,55,37,677,67,67,75
2/1/2011,Wholesale,East,Tea,Green Tea,55,55,98,755,77,777,67,65,673
2/1/2011,Wholesale,East,Espresso,Caffe Mocha,55,730,55,755,97,567,677,67,737
2/1/2011,Wholesale,East,Espresso,Decaf Espresso,70,550,98,770,77,673,553,76,797
2/1/2011,Wholesale,East,Coffee,Columbian,70,755,55,790,55,655,755,93,673
2/1/2011,Wholesale,East,Coffee,Decaf Irish Cream,55,755,70,790,76,790,755,555,755
2/1/2011,Wholesale,East,Herbal tea,Lemon,55,98,30,550,59,337,73,77,677
2/1/2011,Wholesale,East,Tea,Darjeeling,30,50,55,55,37,677,67,67,75
2/1/2011,Wholesale,East,Tea,Green Tea,55,55,30,98,67,757,37,75,98
2/1/2011,Wholesale,East,Espresso,Caffe Mocha,50,70,55,755,57,757,77,-6,736
2/1/2011,Wholesale,East,Espresso,Regular Espresso,798,770,755,330,770,5573,770,677,367
2/1/2011,Wholesale,East,Coffee,Columbian,70,370,330,755,75,735,395,505,507
2/1/2011,Retail,East,Herbal tea,Lemon,55,30,0,50,33,793,67,-6,79
2/1/2011,Retail,East,Tea,Darjeeling,55,30,55,55,67,677,77,76,67
2/1/2011,Retail,East,Tea,Green Tea,0,55,30,55,0,777,73,77,76
2/1/2011,Retail,East,Espresso,Caffe Mocha,55,98,55,550,73,756,67,-55,677
2/1/2011,Retail,East,Espresso,Regular Espresso,55,55,0,98,30,765,37,-9,77
2/1/2011,Retail,East,Coffee,Amaretto,30,98,55,90,67,736,98,37,557
2/1/2011,Retail,East,Coffee,Columbian,55,98,30,550,75,366,69,37,677
2/1/2011,Wholesale,East,Herbal tea,Lemon,755,550,755,355,755,6757,755,797,567
2/1/2011,Wholesale,East,Herbal tea,Mint,798,-55,-55,755,673,6767,-33,-777,797
2/1/2011,Wholesale,East,Tea,Darjeeling,550,750,755,750,95,559,737,677,677
2/1/2011,Wholesale,East,Tea,Earl Grey,550,798,730,798,99,766,677,756,759
2/1/2011,Wholesale,East,Tea,Green Tea,55,755,90,550,77,679,677,677,557
2/1/2011,Wholesale,East,Espresso,Caffe Mocha,755,-98,-790,50,677,907,-98,-307,65
2/1/2011,Wholesale,East,Espresso,Regular Espresso,755,350,755,598,677,7557,357,397,667
2/1/2011,Wholesale,East,Coffee,Columbian,755,370,750,655,757,5567,377,367,677
2/1/2011,Retail,South,Herbal tea,Chamomile,55,98,55,550,79,677,63,57,679
2/1/2011,Retail,South,Herbal tea,Lemon,55,550,55,755,76,677,557,67,556
2/1/2011,Retail,South,Coffee,Columbian,55,70,98,755,37,777,56,50,550
2/1/2011,Retail,South,Coffee,Decaf Irish Cream,50,90,70,755,77,777,67,65,673
2/1/2011,Retail,South,Espresso,Caffe Latte,50,55,55,730,65,367,90,3,765
2/1/2011,Retail,South,Espresso,Caffe Mocha,50,90,70,755,65,377,559,96,675
2/1/2011,Retail,South,Espresso,Decaf Espresso,55,70,50,755,56,367,67,67,676
2/1/2011,Retail,South,Herbal tea,Chamomile,55,30,55,55,67,677,77,75,67
2/1/2011,Retail,South,Herbal tea,Lemon,55,55,55,98,67,967,35,7,67
2/1/2011,Retail,South,Coffee,Columbian,50,90,50,755,75,366,69,36,677
2/1/2011,Retail,South,Coffee,Decaf Irish Cream,550,55,-55,755,67,675,67,-76,559
2/1/2011,Retail,South,Espresso,Caffe Latte,55,30,0,50,30,557,37,-55,77
2/1/2011,Retail,South,Espresso,Caffe Mocha,30,50,0,55,73,756,67,-55,677
2/1/2011,Retail,South,Espresso,Decaf Espresso,30,55,55,70,35,797,77,67,77
2/1/2011,Retail,South,Herbal tea,Chamomile,50,98,55,755,53,306,65,76,676
2/1/2011,Retail,South,Herbal tea,Lemon,55,730,55,755,97,567,677,67,737
2/1/2011,Retail,South,Coffee,Columbian,50,70,50,755,67,667,56,73,557
2/1/2011,Retail,South,Coffee,Decaf Irish Cream,55,98,50,550,37,677,67,73,75
2/1/2011,Retail,South,Espresso,Caffe Latte,70,550,70,770,76,300,755,557,755
2/1/2011,Retail,South,Espresso,Caffe Mocha,55,30,30,55,67,757,37,75,98
2/1/2011,Retail,South,Espresso,Decaf Espresso,98,755,70,770,55,655,755,93,673
2/1/2011,Wholesale,South,Herbal tea,Chamomile,50,55,50,730,98,379,55,79,679
2/1/2011,Wholesale,South,Herbal tea,Lemon,55,55,50,755,57,357,76,56,736
2/1/2011,Wholesale,South,Coffee,Columbian,798,355,755,555,673,967,757,673,796
2/1/2011,Wholesale,South,Coffee,Decaf Irish Cream,550,730,550,730,73,673,557,557,557
2/1/2011,Wholesale,South,Espresso,Caffe Latte,98,550,98,798,75,377,677,76,557
2/1/2011,Wholesale,South,Espresso,Caffe Mocha,55,755,550,550,99,766,677,757,759
2/1/2011,Wholesale,South,Espresso,Decaf Espresso,98,550,90,798,77,679,677,679,557
2/1/2011,Retail,West,Herbal tea,Chamomile,30,50,30,55,67,736,98,36,557
2/1/2011,Retail,West,Herbal tea,Lemon,30,70,55,550,75,366,69,36,677
2/1/2011,Retail,West,Herbal tea,Mint,70,55,-30,55,67,675,67,-76,559
2/1/2011,Retail,West,Tea,Darjeeling,55,50,55,70,73,756,67,-55,677
2/1/2011,Retail,West,Tea,Earl Grey,55,30,55,50,35,797,77,73,77
