order_date,market,region,product_category,product,cost,inventory,net_profit,sales
12/1/2021,Retail,West,Herbal tea,Lemon,793,8798,794,793
12/1/2021,Retail,West,Herbal tea,Mint,879,981,888,888
12/1/2021,Retail,West,Tea,Darjeeling,737,7944,888,796
12/1/2021,Retail,West,Tea,Earl Grey,881,8981,879,818
12/1/2021,Retail,West,Tea,Green Tea,794,9888,-419,88
12/1/2021,Retail,West,Coffee,Columbian,79,881,8,99
12/1/2021,Retail,West,Coffee,Decaf Irish Cream,88,8117,9,67
12/1/2021,Retail,West,Espresso,Caffe Latte,1,734,88,48
12/1/2021,Retail,West,Espresso,Caffe Mocha,86,988,81,48
12/1/2021,Retail,West,Espresso,Decaf Espresso,88,917,79,89
12/1/2021,Retail,West,Herbal tea,Chamomile,73,979,79,61
12/1/2021,Retail,West,Herbal tea,Lemon,98,888,66,898
12/1/2021,Retail,West,Tea,Darjeeling,79,471,88,78
12/1/2021,Retail,West,Tea,Earl Grey,99,979,78,888
12/1/2021,Retail,West,Tea,Green Tea,793,671,888,881
12/1/2021,Retail,West,Coffee,Amaretto,47,888,-7,888
12/1/2021,Retail,West,Coffee,Columbian,48,498,8,79
12/1/2021,Retail,West,Coffee,Decaf Irish Cream,48,488,88,818
12/1/2021,Retail,West,Espresso,Caffe Latte,46,488,6,818
12/1/2021,Retail,West,Espresso,Caffe Mocha,73,473,89,879
12/1/2021,Retail,West,Espresso,Decaf Espresso,888,8879,97,816
12/1/2021,Retail,West,Herbal tea,Chamomile,888,8866,818,897
12/1/2021,Retail,West,Herbal tea,Lemon,47,948,46,881
12/1/2021,Retail,West,Tea,Darjeeling,48,881,81,817
12/1/2021,Retail,West,Tea,Earl Grey,48,466,89,816
12/1/2021,Retail,West,Tea,Green Tea,88,679,-8,888
12/1/2021,Retail,West,Coffee,Columbian,78,468,89,796
12/1/2021,Retail,West,Coffee,Decaf Irish Cream,818,786,81,881
12/1/2021,Retail,West,Espresso,Caffe Latte,73,867,88,86
12/1/2021,Retail,West,Espresso,Caffe Mocha,68,418,88,738
12/1/2021,Retail,West,Espresso,Decaf Espresso,91,8177,88,796
6/1/2011,Wholesale,Central,Herbal tea,Chamomile,791,8178,793,898
6/1/2011,Wholesale,Central,Herbal tea,Lemon,68,488,1,869
6/1/2011,Wholesale,Central,Herbal tea,Mint,61,886,88,879
6/1/2011,Wholesale,Central,Tea,Darjeeling,89,889,86,738
6/1/2011,Wholesale,Central,Tea,Earl Grey,64,768,86,879
6/1/2011,Wholesale,Central,Tea,Green Tea,44,688,47,888
6/1/2011,Wholesale,Central,Espresso,Caffe Mocha,73,486,94,881
6/1/2011,Wholesale,Central,Espresso,Decaf Espresso,78,889,98,818
6/1/2011,Wholesale,Central,Coffee,Amaretto,97,777,736,738
6/1/2011,Wholesale,Central,Coffee,Columbian,98,688,816,888
6/1/2011,Wholesale,Central,Coffee,Decaf Irish Cream,78,988,879,868
6/1/2011,Wholesale,Central,Herbal tea,Chamomile,97,777,739,738
6/1/2011,Wholesale,Central,Herbal tea,Lemon,98,688,816,888
6/1/2011,Wholesale,Central,Herbal tea,Mint,78,988,879,868
6/1/2011,Wholesale,Central,Tea,Darjeeling,73,486,98,881
6/1/2011,Wholesale,Central,Tea,Earl Grey,78,889,94,818
6/1/2011,Wholesale,Central,Espresso,Caffe Mocha,793,8881,886,688
6/1/2011,Wholesale,Central,Espresso,Decaf Espresso,889,7379,889,881
6/1/2011,Wholesale,Central,Coffee,Columbian,734,968,798,896
6/1/2011,Wholesale,Central,Coffee,Decaf Irish Cream,78,619,886,868
6/1/2011,Retail,Central,Herbal tea,Chamomile,793,8881,888,688
6/1/2011,Retail,Central,Herbal tea,Lemon,78,619,793,868
6/1/2011,Retail,Central,Tea,Darjeeling,889,7379,881,881
6/1/2011,Retail,Central,Tea,Earl Grey,738,7379,798,688
6/1/2011,Retail,Central,Espresso,Caffe Mocha,79,777,79,49
6/1/2011,Retail,Central,Espresso,Decaf Espresso,79,777,86,49
6/1/2011,Retail,Central,Coffee,Amaretto,89,988,79,81
6/1/2011,Retail,Central,Coffee,Columbian,89,768,9,67
6/1/2011,Retail,Central,Coffee,Decaf Irish Cream,88,688,79,61
6/1/2011,Retail,Central,Herbal tea,Chamomile,79,868,-79,818
6/1/2011,Retail,Central,Herbal tea,Lemon,99,888,-68,888
6/1/2011,Retail,Central,Tea,Darjeeling,88,796,73,78
6/1/2011,Retail,Central,Tea,Earl Grey,79,867,-73,78
6/1/2011,Retail,Central,Tea,Green Tea,73,797,-6,98
6/1/2011,Retail,Central,Espresso,Caffe Mocha,81,988,78,889
6/1/2011,Retail,Central,Espresso,Decaf Espresso,46,777,71,889
6/1/2011,Retail,Central,Coffee,Columbian,98,474,68,888
6/1/2011,Retail,Central,Coffee,Decaf Irish Cream,79,768,78,791
6/1/2011,Wholesale,Central,Herbal tea,Chamomile,88,486,48,71
6/1/2011,Wholesale,Central,Herbal tea,Lemon,88,988,48,71
6/1/2011,Wholesale,Central,Tea,Darjeeling,94,688,816,888
6/1/2011,Wholesale,Central,Tea,Earl Grey,94,811,814,793
6/1/2011,Wholesale,Central,Espresso,Caffe Mocha,791,8178,793,898
6/1/2011,Wholesale,Central,Espresso,Decaf Espresso,89,889,88,738
6/1/2011,Wholesale,Central,Coffee,Amaretto,61,886,88,879
6/1/2011,Wholesale,Central,Coffee,Columbian,79,864,68,879
6/1/2011,Wholesale,Central,Coffee,Decaf Irish Cream,68,488,1,869
6/1/2011,Retail,Central,Herbal tea,Chamomile,67,411,817,818
6/1/2011,Retail,Central,Herbal tea,Lemon,88,777,44,78
6/1/2011,Retail,Central,Tea,Darjeeling,68,791,78,869
6/1/2011,Retail,Central,Tea,Earl Grey,78,888,88,818
6/1/2011,Retail,Central,Espresso,Caffe Mocha,67,768,79,869
6/1/2011,Retail,Central,Espresso,Decaf Espresso,49,688,88,888
6/1/2011,Retail,Central,Coffee,Amaretto,73,888,81,793
6/1/2011,Retail,Central,Coffee,Columbian,77,888,73,888
6/1/2011,Retail,Central,Coffee,Decaf Irish Cream,77,488,77,818
6/1/2011,Retail,East,Herbal tea,Lemon,98,474,68,888
6/1/2011,Retail,East,Herbal tea,Mint,79,768,78,791
6/1/2011,Retail,East,Tea,Darjeeling,81,988,78,889
6/1/2011,Retail,East,Tea,Green Tea,89,777,88,818
6/1/2011,Retail,East,Espresso,Caffe Mocha,78,888,88,818
6/1/2011,Retail,East,Espresso,Decaf Espresso,88,888,47,738
6/1/2011,Retail,East,Coffee,Columbian,793,768,797,737
6/1/2011,Wholesale,East,Herbal tea,Chamomile,49,688,88,888
6/1/2011,Wholesale,East,Herbal tea,Lemon,73,888,81,793
6/1/2011,Wholesale,East,Herbal tea,Mint,67,768,68,869
6/1/2011,Wholesale,East,Tea,Darjeeling,88,988,44,71
6/1/2011,Wholesale,East,Tea,Green Tea,88,777,44,78
6/1/2011,Wholesale,East,Espresso,Caffe Mocha,77,888,73,888
6/1/2011,Wholesale,East,Espresso,Decaf Espresso,77,488,79,818
6/1/2011,Wholesale,East,Coffee,Columbian,94,688,816,888
6/1/2011,Wholesale,East,Coffee,Decaf Irish Cream,94,811,814,793
6/1/2011,Wholesale,East,Herbal tea,Lemon,89,889,86,738
6/1/2011,Wholesale,East,Tea,Darjeeling,88,988,48,71
6/1/2011,Wholesale,East,Tea,Green Tea,88,486,48,71
6/1/2011,Wholesale,East,Espresso,Caffe Mocha,68,488,-86,738
6/1/2011,Wholesale,East,Espresso,Regular Espresso,791,8178,886,898
6/1/2011,Wholesale,East,Coffee,Columbian,78,889,798,888
6/1/2011,Retail,East,Herbal tea,Lemon,73,797,-6,98
6/1/2011,Retail,East,Tea,Darjeeling,89,988,86,81
6/1/2011,Retail,East,Tea,Green Tea,79,777,79,49
6/1/2011,Retail,East,Espresso,Caffe Mocha,79,868,-86,818
6/1/2011,Retail,East,Espresso,Regular Espresso,79,867,-88,78
6/1/2011,Retail,East,Coffee,Amaretto,89,738,88,814
6/1/2011,Retail,East,Coffee,Columbian,49,798,79,793
6/1/2011,Wholesale,East,Herbal tea,Lemon,738,7379,798,731
6/1/2011,Wholesale,East,Herbal tea,Mint,817,768,-796,818
6/1/2011,Wholesale,East,Tea,Darjeeling,78,988,879,868
6/1/2011,Wholesale,East,Tea,Earl Grey,97,777,736,738
6/1/2011,Wholesale,East,Tea,Green Tea,73,486,94,881
6/1/2011,Wholesale,East,Espresso,Caffe Mocha,818,788,-869,69
6/1/2011,Wholesale,East,Espresso,Regular Espresso,889,7379,798,739
6/1/2011,Wholesale,East,Coffee,Columbian,798,8818,419,779
6/1/2011,Retail,South,Herbal tea,Chamomile,47,688,88,888
6/1/2011,Retail,South,Herbal tea,Lemon,98,474,68,888
6/1/2011,Retail,South,Coffee,Columbian,73,777,47,78
6/1/2011,Retail,South,Coffee,Decaf Irish Cream,88,777,44,78
6/1/2011,Retail,South,Espresso,Caffe Latte,78,888,88,818
6/1/2011,Retail,South,Espresso,Caffe Mocha,67,411,817,818
6/1/2011,Retail,South,Espresso,Decaf Espresso,68,791,78,869
6/1/2011,Retail,South,Herbal tea,Chamomile,89,988,79,81
6/1/2011,Retail,South,Herbal tea,Lemon,89,768,6,67
6/1/2011,Retail,South,Coffee,Columbian,49,798,48,793
6/1/2011,Retail,South,Coffee,Decaf Irish Cream,99,888,-68,888
6/1/2011,Retail,South,Espresso,Caffe Latte,79,867,-88,78
6/1/2011,Retail,South,Espresso,Caffe Mocha,79,868,-86,818
6/1/2011,Retail,South,Espresso,Decaf Espresso,88,796,73,78
6/1/2011,Retail,South,Herbal tea,Chamomile,73,888,81,793
6/1/2011,Retail,South,Herbal tea,Lemon,77,888,86,888
6/1/2011,Retail,South,Coffee,Columbian,44,688,48,888
6/1/2011,Retail,South,Coffee,Decaf Irish Cream,88,988,44,71
6/1/2011,Retail,South,Espresso,Caffe Latte,94,811,818,793
6/1/2011,Retail,South,Espresso,Caffe Mocha,88,486,44,71
6/1/2011,Retail,South,Espresso,Decaf Espresso,94,688,814,888
6/1/2011,Wholesale,South,Herbal tea,Chamomile,61,886,88,879
6/1/2011,Wholesale,South,Herbal tea,Lemon,79,864,68,879
6/1/2011,Wholesale,South,Coffee,Columbian,817,768,739,816
6/1/2011,Wholesale,South,Coffee,Decaf Irish Cream,98,688,816,888
6/1/2011,Wholesale,South,Espresso,Caffe Latte,78,889,98,818
6/1/2011,Wholesale,South,Espresso,Caffe Mocha,97,777,739,738
6/1/2011,Wholesale,South,Espresso,Decaf Espresso,73,486,94,881
6/1/2011,Retail,West,Herbal tea,Chamomile,89,738,88,814
6/1/2011,Retail,West,Herbal tea,Lemon,49,798,79,793
6/1/2011,Retail,West,Herbal tea,Mint,99,888,-68,888
6/1/2011,Retail,West,Tea,Darjeeling,79,868,-86,818
6/1/2011,Retail,West,Tea,Earl Grey,88,796,73,78
6/1/2011,Retail,West,Tea,Green Tea,79,867,-73,78
6/1/2011,Retail,West,Espresso,Decaf Espresso,81,988,78,889
6/1/2011,Retail,West,Coffee,Amaretto,79,768,78,791
6/1/2011,Retail,West,Coffee,Columbian,88,888,47,738
6/1/2011,Retail,West,Coffee,Decaf Irish Cream,98,474,68,888
6/1/2011,Retail,West,Espresso,Caffe Latte,46,777,67,889
6/1/2011,Retail,West,Espresso,Caffe Mocha,47,688,88,888
6/1/2011,Wholesale,West,Herbal tea,Chamomile,78,988,879,868
6/1/2011,Wholesale,West,Herbal tea,Lemon,817,768,737,816
6/1/2011,Wholesale,West,Herbal tea,Mint,98,688,814,888
6/1/2011,Wholesale,West,Tea,Darjeeling,97,777,736,738
6/1/2011,Wholesale,West,Tea,Earl Grey,73,486,94,881
6/1/2011,Wholesale,West,Tea,Green Tea,78,889,94,818
6/1/2011,Wholesale,West,Espresso,Decaf Espresso,793,8881,886,688
6/1/2011,Wholesale,West,Coffee,Amaretto,78,619,-8,868
6/1/2011,Wholesale,West,Coffee,Columbian,798,8818,419,779
6/1/2011,Wholesale,West,Coffee,Decaf Irish Cream,734,968,-898,888
6/1/2011,Wholesale,West,Espresso,Caffe Latte,889,7379,889,881
6/1/2011,Wholesale,West,Espresso,Caffe Mocha,818,788,86,891
6/1/2011,Retail,West,Herbal tea,Chamomile,818,788,88,891
6/1/2011,Retail,West,Herbal tea,Lemon,734,968,798,896
6/1/2011,Retail,West,Herbal tea,Mint,78,619,793,868
6/1/2011,Retail,West,Tea,Darjeeling,793,8881,886,688
6/1/2011,Retail,West,Tea,Earl Grey,889,7379,881,881
6/1/2011,Retail,West,Tea,Green Tea,738,7379,-888,79
6/1/2011,Retail,West,Espresso,Decaf Espresso,79,777,79,49
6/1/2011,Retail,West,Coffee,Columbian,73,797,-8,98
6/1/2011,Retail,West,Coffee,Decaf Irish Cream,89,768,6,67
6/1/2011,Retail,West,Espresso,Caffe Latte,79,777,79,49
6/1/2011,Retail,West,Espresso,Caffe Mocha,89,988,86,81
6/1/2011,Retail,West,Herbal tea,Chamomile,86,777,88,818
6/1/2011,Retail,West,Herbal tea,Lemon,44,688,48,888
6/1/2011,Retail,West,Tea,Darjeeling,88,486,44,71
6/1/2011,Retail,West,Tea,Earl Grey,94,688,816,888
6/1/2011,Retail,West,Tea,Green Tea,94,811,814,793
6/1/2011,Retail,West,Espresso,Decaf Espresso,791,8178,793,898
6/1/2011,Retail,West,Coffee,Amaretto,68,488,8,869
6/1/2011,Retail,West,Coffee,Columbian,67,411,44,797
6/1/2011,Retail,West,Coffee,Decaf Irish Cream,79,864,68,879
6/1/2011,Retail,West,Espresso,Caffe Latte,89,889,88,738
6/1/2011,Retail,West,Espresso,Caffe Mocha,61,886,88,879
6/1/2011,Retail,West,Herbal tea,Chamomile,793,768,797,737
6/1/2011,Retail,West,Herbal tea,Lemon,73,777,47,78
6/1/2011,Retail,West,Tea,Darjeeling,67,411,817,818
6/1/2011,Retail,West,Tea,Earl Grey,68,791,78,869
6/1/2011,Retail,West,Tea,Green Tea,78,888,88,818
6/1/2011,Retail,West,Espresso,Caffe Latte,49,688,88,888
6/1/2011,Retail,West,Espresso,Caffe Mocha,73,888,81,793
6/1/2011,Retail,West,Espresso,Decaf Espresso,67,768,68,869
6/1/2011,Retail,West,Coffee,Columbian,88,889,79,738
6/1/2011,Retail,West,Coffee,Decaf Irish Cream,77,888,73,888
2/1/2011,Wholesale,Central,Herbal tea,Chamomile,791,8178,737,868
2/1/2011,Wholesale,Central,Herbal tea,Lemon,73,479,-4,879
2/1/2011,Wholesale,Central,Herbal tea,Mint,61,879,47,737
2/1/2011,Wholesale,Central,Tea,Darjeeling,79,888,79,738
2/1/2011,Wholesale,Central,Tea,Earl Grey,68,789,81,738
2/1/2011,Wholesale,Central,Tea,Green Tea,44,689,48,817
2/1/2011,Wholesale,Central,Espresso,Caffe Mocha,77,447,879,818
2/1/2011,Wholesale,Central,Espresso,Decaf Espresso,78,737,99,818
2/1/2011,Wholesale,Central,Coffee,Amaretto,77,766,886,879
2/1/2011,Wholesale,Central,Coffee,Columbian,98,688,818,818
2/1/2011,Wholesale,Central,Coffee,Decaf Irish Cream,78,917,737,737
2/1/2011,Wholesale,Central,Herbal tea,Chamomile,77,766,886,879
2/1/2011,Wholesale,Central,Herbal tea,Lemon,98,688,818,818
2/1/2011,Wholesale,Central,Herbal tea,Mint,78,917,737,737
2/1/2011,Wholesale,Central,Tea,Darjeeling,77,447,879,818
2/1/2011,Wholesale,Central,Tea,Earl Grey,78,737,99,818
2/1/2011,Wholesale,Central,Espresso,Caffe Mocha,793,8898,799,898
2/1/2011,Wholesale,Central,Espresso,Decaf Espresso,889,7386,888,497
2/1/2011,Wholesale,Central,Coffee,Columbian,739,944,798,797
2/1/2011,Wholesale,Central,Coffee,Decaf Irish Cream,814,796,738,798
2/1/2011,Retail,Central,Herbal tea,Chamomile,793,8898,799,898
2/1/2011,Retail,Central,Herbal tea,Lemon,814,796,738,798
2/1/2011,Retail,Central,Tea,Darjeeling,889,7386,817,497
2/1/2011,Retail,Central,Tea,Earl Grey,731,8798,888,867
2/1/2011,Retail,Central,Espresso,Caffe Mocha,79,774,86,81
2/1/2011,Retail,Central,Espresso,Decaf Espresso,1,774,47,46
2/1/2011,Retail,Central,Coffee,Amaretto,89,989,88,49
2/1/2011,Retail,Central,Coffee,Columbian,89,768,7,67
2/1/2011,Retail,Central,Coffee,Decaf Irish Cream,88,681,89,89
2/1/2011,Retail,Central,Herbal tea,Chamomile,48,886,-88,888
2/1/2011,Retail,Central,Herbal tea,Lemon,94,688,-47,817
2/1/2011,Retail,Central,Tea,Darjeeling,88,798,88,97
2/1/2011,Retail,Central,Tea,Earl Grey,81,868,-81,78
2/1/2011,Retail,Central,Tea,Green Tea,88,798,-6,77
2/1/2011,Retail,Central,Espresso,Caffe Mocha,81,973,78,888
2/1/2011,Retail,Central,Espresso,Decaf Espresso,48,778,86,881
2/1/2011,Retail,Central,Coffee,Columbian,96,494,68,816
2/1/2011,Retail,Central,Coffee,Decaf Irish Cream,78,786,69,796
2/1/2011,Wholesale,Central,Herbal tea,Chamomile,88,488,88,61
2/1/2011,Wholesale,Central,Herbal tea,Lemon,88,979,48,98
2/1/2011,Wholesale,Central,Tea,Darjeeling,91,641,78,888
2/1/2011,Wholesale,Central,Tea,Earl Grey,96,471,818,881
2/1/2011,Wholesale,Central,Espresso,Caffe Mocha,791,8178,738,868
2/1/2011,Wholesale,Central,Espresso,Decaf Espresso,79,888,79,738
2/1/2011,Wholesale,Central,Coffee,Amaretto,61,879,47,737
2/1/2011,Wholesale,Central,Coffee,Columbian,88,879,86,886
2/1/2011,Wholesale,Central,Coffee,Decaf Irish Cream,73,479,-4,879
2/1/2011,Retail,Central,Herbal tea,Chamomile,68,798,79,898
2/1/2011,Retail,Central,Herbal tea,Lemon,47,778,64,888
2/1/2011,Retail,Central,Tea,Darjeeling,86,898,68,736
2/1/2011,Retail,Central,Tea,Earl Grey,68,888,4,868
2/1/2011,Retail,Central,Espresso,Caffe Mocha,71,779,68,864
2/1/2011,Retail,Central,Espresso,Decaf Espresso,49,679,88,879
2/1/2011,Retail,Central,Coffee,Amaretto,88,816,89,886
2/1/2011,Retail,Central,Coffee,Columbian,78,738,88,793
2/1/2011,Retail,Central,Coffee,Decaf Irish Cream,77,488,74,798
2/1/2011,Retail,East,Herbal tea,Lemon,96,494,68,816
2/1/2011,Retail,East,Herbal tea,Mint,78,786,69,796
2/1/2011,Retail,East,Tea,Darjeeling,81,973,78,888
2/1/2011,Retail,East,Tea,Green Tea,79,778,88,71
2/1/2011,Retail,East,Espresso,Caffe Mocha,68,888,4,868
2/1/2011,Retail,East,Espresso,Decaf Espresso,88,818,48,879
2/1/2011,Retail,East,Coffee,Columbian,881,748,891,736
2/1/2011,Wholesale,East,Herbal tea,Chamomile,49,679,81,879
2/1/2011,Wholesale,East,Herbal tea,Lemon,88,816,89,886
2/1/2011,Wholesale,East,Herbal tea,Mint,71,779,68,864
2/1/2011,Wholesale,East,Tea,Darjeeling,88,979,48,98
2/1/2011,Wholesale,East,Tea,Green Tea,47,778,68,888
2/1/2011,Wholesale,East,Espresso,Caffe Mocha,78,738,73,793
2/1/2011,Wholesale,East,Espresso,Decaf Espresso,77,488,76,798
2/1/2011,Wholesale,East,Coffee,Columbian,91,641,78,888
2/1/2011,Wholesale,East,Coffee,Decaf Irish Cream,96,471,818,881
2/1/2011,Wholesale,East,Herbal tea,Lemon,79,888,79,738
2/1/2011,Wholesale,East,Tea,Darjeeling,88,979,48,98
2/1/2011,Wholesale,East,Tea,Green Tea,88,488,88,61
2/1/2011,Wholesale,East,Espresso,Caffe Mocha,73,488,-6,886
2/1/2011,Wholesale,East,Espresso,Regular Espresso,791,8178,737,868
2/1/2011,Wholesale,East,Coffee,Columbian,78,888,818,818
2/1/2011,Retail,East,Herbal tea,Lemon,88,798,-6,77
2/1/2011,Retail,East,Tea,Darjeeling,89,989,86,49
2/1/2011,Retail,East,Tea,Green Tea,1,774,47,46
2/1/2011,Retail,East,Espresso,Caffe Mocha,48,886,-81,888
2/1/2011,Retail,East,Espresso,Regular Espresso,81,868,-7,78
2/1/2011,Retail,East,Coffee,Amaretto,48,886,79,819
2/1/2011,Retail,East,Coffee,Columbian,48,866,73,888
2/1/2011,Wholesale,East,Herbal tea,Lemon,731,7373,794,889
2/1/2011,Wholesale,East,Herbal tea,Mint,888,8793,-799,798
2/1/2011,Wholesale,East,Tea,Darjeeling,78,917,739,737
2/1/2011,Wholesale,East,Tea,Earl Grey,77,766,886,879
2/1/2011,Wholesale,East,Tea,Green Tea,77,447,879,818
2/1/2011,Wholesale,East,Espresso,Caffe Mocha,888,718,-818,68
2/1/2011,Wholesale,East,Espresso,Regular Espresso,889,7318,798,689
2/1/2011,Wholesale,East,Coffee,Columbian,889,8167,864,697
2/1/2011,Retail,South,Herbal tea,Chamomile,47,679,88,879
2/1/2011,Retail,South,Herbal tea,Lemon,96,494,68,816
2/1/2011,Retail,South,Coffee,Columbian,89,778,81,811
2/1/2011,Retail,South,Coffee,Decaf Irish Cream,47,778,68,888
2/1/2011,Retail,South,Espresso,Caffe Latte,68,738,8,868
2/1/2011,Retail,South,Espresso,Caffe Mocha,68,798,76,898
2/1/2011,Retail,South,Espresso,Decaf Espresso,86,898,68,736
2/1/2011,Retail,South,Herbal tea,Chamomile,89,989,88,49
2/1/2011,Retail,South,Herbal tea,Lemon,89,768,7,67
2/1/2011,Retail,South,Coffee,Columbian,48,866,86,888
2/1/2011,Retail,South,Coffee,Decaf Irish Cream,94,688,-46,817
2/1/2011,Retail,South,Espresso,Caffe Latte,81,814,-81,78
2/1/2011,Retail,South,Espresso,Caffe Mocha,48,886,-81,888
2/1/2011,Retail,South,Espresso,Decaf Espresso,88,798,88,97
2/1/2011,Retail,South,Herbal tea,Chamomile,88,816,86,886
2/1/2011,Retail,South,Herbal tea,Lemon,78,738,88,793
2/1/2011,Retail,South,Coffee,Columbian,44,689,48,817
2/1/2011,Retail,South,Coffee,Decaf Irish Cream,88,979,48,98
2/1/2011,Retail,South,Espresso,Caffe Latte,96,811,814,881
2/1/2011,Retail,South,Espresso,Caffe Mocha,88,488,88,61
2/1/2011,Retail,South,Espresso,Decaf Espresso,91,641,78,888
2/1/2011,Wholesale,South,Herbal tea,Chamomile,61,879,47,737
2/1/2011,Wholesale,South,Herbal tea,Lemon,88,879,86,886
2/1/2011,Wholesale,South,Coffee,Columbian,888,748,738,476
2/1/2011,Wholesale,South,Coffee,Decaf Irish Cream,98,688,818,818
2/1/2011,Wholesale,South,Espresso,Caffe Latte,78,799,96,818
2/1/2011,Wholesale,South,Espresso,Caffe Mocha,77,766,879,879
2/1/2011,Wholesale,South,Espresso,Decaf Espresso,77,447,879,818
2/1/2011,Retail,West,Herbal tea,Chamomile,48,886,86,819
2/1/2011,Retail,West,Herbal tea,Lemon,48,866,86,888
2/1/2011,Retail,West,Herbal tea,Mint,94,688,-46,817
2/1/2011,Retail,West,Tea,Darjeeling,48,886,-81,888
2/1/2011,Retail,West,Tea,Earl Grey,88,798,88,97
2/1/2011,Retail,West,Tea,Green Tea,81,868,-7,78
2/1/2011,Retail,West,Espresso,Decaf Espresso,81,973,78,888
2/1/2011,Retail,West,Coffee,Amaretto,78,786,69,796
2/1/2011,Retail,West,Coffee,Columbian,88,818,48,879
2/1/2011,Retail,West,Coffee,Decaf Irish Cream,96,494,68,816
2/1/2011,Retail,West,Espresso,Caffe Latte,48,778,86,881
2/1/2011,Retail,West,Espresso,Caffe Mocha,47,679,88,879
2/1/2011,Wholesale,West,Herbal tea,Chamomile,78,917,739,737
2/1/2011,Wholesale,West,Herbal tea,Lemon,888,748,738,476
2/1/2011,Wholesale,West,Herbal tea,Mint,98,688,818,818
2/1/2011,Wholesale,West,Tea,Darjeeling,77,766,879,879
2/1/2011,Wholesale,West,Tea,Earl Grey,77,447,879,818
2/1/2011,Wholesale,West,Tea,Green Tea,78,737,96,818
2/1/2011,Wholesale,West,Espresso,Decaf Espresso,793,8898,811,898
2/1/2011,Wholesale,West,Coffee,Amaretto,814,698,-41,738
2/1/2011,Wholesale,West,Coffee,Columbian,889,8167,864,697
2/1/2011,Wholesale,West,Coffee,Decaf Irish Cream,739,8178,-794,881
2/1/2011,Wholesale,West,Espresso,Caffe Latte,889,7386,888,497
2/1/2011,Wholesale,West,Espresso,Caffe Mocha,888,788,79,817
2/1/2011,Retail,West,Herbal tea,Chamomile,888,788,79,817
2/1/2011,Retail,West,Herbal tea,Lemon,739,944,798,797
2/1/2011,Retail,West,Herbal tea,Mint,814,796,731,798
2/1/2011,Retail,West,Tea,Darjeeling,793,8898,811,898
2/1/2011,Retail,West,Tea,Earl Grey,889,7386,888,497
2/1/2011,Retail,West,Tea,Green Tea,731,7979,-819,88
2/1/2011,Retail,West,Espresso,Decaf Espresso,79,774,86,81
2/1/2011,Retail,West,Coffee,Columbian,88,798,-7,77
2/1/2011,Retail,West,Coffee,Decaf Irish Cream,89,768,7,67
2/1/2011,Retail,West,Espresso,Caffe Latte,1,774,46,46
2/1/2011,Retail,West,Espresso,Caffe Mocha,89,989,88,49
2/1/2011,Retail,West,Herbal tea,Chamomile,88,778,48,96
2/1/2011,Retail,West,Herbal tea,Lemon,44,689,48,817
2/1/2011,Retail,West,Tea,Darjeeling,88,488,88,61
2/1/2011,Retail,West,Tea,Earl Grey,91,641,78,888
2/1/2011,Retail,West,Tea,Green Tea,96,471,818,881
2/1/2011,Retail,West,Espresso,Decaf Espresso,791,8178,737,868
2/1/2011,Retail,West,Coffee,Amaretto,73,479,-6,879
2/1/2011,Retail,West,Coffee,Columbian,68,798,79,868
2/1/2011,Retail,West,Coffee,Decaf Irish Cream,88,879,86,886
2/1/2011,Retail,West,Espresso,Caffe Latte,79,888,79,738
2/1/2011,Retail,West,Espresso,Caffe Mocha,61,879,47,737
2/1/2011,Retail,West,Herbal tea,Chamomile,881,748,891,736
2/1/2011,Retail,West,Herbal tea,Lemon,89,778,81,811
2/1/2011,Retail,West,Tea,Darjeeling,68,798,79,898
2/1/2011,Retail,West,Tea,Earl Grey,86,898,68,736
2/1/2011,Retail,West,Tea,Green Tea,68,888,4,868
2/1/2011,Retail,West,Espresso,Caffe Latte,49,679,88,879
2/1/2011,Retail,West,Espresso,Caffe Mocha,88,816,89,886
2/1/2011,Retail,West,Espresso,Decaf Espresso,71,779,68,864
2/1/2011,Retail,West,Coffee,Columbian,89,888,68,888
2/1/2011,Retail,West,Coffee,Decaf Irish Cream,78,738,88,793
3/1/2011,Wholesale,Central,Herbal tea,Chamomile,868,8179,731,736
3/1/2011,Wholesale,Central,Herbal tea,Lemon,88,488,-6,888
3/1/2011,Wholesale,Central,Herbal tea,Mint,79,888,46,738
3/1/2011,Wholesale,Central,Tea,Darjeeling,89,888,73,879
3/1/2011,Wholesale,Central,Tea,Earl Grey,68,788,47,734
3/1/2011,Wholesale,Central,Tea,Green Tea,48,688,48,814
3/1/2011,Wholesale,Central,Espresso,Caffe Mocha,98,448,888,888
3/1/2011,Wholesale,Central,Espresso,Decaf Espresso,78,738,91,798
3/1/2011,Wholesale,Central,Coffee,Amaretto,97,786,793,879
3/1/2011,Wholesale,Central,Coffee,Columbian,94,618,818,816
3/1/2011,Wholesale,Central,Coffee,Decaf Irish Cream,78,777,881,737
3/1/2011,Wholesale,Central,Herbal tea,Chamomile,97,786,888,879
3/1/2011,Wholesale,Central,Herbal tea,Lemon,94,618,814,816
3/1/2011,Wholesale,Central,Herbal tea,Mint,78,777,888,737
3/1/2011,Wholesale,Central,Tea,Darjeeling,98,448,888,888
3/1/2011,Wholesale,Central,Tea,Earl Grey,78,738,77,798
3/1/2011,Wholesale,Central,Espresso,Caffe Mocha,738,8861,888,614
